R,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
2.5,6450.239918119239,-1805.8513155718983,571.3396958276562,-3785.9241077065917,3754.0689104345083,-1875.2763367534749,2707.765721010579,2185.077682114221,-1609.690315637365,1949.083818964087,-1126.3762450052245,611.5512275680619,-579.2898361134753,950.1212721240664,241.97466261868823,-191.80134866809215,282.3557427961558,-467.3805515430012,928.837754178672,485.07806098939784,48.1212016616733,413.12866373954694,-1190.3842953150872,-241.28220183320488,266.897859324519,-371.12550555116457,545.053125377149,-954.7675001096837
2.6,4927.4634838430065,-817.1877526197284,318.1866991198199,-1674.3814753812771,2064.243319596859,-1053.2940120166136,1527.6235835045009,1126.3998361149645,-829.4712132783756,1003.6112177672169,-807.7320488304265,416.7033331926666,-377.02554574131966,588.5089390500603,36.92420753007957,-54.38684373390596,110.97395663253369,-209.67523916315037,442.9956551791895,171.05089251119657,106.30597018835783,161.73978575774368,-570.3092900761942,-203.4771250117216,188.99206127506537,-233.76426983590085,319.8632357238688,-536.3870708184144
2.7,3645.334596417686,-324.2151023904303,173.7326914285677,-607.3609925009991,1196.5776319269735,-630.9967435651319,913.1679858396682,564.2598247744055,-415.4210163631659,502.29025427607104,-561.6262866921086,267.63994554947527,-237.71256705907425,361.7172117690082,-33.12743739255441,-1.019900670391209,35.06828225611056,-86.26189162485986,199.99160189006056,30.046281758690867,111.90987617938536,47.80458175829155,-264.28919568442717,-147.6725012175659,124.24713050978025,-141.30860240538937,182.11653255973175,-293.09406761117134
2.8,2613.197761510456,-94.82075381949366,92.58348042547253,-108.16663160034773,756.4859162812327,-415.3534198616176,594.665774062471,273.7530723247519,-201.57457710709926,243.62026375901834,-381.42958811762554,163.31955787605648,-146.2745121371614,222.68304831634725,-45.59486696716975,14.568807315418994,5.0977476923449885,-30.749133465742673,83.69312742594323,-24.716756351933846,98.14715147823325,1.3253531480730771,-120.17966341278903,-97.14286424366148,76.6284587620438,-81.7511912581006,100.02482345019803,-154.7757000547713
2.9,1810.1334817848278,-0.023694714484200574,47.8290283510507,94.46104725299354,531.6573889191943,-303.1116906624849,426.65750589194926,128.38928644888057,-94.63471043606887,114.40254400871936,-254.53005048748534,95.11532158177482,-88.7598356257141,139.26680597328718,-37.56956015124095,15.152663292720433,-4.307921714201154,-7.996637647559897,31.204628671699115,-39.298020926056836,80.05566619875086,-14.060763084799724,-56.258478588544406,-58.955493717431395,44.405945183086274,-45.0054024544166,52.56946043370473,-78.28724869162173
3.0,1202.732161353288,29.970134040635813,23.688412618818113,151.13063778662973,411.29701971537384,-240.78682317408183,332.9370609298478,58.41361632764894,-43.180728071697885,52.297181281292296,-167.8335071180884,53.12636828770411,-53.98257136435008,90.13866285286545,-25.322961702322353,11.182425188048477,-5.522746792371626,-0.05228196396529938,9.410585519849981,-37.17475307371862,63.57967003586061,-16.45015985409432,-29.990394232573735,-33.10555186679014,24.060920493294216,-23.35196643558374,26.129971932389388,-37.44107064707478
3.1,754.8952840161162,31.622419172201226,11.020709449613264,142.76564033788014,339.78151525932844,-201.7820008363152,274.98279757888463,26.255718371147765,-19.53631005921593,23.78326440981079,-110.02922949218362,28.760397919262616,-33.70944328699348,61.53672693343316,-14.922301344926824,6.928059915704105,-4.169190309059464,1.8333440413203559,1.4868295441308699,-29.638258225596903,50.41236277625235,-14.321452823695367,-20.123830365312912,-17.079501612706352,12.049135769894272,-11.247912976697178,12.068918991581773,-16.600052914800667
3.2,432.83300020512473,23.060589508886906,4.606049720790791,110.87375187199326,290.56167384391347,-173.5603548391594,234.1787080745921,12.25631533463315,-9.231694711566757,11.356489208540278,-72.22944328895221,15.477553647490836,-22.249752539759612,44.83927841331581,-7.815872450083495,3.753849276338636,-2.521838717204891,1.6492634293653063,-0.721119621757083,-21.636920092970662,40.47341262867249,-11.29228799697476,-16.61887269066893,-7.958606673802936,5.4638947425309325,-4.910306411304654,5.039442455803703,-6.610812669339927
3.3,207.25321198862022,12.631464768049716,1.5129701034419245,75.26520488800065,251.8037283725225,-150.62641310435575,202.02791400739582,6.495513703115328,-4.973341559773388,6.207311830848201,-47.862913425077366,8.712269801266117,-15.876306517383936,34.81619616416068,-3.63713065345957,1.7951011423661285,-1.3039126401921228,1.033154573616235,-0.913932401401631,-14.980069491294103,33.10316473253921,-8.660737853027511,-15.109339488048345,-3.2545848975571303,2.1730504853517814,-1.8733237461036716,1.8230808166674624,-2.2462271528164823
3.4,53.97832449162978,3.6782222376994573,0.12757629209963106,44.240405044977436,218.71906564097276,-130.80439389466335,174.91858931762567,4.199403202654754,-3.2560386557894607,4.11051158533977,-32.284523961715394,5.495047204592102,-12.272277694863485,28.41010434895123,-1.5173350907329777,0.7678396621387016,-0.595266122466068,0.535697768868209,-0.6096042588446977,-10.039303416894615,27.585556180022575,-6.712073642101668,-13.944746936233859,-1.1325428508905517,0.7335884060286748,-0.6023730092358996,0.5472554094986632,-0.6146688961295297
