R	Gamma	E
2.50	5	-181.834396616825
2.50	10	-189.714960400697
2.50	15	-191.317476757202
2.50	20	-191.679080124115
2.50	25	-191.774309139541
2.50	30	-191.821561390679
2.50	35	-191.85903179397
2.50	40	-191.889326401863
2.50	45	-191.911518929984
2.50	50	-191.927302527519
2.50	55	-191.938025093509
2.50	60	-191.945069408632
2.50	65	-191.94964345684
2.50	70	-191.952600857704
2.50	75	-191.95449201442
2.50	80	-191.955651630895
2.50	85	-191.956281964096
2.50	90	-191.956481494868
2.60	5	-181.084234327939
2.60	10	-189.782735075418
2.60	15	-191.379796790965
2.60	20	-191.71843699796
2.60	25	-191.802110532684
2.60	30	-191.843639291125
2.60	35	-191.876902996329
2.60	40	-191.903045719885
2.60	45	-191.921690323657
2.60	50	-191.934578428607
2.60	55	-191.94312536317
2.60	60	-191.948650450914
2.60	65	-191.95219245282
2.60	70	-191.954461318403
2.60	75	-191.955900255674
2.60	80	-191.956778845015
2.60	85	-191.957252522442
2.60	90	-191.957402088634
2.70	0	-160.717266478215
2.70	5	-183.505034977748
2.70	10	-190.105910454281
2.70	15	-191.46429017777
2.70	20	-191.752982540628
2.70	25	-191.824274328826
2.70	30	-191.86164047824
2.70	35	-191.891542114007
2.70	40	-191.914163584461
2.70	45	-191.929810005865
2.70	50	-191.940285585977
2.70	55	-191.947061211418
2.70	60	-191.951366099369
2.70	65	-191.954091159697
2.70	70	-191.955817900113
2.70	75	-191.956903789922
2.70	80	-191.957561946756
2.70	85	-191.957915016431
2.70	90	-191.958026212416
2.80	0	-180.163857730838
2.80	5	-186.58785536841
2.80	10	-190.546634678554
2.80	15	-191.555933346878
2.80	20	-191.78181673674
2.80	25	-191.841618624004
2.80	30	-191.876136752713
2.80	35	-191.903547748605
2.80	40	-191.923152797808
2.80	45	-191.936262159968
2.80	50	-191.944738754929
2.80	55	-191.95008040509
2.80	60	-191.953412231319
2.80	65	-191.955493023022
2.80	70	-191.956797000017
2.80	75	-191.957609615379
2.80	80	-191.958098612356
2.80	85	-191.958359594646
2.80	90	-191.958441569833
2.90	0	-186.440220268867
2.90	5	-188.821394713723
2.90	10	-190.962550741731
2.90	15	-191.6392582906
2.90	20	-191.804255677146
2.90	25	-191.855005720249
2.90	30	-191.887965757603
2.90	35	-191.913362626003
2.90	40	-191.930413330666
2.90	45	-191.941368449307
2.90	50	-191.948195570765
2.90	55	-191.952379723328
2.90	60	-191.954943713863
2.90	65	-191.956520399564
2.90	70	-191.957497205499
2.90	75	-191.958100299712
2.90	80	-191.958460561487
2.90	85	-191.958651825981
2.90	90	-191.958711722041
3.00	0	-189.188549350667
3.00	5	-190.169535555621
3.00	10	-191.282781812089
3.00	15	-191.704521006073
3.00	20	-191.820479418706
3.00	25	-191.865626182907
3.00	30	-191.897862510389
3.00	35	-191.921417271439
3.00	40	-191.936276199093
3.00	45	-191.945394077362
3.00	50	-191.950864807807
3.00	55	-191.95412454641
3.00	60	-191.956082006766
3.00	65	-191.95726737409
3.00	70	-191.957993043832
