      R        PHI    THETA2    THETA1       E_CP
    4.4000   60.0000   60.0000   120.0000   -76.975736856544
    4.4000   60.0000   60.0000   150.0000   -76.975784392776
    4.4000   60.0000   60.0000   180.0000   -76.975845409620
    4.4000   60.0000   90.0000   0.0000   -76.975891279203
    4.4000   60.0000   90.0000   30.0000   -76.975842727474
    4.4000   60.0000   90.0000   60.0000   -76.975749600121
    4.4000   60.0000   90.0000   90.0000   -76.975709193634
    4.4000   60.0000   90.0000   120.0000   -76.975749615155
    4.4000   60.0000   90.0000   150.0000   -76.975842727474
    4.4000   60.0000   90.0000   180.0000   -76.975891279203
    4.4000   90.0000   0.0000   0.0000   -76.975677061962
    4.4000   90.0000   0.0000   30.0000   -76.975721101948
    4.4000   90.0000   0.0000   60.0000   -76.975816152625
    4.4000   90.0000   0.0000   90.0000   -76.975844435860
    4.4000   90.0000   0.0000   120.0000   -76.975816152625
    4.4000   90.0000   0.0000   150.0000   -76.975721101948
    4.4000   90.0000   0.0000   180.0000   -76.975677061962
    4.4000   90.0000   30.0000   0.0000   -76.975735299531
    4.4000   90.0000   30.0000   30.0000   -76.975761104165
    4.4000   90.0000   30.0000   60.0000   -76.975799705253
    4.4000   90.0000   30.0000   90.0000   -76.975814077468
    4.4000   90.0000   30.0000   120.0000   -76.975799705253
    4.4000   90.0000   30.0000   150.0000   -76.975761104165
    4.4000   90.0000   30.0000   180.0000   -76.975735299530
    4.4000   90.0000   60.0000   0.0000   -76.975845409620
    4.4000   90.0000   60.0000   30.0000   -76.975818376700
    4.4000   90.0000   60.0000   60.0000   -76.975770312072
    4.4000   90.0000   60.0000   90.0000   -76.975748916083
    4.4000   90.0000   60.0000   120.0000   -76.975770312072
    4.4000   90.0000   60.0000   150.0000   -76.975818376701
    4.4000   90.0000   60.0000   180.0000   -76.975845409620
    4.4000   90.0000   90.0000   0.0000   -76.975891279203
    4.4000   90.0000   90.0000   30.0000   -76.975845914966
    4.4000   90.0000   90.0000   60.0000   -76.975757243324
    4.4000   90.0000   90.0000   90.0000   -76.975718190139
    4.4000   90.0000   90.0000   120.0000   -76.975757243324
    4.4000   90.0000   90.0000   150.0000   -76.975845914966
    4.4000   90.0000   90.0000   180.0000   -76.975891279203
    4.5000   0.0000   0.0000   0.0000   -76.975663521098
    4.5000   0.0000   0.0000   30.0000   -76.975718527173
    4.5000   0.0000   0.0000   60.0000   -76.975793754487
    4.5000   0.0000   0.0000   90.0000   -76.975823268475
    4.5000   0.0000   0.0000   120.0000   -76.975793754487
    4.5000   0.0000   0.0000   150.0000   -76.975718527173
    4.5000   0.0000   0.0000   180.0000   -76.975663521098
    4.5000   0.0000   30.0000   0.0000   -76.975721327126
    4.5000   0.0000   30.0000   30.0000   -76.975800505893
    4.5000   0.0000   30.0000   60.0000   -76.975821672579
    4.5000   0.0000   30.0000   90.0000   -76.975783574308
    4.5000   0.0000   30.0000   120.0000   -76.975720499796
    4.5000   0.0000   30.0000   150.0000   -76.975674837583
    4.5000   0.0000   30.0000   180.0000   -76.975721327126
    4.5000   0.0000   60.0000   0.0000   -76.975819435768
    4.5000   0.0000   60.0000   30.0000   -76.975837027815
    4.5000   0.0000   60.0000   60.0000   -76.975781132135
    4.5000   0.0000   60.0000   90.0000   -76.975706989814
    4.5000   0.0000   60.0000   120.0000   -76.975682145004
    4.5000   0.0000   60.0000   150.0000   -76.975729318087
    4.5000   0.0000   60.0000   180.0000   -76.975819435767
    4.5000   0.0000   90.0000   0.0000   -76.975860165604
    4.5000   0.0000   90.0000   30.0000   -76.975808981135
    4.5000   0.0000   90.0000   60.0000   -76.975714186803
    4.5000   0.0000   90.0000   90.0000   -76.975674288661
    4.5000   0.0000   90.0000   120.0000   -76.975714186803
    4.5000   0.0000   90.0000   150.0000   -76.975808981135
    4.5000   0.0000   90.0000   180.0000   -76.975860165604
    4.5000   30.0000   0.0000   0.0000   -76.975663521098
    4.5000   30.0000   0.0000   30.0000   -76.975717854245
    4.5000   30.0000   0.0000   60.0000   -76.975793765907
    4.5000   30.0000   0.0000   90.0000   -76.975823263491
    4.5000   30.0000   0.0000   120.0000   -76.975793765907
    4.5000   30.0000   0.0000   150.0000   -76.975717854245
    4.5000   30.0000   0.0000   180.0000   -76.975663521097
    4.5000   30.0000   30.0000   0.0000   -76.975721327126
    4.5000   30.0000   30.0000   30.0000   -76.975793507157
    4.5000   30.0000   30.0000   60.0000   -76.975816918899
    4.5000   30.0000   30.0000   90.0000   -76.975785786565
    4.5000   30.0000   30.0000   120.0000   -76.975729361786
    4.5000   30.0000   30.0000   150.0000   -76.975683659344
    4.5000   30.0000   30.0000   180.0000   -76.975721327126
    4.5000   30.0000   60.0000   0.0000   -76.975819435768
    4.5000   30.0000   60.0000   30.0000   -76.975831682707
    4.5000   30.0000   60.0000   60.0000   -76.975779773837
    4.5000   30.0000   60.0000   90.0000   -76.975715520189
    4.5000   30.0000   60.0000   120.0000   -76.975694105454
    4.5000   30.0000   60.0000   150.0000   -76.975739508046
    4.5000   30.0000   60.0000   180.0000   -76.975819435767
    4.5000   30.0000   90.0000   0.0000   -76.975860165604
    4.5000   30.0000   90.0000   30.0000   -76.975811829376
    4.5000   30.0000   90.0000   60.0000   -76.975721056343
    4.5000   30.0000   90.0000   90.0000   -76.975682306846
    4.5000   30.0000   90.0000   120.0000   -76.975721056343
    4.5000   30.0000   90.0000   150.0000   -76.975811829376
    4.5000   30.0000   90.0000   180.0000   -76.975860165604
    4.5000   60.0000   0.0000   0.0000   -76.975663521098
    4.5000   60.0000   0.0000   30.0000   -76.975717854246
    4.5000   60.0000   0.0000   60.0000   -76.975793750559
    4.5000   60.0000   0.0000   90.0000   -76.975823263491
    4.5000   60.0000   0.0000   120.0000   -76.975793765907
    4.5000   60.0000   0.0000   150.0000   -76.975717854246
    4.5000   60.0000   0.0000   180.0000   -76.975663521098
    4.5000   60.0000   30.0000   0.0000   -76.975721327126
    4.5000   60.0000   30.0000   30.0000   -76.975773588128
    4.5000   60.0000   30.0000   60.0000   -76.975802450987
    4.5000   60.0000   30.0000   90.0000   -76.975786747872
    4.5000   60.0000   30.0000   120.0000   -76.975751981715
    4.5000   60.0000   30.0000   150.0000   -76.975713029849
    4.5000   60.0000   30.0000   180.0000   -76.975721327126
    4.5000   60.0000   60.0000   0.0000   -76.975819435767
    4.5000   60.0000   60.0000   30.0000   -76.975820981206
    4.5000   60.0000   60.0000   60.0000   -76.975772178113
    4.5000   60.0000   60.0000   90.0000   -76.975727746191
    4.5000   60.0000   60.0000   120.0000   -76.975723184151
    4.5000   60.0000   60.0000   150.0000   -76.975765238613
    4.5000   60.0000   60.0000   180.0000   -76.975819435767
    4.5000   60.0000   90.0000   0.0000   -76.975860165604
    4.5000   60.0000   90.0000   30.0000   -76.975817516908
    4.5000   60.0000   90.0000   60.0000   -76.975734716701
    4.5000   60.0000   90.0000   90.0000   -76.975698310425
    4.5000   60.0000   90.0000   120.0000   -76.975734731730
    4.5000   60.0000   90.0000   150.0000   -76.975817516908
    4.5000   60.0000   90.0000   180.0000   -76.975860165604
    4.5000   90.0000   0.0000   0.0000   -76.975663521098
    4.5000   90.0000   0.0000   30.0000   -76.975718527173
    4.5000   90.0000   0.0000   60.0000   -76.975793754487
    4.5000   90.0000   0.0000   90.0000   -76.975823268474
    4.5000   90.0000   0.0000   120.0000   -76.975793754487
    4.5000   90.0000   0.0000   150.0000   -76.975718527173
    4.5000   90.0000   0.0000   180.0000   -76.975663521098
    4.5000   90.0000   30.0000   0.0000   -76.975721327125
    4.5000   90.0000   30.0000   30.0000   -76.975744448690
    4.5000   90.0000   30.0000   60.0000   -76.975779254085
    4.5000   90.0000   30.0000   90.0000   -76.975792416589
    4.5000   90.0000   30.0000   120.0000   -76.975779254085
    4.5000   90.0000   30.0000   150.0000   -76.975744448690
    4.5000   90.0000   30.0000   180.0000   -76.975721327126
    4.5000   90.0000   60.0000   0.0000   -76.975819435767
    4.5000   90.0000   60.0000   30.0000   -76.975795647757
    4.5000   90.0000   60.0000   60.0000   -76.975753192017
    4.5000   90.0000   60.0000   90.0000   -76.975733793455
    4.5000   90.0000   60.0000   120.0000   -76.975753192016
    4.5000   90.0000   60.0000   150.0000   -76.975795647757
    4.5000   90.0000   60.0000   180.0000   -76.975819435767
    4.5000   90.0000   90.0000   0.0000   -76.975860165604
    4.5000   90.0000   90.0000   30.0000   -76.975820356629
    4.5000   90.0000   90.0000   60.0000   -76.975741538103
    4.5000   90.0000   90.0000   90.0000   -76.975706680555
    4.5000   90.0000   90.0000   120.0000   -76.975741538104
    4.5000   90.0000   90.0000   150.0000   -76.975820356629
    4.5000   90.0000   90.0000   180.0000   -76.975860165604
    4.6000   0.0000   0.0000   0.0000   -76.975655976355
    4.6000   0.0000   0.0000   30.0000   -76.975705583977
    4.6000   0.0000   0.0000   60.0000   -76.975773398260
    4.6000   0.0000   0.0000   90.0000   -76.975800360731
    4.6000   0.0000   0.0000   120.0000   -76.975773398260
    4.6000   0.0000   0.0000   150.0000   -76.975705583977
    4.6000   0.0000   0.0000   180.0000   -76.975655976354
    4.6000   0.0000   30.0000   0.0000   -76.975699417642
    4.6000   0.0000   30.0000   30.0000   -76.975774820770
    4.6000   0.0000   30.0000   60.0000   -76.975798951105
    4.6000   0.0000   30.0000   90.0000   -76.975764949090
    4.6000   0.0000   30.0000   120.0000   -76.975707857330
    4.6000   0.0000   30.0000   150.0000   -76.975666231446
    4.6000   0.0000   30.0000   180.0000   -76.975699417642
    4.6000   0.0000   60.0000   0.0000   -76.975795643732
    4.6000   0.0000   60.0000   30.0000   -76.975811519222
    4.6000   0.0000   60.0000   60.0000   -76.975760400169
    4.6000   0.0000   60.0000   90.0000   -76.975696173428
    4.6000   0.0000   60.0000   120.0000   -76.975673794909
    4.6000   0.0000   60.0000   150.0000   -76.975715498846
    4.6000   0.0000   60.0000   180.0000   -76.975795643732
    4.6000   0.0000   90.0000   0.0000   -76.975831877497
    4.6000   0.0000   90.0000   30.0000   -76.975787015112
    4.6000   0.0000   90.0000   60.0000   -76.975702747875
    4.6000   0.0000   90.0000   90.0000   -76.975667037207
    4.6000   0.0000   90.0000   120.0000   -76.975702747874
    4.6000   0.0000   90.0000   150.0000   -76.975787015112
    4.6000   0.0000   90.0000   180.0000   -76.975831877497
    4.6000   30.0000   0.0000   0.0000   -76.975655976355
    4.6000   30.0000   0.0000   30.0000   -76.975704943818
    4.6000   30.0000   0.0000   60.0000   -76.975773409647
    4.6000   30.0000   0.0000   90.0000   -76.975800355787
    4.6000   30.0000   0.0000   120.0000   -76.975773409647
    4.6000   30.0000   0.0000   150.0000   -76.975704943818
    4.6000   30.0000   0.0000   180.0000   -76.975655976355
    4.6000   30.0000   30.0000   0.0000   -76.975699417642
    4.6000   30.0000   30.0000   30.0000   -76.975765536004
    4.6000   30.0000   30.0000   60.0000   -76.975794644291
    4.6000   30.0000   30.0000   90.0000   -76.975763654283
    4.6000   30.0000   30.0000   120.0000   -76.975715805738
    4.6000   30.0000   30.0000   150.0000   -76.975674080545
    4.6000   30.0000   30.0000   180.0000   -76.975699417642
    4.6000   30.0000   60.0000   0.0000   -76.975795643732
    4.6000   30.0000   60.0000   30.0000   -76.975806680695
    4.6000   30.0000   60.0000   60.0000   -76.975761652896
    4.6000   30.0000   60.0000   90.0000   -76.975704046246
    4.6000   30.0000   60.0000   120.0000   -76.975684518116
    4.6000   30.0000   60.0000   150.0000   -76.975724584339
    4.6000   30.0000   60.0000   180.0000   -76.975795643732
    4.6000   30.0000   90.0000   0.0000   -76.975831877497
    4.6000   30.0000   90.0000   30.0000   -76.975789553637
    4.6000   30.0000   90.0000   60.0000   -76.975708891868
    4.6000   30.0000   90.0000   90.0000   -76.975674240981
    4.6000   30.0000   90.0000   120.0000   -76.975708891868
    4.6000   30.0000   90.0000   150.0000   -76.975789553637
    4.6000   30.0000   90.0000   180.0000   -76.975831877497
    4.6000   60.0000   0.0000   0.0000   -76.975655976355
    4.6000   60.0000   0.0000   30.0000   -76.975704943818
    4.6000   60.0000   0.0000   60.0000   -76.975773394356
    4.6000   60.0000   0.0000   90.0000   -76.975800355786
    4.6000   60.0000   0.0000   120.0000   -76.975773409647
    4.6000   60.0000   0.0000   150.0000   -76.975704943818
    4.6000   60.0000   0.0000   180.0000   -76.975655976355
    4.6000   60.0000   30.0000   0.0000   -76.975699417642
    4.6000   60.0000   30.0000   30.0000   -76.975754832641
    4.6000   60.0000   30.0000   60.0000   -76.975781557828
    4.6000   60.0000   30.0000   90.0000   -76.975767582995
    4.6000   60.0000   30.0000   120.0000   -76.975736113935
    4.6000   60.0000   30.0000   150.0000   -76.975700785622
    4.6000   60.0000   30.0000   180.0000   -76.975699417642
    4.6000   60.0000   60.0000   0.0000   -76.975795643732
    4.6000   60.0000   60.0000   30.0000   -76.975792009723
    4.6000   60.0000   60.0000   60.0000   -76.975754735796
    4.6000   60.0000   60.0000   90.0000   -76.975715029029
    4.6000   60.0000   60.0000   120.0000   -76.975710253436
    4.6000   60.0000   60.0000   150.0000   -76.975747578594
    4.6000   60.0000   60.0000   180.0000   -76.975795643732
    4.6000   60.0000   90.0000   0.0000   -76.975831877497
    4.6000   60.0000   90.0000   30.0000   -76.975789052036
    4.6000   60.0000   90.0000   60.0000   -76.975721110378
    4.6000   60.0000   90.0000   90.0000   -76.975688625547
    4.6000   60.0000   90.0000   120.0000   -76.975721125404
    4.6000   60.0000   90.0000   150.0000   -76.975789052036
    4.6000   60.0000   90.0000   180.0000   -76.975831877497
    4.6000   90.0000   0.0000   0.0000   -76.975655976355
    4.6000   90.0000   0.0000   30.0000   -76.975705583977
    4.6000   90.0000   0.0000   60.0000   -76.975773398260
    4.6000   90.0000   0.0000   90.0000   -76.975800360731
    4.6000   90.0000   0.0000   120.0000   -76.975773398260
    4.6000   90.0000   0.0000   150.0000   -76.975705583977
    4.6000   90.0000   0.0000   180.0000   -76.975655976355
    4.6000   90.0000   30.0000   0.0000   -76.975699417642
    4.6000   90.0000   30.0000   30.0000   -76.975728785375
    4.6000   90.0000   30.0000   60.0000   -76.975760641303
    4.6000   90.0000   30.0000   90.0000   -76.975769568206
    4.6000   90.0000   30.0000   120.0000   -76.975760641304
    4.6000   90.0000   30.0000   150.0000   -76.975728785374
    4.6000   90.0000   30.0000   180.0000   -76.975699417642
    4.6000   90.0000   60.0000   0.0000   -76.975795643732
    4.6000   90.0000   60.0000   30.0000   -76.975774851893
    4.6000   90.0000   60.0000   60.0000   -76.975737582741
    4.6000   90.0000   60.0000   90.0000   -76.975720466910
    4.6000   90.0000   60.0000   120.0000   -76.975737582741
    4.6000   90.0000   60.0000   150.0000   -76.975774851893
    4.6000   90.0000   60.0000   180.0000   -76.975795643732
    4.6000   90.0000   90.0000   0.0000   -76.975831877497
    4.6000   90.0000   90.0000   30.0000   -76.975791669220
    4.6000   90.0000   90.0000   60.0000   -76.975727215347
    4.6000   90.0000   90.0000   90.0000   -76.975695812008
    4.6000   90.0000   90.0000   120.0000   -76.975727215347
    4.6000   90.0000   90.0000   150.0000   -76.975791669220
    4.6000   90.0000   90.0000   180.0000   -76.975831877497
    4.7000   0.0000   0.0000   0.0000   -76.975648504645
    4.7000   0.0000   0.0000   30.0000   -76.975692933326
    4.7000   0.0000   0.0000   60.0000   -76.975755105111
    4.7000   0.0000   0.0000   90.0000   -76.975779905361
    4.7000   0.0000   0.0000   120.0000   -76.975755105111
    4.7000   0.0000   0.0000   150.0000   -76.975692933326
    4.7000   0.0000   0.0000   180.0000   -76.975648504644
    4.7000   0.0000   30.0000   0.0000   -76.975695269983
    4.7000   0.0000   30.0000   30.0000   -76.975755011127
    4.7000   0.0000   30.0000   60.0000   -76.975778556086
    4.7000   0.0000   30.0000   90.0000   -76.975745160370
    4.7000   0.0000   30.0000   120.0000   -76.975696360337
    4.7000   0.0000   30.0000   150.0000   -76.975657998958
    4.7000   0.0000   30.0000   180.0000   -76.975695269984
    4.7000   0.0000   60.0000   0.0000   -76.975774172038
    4.7000   0.0000   60.0000   30.0000   -76.975793751148
    4.7000   0.0000   60.0000   60.0000   -76.975746518422
    4.7000   0.0000   60.0000   90.0000   -76.975688721061
    4.7000   0.0000   60.0000   120.0000   -76.975666107564
    4.7000   0.0000   60.0000   150.0000   -76.975702875169
    4.7000   0.0000   60.0000   180.0000   -76.975774172038
    4.7000   0.0000   90.0000   0.0000   -76.975806429873
    4.7000   0.0000   90.0000   30.0000   -76.975767267726
    4.7000   0.0000   90.0000   60.0000   -76.975692169442
    4.7000   0.0000   90.0000   90.0000   -76.975660399474
    4.7000   0.0000   90.0000   120.0000   -76.975692169442
    4.7000   0.0000   90.0000   150.0000   -76.975767267726
    4.7000   0.0000   90.0000   180.0000   -76.975806429873
    4.7000   30.0000   0.0000   0.0000   -76.975648504644
    4.7000   30.0000   0.0000   30.0000   -76.975692929514
    4.7000   30.0000   0.0000   60.0000   -76.975755116448
    4.7000   30.0000   0.0000   90.0000   -76.975779900382
    4.7000   30.0000   0.0000   120.0000   -76.975755116448
    4.7000   30.0000   0.0000   150.0000   -76.975692929514
    4.7000   30.0000   0.0000   180.0000   -76.975648504644
    4.7000   30.0000   30.0000   0.0000   -76.975695269983
    4.7000   30.0000   30.0000   30.0000   -76.975749307920
    4.7000   30.0000   30.0000   60.0000   -76.975774648262
    4.7000   30.0000   30.0000   90.0000   -76.975746889575
    4.7000   30.0000   30.0000   120.0000   -76.975703507505
    4.7000   30.0000   30.0000   150.0000   -76.975665003109
    4.7000   30.0000   30.0000   180.0000   -76.975695269984
    4.7000   30.0000   60.0000   0.0000   -76.975774172038
    4.7000   30.0000   60.0000   30.0000   -76.975789474791
    4.7000   30.0000   60.0000   60.0000   -76.975745352466
    4.7000   30.0000   60.0000   90.0000   -76.975693669506
    4.7000   30.0000   60.0000   120.0000   -76.975675747195
    4.7000   30.0000   60.0000   150.0000   -76.975710994756
    4.7000   30.0000   60.0000   180.0000   -76.975774172038
    4.7000   30.0000   90.0000   0.0000   -76.975806429873
    4.7000   30.0000   90.0000   30.0000   -76.975764174687
    4.7000   30.0000   90.0000   60.0000   -76.975697668671
    4.7000   30.0000   90.0000   90.0000   -76.975666887294
    4.7000   30.0000   90.0000   120.0000   -76.975697668671
    4.7000   30.0000   90.0000   150.0000   -76.975764174687
    4.7000   30.0000   90.0000   180.0000   -76.975806429873
    4.7000   60.0000   0.0000   0.0000   -76.975648504645
    4.7000   60.0000   0.0000   30.0000   -76.975692929514
    4.7000   60.0000   0.0000   60.0000   -76.975755101177
    4.7000   60.0000   0.0000   90.0000   -76.975779900382
    4.7000   60.0000   0.0000   120.0000   -76.975755116448
    4.7000   60.0000   0.0000   150.0000   -76.975692929514
    4.7000   60.0000   0.0000   180.0000   -76.975648504645
    4.7000   60.0000   30.0000   0.0000   -76.975695269984
    4.7000   60.0000   30.0000   30.0000   -76.975737764039
    4.7000   60.0000   30.0000   60.0000   -76.975762791135
    4.7000   60.0000   30.0000   90.0000   -76.975750419505
    4.7000   60.0000   30.0000   120.0000   -76.975721784280
    4.7000   60.0000   30.0000   150.0000   -76.975689414931
    4.7000   60.0000   30.0000   180.0000   -76.975695269984
    4.7000   60.0000   60.0000   0.0000   -76.975774172038
    4.7000   60.0000   60.0000   30.0000   -76.975776469334
    4.7000   60.0000   60.0000   60.0000   -76.975739045966
    4.7000   60.0000   60.0000   90.0000   -76.975703560651
    4.7000   60.0000   60.0000   120.0000   -76.975698901292
    4.7000   60.0000   60.0000   150.0000   -76.975731588775
    4.7000   60.0000   60.0000   180.0000   -76.975774172038
    4.7000   60.0000   90.0000   0.0000   -76.975806429873
    4.7000   60.0000   90.0000   30.0000   -76.975774068656
    4.7000   60.0000   90.0000   60.0000   -76.975708617450
    4.7000   60.0000   90.0000   90.0000   -76.975679847856
    4.7000   60.0000   90.0000   120.0000   -76.975708632463
    4.7000   60.0000   90.0000   150.0000   -76.975774068656
    4.7000   60.0000   90.0000   180.0000   -76.975806429873
    4.7000   90.0000   0.0000   0.0000   -76.975648504645
    4.7000   90.0000   0.0000   30.0000   -76.975692933325
    4.7000   90.0000   0.0000   60.0000   -76.975755105111
    4.7000   90.0000   0.0000   90.0000   -76.975779905361
    4.7000   90.0000   0.0000   120.0000   -76.975755105111
    4.7000   90.0000   0.0000   150.0000   -76.975692933326
    4.7000   90.0000   0.0000   180.0000   -76.975648504644
    4.7000   90.0000   30.0000   0.0000   -76.975695269984
    4.7000   90.0000   30.0000   30.0000   -76.975714430585
    4.7000   90.0000   30.0000   60.0000   -76.975743892656
    4.7000   90.0000   30.0000   90.0000   -76.975752201953
    4.7000   90.0000   30.0000   120.0000   -76.975743892656
    4.7000   90.0000   30.0000   150.0000   -76.975714430585
    4.7000   90.0000   30.0000   180.0000   -76.975695269984
    4.7000   90.0000   60.0000   0.0000   -76.975774172038
    4.7000   90.0000   60.0000   30.0000   -76.975756098691
    4.7000   90.0000   60.0000   60.0000   -76.975723176408
    4.7000   90.0000   60.0000   90.0000   -76.975708462654
    4.7000   90.0000   60.0000   120.0000   -76.975723176408
    4.7000   90.0000   60.0000   150.0000   -76.975756098691
    4.7000   90.0000   60.0000   180.0000   -76.975774172038
    4.7000   90.0000   90.0000   0.0000   -76.975806429873
    4.7000   90.0000   90.0000   30.0000   -76.975776335850
    4.7000   90.0000   90.0000   60.0000   -76.975714305213
    4.7000   90.0000   90.0000   90.0000   -76.975686324890
    4.7000   90.0000   90.0000   120.0000   -76.975714305214
    4.7000   90.0000   90.0000   150.0000   -76.975776335850
    4.7000   90.0000   90.0000   180.0000   -76.975806429873
    4.8000   0.0000   0.0000   0.0000   -76.975641422975
    4.8000   0.0000   0.0000   30.0000   -76.975682024792
    4.8000   0.0000   0.0000   60.0000   -76.975734676635
    4.8000   0.0000   0.0000   90.0000   -76.975761723334
    4.8000   0.0000   0.0000   120.0000   -76.975734676635
    4.8000   0.0000   0.0000   150.0000   -76.975682024792
    4.8000   0.0000   0.0000   180.0000   -76.975641422975
    4.8000   0.0000   30.0000   0.0000   -76.975683876212
    4.8000   0.0000   30.0000   30.0000   -76.975741988497
    4.8000   0.0000   30.0000   60.0000   -76.975759775422
    4.8000   0.0000   30.0000   90.0000   -76.975733006375
    4.8000   0.0000   30.0000   120.0000   -76.975685736430
    4.8000   0.0000   30.0000   150.0000   -76.975650398622
    4.8000   0.0000   30.0000   180.0000   -76.975683876212
    4.8000   0.0000   60.0000   0.0000   -76.975755015640
    4.8000   0.0000   60.0000   30.0000   -76.975773414501
    4.8000   0.0000   60.0000   60.0000   -76.975731867632
    4.8000   0.0000   60.0000   90.0000   -76.975679906867
    4.8000   0.0000   60.0000   120.0000   -76.975659160808
    4.8000   0.0000   60.0000   150.0000   -76.975691538919
    4.8000   0.0000   60.0000   180.0000   -76.975755015640
    4.8000   0.0000   90.0000   0.0000   -76.975783722499
    4.8000   0.0000   90.0000   30.0000   -76.975749666006
    4.8000   0.0000   90.0000   60.0000   -76.975682865258
    4.8000   0.0000   90.0000   90.0000   -76.975654415881
    4.8000   0.0000   90.0000   120.0000   -76.975682865258
    4.8000   0.0000   90.0000   150.0000   -76.975749666006
    4.8000   0.0000   90.0000   180.0000   -76.975783722499
    4.8000   30.0000   0.0000   0.0000   -76.975641422975
    4.8000   30.0000   0.0000   30.0000   -76.975682021001
    4.8000   30.0000   0.0000   60.0000   -76.975734687994
    4.8000   30.0000   0.0000   90.0000   -76.975761718363
    4.8000   30.0000   0.0000   120.0000   -76.975734687994
    4.8000   30.0000   0.0000   150.0000   -76.975682021001
    4.8000   30.0000   0.0000   180.0000   -76.975641422975
    4.8000   30.0000   30.0000   0.0000   -76.975683876212
    4.8000   30.0000   30.0000   30.0000   -76.975736892806
    4.8000   30.0000   30.0000   60.0000   -76.975756813863
    4.8000   30.0000   30.0000   90.0000   -76.975734545672
    4.8000   30.0000   30.0000   120.0000   -76.975692490195
    4.8000   30.0000   30.0000   150.0000   -76.975656666350
    4.8000   30.0000   30.0000   180.0000   -76.975683876212
    4.8000   30.0000   60.0000   0.0000   -76.975755015640
    4.8000   30.0000   60.0000   30.0000   -76.975769537926
    4.8000   30.0000   60.0000   60.0000   -76.975730788813
    4.8000   30.0000   60.0000   90.0000   -76.975684372729
    4.8000   30.0000   60.0000   120.0000   -76.975667847820
    4.8000   30.0000   60.0000   150.0000   -76.975698812415
    4.8000   30.0000   60.0000   180.0000   -76.975755015640
    4.8000   30.0000   90.0000   0.0000   -76.975783722499
    4.8000   30.0000   90.0000   30.0000   -76.975751694944
    4.8000   30.0000   90.0000   60.0000   -76.975687811323
    4.8000   30.0000   90.0000   90.0000   -76.975660272429
    4.8000   30.0000   90.0000   120.0000   -76.975687811323
    4.8000   30.0000   90.0000   150.0000   -76.975751694944
    4.8000   30.0000   90.0000   180.0000   -76.975783722499
    4.8000   60.0000   0.0000   0.0000   -76.975641422975
    4.8000   60.0000   0.0000   30.0000   -76.975682021001
    4.8000   60.0000   0.0000   60.0000   -76.975734672703
    4.8000   60.0000   0.0000   90.0000   -76.975761718363
    4.8000   60.0000   0.0000   120.0000   -76.975734687994
    4.8000   60.0000   0.0000   150.0000   -76.975682021001
    4.8000   60.0000   0.0000   180.0000   -76.975641422975
    4.8000   60.0000   30.0000   0.0000   -76.975683876212
    4.8000   60.0000   30.0000   30.0000   -76.975722462061
    4.8000   60.0000   30.0000   60.0000   -76.975746053036
    4.8000   60.0000   30.0000   90.0000   -76.975735131327
    4.8000   60.0000   30.0000   120.0000   -76.975708975382
    4.8000   60.0000   30.0000   150.0000   -76.975679102402
    4.8000   60.0000   30.0000   180.0000   -76.975683876212
    4.8000   60.0000   60.0000   0.0000   -76.975755015640
    4.8000   60.0000   60.0000   30.0000   -76.975757772733
    4.8000   60.0000   60.0000   60.0000   -76.975725032599
    4.8000   60.0000   60.0000   90.0000   -76.975693301808
    4.8000   60.0000   60.0000   120.0000   -76.975688728750
    4.8000   60.0000   60.0000   150.0000   -76.975717296594
    4.8000   60.0000   60.0000   180.0000   -76.975755015640
    4.8000   60.0000   90.0000   0.0000   -76.975783722499
    4.8000   60.0000   90.0000   30.0000   -76.975755797368
    4.8000   60.0000   90.0000   60.0000   -76.975697656791
    4.8000   60.0000   90.0000   90.0000   -76.975671976535
    4.8000   60.0000   90.0000   120.0000   -76.975697671803
    4.8000   60.0000   90.0000   150.0000   -76.975755797368
    4.8000   60.0000   90.0000   180.0000   -76.975783722499
    4.8000   90.0000   0.0000   0.0000   -76.975641422975
    4.8000   90.0000   0.0000   30.0000   -76.975682024792
    4.8000   90.0000   0.0000   60.0000   -76.975734676635
    4.8000   90.0000   0.0000   90.0000   -76.975761723334
    4.8000   90.0000   0.0000   120.0000   -76.975734676635
    4.8000   90.0000   0.0000   150.0000   -76.975682024792
    4.8000   90.0000   0.0000   180.0000   -76.975641422975
    4.8000   90.0000   30.0000   0.0000   -76.975683876212
    4.8000   90.0000   30.0000   30.0000   -76.975701511188
    4.8000   90.0000   30.0000   60.0000   -76.975728945510
    4.8000   90.0000   30.0000   90.0000   -76.975736735052
    4.8000   90.0000   30.0000   120.0000   -76.975728945509
    4.8000   90.0000   30.0000   150.0000   -76.975701511188
    4.8000   90.0000   30.0000   180.0000   -76.975683876212
    4.8000   90.0000   60.0000   0.0000   -76.975755015640
    4.8000   90.0000   60.0000   30.0000   -76.975738747869
    4.8000   90.0000   60.0000   60.0000   -76.975710654523
    4.8000   90.0000   60.0000   90.0000   -76.975697730910
    4.8000   90.0000   60.0000   120.0000   -76.975710654523
    4.8000   90.0000   60.0000   150.0000   -76.975738747869
    4.8000   90.0000   60.0000   180.0000   -76.975755015640
    4.8000   90.0000   90.0000   0.0000   -76.975783722499
    4.8000   90.0000   90.0000   30.0000   -76.975754254340
    4.8000   90.0000   90.0000   60.0000   -76.975702585995
