      R        PHI    THETA2    THETA1       E_CP
    6.4000   90.0000   60.0000   0.0000   -76.975635141307
    6.4000   90.0000   60.0000   30.0000   -76.975633175820
    6.4000   90.0000   60.0000   60.0000   -76.975629317523
    6.4000   90.0000   60.0000   90.0000   -76.975627413623
    6.4000   90.0000   60.0000   120.0000   -76.975629317523
    6.4000   90.0000   60.0000   150.0000   -76.975633175820
    6.4000   90.0000   60.0000   180.0000   -76.975635141307
    6.4000   90.0000   90.0000   0.0000   -76.975643937812
    6.4000   90.0000   90.0000   30.0000   -76.975638378722
    6.4000   90.0000   90.0000   60.0000   -76.975627899513
    6.4000   90.0000   90.0000   90.0000   -76.975622950383
    6.4000   90.0000   90.0000   120.0000   -76.975627899512
    6.4000   90.0000   90.0000   150.0000   -76.975638378722
    6.4000   90.0000   90.0000   180.0000   -76.975643937812
    6.6000   0.0000   0.0000   0.0000   -76.975608094624
    6.6000   0.0000   0.0000   30.0000   -76.975615930379
    6.6000   0.0000   0.0000   60.0000   -76.975630159034
    6.6000   0.0000   0.0000   90.0000   -76.975636640774
    6.6000   0.0000   0.0000   120.0000   -76.975630159034
    6.6000   0.0000   0.0000   150.0000   -76.975615930379
    6.6000   0.0000   0.0000   180.0000   -76.975608094624
    6.6000   0.0000   30.0000   0.0000   -76.975615842479
    6.6000   0.0000   30.0000   30.0000   -76.975628516126
    6.6000   0.0000   30.0000   60.0000   -76.975635695045
    6.6000   0.0000   30.0000   90.0000   -76.975631366153
    6.6000   0.0000   30.0000   120.0000   -76.975619969262
    6.6000   0.0000   30.0000   150.0000   -76.975611669392
    6.6000   0.0000   30.0000   180.0000   -76.975615842479
    6.6000   0.0000   60.0000   0.0000   -76.975631171896
    6.6000   0.0000   60.0000   30.0000   -76.975636720443
    6.6000   0.0000   60.0000   60.0000   -76.975631147734
    6.6000   0.0000   60.0000   90.0000   -76.975621074262
    6.6000   0.0000   60.0000   120.0000   -76.975615606759
    6.6000   0.0000   60.0000   150.0000   -76.975620096640
    6.6000   0.0000   60.0000   180.0000   -76.975631171896
    6.6000   0.0000   90.0000   0.0000   -76.975638749001
    6.6000   0.0000   90.0000   30.0000   -76.975632557304
    6.6000   0.0000   90.0000   60.0000   -76.975621241163
    6.6000   0.0000   90.0000   90.0000   -76.975616060814
    6.6000   0.0000   90.0000   120.0000   -76.975621241163
    6.6000   0.0000   90.0000   150.0000   -76.975632557304
    6.6000   0.0000   90.0000   180.0000   -76.975638749001
    6.6000   30.0000   0.0000   0.0000   -76.975608094624
    6.6000   30.0000   0.0000   30.0000   -76.975615926652
    6.6000   30.0000   0.0000   60.0000   -76.975630170203
    6.6000   30.0000   0.0000   90.0000   -76.975636635877
    6.6000   30.0000   0.0000   120.0000   -76.975630170202
    6.6000   30.0000   0.0000   150.0000   -76.975615926652
    6.6000   30.0000   0.0000   180.0000   -76.975608094624
    6.6000   30.0000   30.0000   0.0000   -76.975615842479
    6.6000   30.0000   30.0000   30.0000   -76.975627483975
    6.6000   30.0000   30.0000   60.0000   -76.975634906681
    6.6000   30.0000   30.0000   90.0000   -76.975631685617
    6.6000   30.0000   30.0000   120.0000   -76.975621294805
    6.6000   30.0000   30.0000   150.0000   -76.975612894946
    6.6000   30.0000   30.0000   180.0000   -76.975615842479
    6.6000   30.0000   60.0000   0.0000   -76.975631171896
    6.6000   30.0000   60.0000   30.0000   -76.975635893289
    6.6000   30.0000   60.0000   60.0000   -76.975630879153
    6.6000   30.0000   60.0000   90.0000   -76.975622020423
    6.6000   30.0000   60.0000   120.0000   -76.975617421452
    6.6000   30.0000   60.0000   150.0000   -76.975621505021
    6.6000   30.0000   60.0000   180.0000   -76.975631171896
    6.6000   30.0000   90.0000   0.0000   -76.975638749001
    6.6000   30.0000   90.0000   30.0000   -76.975632934672
    6.6000   30.0000   90.0000   60.0000   -76.975622255622
    6.6000   30.0000   90.0000   90.0000   -76.975617309243
    6.6000   30.0000   90.0000   120.0000   -76.975622255622
    6.6000   30.0000   90.0000   150.0000   -76.975632934672
    6.6000   30.0000   90.0000   180.0000   -76.975638749001
    6.6000   60.0000   0.0000   0.0000   -76.975608094624
    6.6000   60.0000   0.0000   30.0000   -76.975615926652
    6.6000   60.0000   0.0000   60.0000   -76.975630155189
    6.6000   60.0000   0.0000   90.0000   -76.975636635877
    6.6000   60.0000   0.0000   120.0000   -76.975630170202
    6.6000   60.0000   0.0000   150.0000   -76.975615926652
    6.6000   60.0000   0.0000   180.0000   -76.975608094625
    6.6000   60.0000   30.0000   0.0000   -76.975615842479
    6.6000   60.0000   30.0000   30.0000   -76.975624601359
    6.6000   60.0000   30.0000   60.0000   -76.975632539116
    6.6000   60.0000   30.0000   90.0000   -76.975632334137
    6.6000   60.0000   30.0000   120.0000   -76.975624694102
    6.6000   60.0000   30.0000   150.0000   -76.975616179180
    6.6000   60.0000   30.0000   180.0000   -76.975615842479
    6.6000   60.0000   60.0000   0.0000   -76.975631171896
    6.6000   60.0000   60.0000   30.0000   -76.975633431586
    6.6000   60.0000   60.0000   60.0000   -76.975629543127
    6.6000   60.0000   60.0000   90.0000   -76.975623922287
    6.6000   60.0000   60.0000   120.0000   -76.975621789657
    6.6000   60.0000   60.0000   150.0000   -76.975625117877
    6.6000   60.0000   60.0000   180.0000   -76.975631171896
    6.6000   60.0000   90.0000   0.0000   -76.975638749001
    6.6000   60.0000   90.0000   30.0000   -76.975633696769
    6.6000   60.0000   90.0000   60.0000   -76.975624247057
    6.6000   60.0000   90.0000   90.0000   -76.975619815632
    6.6000   60.0000   90.0000   120.0000   -76.975624262032
    6.6000   60.0000   90.0000   150.0000   -76.975633696769
    6.6000   60.0000   90.0000   180.0000   -76.975638749001
    6.6000   90.0000   0.0000   0.0000   -76.975608094624
    6.6000   90.0000   0.0000   30.0000   -76.975615930379
    6.6000   90.0000   0.0000   60.0000   -76.975630159034
    6.6000   90.0000   0.0000   90.0000   -76.975636640773
    6.6000   90.0000   0.0000   120.0000   -76.975630159034
    6.6000   90.0000   0.0000   150.0000   -76.975615930379
    6.6000   90.0000   0.0000   180.0000   -76.975608094624
    6.6000   90.0000   30.0000   0.0000   -76.975615842479
    6.6000   90.0000   30.0000   30.0000   -76.975620494383
    6.6000   90.0000   30.0000   60.0000   -76.975628874151
    6.6000   90.0000   30.0000   90.0000   -76.975632656698
    6.6000   90.0000   30.0000   120.0000   -76.975628874151
    6.6000   90.0000   30.0000   150.0000   -76.975620494384
    6.6000   90.0000   30.0000   180.0000   -76.975615842479
    6.6000   90.0000   60.0000   0.0000   -76.975631171896
    6.6000   90.0000   60.0000   30.0000   -76.975629577060
    6.6000   90.0000   60.0000   60.0000   -76.975626431576
    6.6000   90.0000   60.0000   90.0000   -76.975624876339
    6.6000   90.0000   60.0000   120.0000   -76.975626431576
    6.6000   90.0000   60.0000   150.0000   -76.975629577060
    6.6000   90.0000   60.0000   180.0000   -76.975631171896
    6.6000   90.0000   90.0000   0.0000   -76.975638749001
    6.6000   90.0000   90.0000   30.0000   -76.975634081485
    6.6000   90.0000   90.0000   60.0000   -76.975625253973
    6.6000   90.0000   90.0000   90.0000   -76.975621073597
    6.6000   90.0000   90.0000   120.0000   -76.975625253973
    6.6000   90.0000   90.0000   150.0000   -76.975634081485
    6.6000   90.0000   90.0000   180.0000   -76.975638749001
    6.8000   0.0000   0.0000   0.0000   -76.975608060068
    6.8000   0.0000   0.0000   30.0000   -76.975614836563
    6.8000   0.0000   0.0000   60.0000   -76.975627227045
    6.8000   0.0000   0.0000   90.0000   -76.975632906489
    6.8000   0.0000   0.0000   120.0000   -76.975627227045
    6.8000   0.0000   0.0000   150.0000   -76.975614836562
    6.8000   0.0000   0.0000   180.0000   -76.975608060068
    6.8000   0.0000   30.0000   0.0000   -76.975614753976
    6.8000   0.0000   30.0000   30.0000   -76.975625705494
    6.8000   0.0000   30.0000   60.0000   -76.975632052389
    6.8000   0.0000   30.0000   90.0000   -76.975628385045
    6.8000   0.0000   30.0000   120.0000   -76.975618471472
    6.8000   0.0000   30.0000   150.0000   -76.975611219313
    6.8000   0.0000   30.0000   180.0000   -76.975614753977
    6.8000   0.0000   60.0000   0.0000   -76.975628015201
    6.8000   0.0000   60.0000   30.0000   -76.975632858136
    6.8000   0.0000   60.0000   60.0000   -76.975628203068
    6.8000   0.0000   60.0000   90.0000   -76.975619555139
    6.8000   0.0000   60.0000   120.0000   -76.975614777256
    6.8000   0.0000   60.0000   150.0000   -76.975618552459
    6.8000   0.0000   60.0000   180.0000   -76.975628015201
    6.8000   0.0000   90.0000   0.0000   -76.975634569171
    6.8000   0.0000   90.0000   30.0000   -76.975629318441
    6.8000   0.0000   90.0000   60.0000   -76.975619679804
    6.8000   0.0000   90.0000   90.0000   -76.975615249876
    6.8000   0.0000   90.0000   120.0000   -76.975619679804
    6.8000   0.0000   90.0000   150.0000   -76.975629318441
    6.8000   0.0000   90.0000   180.0000   -76.975634569171
    6.8000   30.0000   0.0000   0.0000   -76.975608060068
    6.8000   30.0000   0.0000   30.0000   -76.975614832834
    6.8000   30.0000   0.0000   60.0000   -76.975627238203
    6.8000   30.0000   0.0000   90.0000   -76.975632901588
    6.8000   30.0000   0.0000   120.0000   -76.975627238203
    6.8000   30.0000   0.0000   150.0000   -76.975614832834
    6.8000   30.0000   0.0000   180.0000   -76.975608060068
    6.8000   30.0000   30.0000   0.0000   -76.975614753977
    6.8000   30.0000   30.0000   30.0000   -76.975624816653
    6.8000   30.0000   30.0000   60.0000   -76.975631371026
    6.8000   30.0000   30.0000   90.0000   -76.975628660261
    6.8000   30.0000   30.0000   120.0000   -76.975619616564
    6.8000   30.0000   30.0000   150.0000   -76.975612271692
    6.8000   30.0000   30.0000   180.0000   -76.975614753977
    6.8000   30.0000   60.0000   0.0000   -76.975628015201
    6.8000   30.0000   60.0000   30.0000   -76.975632144107
    6.8000   30.0000   60.0000   60.0000   -76.975627970632
    6.8000   30.0000   60.0000   90.0000   -76.975620372447
    6.8000   30.0000   60.0000   120.0000   -76.975616344440
    6.8000   30.0000   60.0000   150.0000   -76.975619765048
    6.8000   30.0000   60.0000   180.0000   -76.975628015201
    6.8000   30.0000   90.0000   0.0000   -76.975634569171
    6.8000   30.0000   90.0000   30.0000   -76.975629640807
    6.8000   30.0000   90.0000   60.0000   -76.975620555646
    6.8000   30.0000   90.0000   90.0000   -76.975616329058
    6.8000   30.0000   90.0000   120.0000   -76.975620555646
    6.8000   30.0000   90.0000   150.0000   -76.975629640807
    6.8000   30.0000   90.0000   180.0000   -76.975634569171
    6.8000   60.0000   0.0000   0.0000   -76.975608060069
    6.8000   60.0000   0.0000   30.0000   -76.975614832834
    6.8000   60.0000   0.0000   60.0000   -76.975627223198
    6.8000   60.0000   0.0000   90.0000   -76.975632901588
    6.8000   60.0000   0.0000   120.0000   -76.975627238203
    6.8000   60.0000   0.0000   150.0000   -76.975614832834
    6.8000   60.0000   0.0000   180.0000   -76.975608060069
    6.8000   60.0000   30.0000   0.0000   -76.975614753976
    6.8000   60.0000   30.0000   30.0000   -76.975622336280
    6.8000   60.0000   30.0000   60.0000   -76.975629325434
    6.8000   60.0000   30.0000   90.0000   -76.975629220339
    6.8000   60.0000   30.0000   120.0000   -76.975622549857
    6.8000   60.0000   30.0000   150.0000   -76.975615093972
    6.8000   60.0000   30.0000   180.0000   -76.975614753977
    6.8000   60.0000   60.0000   0.0000   -76.975628015201
    6.8000   60.0000   60.0000   30.0000   -76.975630022237
    6.8000   60.0000   60.0000   60.0000   -76.975626810536
    6.8000   60.0000   60.0000   90.0000   -76.975622016664
    6.8000   60.0000   60.0000   120.0000   -76.975620126827
    6.8000   60.0000   60.0000   150.0000   -76.975622868357
    6.8000   60.0000   60.0000   180.0000   -76.975628015201
    6.8000   60.0000   90.0000   0.0000   -76.975634569171
    6.8000   60.0000   90.0000   30.0000   -76.975630292899
    6.8000   60.0000   90.0000   60.0000   -76.975622269925
    6.8000   60.0000   90.0000   90.0000   -76.975618497013
    6.8000   60.0000   90.0000   120.0000   -76.975622284901
    6.8000   60.0000   90.0000   150.0000   -76.975630292899
    6.8000   60.0000   90.0000   180.0000   -76.975634569171
    6.8000   90.0000   0.0000   0.0000   -76.975608060068
    6.8000   90.0000   0.0000   30.0000   -76.975614836562
    6.8000   90.0000   0.0000   60.0000   -76.975627227045
    6.8000   90.0000   0.0000   90.0000   -76.975632906488
    6.8000   90.0000   0.0000   120.0000   -76.975627227045
    6.8000   90.0000   0.0000   150.0000   -76.975614836562
    6.8000   90.0000   0.0000   180.0000   -76.975608060068
    6.8000   90.0000   30.0000   0.0000   -76.975614753976
    6.8000   90.0000   30.0000   30.0000   -76.975618804314
    6.8000   90.0000   30.0000   60.0000   -76.975626156851
    6.8000   90.0000   30.0000   90.0000   -76.975629500304
    6.8000   90.0000   30.0000   120.0000   -76.975626156851
    6.8000   90.0000   30.0000   150.0000   -76.975618804314
    6.8000   90.0000   30.0000   180.0000   -76.975614753977
    6.8000   90.0000   60.0000   0.0000   -76.975628015201
    6.8000   90.0000   60.0000   30.0000   -76.975626707026
    6.8000   90.0000   60.0000   60.0000   -76.975624122736
    6.8000   90.0000   60.0000   90.0000   -76.975622842544
    6.8000   90.0000   60.0000   120.0000   -76.975624122736
    6.8000   90.0000   60.0000   150.0000   -76.975626707026
    6.8000   90.0000   60.0000   180.0000   -76.975628015201
    6.8000   90.0000   90.0000   0.0000   -76.975634569171
    6.8000   90.0000   90.0000   30.0000   -76.975630622633
    6.8000   90.0000   90.0000   60.0000   -76.975623138284
    6.8000   90.0000   90.0000   90.0000   -76.975619585786
    6.8000   90.0000   90.0000   120.0000   -76.975623138284
    6.8000   90.0000   90.0000   150.0000   -76.975630622633
    6.8000   90.0000   90.0000   180.0000   -76.975634569171
    7.0000   0.0000   0.0000   0.0000   -76.975608163211
    7.0000   0.0000   0.0000   30.0000   -76.975614044414
    7.0000   0.0000   0.0000   60.0000   -76.975624865019
    7.0000   0.0000   0.0000   90.0000   -76.975629852902
    7.0000   0.0000   0.0000   120.0000   -76.975624865019
    7.0000   0.0000   0.0000   150.0000   -76.975614044414
    7.0000   0.0000   0.0000   180.0000   -76.975608163211
    7.0000   0.0000   30.0000   0.0000   -76.975613969430
    7.0000   0.0000   30.0000   30.0000   -76.975623468144
    7.0000   0.0000   30.0000   60.0000   -76.975629083842
    7.0000   0.0000   30.0000   90.0000   -76.975625958667
    7.0000   0.0000   30.0000   120.0000   -76.975617307394
    7.0000   0.0000   30.0000   150.0000   -76.975610956180
    7.0000   0.0000   30.0000   180.0000   -76.975613969430
    7.0000   0.0000   60.0000   0.0000   -76.975625485176
    7.0000   0.0000   60.0000   30.0000   -76.975629722029
    7.0000   0.0000   60.0000   60.0000   -76.975625806674
    7.0000   0.0000   60.0000   90.0000   -76.975618347297
    7.0000   0.0000   60.0000   120.0000   -76.975614161064
    7.0000   0.0000   60.0000   150.0000   -76.975617369776
    7.0000   0.0000   60.0000   180.0000   -76.975625485176
    7.0000   0.0000   90.0000   0.0000   -76.975631175727
    7.0000   0.0000   90.0000   30.0000   -76.975626696290
    7.0000   0.0000   90.0000   60.0000   -76.975618441003
    7.0000   0.0000   90.0000   90.0000   -76.975614632988
    7.0000   0.0000   90.0000   120.0000   -76.975618441003
    7.0000   0.0000   90.0000   150.0000   -76.975626696290
    7.0000   0.0000   90.0000   180.0000   -76.975631175727
    7.0000   30.0000   0.0000   0.0000   -76.975608163211
    7.0000   30.0000   0.0000   30.0000   -76.975614040686
    7.0000   30.0000   0.0000   60.0000   -76.975624876177
    7.0000   30.0000   0.0000   90.0000   -76.975629848007
    7.0000   30.0000   0.0000   120.0000   -76.975624876177
    7.0000   30.0000   0.0000   150.0000   -76.975614040686
    7.0000   30.0000   0.0000   180.0000   -76.975608163211
    7.0000   30.0000   30.0000   0.0000   -76.975613969430
    7.0000   30.0000   30.0000   30.0000   -76.975622699321
    7.0000   30.0000   30.0000   60.0000   -76.975628492782
    7.0000   30.0000   30.0000   90.0000   -76.975626196674
    7.0000   30.0000   30.0000   120.0000   -76.975618300905
    7.0000   30.0000   30.0000   150.0000   -76.975611863946
    7.0000   30.0000   30.0000   180.0000   -76.975613969430
    7.0000   30.0000   60.0000   0.0000   -76.975625485176
    7.0000   30.0000   60.0000   30.0000   -76.975629103052
    7.0000   30.0000   60.0000   60.0000   -76.975625605045
    7.0000   30.0000   60.0000   90.0000   -76.975619056081
    7.0000   30.0000   60.0000   120.0000   -76.975615520341
    7.0000   30.0000   60.0000   150.0000   -76.975618405968
    7.0000   30.0000   60.0000   180.0000   -76.975625485176
    7.0000   30.0000   90.0000   0.0000   -76.975631175727
    7.0000   30.0000   90.0000   30.0000   -76.975626972929
    7.0000   30.0000   90.0000   60.0000   -76.975619200584
    7.0000   30.0000   90.0000   90.0000   -76.975615569544
    7.0000   30.0000   90.0000   120.0000   -76.975619200584
    7.0000   30.0000   90.0000   150.0000   -76.975626972929
    7.0000   30.0000   90.0000   180.0000   -76.975631175727
    7.0000   60.0000   0.0000   0.0000   -76.975608163211
    7.0000   60.0000   0.0000   30.0000   -76.975614040686
    7.0000   60.0000   0.0000   60.0000   -76.975624861174
    7.0000   60.0000   0.0000   90.0000   -76.975629848008
    7.0000   60.0000   0.0000   120.0000   -76.975624876177
    7.0000   60.0000   0.0000   150.0000   -76.975614040686
    7.0000   60.0000   0.0000   180.0000   -76.975608163211
    7.0000   60.0000   30.0000   0.0000   -76.975613969430
    7.0000   60.0000   30.0000   30.0000   -76.975620555748
    7.0000   60.0000   30.0000   60.0000   -76.975626718197
    7.0000   60.0000   30.0000   90.0000   -76.975626682386
    7.0000   60.0000   30.0000   120.0000   -76.975620842632
    7.0000   60.0000   30.0000   150.0000   -76.975614300290
    7.0000   60.0000   30.0000   180.0000   -76.975613969430
    7.0000   60.0000   60.0000   0.0000   -76.975625485176
    7.0000   60.0000   60.0000   30.0000   -76.975627266412
    7.0000   60.0000   60.0000   60.0000   -76.975624593765
    7.0000   60.0000   60.0000   90.0000   -76.975620483331
    7.0000   60.0000   60.0000   120.0000   -76.975618800592
    7.0000   60.0000   60.0000   150.0000   -76.975621083594
    7.0000   60.0000   60.0000   180.0000   -76.975625485176
    7.0000   60.0000   90.0000   0.0000   -76.975631175727
    7.0000   60.0000   90.0000   30.0000   -76.975627533611
    7.0000   60.0000   90.0000   60.0000   -76.975620682382
    7.0000   60.0000   90.0000   90.0000   -76.975617452303
    7.0000   60.0000   90.0000   120.0000   -76.975620697353
    7.0000   60.0000   90.0000   150.0000   -76.975627533611
    7.0000   60.0000   90.0000   180.0000   -76.975631175727
    7.0000   90.0000   0.0000   0.0000   -76.975608163211
    7.0000   90.0000   0.0000   30.0000   -76.975614044414
    7.0000   90.0000   0.0000   60.0000   -76.975624865019
    7.0000   90.0000   0.0000   90.0000   -76.975629852902
    7.0000   90.0000   0.0000   120.0000   -76.975624865018
    7.0000   90.0000   0.0000   150.0000   -76.975614044414
    7.0000   90.0000   0.0000   180.0000   -76.975608163211
    7.0000   90.0000   30.0000   0.0000   -76.975613969430
    7.0000   90.0000   30.0000   30.0000   -76.975617504924
    7.0000   90.0000   30.0000   60.0000   -76.975623967778
    7.0000   90.0000   30.0000   90.0000   -76.975626926423
    7.0000   90.0000   30.0000   120.0000   -76.975623967778
    7.0000   90.0000   30.0000   150.0000   -76.975617504924
    7.0000   90.0000   30.0000   180.0000   -76.975613969430
    7.0000   90.0000   60.0000   0.0000   -76.975625485176
    7.0000   90.0000   60.0000   30.0000   -76.975624402733
    7.0000   90.0000   60.0000   60.0000   -76.975622262615
    7.0000   90.0000   60.0000   90.0000   -76.975621201222
    7.0000   90.0000   60.0000   120.0000   -76.975622262616
    7.0000   90.0000   60.0000   150.0000   -76.975624402733
    7.0000   90.0000   60.0000   180.0000   -76.975625485176
    7.0000   90.0000   90.0000   0.0000   -76.975631175727
    7.0000   90.0000   90.0000   30.0000   -76.975627817653
    7.0000   90.0000   90.0000   60.0000   -76.975621434531
    7.0000   90.0000   90.0000   90.0000   -76.975618398497
    7.0000   90.0000   90.0000   120.0000   -76.975621434531
    7.0000   90.0000   90.0000   150.0000   -76.975627817653
    7.0000   90.0000   90.0000   180.0000   -76.975631175727
    7.2000   0.0000   0.0000   0.0000   -76.975608350468
    7.2000   0.0000   0.0000   30.0000   -76.975613472401
    7.2000   0.0000   0.0000   60.0000   -76.975622949252
    7.2000   0.0000   0.0000   90.0000   -76.975627340374
    7.2000   0.0000   0.0000   120.0000   -76.975622949252
    7.2000   0.0000   0.0000   150.0000   -76.975613472401
    7.2000   0.0000   0.0000   180.0000   -76.975608350468
    7.2000   0.0000   30.0000   0.0000   -76.975613405573
    7.2000   0.0000   30.0000   30.0000   -76.975621674022
    7.2000   0.0000   30.0000   60.0000   -76.975626648713
    7.2000   0.0000   30.0000   90.0000   -76.975623971108
    7.2000   0.0000   30.0000   120.0000   -76.975616397469
    7.2000   0.0000   30.0000   150.0000   -76.975610821766
    7.2000   0.0000   30.0000   180.0000   -76.975613405573
    7.2000   0.0000   60.0000   0.0000   -76.975623441767
    7.2000   0.0000   60.0000   30.0000   -76.975627157675
    7.2000   0.0000   60.0000   60.0000   -76.975623843655
    7.2000   0.0000   60.0000   90.0000   -76.975617380817
    7.2000   0.0000   60.0000   120.0000   -76.975613703310
    7.2000   0.0000   60.0000   150.0000   -76.975616439730
    7.2000   0.0000   60.0000   180.0000   -76.975623441767
    7.2000   0.0000   90.0000   0.0000   -76.975628400506
    7.2000   0.0000   90.0000   30.0000   -76.975624558274
    7.2000   0.0000   90.0000   60.0000   -76.975617451710
    7.2000   0.0000   90.0000   90.0000   -76.975614162390
    7.2000   0.0000   90.0000   120.0000   -76.975617451710
    7.2000   0.0000   90.0000   150.0000   -76.975624558274
    7.2000   0.0000   90.0000   180.0000   -76.975628400506
    7.2000   30.0000   0.0000   0.0000   -76.975608350467
    7.2000   30.0000   0.0000   30.0000   -76.975613468676
    7.2000   30.0000   0.0000   60.0000   -76.975622960403
    7.2000   30.0000   0.0000   90.0000   -76.975627335480
    7.2000   30.0000   0.0000   120.0000   -76.975622960403
    7.2000   30.0000   0.0000   150.0000   -76.975613468676
    7.2000   30.0000   0.0000   180.0000   -76.975608350468
    7.2000   30.0000   30.0000   0.0000   -76.975613405573
    7.2000   30.0000   30.0000   30.0000   -76.975621006238
    7.2000   30.0000   30.0000   60.0000   -76.975626134278
    7.2000   30.0000   30.0000   90.0000   -76.975624177666
    7.2000   30.0000   30.0000   120.0000   -76.975617263050
    7.2000   30.0000   30.0000   150.0000   -76.975611608109
    7.2000   30.0000   30.0000   180.0000   -76.975613405573
    7.2000   30.0000   60.0000   0.0000   -76.975623441767
    7.2000   30.0000   60.0000   30.0000   -76.975626618940
    7.2000   30.0000   60.0000   60.0000   -76.975623668341
    7.2000   30.0000   60.0000   90.0000   -76.975617997792
    7.2000   30.0000   60.0000   120.0000   -76.975614887080
    7.2000   30.0000   60.0000   150.0000   -76.975617337002
    7.2000   30.0000   60.0000   180.0000   -76.975623441767
    7.2000   30.0000   90.0000   0.0000   -76.975628400506
    7.2000   30.0000   90.0000   30.0000   -76.975624796708
    7.2000   30.0000   90.0000   60.0000   -76.975618113285
    7.2000   30.0000   90.0000   90.0000   -76.975614978210
    7.2000   30.0000   90.0000   120.0000   -76.975618113285
    7.2000   30.0000   90.0000   150.0000   -76.975624796708
    7.2000   30.0000   90.0000   180.0000   -76.975628400506
    7.2000   60.0000   0.0000   0.0000   -76.975608350468
    7.2000   60.0000   0.0000   30.0000   -76.975613468676
    7.2000   60.0000   0.0000   60.0000   -76.975622945407
    7.2000   60.0000   0.0000   90.0000   -76.975627335480
    7.2000   60.0000   0.0000   120.0000   -76.975622960403
    7.2000   60.0000   0.0000   150.0000   -76.975613468676
    7.2000   60.0000   0.0000   180.0000   -76.975608350468
    7.2000   60.0000   30.0000   0.0000   -76.975613405573
    7.2000   60.0000   30.0000   30.0000   -76.975619146057
    7.2000   60.0000   30.0000   60.0000   -76.975624588776
    7.2000   60.0000   30.0000   90.0000   -76.975624600532
    7.2000   60.0000   30.0000   120.0000   -76.975619474175
    7.2000   60.0000   30.0000   150.0000   -76.975613720292
    7.2000   60.0000   30.0000   180.0000   -76.975613405573
    7.2000   60.0000   60.0000   0.0000   -76.975623441767
    7.2000   60.0000   60.0000   30.0000   -76.975625022851
    7.2000   60.0000   60.0000   60.0000   -76.975622783464
    7.2000   60.0000   60.0000   90.0000   -76.975619241440
    7.2000   60.0000   60.0000   120.0000   -76.975617743066
    7.2000   60.0000   60.0000   150.0000   -76.975619657219
    7.2000   60.0000   60.0000   180.0000   -76.975623441767
    7.2000   60.0000   90.0000   0.0000   -76.975628400506
    7.2000   60.0000   90.0000   30.0000   -76.975625280972
    7.2000   60.0000   90.0000   60.0000   -76.975619399120
    7.2000   60.0000   90.0000   90.0000   -76.975616619485
    7.2000   60.0000   90.0000   120.0000   -76.975619414090
    7.2000   60.0000   90.0000   150.0000   -76.975625280973
    7.2000   60.0000   90.0000   180.0000   -76.975628400506
    7.2000   90.0000   0.0000   0.0000   -76.975608350468
    7.2000   90.0000   0.0000   30.0000   -76.975613472401
    7.2000   90.0000   0.0000   60.0000   -76.975622949252
    7.2000   90.0000   0.0000   90.0000   -76.975627340374
    7.2000   90.0000   0.0000   120.0000   -76.975622949252
    7.2000   90.0000   0.0000   150.0000   -76.975613472401
    7.2000   90.0000   0.0000   180.0000   -76.975608350468
    7.2000   90.0000   30.0000   0.0000   -76.975613405573
    7.2000   90.0000   30.0000   30.0000   -76.975616499888
    7.2000   90.0000   30.0000   60.0000   -76.975622192245
    7.2000   90.0000   30.0000   90.0000   -76.975624814138
    7.2000   90.0000   30.0000   120.0000   -76.975622192245
    7.2000   90.0000   30.0000   150.0000   -76.975616499888
    7.2000   90.0000   30.0000   180.0000   -76.975613405573
    7.2000   90.0000   60.0000   0.0000   -76.975623441767
    7.2000   90.0000   60.0000   30.0000   -76.975622539084
    7.2000   90.0000   60.0000   60.0000   -76.975620753851
    7.2000   90.0000   60.0000   90.0000   -76.975619867940
    7.2000   90.0000   60.0000   120.0000   -76.975620753850
    7.2000   90.0000   60.0000   150.0000   -76.975622539084
    7.2000   90.0000   60.0000   180.0000   -76.975623441767
    7.2000   90.0000   90.0000   0.0000   -76.975628400506
    7.2000   90.0000   90.0000   30.0000   -76.975625526814
    7.2000   90.0000   90.0000   60.0000   -76.975620053300
    7.2000   90.0000   90.0000   90.0000   -76.975617444962
    7.2000   90.0000   90.0000   120.0000   -76.975620053300
    7.2000   90.0000   90.0000   150.0000   -76.975625526814
    7.2000   90.0000   90.0000   180.0000   -76.975628400506
    7.4000   0.0000   0.0000   0.0000   -76.975608585683
    7.4000   0.0000   0.0000   30.0000   -76.975613061507
    7.4000   0.0000   0.0000   60.0000   -76.975621385367
    7.4000   0.0000   0.0000   90.0000   -76.975625260684
    7.4000   0.0000   0.0000   120.0000   -76.975621385367
    7.4000   0.0000   0.0000   150.0000   -76.975613061507
    7.4000   0.0000   0.0000   180.0000   -76.975608585683
    7.4000   0.0000   30.0000   0.0000   -76.975613002502
    7.4000   0.0000   30.0000   30.0000   -76.975620225245
    7.4000   0.0000   30.0000   60.0000   -76.975624638620
    7.4000   0.0000   30.0000   90.0000   -76.975622332972
    7.4000   0.0000   30.0000   120.0000   -76.975615682315
    7.4000   0.0000   30.0000   150.0000   -76.975610775105
    7.4000   0.0000   30.0000   180.0000   -76.975613002503
    7.4000   0.0000   60.0000   0.0000   -76.975621779520
    7.4000   0.0000   60.0000   30.0000   -76.975625047030
    7.4000   0.0000   60.0000   60.0000   -76.975622225562
    7.4000   0.0000   60.0000   90.0000   -76.975616602740
    7.4000   0.0000   60.0000   120.0000   -76.975613363659
    7.4000   0.0000   60.0000   150.0000   -76.975615710753
