R,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36
2.5,1620.3512076044667,1860.4847635698068,572.8394243271207,289.74560282612987,382.6769731356344,78.12175231586444,-56.798611848706756,60.33107044928439,-493.82384773160175,-145.88629304121255,278.4026103856175,-407.73842451356177,-542.724672652063,688.009419285297,528.1085449519569,-369.8171534866792,12.787190081984956,-60.145223257489945,-220.9531738724616
2.6,1058.6650451391686,1214.5002145879214,346.0979162497671,167.25421962537237,204.98286850739387,43.927154557508906,-30.152682226521065,27.12049573833134,-263.0441709507433,-90.37980374536451,140.66679572447762,-215.58305479649235,-284.37813926700693,360.982697783453,287.76230285496064,-181.3441516921632,1.906585513466655,-40.13225791279049,-122.41246398657694
2.7,686.8728718020722,790.1186459188502,205.92302484916792,93.11856401922154,106.31857546756729,24.175731232091476,-15.870727044674474,10.544160009434302,-134.5749210734211,-54.24732473622912,66.69296368970623,-109.07507552396984,-142.44791010651252,181.14578235667443,151.30594363673876,-82.6578395924163,-2.3347175639828093,-26.00312342674161,-65.46182707534298
2.8,440.5946663269287,511.9174603430164,120.43006038781814,49.32003467234638,52.98845239832167,12.995818204181159,-8.44998071652323,2.9105427539610482,-65.20479019177681,-31.410781482193638,28.62804162368614,-51.94710890522001,-67.02064797326555,85.49819389627815,75.91636495265098,-33.504143248410934,-3.397561467432857,-16.354293888820557,-33.39140281596536
2.9,277.5582681097333,329.9269296212816,69.0621395763994,24.22165100676117,25.095342751840526,6.801614426795547,-4.720080603241129,-0.15167404583038083,-29.200066730322494,-17.42349820210803,10.193044987052502,-22.609096150358877,-28.665780562005985,36.827898145545646,35.69850938439064,-10.74597623583358,-3.1138737797901648,-9.962213817309474,-15.922009903525822
3.0,169.89927828333632,211.12726048358726,38.70651029200762,10.409125643574011,11.093929685030497,3.442595783595996,-2.898964497037797,-1.0459228378634937,-11.496237542776628,-9.152578581901041,2.0725058620207775,-8.434906110236444,-10.340368848553021,13.553789331249472,15.228679054627369,-1.4043864308993796,-2.3985954673951855,-5.851639656127887,-6.819971537851155
3.1,99.1734183628409,133.75408536760037,21.096910521222107,3.2318643545182772,4.426043545727197,1.655770559223829,-2.0159197848056385,-1.0352084680693558,-3.458547164025391,-4.461570514753444,-0.9229198875740556,-2.201505575944343,-2.393577340539462,3.4411366948428412,5.48800836819305,1.5750586924614782,-1.667472816324338,-3.288931768272046,-2.369509794159699
3.2,53.11913339430877,83.4957167488419,11.090363405524048,-0.173836463994057,1.4635444986058261,0.7173681413931371,-1.5637061061901667,-0.7405176278973628,-0.2676397621060101,-1.9373139962005845,-1.5831665047814878,0.10866959278987742,0.48527084422591027,-0.24741072982677223,1.3228455590532682,1.8655819792055104,-1.077054378032312,-1.745291801501359,-0.4022782699295235
3.3,23.550528247777354,50.961220940109044,5.53411548114405,-1.532225831096547,0.2659453997032293,0.22449453436302308,-1.2921942866518068,-0.43525042973123684,0.6743166174902189,-0.6732342080221423,-1.3355465772944584,0.6483785839027979,1.109165806555419,-1.080897710723335,-0.12564074311779466,1.26385870301876,-0.6587629720468547,-0.8526632705975502,0.3133848955828438
3.4,4.9813139425543,29.99973912345751,2.527742903445578,-1.8525377415635909,-0.15897603795417042,-0.03949354954224242,-1.088407948448522,-0.21490426631486517,0.7021370248780437,-0.10647647075727831,-0.8571568656345888,0.5121243746997474,0.8898875340298887,-0.8490796381266486,-0.3811596759018339,0.5634820494161791,-0.390987533430403,-0.36271568269651977,0.4525919114068281
