R	Gamma	E
1.00	0	1131917.927889
1.00	10	912048.835805
1.00	20	536757.047104
1.00	30	277808.787195
1.00	40	145654.32707
1.00	50	88216.005785
1.00	60	67818.547213
1.00	70	64433.737363
1.00	80	68600.294023
1.00	90	77383.989983
1.00	100	67949.492902
1.00	110	64256.739135
1.00	120	70426.514406
1.00	130	92850.244643
1.00	140	141367.448288
1.00	150	228021.587355
1.00	160	356981.035748
1.00	170	495025.181221
1.00	180	556544.462912
1.10	0	573666.298369
1.10	10	481408.423767
1.10	20	306900.327089
1.10	30	171307.572306
1.10	40	96823.757843
1.10	50	63840.348673
1.10	60	52646.414168
1.10	70	51468.666109
1.10	80	54543.604827
1.10	90	58721.809726
1.10	100	55012.536971
1.10	110	51852.784551
1.10	120	55381.844203
1.10	130	70211.79742
1.10	140	102840.777325
1.10	150	160680.729533
1.10	160	246394.805567
1.10	170	340015.440845
1.10	180	383644.064394
1.20	0	306795.793422
1.20	10	264223.495166
1.20	20	179232.764059
1.20	30	108197.559587
1.20	40	67074.948918
1.20	50	48399.465088
1.20	60	41914.702051
1.20	70	41053.177471
1.20	80	42613.160219
1.20	90	44715.68478
1.20	100	43637.184772
1.20	110	42040.25324
1.20	120	44980.642859
1.20	130	56468.048291
1.20	140	81588.850989
1.20	150	126340.759665
1.20	160	195506.318492
1.20	170	283625.306384
1.20	180	337010.966299
1.30	0	175312.193453
1.30	10	154091.924198
1.30	20	110724.435634
1.30	30	72810.170689
1.30	40	49755.691181
1.30	50	38520.507862
1.30	60	33908.268987
1.30	70	32584.640651
1.30	80	32945.741141
1.30	90	33941.677686
1.30	100	33986.305192
1.30	110	33881.028669
1.30	120	37107.92721
1.30	130	47277.810526
1.30	140	69152.927152
1.30	150	108807.017114
1.30	160	174498.556438
1.30	170	284810.846532
1.30	180	393171.8793
1.40	0	110705.356773
1.40	10	99027.732948
1.40	20	75208.207932
1.40	30	53706.297441
1.40	40	39663.76621
1.40	50	31756.318695
1.40	60	27597.264945
1.40	70	25732.490898
1.40	80	25370.057869
1.40	90	25795.303217
1.40	100	26211.652033
1.40	110	27092.837956
1.40	120	30635.032494
1.40	130	40126.883537
1.40	140	60355.401618
1.40	150	98006.413783
1.40	160	164751.213654
1.40	180	622534.673355
1.50	0	80313.939712
1.50	10	72480.801569
1.50	20	57233.635042
1.50	30	43215.598405
1.50	40	33198.423424
1.50	50	26572.724428
1.50	60	22458.079559
1.50	70	20288.670413
1.50	80	19549.430532
1.50	90	19663.915968
1.50	100	20232.548078
1.50	110	21520.143961
1.50	120	25102.037741
1.50	130	33871.616985
1.50	140	52530.235221
1.50	150	88158.228662
1.50	160	153429.486689
1.50	170	346509.798978
1.50	180	1579915.609452
1.60	0	67623.905232
1.60	10	59825.892429
1.60	20	47405.257504
1.60	30	36426.282926
1.60	40	28218.960677
1.60	50	22230.087305
1.60	60	18242.552022
1.60	70	16032.868069
1.60	80	15128.402184
1.60	90	21882.577133
1.60	100	22269.688754
1.60	110	21945.066013
1.60	120	25788.354995
1.60	130	28181.756273
1.60	140	44788.383281
1.60	150	77013.856436
1.60	160	135820.020332
1.60	170	343633.777728
1.70	0	63934.411795
1.70	10	51275.382745
1.70	20	39935.248179
1.70	30	30649.06723
1.70	40	23802.044691
1.70	50	18490.422367
1.70	60	14819.493104
1.70	70	17438.449211
1.70	80	16914.247226
1.70	90	16893.853488
1.70	100	15047.179271
1.70	110	16324.74205
1.70	120	19546.714415
1.70	130	27490.352078
1.70	140	37231.966194
1.70	150	64872.930223
1.70	160	115110.521874
1.70	170	286070.355139
1.80	0	64556.635345
1.80	10	39915.527594
1.80	20	32241.97141
1.80	30	24999.491285
1.80	40	19729.079105
1.80	60	14569.965012
1.80	70	13566.555038
1.80	80	13207.42014
1.80	90	10878.546989
1.80	100	11010.302324
1.80	110	12033.001565
1.80	120	14633.993403
1.80	130	20353.328667
1.80	140	33038.964462
1.80	150	52939.91396
1.80	160	93875.810285
1.80	170	209813.505095
1.80	180	566119.014185
1.90	0	31839.206428
1.90	10	29755.485832
1.90	20	24827.876335
1.90	30	19618.315073
1.90	40	15555.291162
1.90	50	13195.180148
1.90	60	11567.129944
1.90	70	10799.939265
1.90	80	8308.918474
1.90	90	7900.40445
1.90	100	8007.307257
1.90	110	8807.098518
1.90	120	10831.154721
1.90	130	15313.995537
1.90	140	24644.514964
1.90	150	43762.153622
1.90	160	75425.849163
1.90	170	146979.597335
1.90	180	267940.899346
2.00	0	23335.166891
2.00	10	21987.085156
2.00	20	18692.631173
2.00	30	14979.813071
2.00	40	11863.025702
2.00	50	9509.834051
2.00	60	7852.014238
2.00	70	6718.523852
2.00	80	6016.716927
2.00	90	5703.56944
2.00	100	5787.412338
2.00	110	6400.07877
2.00	120	7945.742205
2.00	130	11369.98603
2.00	140	18543.35171
2.00	150	32387.548913
2.00	160	56276.658074
2.00	170	99955.849653
2.00	180	150074.586603
2.10	0	17073.825352
2.10	10	16168.504115
2.10	20	13905.803457
2.10	30	11235.065063
