R	0	30	60	90
1.0	1351445.286178	310157.089577	90460.051806	102589.63396
1.1	694416.256949	201324.609127	75839.183669	86030.259949
1.2	383520.607553	135960.197533	64503.536805	68639.802533
1.3	230750.581803	99180.517776	54582.310131	52944.240621
1.4	155275.638412	79455.213396	45395.523604	40241.543628
1.5	119166.018191	68663.63849	36994.34037	30301.725038
1.6	103449.630678	61170.571781	29586.873027	22722.563457
1.7	98207.132089	53650.863373	23294.283411	17000.029295
1.8	98109.209703	45353.500394	18084.562947	12683.964793
1.9	70925.38224	36976.54713	13848.092541	9437.501209
2.0	54885.145972	29319.093911	10547.652933	7002.224623
2.1	41601.559533	22783.507708	7982.210449	5179.112336
2.2	31235.392579	17398.710996	5998.960497	3816.686464
2.3	23268.546814	13173.077056	4477.97411	2800.523968
2.4	17248.334738	9911.721194	3319.683746	2044.376015
2.5	12770.630285	7407.834562	2442.760526	1483.15976
2.6	9426.462548	5501.36404	1782.362104	1067.725288
2.7	6933.26943	4060.050419	1287.557552	761.000477
2.8	5079.50656	2976.570642	918.800944	535.110643
2.9	3704.549441	2166.070373	645.470924	369.180163
3.0	2687.114336	1562.619472	444.006721	247.634107
3.1	1936.169126	1115.443104	296.362835	158.890497
3.2	1383.541027	785.691698	188.81905	94.362942
3.3	978.20056	543.753389	111.008104	47.704963
3.4	681.971958	367.175276	55.158141	14.236897
3.5	466.336263	239.007855	15.475105	-9.489408
3.6	310.040412	146.538775	-12.335455	-26.019352
3.7	197.300248	80.288441	-31.449161	-37.239991
3.8	116.44123	33.236715	-44.21037	-44.558203
3.9	58.865106	0.211322	-52.351892	-49.026737
4.0	18.262233	-22.586555	-57.15605	-51.433981
4.1	-9.986656	-37.943385	-59.571701	-52.367219
4.2	-29.260993	-47.90701	-60.300243	-52.260814
4.3	-42.035662	-53.983998	-59.857832	-51.433073
4.4	-50.125662	-57.284321	-58.622082	-50.116325
4.5	-54.862781	-58.624798	-56.867179	-48.47994
4.6	-57.223201	-58.605037	-54.790695	-46.648139
4.7	-57.920383	-57.662748	-52.533935	-44.712539
4.8	-57.4736	-56.114866	-50.197011	-42.740701
4.9	-56.258708	-54.188002	-47.850391	-40.782151
5.0	-54.545759	-52.041907	-45.542873	-38.872115
5.1	-52.527192	-49.787628	-43.3076	-37.034589
5.2	-50.339091	-47.50171	-41.166171	-35.284382
5.3	-48.076908	-45.23669	-39.13159	-33.629348
5.4	-45.807381	-43.028706	-37.210648	-32.07197
5.5	-43.576814	-40.902283	-35.40526	-30.61099
5.6	-41.417027	-38.873708	-33.714072	-29.242789
5.7	-39.349178	-36.95282	-32.13332	-27.962388
5.8	-37.386698	-35.144609	-30.657639	-26.764311
5.9	-35.536849	-33.44999	-29.280981	-25.642926
6.0	-33.802194	-31.866868	-27.996733	-24.592902
6.2	-30.671475	-29.016418	-25.680321	-22.687499
6.4	-27.959082	-26.545202	-23.66053	-21.012661
6.6	-25.611375	-24.400036	-21.895595	-19.538093
6.8	-23.574392	-22.532597	-20.349358	-18.237262
7.0	-21.801067	-20.902031	-18.990234	-17.086714
7.2	-20.252387	-19.473515	-17.790605	-16.065685
7.4	-18.895133	-18.217046	-16.726879	-15.156021
7.6	-17.700586	-17.106636	-15.778959	-14.342162
7.8	-16.643848	-16.120072	-14.930222	-13.610788
8.0	-15.703862	-15.238987	-14.166812	-12.950656
8.2	-14.86325	-14.448111	-13.477144	-12.35229
8.4	-14.107759	-13.735058	-12.851611	-11.807638
8.6	-13.425737	-13.089401	-12.282002	-11.30997
8.8	-12.807491	-12.50249	-11.761391	-10.85351
9.0	-12.244841	-11.966927	-11.283819	-10.43337
9.5	-11.038375	-10.813667	-10.246813	-9.51623
10.0	-10.054721	-9.8683	-9.38791	-8.751364
10.5	-9.236678	-9.078777	-8.664578	-8.103466
11.0	-8.544923	-8.408765	-8.046565	-7.547101
11.5	-7.95152	-7.83243	-7.511895	-7.063547
12.0	-7.436219	-7.330784	-7.04423	-6.638843
12.5	-6.983957	-6.889642	-6.631209	-6.262383
13.0	-6.583316	-6.498167	-6.263398	-5.926002
13.5	-6.225509	-6.148086	-5.93347	-5.623229
14.0	-5.903689	-5.832788	-5.635454	-5.349053
14.5	-5.612399	-5.5471	-5.364838	-5.099376
15.0	-5.347258	-5.286869	-5.117732	-4.870855
16.0	-4.881852	-4.829536	-4.682353	-4.466921
17.0	-4.48589	-4.4399	-4.310357	-4.120364
18.0	-4.144259	-4.103436	-3.988213	-3.819255
19.0	-3.846044	-3.809481	-3.706189	-3.554823
20.0	-3.583006	-3.550046	-3.456937	-3.320448
21.0	-3.348985	-3.319216	-3.234913	-3.111069
22.0	-3.139856	-3.112635	-3.035639	-2.923011
23.0	-2.951386	-2.926388	-2.855789	-2.752648
24.0	-2.780566	-2.757538	-2.692497	-2.597726
25.0	-2.624995	-2.603712	-2.543601	-2.456141
50.0	-0.854695	-0.849028	-0.833194	-0.810833
100.0	-0.022995	-0.021527	-0.017436	-0.011756
