R	Gamma	E
1.00	0	1351445.286178
1.00	10	1062199.322713
1.00	20	605211.220802
1.00	30	310157.089577
1.00	40	167403.543961
1.00	50	108711.08891
1.00	60	90460.051806
1.00	70	90776.415826
1.00	80	99151.638632
1.00	90	102589.63396
1.00	100	100508.90294
1.00	110	93503.436057
1.00	120	96187.325612
1.00	130	115607.385875
1.00	140	162840.705344
1.00	150	252203.997938
1.00	160	390702.82887
1.00	170	546743.033091
1.00	180	623535.278481
1.10	0	694416.256949
1.10	10	570622.554237
1.10	20	358052.423604
1.10	30	201324.609127
1.10	40	119488.619919
1.10	50	85460.465038
1.10	60	75839.183669
1.10	70	77516.264758
1.10	80	83598.152733
1.10	90	86030.259949
1.10	100	82881.553058
1.10	110	79357.675529
1.10	120	80428.370532
1.10	130	92615.074581
1.10	140	123211.559085
1.10	150	180564.877012
1.10	160	268232.794468
1.10	170	367789.61247
1.10	180	465428.208225
1.20	0	383520.607553
1.20	10	322506.730879
1.20	20	218979.231545
1.20	30	135960.197533
1.20	40	90054.316218
1.20	50	70389.38464
1.20	60	64503.536805
1.20	70	64888.220107
1.20	80	67422.332353
1.20	90	68639.802533
1.20	100	67164.138452
1.20	110	65605.919754
1.20	120	67712.322762
1.20	130	77794.498846
1.20	140	101260.826659
1.20	150	144367.995303
1.20	160	211700.032155
1.20	170	297517.792069
1.20	180	384763.178909
1.30	0	230750.581803
1.30	10	196436.354746
1.30	20	143870.881846
1.30	30	99180.517776
1.30	40	72751.788548
1.30	50	59975.131613
1.30	60	54582.310131
1.30	70	52869.124704
1.30	80	52813.087335
1.30	90	52944.240621
1.30	100	52614.699652
1.30	110	52894.500009
1.30	120	56301.568202
1.30	130	66314.580068
1.30	140	87774.760167
1.30	150	126496.810577
1.30	160	189065.140097
1.30	170	288317.484107
1.30	180	401587.000447
1.40	0	155275.638412
1.40	10	133143.195585
1.40	20	105023.828098
1.40	30	79455.213396
1.40	40	62179.658032
1.40	50	51608.209859
1.40	60	45395.523604
1.40	70	42076.371938
1.40	80	40648.548357
1.40	90	40241.543628
1.40	100	40421.560407
1.40	110	41782.243608
1.40	120	45915.832195
1.40	130	55928.802911
1.40	140	76824.157984
1.40	150	115426.101972
1.40	160	180774.047104
1.40	170	317159.256771
1.40	180	535512.50341
1.50	0	119166.018191
1.50	10	102688.074393
1.50	20	85943.79069
1.50	30	68663.63849
1.50	40	54384.79823
1.50	50	43918.560663
1.50	60	36994.34037
1.50	70	32924.94788
1.50	80	30935.208976
1.50	90	30301.725038
1.50	100	30754.717094
1.50	110	32479.482099
1.50	120	36706.012763
1.50	130	46189.485352
1.50	140	65919.104096
1.50	150	103729.453333
1.50	160	171971.342163
1.50	170	350636.248445
1.50	180	1088675.157265
1.60	0	103449.630678
1.60	10	89204.863128
1.60	20	76536.469284
1.60	30	61170.571781
1.60	40	47148.804204
1.60	50	36600.91078
1.60	60	29586.873027
1.60	70	25446.17108
1.60	80	23335.197171
1.60	90	22722.563457
1.60	100	23238.63729
1.60	110	24948.595339
1.60	120	28837.001702
1.60	130	37289.84994
1.60	140	54928.29971
1.60	150	89416.130746
1.60	160	152593.089062
1.60	170	355876.571583
1.70	0	98207.132089
1.70	10	83344.780822
1.70	20	69809.338849
1.70	30	53650.863373
1.70	40	39855.289731
1.70	50	29826.323732
1.70	60	23294.283411
1.70	70	19442.403738
1.70	80	17531.314778
1.70	90	17000.029295
1.70	100	17455.782561
1.70	110	18987.414174
1.70	120	22337.344561
1.70	130	29498.683192
1.70	140	44493.78204
1.70	150	74078.768738
1.70	160	128212.592669
1.70	170	309973.752133
1.80	0	98109.209703
1.80	10	76861.164135
1.80	20	61092.136385
1.80	30	45353.500394
1.80	40	32750.651261
1.80	50	23825.152071
1.80	60	18084.562947
1.80	70	14729.653717
1.80	80	13138.195643
1.80	90	12683.964793
