    1     0.000000000000
    2     0.746600000000
    3     2.239800000000
    4     4.479600000000
    5     7.466000000000
    6    11.199000000000
    7    15.678600000000
    8    20.904800000000
    9    26.877600000000
   10    33.597000000000
   11    41.063000000000
   12    49.275600000000
   13    58.234800000000
   14    67.940600000000
   15    78.393000000000
   16    89.592000000000
   17   101.537600000000
   18   114.229800000000
   19   127.668600000000
   20   141.854000000000
   21   156.786000000000
   22   172.464600000000
