R	Gamma	E
1.00	0	-146.424365869155
1.00	10	-148.493247462208
1.00	20	-151.46189233603
1.00	30	-153.171883968834
1.00	40	-153.946890906086
1.00	50	-154.268015737258
1.00	60	-154.396873370862
1.00	70	-154.45132282136
1.00	80	-154.478375110606
1.00	90	-154.492790513474
1.00	100	-154.494944787437
1.00	110	-154.476335623766
1.00	120	-154.417875383272
1.00	130	-154.280002712184
1.00	140	-153.982160647042
1.00	150	-153.386480183748
1.00	160	-152.348771179202
1.00	170	-151.007722061892
1.00	180	-150.217472596894
1.10	0	-150.354538727398
1.10	10	-151.197127941561
1.10	20	-152.646089813175
1.10	30	-153.638693681054
1.10	40	-154.137183494762
1.10	50	-154.360075158089
1.10	60	-154.463617522701
1.10	70	-154.518131523104
1.10	80	-154.54878768011
1.10	90	-154.562988876387
1.10	100	-154.560955471307
1.10	110	-154.537926390918
1.10	120	-154.482617584691
1.10	130	-154.372175477547
1.10	140	-154.158774769509
1.10	150	-153.760254100754
1.10	160	-153.106103587739
1.10	170	-152.317346798108
1.10	180	-151.886589769511
1.20	0	-152.078876452085
1.20	10	-152.500730915587
1.20	20	-153.301360882732
1.20	30	-153.912976949959
1.20	40	-154.247819318708
1.20	50	-154.418047238955
1.20	60	-154.51600781384
1.20	70	-154.575249912863
1.20	80	-154.608996640921
1.20	90	-154.622914760322
1.20	100	-154.617890056082
1.20	110	-154.590302964557
1.20	120	-154.531186982358
1.20	130	-154.425530723609
1.20	140	-154.248414565731
1.20	150	-153.948987501662
1.20	160	-153.464622575165
1.20	170	-152.853060118169
1.20	180	-152.520013531739
1.30	0	-152.769803033854
1.30	10	-153.081162634615
1.30	20	-153.642848631074
1.30	30	-154.061566833478
1.30	40	-154.303919218691
1.30	50	-154.456880246395
1.30	60	-154.561233041689
1.30	70	-154.624689922892
1.30	80	-154.659358735756
1.30	90	-154.672573936181
1.30	100	-154.666105905588
1.30	110	-154.63626989544
1.30	120	-154.572648116127
1.30	130	-154.459991607092
1.30	140	-154.287647416353
1.30	150	-154.037379014361
1.30	160	-153.617821626639
1.30	170	-152.944103480947
1.30	180	-152.483868996681
1.40	0	-152.843380919632
1.40	10	-153.251282257187
1.40	20	-153.819031636227
1.40	30	-154.146185293498
1.40	40	-154.329213489576
1.40	50	-154.490173726172
1.40	60	-154.602819283788
1.40	70	-154.667198949885
1.40	80	-154.700531641718
1.40	90	-154.712581260872
1.40	100	-154.705942614746
1.40	110	-154.676256951453
1.40	120	-154.6114537318
1.40	130	-154.49042410864
1.40	140	-154.303152134355
1.40	150	-154.085799469647
1.40	160	-153.684157068254
1.40	170	-152.709781209976
1.40	180	-151.756694957595
1.50	0	-152.353873980524
1.50	10	-153.13937511929
1.50	20	-153.916837368325
1.50	30	-154.212123413185
1.50	40	-154.3299132814
1.50	50	-154.527041966066
1.50	60	-154.641691737554
1.50	70	-154.702915055714
1.50	80	-154.733490645067
1.50	90	-154.744219874097
1.50	100	-154.737869668206
1.50	110	-154.710296542259
1.50	120	-154.648420529025
1.50	130	-154.52537059285
1.50	140	-154.314469989501
1.50	150	-154.134132633519
1.50	160	-153.726281898323
1.50	170	-152.14627643415
1.50	180	-149.910093480005
1.60	0	-151.037337216222
1.60	10	-152.765517376907
1.60	20	-153.979724340815
1.60	30	-154.280484828444
1.60	40	-154.397322788522
