R,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
2.5,451777.02698427567,-114733.06128482743,-250.49097108755086,734410.111460554,-395709.0291677536,249910.7866618054,-333057.8717095215,18442.05843386529,-16009.710957843788,24579.671455538846,553490.8873181524,-478191.96354973904,384181.0566631001,-493881.8474717386,194975.76462716702,-101651.74884025825,84638.55995780301,-85609.10867242806,115265.54039071716,211014.7242106977,-366428.6262123359,248982.11514413758,-242220.69300639693,156161.26135418576,-98034.77269461704,76281.94192178495,-63640.86566911034,62350.62584419467
2.6,274900.41016003845,-68084.51472760654,-322.4426918937588,446859.4037994276,-237409.73366988683,149723.9663478991,-199152.9732646252,10934.953223462198,-9517.80467263746,14653.838268909127,342304.1507468654,-291639.5634072284,233707.71283058368,-299656.7799663486,119423.39794142572,-62254.54411628665,51818.081880296566,-52379.846480533015,70456.35239675577,133731.96797763414,-223814.1090054341,152312.75951135455,-148631.4997174921,95729.93121665946,-60119.01333093825,46808.59384495905,-39091.3870481839,38365.20944290281
2.7,166933.27400054247,-39959.36020741322,-296.7473697279729,271193.8506225584,-141146.68261716695,88882.14885588728,-117988.86930638482,6435.712161090742,-5616.333066436746,8669.733340033903,211101.17275480297,-176650.39877528005,141169.4785119021,-180489.41410113385,72660.49860913961,-37872.71060497415,31512.974693890537,-31834.11609740448,42776.41705010306,84470.72587220339,-135767.40194639834,92551.52595263111,-90617.27093163019,58294.864105079134,-36622.89430163067,28532.45928409639,-23852.522818470778,23449.54770908496
2.8,101248.87616333371,-23154.714816067746,-237.5186808030826,164303.63478514345,-83060.64011104594,52223.16993350006,-69184.29764139373,3759.276177882558,-3288.780970330389,5088.190591716503,129875.63619237213,-106202.83298537135,84617.01408527035,-107848.01429693658,43884.15432909506,-22870.804311132164,19023.64080837745,-19204.68845912396,25778.25472029946,53176.733608911614,-81737.80033728963,55825.47097325233,-54859.92124168677,35238.66514294795,-22146.22056456666,17264.611398588953,-14447.245599878757,14226.939308881461
2.9,61399.596661677584,-13217.057038226618,-174.91585419695048,99494.77572175057,-48315.01217233496,30328.979395599294,-40099.21311782408,2179.6118495019227,-1910.9199088788546,2961.214890342253,79760.79004425736,-63331.09283282692,50294.20913058882,-63883.2237579928,26288.72469328498,-13698.993061831086,11390.617183005885,-11491.096455099694,15407.110285703158,33366.60607120172,-48802.943216564876,33402.148547368444,-32957.95818470809,21128.320290840267,-13283.134011579226,10361.500336135705,-8679.029659088043,8560.413038694194
3.0,37272.03330203172,-7409.942412711981,-121.20956901229147,60316.2201924136,-27735.088351396113,17382.62307605973,-22939.998611128904,1254.820578164371,-1101.838236495638,1708.4688191366695,48938.07669797099,-37432.18709886225,29620.845323351256,-37483.44146045364,15605.414323426772,-8130.9280226004785,6758.39131403959,-6813.171837266699,9124.339691514138,20871.610261252168,-28874.030192003534,19809.342076703422,-19634.301106700153,12553.2343102966,-7894.8113916026605,6161.9535355998905,-5166.141284638473,5103.204306469897
3.1,22676.53102590396,-4063.665669425918,-79.77738537335199,36679.19496344522,-15682.255504847588,9813.829460626755,-12932.113137833334,717.854872458521,-630.6932550880972,977.0348377270991,30032.82565089233,-21913.06498167196,17272.99225591576,-21768.734225965574,9169.368436880784,-4776.951188069733,3969.1542302320986,-3998.4166227405767,5348.2489551314075,13019.590779555152,-16912.984422000693,11634.598166819153,-11589.98543651879,7382.482438662323,-4644.415475257952,3626.9880238202854,-3043.421820618223,3010.4353633856413
3.2,13842.447386568656,-2167.3783282956856,-49.98376046080176,22427.794946945796,-8714.831780077597,5446.5492394689,-7171.470386139315,408.5800070126843,-358.6305852697398,553.8414723202386,18461.838459508548,-12696.806485249464,9966.12083175016,-12504.526779315807,5325.680828853345,-2774.1799616751396,2304.232674015682,-2319.4970627204375,3098.6180657697396,8103.386762623031,-9798.98648717791,6761.325697072599,-6773.334296555542,4291.556560912878,-2700.685424672664,2110.1044912025886,-1771.92041290299,1754.7527637823553
3.3,8483.09571903977,-1114.527807998935,-29.711965232200953,13824.900070313848,-4748.19285797732,2964.8552972951748,-3905.812820412761,231.7757389528408,-202.80318227488266,311.25827875715447,11388.533395628598,-7277.7699861027495,5686.678749853996,-7101.51668338482,3052.527840829726,-1589.8984436623562,1320.1011842476314,-1327.8415263939414,1771.5352525773696,5036.226789180073,-5610.5006328560285,3884.452707485447,-3915.6416943485533,2461.8772329649437,-1549.6697784479659,1211.299395060297,-1017.7855541148685,1008.8300855137736
3.4,5217.498883176935,-544.8479271117064,-16.590456319930155,8613.075165928783,-2530.6087718319486,1579.9772536542196,-2087.4148171268484,131.33368393809673,-114.21304799127373,173.48770716231326,7064.675610181259,-4126.410560747894,3208.909909550159,-3987.9332478050464,1722.9814265589398,-897.310961442797,744.7812608285242,-748.5707060233999,997.3373931449862,3128.9081372947785,-3172.309557380644,2204.544246117262,-2237.302999953703,1390.728220462408,-875.6002370326626,684.6320941743691,-575.5036034390021,570.756553981686
