I	J	5.000	6.000	7.000	8.000	9.000	10.000	12.000	14.000	16.000	18.000	20.000	25.000	30.000	35.000	40.000	45.000	50.000	60.000	70.000	80.000	90.000	100.000
2	1	8.375	6.741	5.454	4.578	4.047	3.769	3.673	3.866	4.111	4.282	4.324	4.055	3.701	3.443	3.283	3.186	3.125	3.043	2.959	2.838	2.676	2.496
3	1	2.391	2.260	2.186	2.149	2.137	2.138	2.160	2.184	2.199	2.202	2.192	2.143	2.075	1.996	1.909	1.818	1.724	1.544	1.389	1.262	1.156	1.063
3	2	1.749	1.527	1.479	1.568	1.764	2.036	2.674	3.224	3.549	3.652	3.606	3.271	3.010	2.879	2.828	2.811	2.795	2.713	2.548	2.323	2.075	1.831
4	1	1.496	1.407	1.305	1.201	1.102	1.012	1.158	1.317	1.439	1.512	1.537	1.475	1.359	1.252	1.165	1.096	1.042	1.037	1.093	1.128	1.147	1.163
4	2	2.252	2.168	2.163	2.192	2.229	2.260	2.294	2.298	2.284	2.259	2.230	2.148	2.060	1.964	1.865	1.765	1.667	1.490	1.344	1.226	1.127	1.036
4	3	2.773	2.229	1.950	1.963	2.209	2.567	3.089	3.108	2.906	2.703	2.556	2.388	2.378	2.434	2.509	2.569	2.591	2.491	2.246	1.951	1.669	1.420
5	1	1.261	1.163	1.023	1.149	1.373	1.634	2.151	2.473	2.549	2.475	2.352	2.072	1.888	1.770	1.687	1.619	1.555	1.416	1.270	1.126	1.005	1.123
5	2	1.467	1.336	1.197	1.067	1.050	1.166	1.373	1.509	1.566	1.567	1.538	1.423	1.308	1.208	1.122	1.050	1.009	1.112	1.199	1.270	1.333	1.415
5	3	1.839	1.981	2.143	2.285	2.385	2.445	2.482	2.461	2.417	2.367	2.315	2.192	2.074	1.956	1.840	1.728	1.623	1.439	1.292	1.173	1.072	1.021
5	4	1.399	1.460	1.674	1.982	2.279	2.479	2.532	2.343	2.126	1.952	1.829	1.690	1.698	1.772	1.863	1.935	1.970	1.922	1.766	1.573	1.384	1.206
6	1	5.119	4.414	3.870	3.455	3.140	2.901	2.582	2.398	2.294	2.233	2.195	2.135	2.092	2.065	2.064	2.087	2.128	2.240	2.354	2.425	2.424	2.394
6	2	2.014	2.507	2.935	3.243	3.413	3.463	3.334	3.096	2.872	2.695	2.562	2.352	2.223	2.127	2.047	1.970	1.888	1.695	1.483	1.276	1.101	1.015
6	3	1.314	1.208	1.138	1.093	1.065	1.044	1.016	1.008	1.030	1.048	1.059	1.054	1.012	1.050	1.123	1.198	1.268	1.394	1.503	1.601	1.697	1.822
6	4	1.675	1.893	2.097	2.256	2.363	2.425	2.465	2.447	2.406	2.357	2.306	2.181	2.063	1.948	1.837	1.732	1.633	1.459	1.315	1.194	1.088	1.011
6	5	1.255	1.387	1.538	1.680	1.794	1.867	1.892	1.825	1.734	1.646	1.572	1.462	1.456	1.517	1.599	1.667	1.702	1.665	1.541	1.389	1.238	1.088
7	1	1.206	1.409	1.608	1.798	1.974	2.131	2.382	2.549	2.643	2.680	2.676	2.573	2.425	2.283	2.157	2.039	1.923	1.687	1.454	1.235	1.045	1.106
7	2	1.681	1.656	1.643	1.635	1.631	1.628	1.620	1.607	1.588	1.566	1.544	1.503	1.493	1.522	1.585	1.675	1.780	2.006	2.220	2.386	2.494	2.631
7	3	1.416	1.641	1.858	2.062	2.246	2.403	2.628	2.740	2.768	2.747	2.701	2.551	2.405	2.271	2.147	2.028	1.910	1.672	1.449	1.255	1.105	1.022
7	4	1.045	1.050	1.043	1.030	1.014	1.003	1.036	1.064	1.085	1.100	1.112	1.140	1.182	1.244	1.322	1.406	1.488	1.640	1.779	1.910	2.040	2.203
7	5	1.815	1.998	2.143	2.247	2.314	2.354	2.382	2.375	2.351	2.319	2.284	2.191	2.090	1.987	1.883	1.782	1.686	1.509	1.356	1.226	1.112	1.008
7	6	1.395	1.457	1.517	1.565	1.599	1.620	1.628	1.611	1.581	1.541	1.497	1.403	1.371	1.400	1.457	1.505	1.525	1.471	1.347	1.206	1.070	1.069
8	1	2.486	2.428	2.396	2.387	2.397	2.422	2.508	2.619	2.737	2.852	2.955	3.145	3.260	3.348	3.436	3.536	3.648	3.885	4.108	4.288	4.449	4.725
8	2	2.016	2.320	2.615	2.889	3.137	3.355	3.695	3.917	4.039	4.079	4.052	3.820	3.509	3.207	2.945	2.723	2.529	2.200	1.923	1.684	1.499	1.423
8	3	1.569	1.601	1.628	1.649	1.665	1.675	1.682	1.669	1.643	1.608	1.573	1.508	1.492	1.529	1.609	1.714	1.830	2.068	2.302	2.520	2.714	2.943
8	4	1.349	1.565	1.783	1.992	2.185	2.355	2.613	2.766	2.834	2.844	2.817	2.670	2.500	2.348	2.212	2.086	1.966	1.735	1.526	1.345	1.206	1.133
8	5	1.083	1.055	1.030	1.008	1.013	1.033	1.070	1.106	1.142	1.178	1.213	1.300	1.384	1.466	1.555	1.651	1.747	1.922	2.077	2.226	2.380	2.574
8	6	2.001	2.071	2.133	2.182	2.219	2.247	2.279	2.290	2.285	2.271	2.250	2.178	2.076	1.961	1.849	1.738	1.632	1.443	1.290	1.165	1.059	1.038
8	7	1.416	1.386	1.379	1.386	1.400	1.416	1.450	1.476	1.487	1.480	1.456	1.360	1.275	1.234	1.230	1.237	1.231	1.160	1.048	1.069	1.203	1.368
9	1	1.527	1.807	2.097	2.381	2.645	2.879	3.248	3.494	3.645	3.728	3.761	3.703	3.533	3.327	3.114	2.903	2.691	2.278	1.910	1.600	1.340	1.124
9	2	1.858	1.851	1.863	1.892	1.933	1.983	2.098	2.220	2.338	2.447	2.544	2.731	2.857	2.953	3.048	3.152	3.267	3.521	3.777	4.012	4.257	4.646
9	3	2.568	2.857	3.119	3.349	3.544	3.704	3.928	4.052	4.101	4.095	4.050	3.830	3.558	3.290	3.043	2.817	2.606	2.218	1.882	1.603	1.399	1.314
9	4	1.757	1.781	1.800	1.818	1.835	1.852	1.884	1.912	1.933	1.948	1.957	1.977	2.018	2.095	2.211	2.351	2.499	2.794	3.093	3.398	3.696	4.026
9	5	1.562	1.721	1.868	2.000	2.113	2.208	2.347	2.433	2.482	2.504	2.507	2.442	2.314	2.177	2.056	1.947	1.845	1.650	1.470	1.311	1.186	1.121
9	6	1.003	1.039	1.068	1.092	1.113	1.132	1.169	1.208	1.251	1.299	1.352	1.492	1.622	1.733	1.830	1.919	2.001	2.146	2.290	2.462	2.663	2.901
9	7	1.864	1.914	1.964	2.008	2.045	2.076	2.117	2.136	2.137	2.124	2.104	2.031	1.937	1.831	1.727	1.633	1.551	1.412	1.286	1.159	1.038	1.072
9	8	1.130	1.134	1.153	1.179	1.207	1.235	1.289	1.334	1.363	1.373	1.365	1.285	1.177	1.094	1.053	1.040	1.038	1.016	1.052	1.163	1.310	1.494
10	1	4.698	4.601	4.490	4.392	4.316	4.260	4.194	4.166	4.159	4.163	4.172	4.211	4.278	4.373	4.485	4.605	4.729	4.997	5.327	5.721	6.153	6.682
