5	4	2.780	2.835	2.881	2.930	2.986	3.046	3.106	3.161	3.208	3.245	3.270	3.285	3.291	3.288	3.278	3.264	3.246	3.227	3.207	3.188	3.171	3.157	3.144	3.133	3.123	3.112	3.102	3.091	3.080	3.068	3.055	3.042	3.028	3.015	3.000	2.986	2.972	2.957	2.943	2.928	2.914	2.900	2.886	2.872	2.858	2.843	2.829	2.814	2.799	2.783	2.768	2.752	2.737	2.721	2.705	2.689	2.674	2.658	2.642	2.626	2.611	2.595	2.580	2.565	2.550	2.535	2.520	2.505	2.491	2.477	2.462	2.448	2.434	2.421	2.407	2.394	2.381	2.368	2.355	2.342	2.330	2.317	2.305	2.293	2.281	2.269	2.257	2.245	2.234	2.222	2.210	2.199	2.187	2.175	2.163	2.152
6	1	1.671	1.622	1.566	1.514	1.472	1.437	1.408	1.383	1.361	1.340	1.321	1.302	1.282	1.263	1.244	1.224	1.206	1.188	1.171	1.156	1.140	1.126	1.112	1.098	1.084	1.070	1.056	1.042	1.028	1.014	1.001	1.013	1.027	1.041	1.055	1.069	1.083	1.097	1.111	1.124	1.138	1.151	1.164	1.177	1.190	1.203	1.216	1.228	1.241	1.253	1.266	1.279	1.291	1.304	1.317	1.330	1.343	1.356	1.370	1.383	1.397	1.411	1.425	1.439	1.454	1.468	1.483	1.498	1.513	1.528	1.543	1.558	1.574	1.589	1.604	1.620	1.636	1.651	1.667	1.683	1.698	1.714	1.730	1.746	1.762	1.777	1.793	1.809	1.825	1.841	1.856	1.872	1.888	1.904	1.919	1.935
6	2	3.400	3.445	3.460	3.462	3.464	3.466	3.468	3.468	3.464	3.457	3.446	3.432	3.414	3.394	3.373	3.352	3.332	3.314	3.298	3.282	3.266	3.251	3.234	3.216	3.197	3.178	3.157	3.135	3.113	3.090	3.067	3.043	3.019	2.995	2.972	2.948	2.925	2.902	2.879	2.857	2.834	2.812	2.790	2.768	2.746	2.725	2.703	2.682	2.660	2.639	2.618	2.596	2.575	2.554	2.533	2.512	2.491	2.469	2.448	2.427	2.406	2.385	2.364	2.343	2.322	2.302	2.281	2.260	2.240	2.220	2.200	2.180	2.160	2.141	2.121	2.102	2.083	2.064	2.046	2.027	2.009	1.991	1.973	1.956	1.938	1.921	1.904	1.887	1.870	1.853	1.836	1.820	1.804	1.788	1.772	1.756
6	3	1.650	1.641	1.624	1.602	1.581	1.560	1.537	1.514	1.489	1.463	1.437	1.409	1.382	1.355	1.329	1.304	1.282	1.261	1.243	1.226	1.210	1.196	1.182	1.168	1.155	1.142	1.130	1.118	1.106	1.095	1.084	1.073	1.063	1.054	1.044	1.035	1.027	1.019	1.012	1.004	1.003	1.010	1.016	1.023	1.030	1.036	1.043	1.049	1.056	1.063	1.070	1.077	1.084	1.091	1.098	1.106	1.113	1.121	1.129	1.137	1.145	1.153	1.162	1.170	1.179	1.188	1.197	1.206	1.216	1.225	1.234	1.244	1.254	1.264	1.273	1.283	1.293	1.303	1.313	1.324	1.334	1.344	1.355	1.365	1.376	1.386	1.397	1.408	1.419	1.430	1.441	1.453	1.464	1.476	1.488	1.500
6	4	3.368	3.385	3.386	3.382	3.377	3.370	3.358	3.338	3.308	3.268	3.219	3.161	3.097	3.030	2.962	2.894	2.829	2.767	2.710	2.658	2.609	2.564	2.522	2.482	2.444	2.407	2.371	2.335	2.301	2.268	2.235	2.204	2.173	2.143	2.114	2.086	2.059	2.032	2.006	1.981	1.957	1.934	1.911	1.888	1.866	1.844	1.823	1.802	1.781	1.760	1.740	1.720	1.700	1.681	1.662	1.643	1.624	1.606	1.588	1.570	1.552	1.535	1.518	1.501	1.485	1.468	1.452	1.436	1.421	1.405	1.390	1.375	1.361	1.346	1.332	1.318	1.304	1.290	1.277	1.263	1.250	1.237	1.224	1.212	1.199	1.187	1.175	1.163	1.151	1.139	1.128	1.116	1.105	1.094	1.083	1.072
6	5	2.096	2.129	2.155	2.184	2.217	2.256	2.298	2.339	2.377	2.410	2.437	2.456	2.466	2.470	2.467	2.458	2.446	2.432	2.417	2.403	2.390	2.378	2.369	2.361	2.354	2.348	2.342	2.336	2.329	2.321	2.313	2.305	2.296	2.287	2.277	2.268	2.258	2.248	2.238	2.229	2.220	2.210	2.201	2.193	2.184	2.175	2.167	2.158	2.149	2.139	2.130	2.120	2.111	2.101	2.091	2.081	2.071	2.060	2.050	2.040	2.030	2.019	2.009	1.999	1.989	1.979	1.969	1.959	1.949	1.939	1.929	1.920	1.910	1.901	1.891	1.882	1.873	1.864	1.854	1.846	1.837	1.828	1.819	1.810	1.802	1.793	1.785	1.776	1.767	1.759	1.750	1.742	1.733	1.724	1.716	1.707
7	1	4.659	4.656	4.629	4.602	4.585	4.573	4.560	4.542	4.518	4.489	4.458	4.425	4.391	4.356	4.323	4.288	4.254	4.219	4.185	4.149	4.113	4.075	4.037	3.998	3.958	3.917	3.876	3.834	3.792	3.749	3.707	3.664	3.622	3.580	3.539	3.498	3.458	3.419	3.380	3.342	3.305	3.269	3.234	3.200	3.167	3.134	3.102	3.071	3.040	3.009	2.979	2.950	2.920	2.891	2.862	2.832	2.803	2.774	2.745	2.716	2.687	2.657	2.628	2.599	2.569	2.540	2.511	2.482	2.453	2.424	2.396	2.367	2.339	2.311	2.283	2.256	2.229	2.202	2.175	2.149	2.124	2.098	2.073	2.049	2.025	2.001	1.977	1.954	1.932	1.910	1.888	1.867	1.846	1.825	1.804	1.784
7	2	1.218	1.178	1.135	1.093	1.054	1.018	1.017	1.053	1.090	1.127	1.164	1.198	1.232	1.263	1.293	1.321	1.348	1.373	1.398	1.421	1.444	1.467	1.490	1.513	1.537	1.560	1.585	1.609	1.634	1.659	1.684	1.710	1.736	1.762	1.787	1.813	1.839	1.864	1.890	1.914	1.938	1.963	1.987	2.010	2.033	2.056	2.079	2.102	2.124	2.146	2.169	2.191	2.213	2.235	2.257	2.279	2.302	2.324	2.347	2.369	2.392	2.415	2.438	2.460	2.483	2.507	2.530	2.553	2.576	2.600	2.623	2.647	2.671	2.694	2.719	2.743	2.767	2.791	2.816	2.841	2.865	2.891	2.917	2.942	2.969	2.995	3.022	3.049	3.076	3.104	3.132	3.161	3.190	3.219	3.249	3.279
7	3	4.121	4.135	4.117	4.082	4.040	3.989	3.928	3.860	3.786	3.714	3.645	3.583	3.528	3.479	3.437	3.399	3.366	3.335	3.308	3.282	3.256	3.231	3.204	3.177	3.149	3.119	3.089	3.059	3.027	2.996	2.964	2.932	2.900	2.869	2.838	2.808	2.778	2.749	2.721	2.694	2.668	2.643	2.618	2.594	2.570	2.547	2.524	2.501	2.479	2.457	2.435	2.414	2.392	2.371	2.350	2.329	2.308	2.288	2.267	2.246	2.226	2.205	2.185	2.165	2.145	2.125	2.105	2.085	2.066	2.047	2.027	2.008	1.989	1.971	1.952	1.934	1.916	1.898	1.880	1.863	1.846	1.829	1.813	1.796	1.780	1.764	1.748	1.733	1.717	1.702	1.688	1.673	1.659	1.645	1.631	1.618
7	4	1.375	1.338	1.299	1.261	1.225	1.192	1.158	1.125	1.092	1.060	1.029	1.001	1.026	1.050	1.074	1.095	1.115	1.133	1.149	1.164	1.178	1.192	1.205	1.217	1.230	1.242	1.255	1.268	1.280	1.293	1.306	1.319	1.332	1.345	1.358	1.370	1.383	1.395	1.407	1.418	1.430	1.441	1.452	1.463	1.474	1.485	1.496	1.507	1.518	1.529	1.541	1.552	1.564	1.576	1.587	1.600	1.612	1.624	1.637	1.650	1.663	1.676	1.689	1.702	1.716	1.729	1.743	1.757	1.771	1.785	1.799	1.814	1.828	1.842	1.857	1.871	1.885	1.900	1.914	1.929	1.943	1.958	1.973	1.987	2.002	2.016	2.031	2.046	2.060	2.075	2.090	2.105	2.120	2.135	2.151	2.166
7	5	3.722	3.719	3.693	3.657	3.618	3.578	3.532	3.480	3.420	3.353	3.280	3.203	3.124	3.045	2.968	2.893	2.823	2.756	2.695	2.639	2.587	2.539	2.494	2.452	2.411	2.373	2.335	2.298	2.262	2.227	2.192	2.159	2.126	2.095	2.064	2.034	2.005	1.977	1.950	1.923	1.898	1.874	1.850	1.827	1.805	1.784	1.763	1.742	1.722	1.702	1.682	1.663	1.644	1.625	1.607	1.589	1.571	1.553	1.536	1.519	1.502	1.485	1.468	1.452	1.436	1.420	1.404	1.389	1.373	1.358	1.344	1.329	1.315	1.300	1.286	1.273	1.259	1.246	1.233	1.220	1.207	1.194	1.182	1.170	1.158	1.146	1.134	1.122	1.111	1.100	1.089	1.078	1.067	1.057	1.046	1.036
7	6	1.791	1.806	1.817	1.829	1.844	1.863	1.884	1.905	1.925	1.941	1.953	1.961	1.965	1.964	1.960	1.954	1.945	1.937	1.928	1.920	1.913	1.907	1.902	1.898	1.894	1.891	1.889	1.885	1.882	1.878	1.873	1.867	1.862	1.855	1.849	1.842	1.835	1.828	1.820	1.813	1.806	1.798	1.791	1.783	1.776	1.769	1.762	1.755	1.749	1.742	1.735	1.728	1.721	1.714	1.706	1.699	1.691	1.684	1.676	1.668	1.660	1.652	1.644	1.637	1.629	1.621	1.613	1.605	1.597	1.589	1.582	1.574	1.566	1.559	1.551	1.544	1.536	1.529	1.522	1.514	1.507	1.500	1.493	1.486	1.479	1.472	1.465	1.458	1.451	1.444	1.437	1.430	1.423	1.416	1.409	1.402
8	1	1.794	1.808	1.827	1.842	1.854	1.863	1.874	1.887	1.904	1.926	1.952	1.982	2.017	2.056	2.100	2.149	2.201	2.258	2.317	2.380	2.446	2.513	2.582	2.651	2.721	2.790	2.860	2.929	2.998	3.066	3.134	3.202	3.269	3.335	3.400	3.465	3.528	3.591	3.653	3.714	3.775	3.834	3.892	3.950	4.006	4.061	4.116	4.170	4.223	4.275	4.326	4.377	4.427	4.476	4.525	4.574	4.622	4.671	4.719	4.767	4.815	4.863	4.912	4.960	5.009	5.057	5.106	5.155	5.204	5.253	5.302	5.352	5.401	5.450	5.500	5.549	5.599	5.649	5.700	5.752	5.804	5.857	5.912	5.968	6.025	6.085	6.146	6.210	6.275	6.343	6.414	6.487	6.562	6.640	6.720	6.802
8	2	5.146	5.142	5.126	5.119	5.120	5.121	5.114	5.097	5.069	5.032	4.987	4.936	4.880	4.822	4.763	4.704	4.646	4.590	4.536	4.484	4.434	4.384	4.350	4.287	4.238	4.189	4.140	4.090	4.041	3.991	3.942	3.893	3.845	3.798	3.751	3.705	3.661	3.617	3.573	3.531	3.490	3.449	3.410	3.371	3.333	3.296	3.259	3.223	3.188	3.153	3.118	3.085	3.051	3.018	2.984	2.951	2.919	2.886	2.853	2.821	2.788	2.756	2.723	2.691	2.659	2.627	2.595	2.563	2.531	2.499	2.468	2.437	2.406	2.375	2.344	2.314	2.284	2.254	2.224	2.195	2.166	2.137	2.109	2.080	2.052	2.025	1.997	1.970	1.943	1.916	1.890	1.864	1.837	1.812	1.786	1.760
8	3	1.043	1.091	1.142	1.192	1.241	1.289	1.339	1.390	1.445	1.500	1.556	1.610	1.664	1.715	1.764	1.810	1.854	1.895	1.935	1.974	2.012	2.049	2.087	2.125	2.163	2.203	2.242	2.283	2.324	2.366	2.408	2.450	2.492	2.535	2.578	2.620	2.663	2.705	2.746	2.787	2.828	2.867	2.906	2.944	2.981	3.017	3.053	3.088	3.122	3.156	3.189	3.222	3.255	3.287	3.319	3.351	3.383	3.414	3.446	3.478	3.509	3.541	3.573	3.604	3.636	3.668	3.700	3.731	3.763	3.795	3.827	3.860	3.892	3.924	3.957	3.990	4.023	4.056	4.089	4.123	4.156	4.191	4.225	4.260	4.295	4.330	4.366	4.402	4.438	4.475	4.511	4.548	4.586	4.623	4.661	4.698
8	4	4.796	4.689	4.574	4.470	4.379	4.294	4.209	4.119	4.026	3.934	3.845	3.764	3.691	3.629	3.577	3.532	3.495	3.462	3.434	3.407	3.382	3.357	3.331	3.304	3.276	3.247	3.217	3.185	3.153	3.120	3.086	3.052	3.018	2.983	2.949	2.915	2.881	2.848	2.816	2.784	2.754	2.724	2.695	2.667	2.640	2.613	2.587	2.562	2.536	2.512	2.487	2.463	2.439	2.415	2.392	2.368	2.345	2.322	2.299	2.276	2.253	2.231	2.208	2.186	2.164	2.143	2.121	2.100	2.079	2.059	2.038	2.018	1.998	1.978	1.959	1.940	1.921	1.902	1.884	1.866	1.848	1.830	1.812	1.795	1.778	1.761	1.744	1.728	1.711	1.695	1.679	1.664	1.648	1.633	1.618	1.603
8	5	1.122	1.082	1.043	1.006	1.027	1.058	1.089	1.123	1.158	1.195	1.232	1.269	1.303	1.335	1.364	1.389	1.412	1.432	1.449	1.465	1.480	1.494	1.508	1.521	1.534	1.548	1.561	1.576	1.590	1.605	1.620	1.636	1.651	1.667	1.683	1.700	1.717	1.734	1.751	1.768	1.785	1.802	1.819	1.836	1.852	1.869	1.886	1.902	1.919	1.936	1.953	1.970	1.987	2.004	2.022	2.040	2.058	2.076	2.095	2.113	2.132	2.151	2.170	2.190	2.209	2.229	2.248	2.268	2.288	2.309	2.329	2.349	2.370	2.391	2.411	2.432	2.453	2.474	2.496	2.517	2.538	2.560	2.582	2.603	2.624	2.646	2.668	2.689	2.711	2.733	2.754	2.776	2.798	2.819	2.841	2.862
8	6	4.444	4.338	4.208	4.070	3.936	3.809	3.686	3.563	3.440	3.319	3.202	3.093	2.993	2.902	2.820	2.746	2.679	2.618	2.562	2.510	2.462	2.418	2.375	2.335	2.296	2.259	2.222	2.187	2.152	2.118	2.085	2.053	2.021	1.990	1.961	1.931	1.903	1.875	1.848	1.822	1.796	1.771	1.747	1.724	1.701	1.679	1.658	1.637	1.617	1.598	1.579	1.560	1.542	1.525	1.507	1.490	1.473	1.456	1.439	1.423	1.407	1.391	1.375	1.359	1.344	1.329	1.314	1.299	1.284	1.270	1.256	1.242	1.228	1.215	1.201	1.188	1.175	1.163	1.150	1.138	1.126	1.115	1.103	1.092	1.081	1.070	1.059	1.048	1.038	1.028	1.018	1.008	1.001	1.011	1.020	1.030
8	7	1.574	1.566	1.554	1.540	1.527	1.516	1.507	1.499	1.492	1.485	1.478	1.473	1.469	1.466	1.465	1.465	1.466	1.468	1.469	1.471	1.473	1.474	1.475	1.477	1.478	1.478	1.479	1.479	1.478	1.477	1.475	1.473	1.470	1.467	1.464	1.458	1.456	1.452	1.447	1.443	1.438	1.433	1.428	1.423	1.418	1.412	1.407	1.401	1.395	1.390	1.384	1.381	1.372	1.366	1.360	1.354	1.348	1.341	1.335	1.328	1.322	1.315	1.308	1.301	1.294	1.287	1.280	1.272	1.265	1.258	1.250	1.243	1.235	1.228	1.220	1.213	1.206	1.199	1.191	1.184	1.177	1.170	1.163	1.156	1.150	1.143	1.136	1.130	1.123	1.117	1.111	1.104	1.098	1.092	1.088	1.080
9	1	5.495	5.484	5.477	5.494	5.544	5.616	5.693	5.762	5.815	5.850	5.865	5.860	5.835	5.793	5.737	5.666	5.593	5.513	5.432	5.354	5.279	5.209	5.144	5.083	5.025	4.970	4.916	4.863	4.810	4.756	4.702	4.648	4.592	4.536	4.479	4.421	4.362	4.303	4.244	4.184	4.124	4.064	4.003	3.943	3.882	3.822	3.762	3.702	3.643	3.584	3.525	3.467	3.409	3.353	3.284	3.242	3.188	3.135	3.083	3.032	2.982	2.934	2.887	2.841	2.796	2.753	2.711	2.670	2.631	2.593	2.557	2.522	2.488	2.455	2.424	2.394	2.365	2.338	2.311	2.286	2.261	2.238	2.215	2.192	2.171	2.150	2.129	2.108	2.087	2.067	2.046	2.026	2.005	1.984	1.963	1.942
9	2	2.942	3.028	3.119	3.197	3.256	3.307	3.356	3.411	3.475	3.549	3.636	3.735	3.844	3.961	4.082	4.203	4.318	4.426	4.523	4.609	4.687	4.755	4.817	4.875	4.929	4.981	5.032	5.082	5.132	5.183	5.234	5.286	5.340	5.394	5.450	5.508	5.567	5.628	5.690	5.755	5.821	5.888	5.957	6.028	6.100	6.173	6.247	6.322	6.399	6.476	6.554	6.634	6.714	6.794	6.876	6.958	7.040	7.123	7.206	7.289	7.373	7.456	7.538	7.620	7.701	7.780	7.858	7.934	8.008	8.081	8.151	8.219	8.284	8.348	8.410	8.470	8.529	8.588	8.646	8.705	8.764	8.826	8.891	8.958	9.028	9.104	9.183	9.268	9.358	9.454	9.554	9.660	9.772	9.889	10.010	10.136
9	3	5.781	5.635	5.514	5.427	5.365	5.311	5.252	5.181	5.094	4.996	4.888	4.779	4.675	4.583	4.505	4.444	4.397	4.362	4.335	4.313	4.293	4.274	4.253	4.231	4.205	4.177	4.146	4.112	4.076	4.037	3.996	3.954	3.910	3.866	3.821	3.777	3.732	3.687	3.643	3.600	3.557	3.515	3.473	3.433	3.393	3.353	3.314	3.276	3.238	3.200	3.163	3.126	3.089	3.052	3.016	2.979	2.943	2.906	2.870	2.834	2.798	2.762	2.726	2.691	2.656	2.621	2.587	2.553	2.519	2.486	2.454	2.422	2.391	2.361	2.331	2.302	2.274	2.242	2.219	2.193	2.167	2.142	2.117	2.093	2.069	2.046	2.023	2.000	1.978	1.956	1.934	1.912	1.891	1.870	1.849	1.828
9	4	1.549	1.643	1.740	1.829	1.910	1.987	2.064	2.145	2.229	2.317	2.405	2.490	2.568	2.638	2.699	2.752	2.799	2.841	2.880	2.918	2.956	2.994	3.034	3.074	3.116	3.160	3.205	3.251	3.298	3.347	3.396	3.446	3.497	3.548	3.599	3.649	3.700	3.750	3.801	3.850	3.899	3.948	3.996	4.043	4.090	4.136	4.182	4.227	4.272	4.317	4.361	4.405	4.449	4.492	4.536	4.580	4.623	4.667	4.711	4.755	4.800	4.845	4.889	4.935	4.980	5.026	5.072	5.118	5.164	5.211	5.257	5.304	5.351	5.399	5.446	5.494	5.542	5.590	5.638	5.687	5.736	5.785	5.835	5.886	5.937	5.989	6.041	6.094	6.148	6.203	6.258	6.314	6.371	6.429	6.487	6.546
9	5	4.200	3.990	3.797	3.642	3.524	3.429	3.345	3.266	3.191	3.120	3.056	3.001	2.956	2.920	2.893	2.873	2.857	2.844	2.832	2.820	2.808	2.795	2.780	2.765	2.748	2.730	2.711	2.691	2.670	2.649	2.627	2.605	2.582	2.559	2.536	2.513	2.490	2.467	2.445	2.422	2.400	2.378	2.356	2.335	2.314	2.293	2.272	2.252	2.232	2.212	2.192	2.173	2.154	2.135	2.116	2.097	2.078	2.060	2.042	2.023	2.005	1.988	1.970	1.952	1.935	1.917	1.900	1.883	1.867	1.850	1.834	1.818	1.802	1.787	1.772	1.757	1.742	1.727	1.713	1.699	1.685	1.672	1.658	1.645	1.631	1.618	1.605	1.592	1.579	1.566	1.553	1.540	1.527	1.514	1.501	1.488
9	6	1.161	1.231	1.310	1.383	1.448	1.504	1.556	1.606	1.655	1.705	1.753	1.798	1.840	1.877	1.909	1.938	1.963	1.985	2.006	2.025	2.044	2.062	2.080	2.098	2.116	2.135	2.153	2.172	2.191	2.210	2.230	2.250	2.270	2.290	2.310	2.331	2.351	2.372	2.393	2.414	2.436	2.458	2.479	2.501	2.524	2.546	2.569	2.592	2.615	2.638	2.662	2.686	2.710	2.734	2.758	2.783	2.807	2.832	2.857	2.882	2.907	2.932	2.957	2.983	3.008	3.034	3.059	3.085	3.110	3.136	3.162	3.188	3.214	3.240	3.266	3.293	3.319	3.345	3.372	3.399	3.426	3.453	3.480	3.507	3.534	3.562	3.590	3.618	3.646	3.674	3.703	3.732	3.761	3.790	3.820	3.850
9	7	4.162	3.932	3.682	3.451	3.259	3.101	2.969	2.852	2.746	2.647	2.557	2.474	2.399	2.331	2.271	2.218	2.170	2.126	2.085	2.048	2.012	1.977	1.944	1.912	1.880	1.850	1.820	1.791	1.763	1.735	1.708	1.682	1.657	1.632	1.609	1.586	1.563	1.542	1.521	1.500	1.480	1.461	1.443	1.424	1.407	1.390	1.373	1.356	1.340	1.325	1.309	1.294	1.279	1.265	1.250	1.236	1.222	1.208	1.195	1.181	1.168	1.155	1.143	1.130	1.118	1.106	1.094	1.082	1.071	1.060	1.049	1.038	1.027	1.017	1.007	1.003	1.012	1.022	1.032	1.041	1.051	1.061	1.070	1.080	1.090	1.099	1.109	1.119	1.128	1.138	1.148	1.158	1.168	1.178	1.188	1.198
