   ENERGY (CM-1)    JTOTL  JSTEP  JTOTU      F    I         SIG(F,I)
  5.0000000000E-02      0      1      5      1    1          2188.47      
  0.1000000000          0      1      5      1    1          542.388      
  0.1500000000          0      1      5      1    1          584.524      
  0.2000000000          0      1      5      1    1          497.499      
  0.2500000000          0      1      5      1    1          342.672      
  0.3000000000          0      1      6      1    1          278.294      
  0.3500000000          0      1      6      1    1          305.424      
  0.4000000000          0      1      6      1    1          275.744      
  0.4500000000          0      1      6      1    1          267.040      
  0.5000000000          0      1      6      1    1          157.552      
  0.5500000000          0      1      6      1    1          128.322      
  0.6000000000          0      1      6      1    1          214.404      
  0.6500000000          0      1      5      1    1          22.5337      
  0.7000000000          0      1      6      1    1          79.0969      
  0.7500000000          0      1      6      1    1          174.996      
  0.8000000000          0      1      6      1    1          212.865      
  0.8500000000          0      1      6      1    1          171.044      
  0.9000000000          0      1      6      1    1          344.968      
  0.9500000000          0      1      6      1    1          177.018      
   1.000000000          0      1      6      1    1          152.217      
   1.050000000          0      1      7      1    1          146.821      
   1.100000000          0      1      7      1    1          88.7417      
   1.150000000          0      1      7      1    1          159.731      
   1.200000000          0      1      7      1    1          125.360      
   1.250000000          0      1      7      1    1          28.2781      
   1.300000000          0      1      7      1    1          41.1779      
   1.350000000          0      1      7      1    1          137.526      
   1.400000000          0      1      7      1    1          128.260      
   1.450000000          0      1      7      1    1          160.076      
   1.500000000          0      1      7      1    1          136.596      
   1.550000000          0      1      7      1    1          103.904      
   1.600000000          0      1      7      1    1          125.699      
   1.650000000          0      1      7      1    1          178.026      
   1.700000000          0      1      7      1    1          108.269      
   1.750000000          0      1      7      1    1          107.428      
   1.800000000          0      1      7      1    1          119.945      
   1.850000000          0      1      7      1    1          155.775      
   1.900000000          0      1      7      1    1          74.7871      
   1.950000000          0      1      7      1    1          101.478      
   2.000000000          0      1      7      1    1          115.343      
   2.050000000          0      1      7      1    1          96.3095      
   2.100000000          0      1      7      1    1          77.9516      
   2.150000000          0      1      7      1    1          92.3099      
   2.200000000          0      1      7      1    1          99.0569      
   2.250000000          0      1      7      1    1          91.2828      
   2.300000000          0      1      7      1    1          100.350      
   2.350000000          0      1      8      1    1          96.8478      
   2.400000000          0      1      8      1    1          107.096      
   2.450000000          0      1      8      1    1          119.958      
   2.500000000          0      1      8      1    1          66.8090      
   2.550000000          0      1      8      1    1          81.6655      
   2.600000000          0      1      8      1    1          91.8550      
   2.650000000          0      1      8      1    1          93.9164      
   2.700000000          0      1      8      1    1          81.4931      
   2.750000000          0      1      8      1    1          112.820      
   2.800000000          0      1      8      1    1          84.8028      
   2.850000000          0      1      8      1    1          194.398      
   2.900000000          0      1      8      1    1          71.0471      
   2.950000000          0      1      8      1    1          73.9544      
   3.000000000          0      1      8      1    1          96.3226      
   3.050000000          0      1      8      1    1          86.8982      
