R	Gamma	E
1.00	0	46643.951664
1.00	10	45665.357924
1.00	20	42868.196115
1.00	30	38671.771619
1.00	40	33717.166584
1.00	50	28704.146658
1.00	60	24248.196675
1.00	70	20850.033258
1.00	80	18938.8233
1.00	90	18942.904655
1.00	100	21374.599641
1.00	110	26914.054599
1.00	120	36475.639226
1.00	130	51254.115164
1.00	140	73186.098622
1.00	150	109536.12383
1.00	160	202366.744901
1.00	170	632723.217247
1.10	0	40454.196795
1.10	10	39362.198027
1.10	20	36256.498877
1.10	30	31684.240941
1.10	40	26459.644184
1.10	50	21361.467682
1.10	60	16969.54564
1.10	70	13695.277262
1.10	80	11869.795558
1.10	90	11829.865704
1.10	100	14002.976953
1.10	110	18990.385362
1.10	120	27627.50245
1.10	130	40998.031548
1.10	140	60707.267636
1.10	150	92720.856935
1.10	160	174191.901537
1.10	170	557444.897625
1.20	0	39408.539425
1.20	10	38027.927177
1.20	20	34152.650773
1.20	30	28704.575178
1.20	40	22863.130616
1.20	50	17459.591814
1.20	60	12961.585038
1.20	70	9650.544722
1.20	80	7746.331114
1.20	90	7489.357458
1.20	100	9214.621185
1.20	110	13426.433757
1.20	120	20853.960144
1.20	130	32449.234132
1.20	140	49491.723976
1.20	150	76107.733866
1.20	160	136733.729072
1.20	170	352561.146571
1.20	180	791072.017635
1.30	0	40747.37359
1.30	10	38750.871714
1.30	20	33386.84997
1.30	30	26749.291214
1.30	40	20378.855914
1.30	50	14843.072545
1.30	60	10374.552506
1.30	70	7107.515699
1.30	80	5161.608885
1.30	90	4694.645055
1.30	100	5956.649282
1.30	110	9352.312663
1.30	120	15490.459702
1.30	130	25178.94813
1.30	140	39426.766918
1.30	150	60794.524814
1.30	160	102401.430709
1.30	170	208209.332372
1.30	180	330806.968419
1.40	0	43008.222658
1.40	10	38827.118178
1.40	20	31045.098871
1.40	30	23945.208889
1.40	40	17738.107506
1.40	50	12521.164136
1.40	60	8359.913605
1.40	70	5308.509552
1.40	80	3431.349151
1.40	90	2832.598521
1.40	100	3695.96416
1.40	110	6335.552588
1.40	120	11239.060099
1.40	130	19062.471657
1.40	140	30581.533223
1.40	150	47276.107148
