R	0	30	60	90
1.0	46643.951664	38671.771619	24248.196675	18942.904655
1.1	40454.196795	31684.240941	16969.54564	11829.865704
1.2	39408.539425	28704.575178	12961.585038	7489.357458
1.3	40747.37359	26749.291214	10374.552506	4694.645055
1.4	43008.222658	23945.208889	8359.913605	2832.598521
1.5	45448.449105	19860.466165	6607.482903	1577.608742
1.6	47718.447087	15396.020874	5057.079247	738.421305
1.7	16466.711012	11396.725028	3729.043514	190.819313
1.8	11445.039846	8174.259546	2643.407287	-151.636963
1.9	7876.037481	5724.661814	1796.102011	-351.298525
2.0	5361.875479	3927.663039	1161.808486	-453.742354
2.1	3606.343273	2641.466631	704.37377	-492.192644
2.2	2391.532536	1738.293965	385.725241	-490.49515
2.3	1558.742435	1114.429338	171.325696	-465.316143
2.4	993.491386	690.074513	32.486221	-427.890468
2.5	613.961949	405.894335	-53.222005	-385.463567
2.6	362.220273	218.812157	-102.596755	-342.475359
2.7	197.623316	98.141824	-127.811121	-301.483157
2.8	91.918155	22.36073	-137.451625	-263.82913
2.9	25.631798	-23.454862	-137.435397	-230.091725
3.0	-14.558975	-49.557993	-131.748442	-200.379538
3.1	-37.709968	-62.942195	-123.015909	-174.522841
3.2	-49.928419	-68.333195	-112.924065	-152.198824
3.3	-55.284603	-68.879623	-102.522067	-133.0167
3.4	-56.445076	-66.633806	-92.433151	-116.571594
3.5	-55.121945	-62.895028	-82.998861	-102.477558
3.6	-52.396046	-58.459259	-74.378633	-90.385086
3.7	-48.944614	-53.799005	-66.619071	-79.988238
3.8	-45.193128	-49.187974	-59.698859	-71.025129
3.9	-41.410205	-44.782537	-53.561168	-63.274615
4.0	-37.764245	-40.668343	-48.133989	-56.551243
4.1	-34.356732	-36.890071	-43.341566	-50.699764
4.2	-31.242089	-33.463276	-39.110589	-45.590116
4.3	-28.440168	-30.385338	-35.373415	-41.11317
4.4	-25.945228	-27.639192	-32.068768	-37.177273
4.5	-23.73376	-25.198193	-29.142065	-33.705431
4.6	-21.7721	-23.030048	-26.544903	-30.63297
4.7	-20.023451	-21.10084	-24.234822	-27.905501
4.8	-18.453381	-19.377981	-22.174679	-25.477183
4.9	-17.033064	-17.832456	-20.332338	-23.309237
5.0	-15.740275	-16.439281	-18.680055	-21.368675
5.1	-14.558751	-15.179124	-17.194082	-19.627325
5.2	-13.476706	-14.035376	-15.854123	-18.060602
5.3	-12.485266	-12.994881	-14.642807	-16.64846
5.4	-11.577169	-12.046787	-13.545308	-15.372464
5.5	-10.745928	-11.181816	-12.548503	-14.217023
5.6	-9.98539	-10.391884	-11.642154	-13.168604
5.7	-9.289596	-9.66974	-10.816275	-12.215444
5.8	-8.652807	-9.008891	-10.062523	-11.347294
5.9	-8.069594	-8.40344	-9.373528	-10.555183
6.0	-7.534925	-7.848096	-8.742798	-9.831244
6.2	-6.593328	-6.869165	-7.633692	-8.560988
6.4	-5.796583	-6.039632	-6.696267	-7.490199
6.6	-5.119302	-5.333294	-5.8995	-6.582395
6.8	-4.540728	-4.728829	-5.218595	-5.808617
7.0	-4.043751	-4.208819	-4.633682	-5.145724
7.2	-3.614353	-3.759089	-4.12878	-4.575105
7.4	-3.241234	-3.368196	-3.691001	-4.081703
7.6	-2.915385	-3.026928	-3.309872	-3.653257
7.8	-2.629614	-2.727851	-2.976818	-3.279732
8.0	-2.378117	-2.464875	-2.684766	-2.952865
8.2	-2.156106	-2.232954	-2.427832	-2.665818
8.4	-1.959571	-2.027832	-2.201082	-2.412898
8.6	-1.785105	-1.845903	-2.000356	-2.18934
8.8	-1.629805	-1.684093	-1.822138	-1.991144
9.0	-1.491178	-1.539777	-1.663454	-1.814921
9.5	-1.204357	-1.241581	-1.336459	-1.452712
10.0	-0.983557	-1.012455	-1.086188	-1.176555
10.5	-0.811131	-0.833844	-0.891839	-0.962936
11.0	-0.674774	-0.692833	-0.738971	-0.795537
11.5	-0.565738	-0.580253	-0.617353	-0.662829
12.0	-0.477689	-0.489476	-0.519602	-0.556515
12.5	-0.405957	-0.41562	-0.440311	-0.470541
13.0	-0.347049	-0.35504	-0.375452	-0.400409
13.5	-0.298317	-0.304979	-0.321988	-0.342748
14.0	-0.257728	-0.263325	-0.277602	-0.294996
14.5	-0.22371	-0.228444	-0.240513	-0.25518
15.0	-0.195032	-0.199063	-0.20933	-0.221776
16.0	-0.150013	-0.152992	-0.160552	-0.169666
17.0	-0.11704	-0.119288	-0.124976	-0.131791
18.0	-0.092465	-0.094194	-0.098555	-0.103743
19.0	-0.073862	-0.075215	-0.078616	-0.082633
20.0	-0.059585	-0.06066	-0.063355	-0.06651
21.0	-0.04849	-0.049358	-0.051521	-0.054034
22.0	-0.039772	-0.040479	-0.042239	-0.044266
23.0	-0.032852	-0.033434	-0.034882	-0.036537
24.0	-0.027309	-0.027795	-0.028997	-0.030362
25.0	-0.022828	-0.023238	-0.024249	-0.025384
50.0	-0.000483	-0.000515	-0.000592	-0.000668
100.0	4.2e-05	3.8e-05	2.6e-05	1.3e-05
