R	Gamma	E
1.00	0	64944.14682
1.00	10	63790.14679
1.00	20	60504.867408
1.00	30	55710.40245
1.00	40	50232.153167
1.00	50	44809.930653
1.00	60	40008.659214
1.00	70	36258.125248
1.00	80	33920.977405
1.00	90	33365.567852
1.00	100	35052.791576
1.00	110	39623.919777
1.00	120	47967.580273
1.00	130	61247.645438
1.00	140	81267.157391
1.00	150	114522.178978
1.00	160	197554.539195
1.00	170	546671.981875
1.10	0	59642.790714
1.10	20	54788.3524
1.10	30	49657.098754
1.10	40	44030.761225
1.10	50	38662.424055
1.10	60	34045.741443
1.10	70	30515.291129
1.10	80	28346.308548
1.10	90	27835.104757
1.10	100	29383.488624
1.10	110	33587.880018
1.10	120	41309.625353
1.10	130	53685.425211
1.10	140	72328.933914
1.10	150	103003.694571
1.10	160	183039.442446
1.10	170	591855.960664
1.20	0	57843.911837
1.20	10	57538.101215
1.20	20	50797.840622
1.20	30	53355.605452
1.20	40	41068.587732
1.20	50	35537.845918
1.20	60	30904.998848
1.20	70	27394.00585
1.20	80	25189.975587
1.20	90	24514.125866
1.20	100	25698.983644
1.20	110	29273.135501
1.20	120	36036.076906
1.20	130	47071.832345
1.20	140	63811.414447
1.20	150	90597.547652
1.20	160	155153.29602
1.20	170	428864.670663
1.20	180	1349606.178524
1.30	0	49853.027452
1.30	10	49495.493408
1.30	20	47960.93957
1.30	30	40803.252006
1.30	50	33295.457342
1.30	60	28747.221498
1.30	70	25308.48935
1.30	80	23085.285749
1.30	90	22233.51785
1.30	100	23017.695588
1.30	160	124269.41718
1.30	170	265319.349232
1.30	180	478161.332123
1.40	0	43554.974661
1.40	10	42867.365889
1.40	20	40524.160263
1.40	30	33350.133376
1.40	40	31157.248901
1.40	140	43609.394168
1.40	150	60974.208661
1.40	160	95544.031706
1.40	170	160926.256551
1.40	180	229848.95944
1.50	0	38759.211609
1.50	20	28440.807025
1.50	30	26531.87922
1.50	40	24926.814888
1.50	50	23311.015288
1.50	120	20087.54146
1.50	130	25246.733581
1.50	140	34088.77461
1.50	150	47874.861431
1.50	170	106019.535847
1.50	180	131718.969649
1.60	0	24011.249863
1.60	10	23422.981075
1.60	20	22119.793171
1.60	30	20774.407595
1.60	40	19531.097652
1.60	50	18339.650259
1.60	60	17109.741792
1.60	70	15819.676442
1.60	80	14583.017103
1.60	90	13594.01974
1.60	100	13089.749859
1.60	110	13445.397579
1.60	120	15220.800295
1.60	130	19167.675099
1.60	140	26159.408832
1.60	150	37023.613722
1.60	170	76658.25846
1.60	180	86182.970215
1.70	0	18062.814564
1.70	10	17743.742736
1.70	20	16953.245678
1.70	30	16018.357195
1.70	40	15097.023814
1.70	50	14198.065538
1.70	60	13275.313305
1.70	70	12303.059461
1.70	80	11324.846666
1.70	90	10469.567334
1.70	100	9957.037109
1.70	110	10111.712244
1.70	120	11390.159199
1.70	130	14402.390133
1.70	140	19852.457393
1.70	150	28304.685051
1.70	160	39886.102614
1.80	0	13500.658016
1.80	10	13314.983263
