R	Gamma	E
2.50	0	253906.136846
2.50	5	200644.756513
2.50	10	106375.779455
2.50	15	42783.174714
2.50	60	2310.026665
2.50	65	1623.801684
2.50	70	1197.930818
2.50	75	936.177445
2.50	80	780.8539
2.50	85	577.684148
2.50	90	528.44695
2.60	0	133203.006501
2.60	5	108468.872592
2.60	10	61623.630006
2.60	15	26836.670592
2.60	20	8578.674191
2.60	60	1681.585911
2.60	65	1153.285796
2.60	70	829.351421
2.60	75	632.346869
2.60	80	516.493186
2.60	85	365.970936
2.60	90	328.731194
2.70	0	74168.50871
2.70	5	62139.143495
2.70	10	38113.299001
2.70	15	18309.390507
2.70	20	5651.211212
2.70	35	2551.605713
2.70	60	1211.147216
2.70	65	808.047625
2.70	70	563.972194
2.70	75	417.30247
2.70	80	331.903435
2.70	85	221.309869
2.70	90	193.322467
2.80	0	46766.534928
2.80	5	40386.996198
2.80	10	26895.860548
2.80	15	14018.626439
2.80	20	3544.330489
2.80	25	10278.638745
2.80	30	5212.980808
2.80	60	862.436198
2.80	65	557.087779
2.80	70	374.877046
2.80	75	266.843138
2.80	80	204.60795
2.80	85	123.986049
2.80	90	103.11312
2.90	0	35697.286846
2.90	5	31327.058838
2.90	10	21863.567166
2.90	15	11388.586704
2.90	20	14174.328868
2.90	25	8349.457896
2.90	60	605.774977
2.90	65	376.373585
2.90	70	241.639487
2.90	75	162.895759
2.90	80	118.102948
2.90	85	59.796955
2.90	90	44.317206
3.00	0	32856.577843
3.00	5	27143.588364
3.00	10	18586.230937
3.00	20	11480.85044
3.00	25	6307.318255
3.00	60	418.541666
3.00	65	247.607468
3.00	70	148.954553
3.00	75	92.170531
3.00	80	60.309032
3.00	85	18.489698
3.00	90	7.077409
3.10	0	33873.336961
3.10	5	22329.041837
3.10	10	14532.762096
3.10	15	14791.211699
3.10	20	8763.080532
3.10	25	4372.646162
3.10	55	506.293577
3.10	60	283.12982
3.10	65	156.879396
3.10	70	85.323205
3.10	75	44.905219
3.10	80	22.532648
3.10	85	-7.217001
3.10	90	-15.581059
3.20	0	36408.823024
3.20	5	21559.443035
3.20	10	16421.086509
3.20	15	10962.985407
3.20	20	6157.673648
3.20	25	2562.022525
3.20	55	352.707598
3.20	60	186.237749
3.20	65	93.803028
3.20	70	42.444815
3.20	75	13.98393
3.20	80	-1.469126
3.20	85	-9.344109
3.20	90	-28.535274
3.30	5	14500.812243
3.30	10	11083.165269
3.30	15	7083.004106
3.30	20	3780.052737
3.30	25	981.803625
3.30	55	240.898032
3.30	60	117.649195
3.30	65	50.583589
3.30	70	14.137616
3.30	75	-5.61827
3.30	80	-16.101514
3.30	85	-21.363229
3.30	90	-35.142937
3.40	0	10213.611775
3.40	5	9208.641975
3.40	10	6841.245198
3.40	15	4554.146776
3.40	20	1761.955194
3.40	50	327.344572
3.40	55	159.700187
3.40	60	69.672183
3.40	65	21.535552
3.40	70	-4.05022
3.40	75	-17.507161
3.40	80	-24.439817
3.40	85	-27.83133
3.40	90	-37.681421
3.50	0	5929.467397
3.50	5	5243.649631
3.50	10	3555.516831
3.50	15	2169.894036
3.50	50	226.179066
3.50	55	102.106928
3.50	60	36.654813
3.50	65	2.452557
3.50	70	-15.207834
3.50	75	-24.191311
3.50	80	-28.60832
3.50	85	-30.680463
3.50	90	-37.674099
3.60	0	2713.669593
3.60	5	2241.162875
3.60	10	1073.446305
3.60	15	363.937579
3.60	50	152.500979
3.60	55	61.478533
3.60	60	14.336246
3.60	65	-9.661666
3.60	70	-21.637326
3.60	75	-27.407551
3.60	80	-30.066229
3.60	85	-31.208235
3.60	90	-36.129636
3.70	0	380.722032
3.70	45	224.965825
3.70	50	98.96812
3.70	55	33.15676
3.70	60	-0.39505
3.70	65	-16.976353
3.70	70	-24.869748
3.70	75	-28.366902
3.70	80	-29.788759
3.70	85	-30.294231
3.70	90	-33.715281
3.80	45	153.414843
3.80	50	61.34209
3.80	55	13.896051
3.80	60	-9.777489
3.80	65	-21.006016
3.80	70	-25.978738
3.80	75	-27.888688
3.80	80	-28.455473
3.80	85	-28.533244
3.80	90	-30.870588
3.90	40	225.845768
3.90	45	101.123532
3.90	50	34.791127
3.90	55	0.936035
3.90	60	-15.438866
3.90	65	-22.816311
3.90	70	-25.722815
3.90	75	-26.535346
3.90	80	-26.530881
3.90	85	-26.327908
3.90	90	-27.887253
4.00	40	154.817193
4.00	45	64.137437
4.00	50	16.427784
4.00	55	-7.439677
4.00	60	-18.559181
4.00	65	-23.165986
4.00	70	-24.608835
4.00	75	-24.689412
4.00	80	-24.50332
4.00	85	-23.947549
4.00	90	-24.953304
4.10	35	219.58995
4.10	40	103.232525
4.10	45	37.913297
4.10	50	3.977331
4.10	55	-12.628934
4.10	60	-19.939241
4.10	65	-22.573949
4.10	70	-23.023279
4.10	75	-22.619521
4.10	80	-22.178866
4.10	85	-21.56839
4.10	90	-22.184616
4.20	30	290.013769
4.20	35	150.325308
4.20	40	66.471736
4.20	45	19.675695
4.20	50	-4.274026
4.20	55	-15.531325
4.20	60	-20.136797
4.20	65	-21.408916
4.20	70	-21.196226
4.20	75	-20.496399
4.20	80	-19.883007
4.20	85	-19.297693
4.20	90	-19.64447
4.30	30	200.48295
4.30	35	100.378533
4.30	40	40.023339
4.30	45	7.189021
4.30	50	-9.474994
4.30	55	-16.940712
4.30	60	-19.591778
4.30	65	-19.911278
4.30	70	-19.29527
4.30	75	-18.4379
4.30	80	-17.745236
4.30	85	-17.19507
4.30	90	-17.358413
4.40	25	245.292174
4.40	30	136.217172
4.40	35	64.62571
4.40	40	21.910313
4.40	45	-1.192309
4.40	50	-12.509146
4.40	55	-17.282463
4.40	60	-18.58777
4.40	65	-18.289996
4.40	70	-17.437423
4.40	75	-16.736273
4.40	80	-15.796158
4.40	85	-15.285516
4.40	90	-15.327109
4.50	20	273.216338
4.50	25	167.682581
4.50	30	90.249657
4.50	35	39.313939
4.50	40	9.470431
4.50	45	-6.567195
4.50	50	-14.140444
4.50	55	-16.946146
4.50	60	-17.329918
4.50	65	-16.654807
4.50	70	-15.677219
4.50	75	-14.915996
4.50	80	-14.044411
4.50	85	-13.573332
4.50	90	-13.537313
4.60	15	275.304481
4.60	20	186.842336
4.60	25	112.350975
4.60	30	57.789564
4.60	35	21.899585
4.60	40	1.054946
4.60	45	-9.871508
4.60	50	-14.720115
4.60	55	-16.180678
4.60	60	-15.947544
4.60	65	-15.072602
4.60	70	-14.05379
4.60	75	-13.255119
4.60	80	-12.483775
