R	0	30	60	90
2.5	253906.136846	-6326.07435	2310.026665	528.44695
2.6	133203.006501	-8340.148279	1681.585911	328.731194
2.7	74168.50871	-10178.333334	1211.147216	193.322467
2.8	46766.534928	5212.980808	862.436198	103.11312
2.9	35697.286846		605.774977	44.317206
3.0	32856.577843		418.541666	7.077409
3.1	33873.336961		283.12982	-15.581059
3.2	36408.823024	141.114129	186.237749	-28.535274
3.3		-786.454804	117.649195	-35.142937
3.4	10213.611775	-1528.674031	69.672183	-37.681421
3.5	5929.467397	-2116.672265	36.654813	-37.674099
3.6	2713.669593	-22170.15897	14.336246	-36.129636
3.7	380.722032	-22637.050192	-0.39505	-33.715281
3.8	-1310.452011	-22981.82142	-9.777489	-30.870588
3.9	-2543.039974	-23233.225099	-15.438866	-27.887253
4.0	-3434.879125	-3526.762479	-18.559181	-24.953304
4.1	-22513.338096	-3628.51113	-19.939241	-22.184616
4.2	-22938.171276	290.013769	-20.136797	-19.64447
4.3	-23234.060333	200.48295	-19.591778	-17.358413
4.4	-23437.339354	136.217172	-18.58777	-15.327109
4.5	-23574.736717	90.249657	-17.329918	-13.537313
4.6	-23665.853088	57.789564	-15.947544	-11.968278
4.7	312.296426	35.050439	-14.56252	-10.597067
4.8	212.615922	19.143782	-13.231495	-9.400773
4.9	142.674647	8.407917	-11.97657	-8.358937
5.0	93.902287	1.246068	-10.818724	-7.451786
5.1	60.064966	-3.493082	-9.761739	-6.662119
5.2	36.730157	-6.379499	-8.806602	-5.974008
5.3	20.714433	-8.09071	-8.137263	-5.373425
5.4	9.73688	-9.029396	-7.285259	-4.848174
5.5	2.623522	-9.346948	-6.547323	-4.387763
5.6	-2.032402	-9.309783	-5.902537	-3.982824
5.7	-4.979622	-9.027961	-5.336014	-3.625699
5.8	-6.744758	-8.60679	-4.836699	-3.309812
5.9	-7.710068	-8.115116	-4.395452	-3.029641
6.0	-8.135881	-7.586588	-4.004841	-2.781053
6.2	-8.024647	-6.570307	-3.351076	-2.36234
6.4	-7.32354	-5.643193	-2.833263	-2.028171
6.6	-6.406853	-4.715725	-2.448394	-1.759039
6.8	-5.474598	-3.958925	-2.119485	-1.541054
7.0	-4.617939	-3.341786	-1.8499	-1.362525
7.2	-3.880157	-2.841142	-1.631258	-1.215845
7.4	-3.271335	-2.435015	-1.521391	-1.094313
7.6	-2.779529	-2.111514	-1.341901	-0.993195
7.8	-2.383701	-1.839409	-1.197283	-0.908519
8.0	-2.062605	-1.622679	-1.078079	-0.837304
8.2	-1.799479	-1.462177	-0.977781	-0.777037
8.4	-1.582958	-1.317653	-0.893064	-0.725378
8.6	-1.403859	-1.186275	-0.820941	-0.680719
8.8	-1.255	-1.069843	-0.75926	-0.641954
9.0	-1.129739	-0.968738	-0.706492	-0.607848
9.5	-0.890409	-0.77472	-0.54812	-0.539033
10.0	-0.723948	-0.643773	-0.477672	-0.486407
10.5	-0.608188	-0.553744	-0.475987	-0.444997
11.0	-0.526951	-0.489274	-0.433574	-0.41143
11.5	-0.467646	-0.440707	-0.399653	-0.383321
12.0	-0.4226	-0.40267	-0.37164	-0.359819
12.5	-0.386793	-0.322509	-0.347944	-0.339226
13.0	-0.357885	-0.29762	-0.327431	-0.321351
13.5	-0.333844	-0.324948	-0.311267	-0.30542
14.0	-0.313411	-0.306397	-0.295134	-0.291147
14.5	-0.29581	-0.290076	-0.281257	-0.278182
15.0	-0.280493	-0.275957	-0.26835	-0.266453
16.0	-0.254632	-0.25167	-0.246551	-0.245578
17.0	-0.233549	-0.231132	-0.227751	-0.227652
18.0	-0.215643	-0.215157	-0.211817	-0.212125
19.0	-0.198983	-0.19993	-0.197711	-0.198231
20.0	-0.187379	-0.186564	-0.185177	-0.185924
21.0	-0.175255	-0.174819	-0.174069	-0.174781
22.0	-0.164421	-0.164153	-0.16381	-0.165058
23.0	-0.155047	-0.154945	-0.154511	-0.155653
24.0	-0.146481	-0.146261	-0.145988	-0.147345
25.0	-0.138687	-0.138525	-0.138205	-0.139672
50.0	-0.04746	-0.047551	-0.047889	-0.046696
100.0	-0.003724	-0.012104	-0.00189	0.0
