R	0	30	60	90
1.0	902633.859016	190753.486742	96590.637905	74431.141368
1.1	1672049.555893	176213.20682	83853.044998	62963.879611
1.2		160024.793644	71801.725924	52219.50878
1.3		140746.52548	60135.632947	41566.159336
1.4		119190.905893	49328.06255	31949.164363
1.5		97735.359567	39777.803827	24132.651033
1.6	2591338.587563	78860.654136	31653.193396	18008.353175
1.7	1218681.556425	64037.562641	24903.165356	13285.369746
1.8	616837.800328	53528.462262	19404.940558	9725.51465
1.9	330341.372029	46706.584073	15054.562304	7065.424024
2.0	189448.540608	42480.15483	11642.214252	5090.505246
2.1	120210.975757	39732.909665	8966.222018	3633.949057
2.2	87590.016014	41436.041326	6873.658979	2566.151701
2.3	73917.120428	34990.210655	5243.555114	1788.051579
2.4	69900.504976	28949.688747	3978.809554	1224.72555
2.5	64155.777609	23546.19465	3001.352464	819.819841
2.6	53641.531069	18843.359931	2248.814531	531.115742
2.7	45729.983704	14820.547106	1671.729458	327.125871
2.8	39810.773311	11560.072845	1231.096283	184.495677
2.9	35375.67187	8939.646256	896.205137	86.008632
3.0	21516.044415	6851.516665	642.958978	19.056383
3.1	15937.210389	5207.668266	452.470028	-25.531181
3.2	11795.786793	3927.57455	309.999607	-54.373331
3.3	8705.785088	2939.598496	204.081587	-72.212116
3.4	6404.134333	2182.820912	125.85484	-82.421
3.5	4694.156616	1607.018065	68.507481	-87.388312
3.6	3426.641623	1171.643726	26.84433	-88.801893
3.7	2489.070059	844.389965	-3.076129	-87.854427
3.8	1797.109532	599.808011	-24.226372	-85.390244
3.9	1287.710152	418.029154	-38.842348	-82.004781
4.0	913.765088	283.669608	-48.606925	-78.113859
4.1	640.096448	184.920923	-54.786966	-74.002356
4.2	440.463836	112.783206	-58.340183	-69.858969
4.3	295.3388	60.453672	-59.9907	-65.804122
4.4	190.241995	22.821989	-60.284431	-61.910661
4.5	114.48456	-3.926353	-59.630533	-58.220628
4.6	60.206851	-22.633665	-58.332163	-54.755555
4.7	21.644621	-35.414462	-56.61148	-51.524428
4.8	-5.426782	-43.8451	-54.628965	-48.527967
4.9	-24.108279	-49.100312	-52.49979	-45.761195
5.0	-36.681747	-52.056857	-50.306124	-43.2152
5.1	-44.828798	-53.367399	-48.105836	-40.8778
5.2	-49.788903	-53.516456	-45.940411	-38.735177
5.3	-52.472722	-52.862042	-43.838187	-36.771645
5.4	-53.546886	-51.66597	-41.819024	-34.971758
5.5	-53.497576	-50.118315	-39.895348	-33.319651
5.6	-52.677305	-48.355358	-38.074014	-31.800525
5.7	-51.341909	-46.474107	-36.357883	-30.400777
5.8	-49.67563	-44.543551	-34.746687	-29.108097
5.9	-47.811336	-42.612916	-33.237109	-27.911806
6.0	-45.844516	-40.717014	-31.82494	-26.802315
6.2	-41.857339	-37.119132	-29.26961	-24.811443
6.4	-38.054731	-33.860803	-27.032804	-23.080056
6.6	-34.595894	-30.972989	-25.069975	-21.564756
6.8	-31.53392	-28.439867	-23.342692	-20.23047
7.0	-28.860202	-26.224102	-21.818414	-19.048747
7.2	-26.535051	-24.284304	-20.469397	-17.996706
7.4	-24.510746	-22.582858	-19.271038	-17.055135
7.6	-22.743288	-21.087541	-18.202095	-16.208552
7.8	-21.195555	-19.769574	-17.24433	-15.443863
8.0	-19.836098	-18.603225	-16.382439	-14.750041
8.2	-18.637295	-17.566439	-15.60321	-14.117922
8.4	-17.575028	-16.63987	-14.896128	-13.539883
8.6	-16.6287	-15.807561	-14.251899	-13.008977
8.8	-15.780918	-15.056398	-13.662748	-12.519842
9.0	-15.01778	-14.375599	-13.122148	-12.067674
9.5	-13.409025	-12.925585	-11.947043	-11.073281
10.0	-12.128054	-11.754492	-10.971686	-10.235196
10.5	-11.0849	-10.788474	-10.148218	-9.518209
11.0	-10.217503	-9.976493	-9.442871	-8.896848
11.5	-9.483275	-9.283454	-8.831131	-8.352373
12.0	-8.852116	-8.683585	-8.294739	-7.87047
12.5	-8.302663	-8.158505	-7.81982	-7.440826
13.0	-7.819108	-7.69403	-7.395877	-7.054664
13.5	-7.38941	-7.279763	-7.014802	-6.705298
14.0	-7.004541	-6.907385	-6.669815	-6.387732
14.5	-6.657246	-6.570385	-6.355948	-6.097359
15.0	-6.341904	-6.263737	-6.068774	-5.830646
16.0	-5.789757	-5.725212	-5.561446	-5.357053
17.0	-5.321207	-5.266576	-5.126566	-4.948638
18.0	-4.917435	-4.870483	-4.748935	-4.592467
19.0	-4.56499	-4.524347	-4.417489	-4.278538
20.0	-4.254163	-4.218573	-4.123777	-3.999422
21.0	-3.978302	-3.946339	-3.861736	-3.749678
22.0	-3.730902	-3.702321	-3.626265	-3.52481
23.0	-3.508202	-3.482341	-3.413186	-3.320909
24.0	-3.306222	-3.282711	-3.219708	-3.135032
25.0	-3.122164	-3.100695	-3.04293	-2.965044
50.0	-1.017412	-1.012244	-0.998087	-0.978733
100.0	-0.019646	-0.01837	-0.014769	-0.009918
