R	0	30	60	90	120	150	180
2.5	95320.928736	-15528.56162	-21191.39734	1125.872212	-21191.397348	-15528.561579	95320.928689
2.6	40326.57707	-15911.174502	-21932.380359	732.386907	-21932.380193	-15911.174416	40326.577061
2.7	9208.681577	-16122.339883	-22491.612892	452.608244	-22491.612813	-16122.339979	9208.681853
2.8	-6043.075211	-16423.46887	-22909.20721	257.226683	-22909.207176	-16423.468901	-6043.075171
2.9	-11191.299448	-16771.457319	-2890.717302	123.606213	-2891.516669	-16771.457485	-11191.29933
3.0	-10182.173376	-17200.865467	-3214.645623	34.540698	-3214.644069	-17200.865463	-10182.173334
3.1	-5647.512666	-17749.68	-3449.15029	-22.847418	-3448.53993	-17749.679813	-5647.512603
3.2	690.147851		-3614.594623	-58.061367	-3614.832311		690.147873
3.3	7695.334371		-3728.64826	-78.021173	-3728.648123		7695.334463
3.4	14708.967329	-2182.512119	65.365736	-87.696948	65.362394	-2182.512222	14708.96718
3.5	3369.333026	-2509.976265	6.529414	-90.607643	6.52945	-2509.973401	3369.333189
3.6	1217.811628	-2807.874746	-32.556644	-89.207778	-32.55665	-2807.874997	1217.811836
3.7	-405.086151	-3066.233881	-57.258388	-85.181726	-57.258461	-3066.236339	-405.08614
3.8	-1651.367773	-3283.124696	-71.791981	-79.669366	-71.792015	-3283.124444	-1651.367776
3.9	-2619.830462	-3459.182081	-79.217705	-73.432181	-79.217542	-3459.182143	-2619.830422
4.0	-3375.720331	-3597.697918	-81.76336	-66.97066	-81.763419	-3597.697826	-3375.720364
4.1	-3963.867687	-3702.83824	-80.956618	-60.60624	-80.956733	-3702.838414	-3963.867705
4.2	-4416.921918	-3780.240164	-78.212617	-54.536843	-78.212642	-3780.240177	-4416.92193
4.3	-4764.322354	-3834.315541	-74.11153	-48.87684	-74.11151	-3834.314799	-4764.322397
4.4	-5018.636597	-3870.67554	-69.300581	-43.683756	-69.300699	-3870.667927	-5018.636666
4.5	-5204.239323	-3893.19096	-64.192263	-38.977525	-64.192218	-3893.191006	-5204.239288
4.6	-23713.192321	-3905.969731	-59.005411	-34.7537	-59.005348	-3905.533821	-23713.192392
4.7	-23796.901703	27.923187	-53.995448	-30.993201	-53.995443	27.910432	-23796.901849
4.8	-23850.544079	4.262482	-49.223687	-27.667699	-49.223545	4.262579	-23850.544042
4.9	-23882.383736	-12.534324	-44.73289	-24.742621	-44.732967	-12.534336	-23882.383775
5.0	-23899.332688	-21.904318	-41.017345	-22.181282	-41.017358	-21.904249	-23899.332663
5.1	100.288847	-28.505853	-36.829158	-19.945344	-36.829109	-28.505932	100.288838
5.2	59.119212	-31.773124	-33.530883	-17.996989	-33.530774	-31.773135	59.119153
5.3	30.417212	-33.105077	-30.650168	-16.300724	-30.650209	-33.10508	30.417234
5.4	10.76318	-33.218716	-28.016964	-14.823589	-28.016763	-33.218856	10.763138
5.5	-2.535925	-32.459076	-17.163038	-13.535238	-17.163229	-32.459179	-2.536028
5.6	-11.970842	-31.179199	-15.777659	-12.410119	-15.777715	-31.179313	-11.970901
5.7	-17.130583	-29.556974	-14.526142	-11.425406	-14.526174	-29.556991	-17.130561
5.8	-20.195515	-27.776665	-13.399486	-10.562135	-13.399651	-27.776747	-20.195705
5.9	-21.734513	-25.966034	-12.38732	-9.803615	-12.38751	-25.966099	-21.734554
6.0	-22.24974	-24.15033	-11.480119	-9.13605	-11.480106	-24.150346	-22.249759
6.2	-21.523054	-20.796489	-9.938373	-8.027491	-9.938522	-20.796431	-21.523081
6.4	-19.648474	-17.804666	-8.702116	-7.158739	-8.702022	-17.804835	-19.648436
6.6	-17.423616	-12.331413	-7.710269	-6.470899	-7.710264	-12.331328	-17.4235
6.8	-15.222117	-10.71192	-6.900295	-5.918975	-6.900344	-10.71179	-15.22207
7.0	-13.206087	-9.34621	-6.260887	-5.47004	-6.260846	-9.346258	-13.20602
7.2	-11.439601	-8.215117	-5.772786	-5.099074	-5.772812	-8.215274	-11.439618
7.4	-9.936755	-7.266167	-5.319626	-4.788614	-5.31946	-7.266107	-9.936667
7.6	-8.6833	-6.49968	-4.964242	-4.524631	-4.964339	-6.499563	-8.683386
7.8	-7.649089	-5.879501	-4.666495	-4.297483	-4.66637	-5.879635	-7.649178
8.0	-6.801521	-5.38125	-4.413063	-4.099231	-4.413132	-5.381345	-6.801525
8.2	-6.110572	-4.952365	-4.180005	-3.924319	-4.179966	-4.952161	-6.11063
8.4	-5.549354	-4.608637	-3.985054	-3.767801	-3.984951	-4.608662	-5.549382
8.6	-5.092232	-4.327792	-3.813192	-3.627086	-3.813231	-4.327831	-5.092165
8.8	-4.71663	-4.08105	-3.660121	-3.49961	-3.660152	-4.080937	-4.716549
9.0	-4.403153	-3.870637	-3.523213	-3.382806	-3.523185	-3.87068	-4.403184
9.5	-3.807417	-3.461267	-3.233635	-3.129852	-3.233683	-3.461156	-3.807465
10.0	-3.378575	-3.168723	-3.004557	-2.919159	-3.00454	-3.168722	-3.378559
10.5	-3.064943	-2.911376	-2.803394	-2.738452	-2.80329	-2.911312	-3.064821
11.0	-2.815013	-2.702932	-2.632523	-2.580556	-2.632502	-2.703045	-2.814934
11.5	-2.607855	-2.535184	-2.484564	-2.439917	-2.484613	-2.53517	-2.607814
12.0	-2.433799	-2.387898	-2.354299	-2.313373	-2.354253	-2.387914	-2.433864
12.5	-2.286426	-2.259485	-2.406191	-2.198928	-2.406174	-2.259437	-2.286453
13.0	-2.159433	-2.146275	-2.292677	-2.094391	-2.292747	-2.146264	-2.159344
13.5	-2.047996	-2.044718	-2.117258	-1.998248	-2.117284	-2.044667	-2.048032
14.0	-1.948591	-1.952799	-1.981528	-1.909951	-1.981441	-1.95283	-1.948577
14.5	-1.858707	-1.868556	-1.874168	-1.828557	-1.874203	-1.868777	-1.858675
15.0	-1.760443	-1.791401	-1.786625	-1.752655	-1.786551	-1.79135	-1.776831
16.0	-1.632275	-1.79052	-1.650155	-1.616232	-1.650153	-1.790437	-1.620585
17.0	-1.499354	-1.660546	-1.543034	-1.496725	-1.542994	-1.660519	-1.499279
18.0	-1.392976	-1.544271	-1.452639	-1.391554	-1.452539	-1.544228	-1.393009
19.0	-1.29855	-1.515029	-1.372613	-1.297749	-1.372648	-1.514993	-1.303393
20.0	-1.217415	-1.410864	-1.300297	-1.213829	-1.300305	-1.410898	-1.217347
21.0	-1.140206	-1.321078	-1.235095	-1.138498	-1.235124	-1.320913	-1.140213
