R,theta1,E
2.5,0,2276123.682592
2.5,30,-6039.227956
2.5,60,-20129.604022
2.5,90,1763.852053
2.5,120,-20129.604045
2.5,150,-6039.227776
2.5,180,2276123.681962
2.6,0,1013317.071806
2.6,30,-7900.057348
2.6,60,-21038.886693
2.6,90,1201.549512
2.6,120,-21038.886713
2.6,150,-7900.057297
2.6,180,1013317.071984
2.7,0,521828.404819
2.7,30,-9861.921408
2.7,60,-21741.366727
2.7,90,791.945309
2.7,120,-21741.366785
2.7,150,-9861.921245
2.7,180,521828.404817
2.8,0,282637.24697
2.8,30,-11748.609469
2.8,60,-22280.455148
2.8,90,497.851601
2.8,120,-22280.455234
2.8,150,-11748.609362
2.8,180,282637.246829
2.9,0,158301.39868
2.9,30,-13405.324202
2.9,60,-22691.091973
2.9,90,290.266563
2.9,120,-22691.091942
2.9,150,-13405.323979
2.9,180,158301.398625
3.0,0,92576.874383
3.0,30,-14792.366593
3.0,90,146.730847
3.0,150,-14792.366552
3.0,180,92576.874158
3.1,0,58310.022332
3.1,30,-15990.14136
3.1,60,-3255.380526
3.1,90,49.987182
3.1,120,-3255.380747
3.1,150,-15990.141322
3.1,180,58310.021886
3.2,0,41414.926618
3.2,30,-794.529655
3.2,60,-3460.414293
3.2,90,-13.084776
3.2,120,-3460.413831
3.2,150,-794.529707
3.2,180,41414.926304
3.3,0,9234.262048
3.3,30,-956.955552
3.3,60,-3605.611347
3.3,90,-52.328268
3.3,120,-3605.611177
3.3,150,-957.073074
3.3,180,9234.261752
3.4,0,3038.111589
3.4,30,-1231.94259
3.4,60,238.804629
3.4,90,-75.018891
3.4,120,238.804455
3.4,150,-1231.941897
3.4,180,3038.111472
3.5,0,70.192787
3.5,30,-1649.490412
3.5,60,144.993404
3.5,90,-86.456841
3.5,120,144.993299
3.5,150,-1649.490527
3.5,180,70.192889
3.6,0,-1219.264523
3.6,30,-2026.076303
3.6,60,78.766087
3.6,90,-90.449256
3.6,120,78.766111
3.6,150,-2026.075099
3.6,180,-1219.264612
3.7,0,-1774.200295
3.7,30,-2363.320718
3.7,60,33.382036
3.7,90,-89.690743
3.7,120,33.382074
3.7,150,-2363.320627
3.7,180,-1774.20041
3.8,0,-2183.693159
3.8,30,-2659.931842
3.8,60,2.951529
3.8,90,-86.05605
3.8,120,2.951433
3.8,150,-2659.931682
3.8,180,-2183.693046
3.9,0,-2527.618781
3.9,30,-2914.696925
3.9,60,-16.692736
3.9,90,-80.817787
3.9,120,-16.692856
3.9,150,-2914.697009
3.9,180,-2527.61897
4.0,0,-2909.204041
4.0,30,-3128.138813
4.0,60,-28.700889
4.0,90,-74.815785
4.0,120,-28.700955
4.0,150,-3128.138407
4.0,180,-2909.20423
4.1,0,-3329.831737
4.1,30,-3302.124995
4.1,60,-35.163441
4.1,90,-68.585776
4.1,120,-35.163403
4.1,150,-3302.124954
4.1,180,-3329.831545
4.2,0,-3744.563059
4.2,30,-3442.200123
4.2,60,-38.081285
4.2,90,-62.460534
4.2,120,-38.081244
4.2,150,-3442.199969
4.2,180,-3744.563345
4.3,0,-4121.326724
4.3,30,-3550.818668
4.3,60,-38.524086
4.3,90,-56.6376
4.3,120,-38.524022
4.3,150,-3550.818685
4.3,180,-4121.326778
4.4,0,-4444.140302
4.4,30,-3632.818564
4.4,60,-37.416894
4.4,90,-51.226653
4.4,120,-37.417173
4.4,150,-3632.818616
4.4,180,-4444.14024
4.5,0,-4708.412994
4.5,30,-3694.510622
4.5,60,-35.409565
4.5,90,-46.278767
4.5,120,-35.409347
4.5,150,-3694.510846
4.5,180,-4708.413162
4.6,0,-23242.358977
4.6,30,-3739.697589
4.6,60,-32.87363
4.6,90,-41.805588
4.6,120,-32.873521
4.6,150,-3739.697572
4.6,180,-23242.359002
4.7,0,-23402.876023
4.7,30,45.140942
4.7,60,-30.122634
4.7,90,-37.794704
4.7,120,-30.122569
4.7,150,45.141023
4.7,180,-23402.875993
4.8,0,-23522.116606
4.8,30,13.005194
4.8,60,-27.334745
4.8,90,-34.219552
4.8,120,-27.334761
4.8,150,13.005196
4.8,180,-23522.116461
4.9,0,-23608.637383
4.9,30,-8.870807
4.9,60,-42.119342
4.9,90,-31.048567
4.9,120,-42.119481
4.9,150,-8.870792
4.9,180,-23608.604238
5.0,0,86.582407
5.0,30,-23.157925
5.0,60,-38.39416
5.0,90,-28.248725
5.0,120,-38.394263
5.0,150,-23.158007
5.0,180,86.582448
5.1,0,30.039984
5.1,30,-31.940254
5.1,60,-34.848601
5.1,90,-25.785673
5.1,120,-34.848501
5.1,150,-31.940233
5.1,180,30.040098
5.2,0,-7.336862
5.2,30,-36.849074
5.2,60,-31.515427
5.2,90,-23.625281
5.2,120,-31.515331
5.2,150,-36.849091
5.2,180,-7.337037
5.3,0,-32.259621
5.3,30,-39.144731
5.3,60,-28.427236
5.3,90,-21.73259
5.3,120,-28.42712
5.3,150,-39.144636
5.3,180,-32.259716
5.4,0,-47.564371
5.4,30,-39.725909
5.4,60,-25.593904
5.4,90,-20.074264
5.4,120,-25.593945
5.4,150,-39.725821
5.4,180,-47.564462
5.5,0,-56.070841
5.5,30,-38.862499
5.5,60,-23.014524
5.5,90,-18.617822
5.5,120,-23.014527
5.5,150,-38.862451
5.5,180,-56.070652
5.6,0,-60.060969
5.6,30,-37.313846
5.6,60,-20.681536
5.6,90,-17.335475
5.6,120,-20.681589
5.6,150,-37.313938
5.6,180,-60.061031
5.7,0,-60.981754
5.7,30,-35.402991
5.7,60,-18.583248
5.7,90,-16.202086
5.7,120,-18.58316
5.7,150,-35.403011
5.7,180,-60.981733
5.8,0,-59.910669
5.8,30,-33.337142
5.8,60,-16.702504
5.8,90,-15.196995
5.8,120,-16.702416
5.8,150,-33.337077
5.8,180,-59.910661
5.9,0,-57.627762
5.9,30,-38.906332
5.9,60,-14.995858
5.9,90,-14.301979
5.9,120,-14.996005
5.9,150,-38.90635
5.9,180,-57.627808
6.0,0,-54.66975
6.0,30,-35.97985
6.0,60,-13.508718
6.0,90,-13.501507
6.0,120,-13.508748
6.0,150,-35.979951
6.0,180,-54.669794
6.2,0,-47.990569
6.2,30,-30.55087
6.2,60,-10.930603
6.2,90,-12.130666
6.2,120,-10.930552
6.2,150,-30.550927
6.2,180,-47.990548
6.4,0,-41.417275
6.4,30,-25.869391
6.4,60,-8.845083
6.4,90,-10.991101
6.4,120,-8.845086
6.4,150,-25.869317
6.4,180,-41.417359
6.6,0,-35.535688
6.6,30,-21.88581
6.6,60,-7.123214
6.6,90,-10.010079
6.6,120,-7.123308
6.6,150,-21.885826
6.6,180,-35.535671
6.8,0,-30.475397
6.8,30,-18.573358
6.8,60,-5.682751
6.8,90,-9.13989
6.8,120,-5.682711
6.8,150,-18.573185
6.8,180,-30.475521
7.0,0,-26.215828
7.0,30,-15.809487
7.0,60,-4.463201
7.0,90,-8.357211
7.0,120,-4.463267
7.0,150,-15.809388
7.0,180,-26.215981
7.2,0,-22.661269
7.2,30,-13.519135
7.2,60,-3.428866
7.2,90,-7.65379
7.2,120,-3.428969
7.2,150,-13.519166
7.2,180,-22.661328
7.4,0,-19.686044
7.4,30,-11.606018
7.4,60,-2.513533
7.4,90,-7.02882
7.4,120,-2.513564
7.4,150,-11.606018
7.4,180,-19.686025
7.6,0,-17.211171
7.6,30,-10.015859
7.6,60,-1.726429
7.6,90,-6.480091
7.6,120,-1.726509
7.6,150,-10.015771
7.6,180,-17.211058
7.8,0,-15.136968
7.8,30,-8.650529
7.8,60,-1.040435
7.8,90,-6.002697
7.8,120,-1.04043
7.8,150,-8.650446
7.8,180,-15.137058
8.0,0,-13.40605
8.0,30,-7.484717
8.0,60,-0.442353
8.0,90,-5.587788
8.0,120,-0.442434
8.0,150,-7.484648
8.0,180,-13.40611
8.2,0,-11.928883
8.2,30,-6.482867
8.2,60,0.080362
8.2,90,-5.226058
8.2,120,0.080355
8.2,150,-6.482775
8.2,180,-11.928924
8.4,0,-10.670248
8.4,30,-5.616125
8.4,60,0.538146
8.4,90,-4.908686
8.4,120,0.538128
8.4,150,-5.61621
8.4,180,-10.670348
8.6,0,-9.594076
8.6,30,-4.864033
8.6,60,0.941734
8.6,90,-4.628225
8.6,120,0.941709
8.6,150,-4.863999
8.6,180,-9.594074
8.8,0,-8.672567
8.8,30,-4.210052
8.8,60,1.298946
8.8,90,-4.379178
8.8,120,1.299061
8.8,150,-4.210079
8.8,180,-8.672555
9.0,0,-7.883237
9.0,30,-3.640197
9.0,60,1.616873
9.0,90,-4.156646
9.0,120,1.616857
9.0,150,-3.640152
9.0,180,-7.883316
9.5,0,-6.361403
9.5,30,-2.509144
9.5,60,2.269295
9.5,90,-3.693756
9.5,120,2.269242
9.5,150,-2.509221
9.5,180,-6.361342
10.0,0,-5.285788
10.0,30,-1.672251
10.0,60,2.764547
10.0,90,-3.333454
10.0,120,2.764496
10.0,150,-1.672241
10.0,180,-5.285692
10.5,0,-4.492298
10.5,30,-1.05346
10.5,60,3.147838
10.5,90,-3.047072
10.5,120,3.147782
10.5,150,-1.053546
10.5,180,-4.492182
11.0,0,-3.892782
11.0,30,-0.579897
11.0,60,3.451147
11.0,90,-2.814441
11.0,120,3.451149
11.0,150,-0.579745
11.0,180,-3.892799
11.5,0,-3.434152
11.5,30,-0.21129
11.5,60,3.696824
11.5,90,-2.620075
11.5,120,3.696773
11.5,150,-0.211311
11.5,180,-3.434108
12.0,0,-3.070239
12.0,30,0.080427
12.0,60,3.899851
12.0,90,-2.454449
12.0,120,3.899845
12.0,150,0.080421
12.0,180,-3.070183
12.5,0,-2.788723
12.5,30,0.315865
12.5,60,4.070912
12.5,90,-2.31075
12.5,120,4.07092
12.5,150,0.315704
12.5,180,-2.788709
13.0,0,-2.560977
13.0,30,0.510251
13.0,60,4.217896
13.0,90,-2.184128
13.0,120,4.217861
13.0,150,0.510106
13.0,180,-2.560913
13.5,0,-2.372388
13.5,30,0.674088
13.5,60,4.346117
13.5,90,-2.07095
13.5,120,4.346029
13.5,150,0.674001
13.5,180,-2.372352
14.0,0,-2.213252
14.0,30,0.814996
14.0,60,4.459323
14.0,90,-1.969129
14.0,120,4.459383
14.0,150,0.814884
14.0,180,-2.213105
14.5,0,-2.076424
14.5,30,0.937697
14.5,60,4.560978
14.5,90,-1.877233
14.5,120,4.560933
14.5,150,0.937672
14.5,180,-2.076538
15.0,0,-1.957666
15.0,30,1.046149
15.0,60,4.652418
15.0,90,-1.792981
15.0,120,4.652262
15.0,150,1.046046
15.0,180,-1.957609
16.0,0,-1.759397
16.0,30,1.229649
16.0,60,4.81123
16.0,90,-1.644582
16.0,120,4.811316
16.0,150,1.229641
16.0,180,-1.759344
17.0,0,-1.599612
17.0,30,1.380504
17.0,60,4.945577
17.0,90,-1.517077
17.0,120,4.945576
17.0,150,1.380398
17.0,180,-1.599554
18.0,0,-1.466786
18.0,30,1.507087
18.0,60,5.061779
18.0,90,-1.406283
18.0,120,5.061767
18.0,150,1.507048
18.0,180,-1.466794
19.0,0,-1.352912
19.0,30,1.615539
19.0,60,5.162465
19.0,90,-1.308976
19.0,120,5.162516
19.0,150,1.615454
19.0,180,-1.352834
20.0,0,-1.255206
20.0,30,1.71109
20.0,60,5.252392
20.0,90,-1.22239
20.0,120,5.252347
20.0,150,1.711143
20.0,180,-1.255237
21.0,0,-1.168755
21.0,30,1.795759
21.0,60,5.331994
21.0,90,-1.142906
21.0,120,5.332145
21.0,150,1.795678
21.0,180,-1.168654
22.0,0,-1.092612
22.0,30,1.871484
22.0,60,5.404058
22.0,90,-1.074171
22.0,120,5.404108
22.0,150,1.871478
22.0,180,-1.092616
23.0,0,-1.024462
23.0,30,1.937353
23.0,60,5.468169
23.0,90,-1.011205
23.0,120,5.468217
23.0,150,1.937288
23.0,180,-1.024541
24.0,0,-0.96424
24.0,30,1.996982
24.0,60,5.526307
24.0,90,-0.95352
24.0,120,5.526267
24.0,150,1.997089
24.0,180,-0.964373
25.0,0,-0.909554
25.0,30,2.051459
25.0,60,5.579631
25.0,90,-0.900764
25.0,120,5.579606
25.0,150,2.051377
25.0,180,-0.909545
50.0,0,-0.284123
50.0,30,2.675313
50.0,60,6.198254
50.0,90,-0.284887
50.0,120,6.198308
50.0,150,2.675214
50.0,180,-0.284128
100.0,0,0.010126
100.0,30,2.970856
100.0,60,6.479003
100.0,90,0.013514
100.0,120,6.478949
100.0,150,2.922378
100.0,180,0.010207
