R,theta1,E
2.5,0,2276123.682593
2.5,30,-6040.355292
2.5,60,-20132.156335
2.5,90,1770.352423
2.5,120,-20132.156231
2.5,150,-6040.355502
2.5,180,2276123.681961
2.6,0,1013317.071806
2.6,30,-7901.107933
2.6,60,-21041.378394
2.6,90,1208.043
2.6,120,-21041.378215
2.6,150,-7901.107816
2.6,180,1013317.071984
2.7,0,521828.404819
2.7,30,-9862.847447
2.7,60,-21743.819654
2.7,90,798.433921
2.7,120,-21743.819555
2.7,150,-9862.847345
2.7,180,521828.404817
2.8,0,282637.24697
2.8,30,-11749.380326
2.8,60,-22282.884454
2.8,90,504.33661
2.8,120,-22282.884384
2.8,150,-11749.38019
2.8,180,282637.246829
2.9,0,158301.39868
2.9,30,-13405.946782
2.9,60,-22693.50101
2.9,90,296.748737
2.9,120,-22693.500949
2.9,150,-13405.946563
2.9,180,158301.398625
3.0,0,92576.874383
3.0,30,-14792.873093
3.0,90,153.211524
3.0,150,-14792.873174
3.0,180,92576.874158
3.1,0,58310.022332
3.1,30,-15990.571277
3.1,60,-3268.764654
3.1,90,56.466464
3.1,120,-3268.623131
3.1,150,-15990.571337
3.1,180,58310.021886
3.2,0,41414.926618
3.2,30,-796.458892
3.2,60,-3474.399989
3.2,90,-6.605863
3.2,120,-3474.724264
3.2,150,-796.437084
3.2,180,41414.926304
3.3,0,9234.262048
3.3,30,-961.818728
3.3,60,-3619.155458
3.3,90,-45.84976
3.3,120,-3619.155851
3.3,150,-961.186601
3.3,180,9234.261752
3.4,0,3038.111589
3.4,30,-1234.209715
3.4,60,229.986019
3.4,90,-68.540509
3.4,120,229.986074
3.4,150,-1234.57244
3.4,180,3038.111472
3.5,0,70.192787
3.5,30,-1652.008366
3.5,60,135.916686
3.5,90,-79.978519
3.5,120,135.916824
3.5,150,-1651.982099
3.5,180,70.192889
3.6,0,-1219.264523
3.6,30,-2028.097715
3.6,60,69.97446
3.6,90,-83.971023
3.6,120,69.974415
3.6,150,-2028.191887
3.6,180,-1219.264612
3.7,0,-1774.200295
3.7,30,-2365.480691
3.7,60,24.658502
3.7,90,-83.212363
3.7,120,24.658545
3.7,150,-2365.480677
3.7,180,-1774.20041
3.8,0,-2183.693159
3.8,30,-2662.224537
3.8,60,-5.855152
3.8,90,-79.57729
3.8,120,-5.855086
3.8,150,-2662.224422
3.8,180,-2183.693046
3.9,0,-2527.618781
3.9,30,-2916.685844
3.9,60,-25.374586
