R,theta1,E
2.5,0,822508.681486
2.5,30,-14346.994019
2.5,60,-20636.88237
2.5,90,1545.712365
2.5,120,-19903.388385
2.5,150,3731.736226
2.5,180,822508.681278
2.6,0,476653.843642
2.6,30,-14496.040483
2.6,60,-21486.727785
2.6,90,1035.733114
2.6,120,-20844.92453
2.6,150,-2453.146579
2.6,180,476653.843657
2.7,0,267644.703257
2.7,30,-14638.149777
2.7,60,-22130.977194
2.7,90,667.256615
2.7,120,-21582.618262
2.7,150,-7461.516911
2.7,180,267644.703325
2.8,0,146541.489305
2.8,30,-14943.229691
2.8,60,-22614.813897
2.8,90,404.904454
2.8,120,-22156.122975
2.8,150,-11163.711795
2.8,180,146541.489188
2.9,0,76825.483416
2.9,30,-15477.036773
2.9,60,-22974.396311
2.9,90,222.502559
2.9,120,-22598.752653
2.9,150,-13732.478791
2.9,180,76825.483377
3.0,0,36717.31627
3.0,30,-16115.623847
3.0,60,-3078.335391
3.0,90,98.019558
3.0,120,-22938.103011
3.0,150,-15462.468842
3.0,180,36717.316505
3.1,0,13941.260735
3.1,30,-16813.928285
3.1,60,-3348.092583
3.1,90,15.62011
3.1,120,-3194.770763
3.1,150,-16669.613603
3.1,180,13941.260824
3.2,0,1427.159505
3.2,30,-1487.902803
3.2,60,-3543.268375
3.2,90,-36.742011
3.2,120,-3406.57166
3.2,150,-884.280369
3.2,180,1427.159382
3.3,0,6993.956405
3.3,30,-1385.134939
3.3,60,-3677.025752
3.3,90,-68.043414
3.3,120,-3559.813967
3.3,150,-802.906116
3.3,180,6993.956365
3.4,0,2711.376138
3.4,30,-1754.891981
3.4,60,-3768.983427
3.4,90,-84.876296
3.4,120,217.142972
3.4,150,-1235.39698
3.4,180,2711.376188
3.5,0,505.083206
3.5,30,-2126.287757
3.5,60,91.117293
3.5,90,-91.990993
3.5,120,122.020641
3.5,150,-1627.995063
3.5,180,505.083243
3.6,0,-642.455775
3.6,30,-2456.899544
3.6,60,36.594251
3.6,90,-92.844018
3.6,120,54.957171
3.6,150,-1995.513922
3.6,180,-642.455837
3.7,0,-1385.643096
3.7,30,-2746.626444
3.7,60,-0.084281
3.7,90,-89.793431
3.7,120,8.423876
3.7,150,-2332.756117
3.7,180,-1385.643379
3.8,0,-1975.244002
3.8,30,-2993.27499
3.8,60,-23.947216
3.8,90,-84.496088
3.8,120,-21.818341
3.8,150,-2635.520737
3.8,180,-1975.243991
3.9,0,-2481.821383
3.9,30,-3200.159565
3.9,60,-38.98911
3.9,90,-78.05252
3.9,120,-40.965256
3.9,150,-2900.281164
3.9,180,-2481.821476
4.0,0,-2987.922911
4.0,30,-3368.000293
4.0,60,-46.996986
4.0,90,-71.169736
4.0,120,-52.329052
4.0,150,-3122.012804
4.0,180,-2987.922843
4.1,0,-3472.979359
4.1,30,-3502.090987
4.1,60,-50.851373
4.1,90,-64.355486
4.1,120,-57.92902
4.1,150,-3306.015946
4.1,180,-3472.97935
4.2,0,-3910.82258
4.2,30,-3605.403541
4.2,60,-51.83658
4.2,90,-57.747575
4.2,120,-60.391504
4.2,150,-3451.460756
4.2,180,-3910.822632
4.3,0,-4286.334911
4.3,30,-3683.423898
4.3,60,-50.996553
4.3,90,-51.541476
4.3,120,-60.204539
4.3,150,-3565.485343
4.3,180,-4286.33499
4.4,0,-4595.226572
4.4,30,-3741.289679
4.4,60,-48.791939
4.4,90,-45.809749
4.4,120,-58.326752
4.4,150,-3650.194555
4.4,180,-4595.226625
4.5,0,-4840.765477
4.5,30,-3782.244809
4.5,60,-46.116396
4.5,90,-40.582582
4.5,120,-56.2687
4.5,150,-3713.333231
4.5,180,-4840.765685
4.6,0,-23368.701554
4.6,30,-3809.917992
4.6,60,-43.082653
4.6,90,-35.862046
4.6,120,-52.927106
4.6,150,-3758.90668
4.6,180,-23368.701723
4.7,0,-23508.856287
4.7,30,59.715693
4.7,60,-39.95545
4.7,90,-31.633593
4.7,120,-50.554671
4.7,150,13.820282
4.7,180,-23508.856152
4.8,0,-23610.48601
4.8,30,28.201219
4.8,60,-36.920632
4.8,90,-27.874397
4.8,120,-50.477312
4.8,150,-14.45133
4.8,180,-23610.486015
4.9,0,-23682.256731
4.9,30,7.156004
4.9,60,-34.103485
4.9,90,-24.553684
4.9,120,-54.949097
4.9,150,-32.893795
4.9,180,-23682.256702
5.0,0,106.603604
5.0,30,-7.08623
5.0,60,-31.867579
5.0,90,-21.637536
5.0,120,-51.370992
5.0,150,-44.384155
5.0,180,106.603683
5.1,0,49.523445
5.1,30,-16.353203
5.1,60,-32.404767
5.1,90,-19.08768
5.1,120,-47.131639
5.1,150,-50.519519
5.1,180,49.523494
5.2,0,10.239076
5.2,30,-22.120381
5.2,60,-32.775269
5.2,90,-16.86329
5.2,120,-43.246152
5.2,150,-53.541362
5.2,180,10.239234
5.3,0,-14.956471
5.3,30,-25.402466
5.3,60,-30.112956
5.3,90,-14.923264
5.3,120,-39.738098
5.3,150,-53.54038
5.3,180,-14.956403
5.4,0,-31.319644
5.4,30,-26.969528
5.4,60,-27.799425
5.4,90,-13.228436
5.4,120,-36.577194
5.4,150,-52.031598
5.4,180,-31.319787
5.5,0,-41.147165
5.5,30,-27.488241
5.5,60,-25.72835
5.5,90,-11.742023
5.5,120,-33.706621
5.5,150,-50.456875
5.5,180,-41.147165
5.6,0,-46.416189
5.6,30,-27.131515
5.6,60,-23.868599
5.6,90,-10.433866
5.6,120,-31.147477
5.6,150,-47.429189
5.6,180,-46.416267
5.7,0,-48.727784
5.7,30,-26.467174
5.7,60,-22.201663
5.7,90,-9.277261
5.7,120,-28.839991
5.7,150,-44.792481
5.7,180,-48.727828
5.8,0,-48.734447
5.8,30,-25.729152
5.8,60,-20.710663
5.8,90,-8.250557
5.8,120,-26.775949
5.8,150,-41.912929
5.8,180,-48.734427
5.9,0,-47.579053
5.9,30,-25.987706
5.9,60,-19.355657
5.9,90,-7.336008
5.9,120,-24.930511
5.9,150,-39.351068
5.9,180,-47.579068
6.0,0,-45.670033
6.0,30,-28.050789
6.0,60,-18.164026
6.0,90,-6.51847
6.0,120,-23.27179
6.0,150,-37.553139
6.0,180,-45.669944
6.2,0,-40.717317
6.2,30,-24.970435
6.2,60,-16.133062
6.2,90,-5.123057
6.2,120,-20.459387
6.2,150,-31.87383
6.2,180,-40.71748
6.4,0,-35.475984
6.4,30,-21.328026
6.4,60,-14.49941
6.4,90,-3.974372
6.4,120,-18.18791
6.4,150,-26.990112
6.4,180,-35.475975
6.6,0,-30.60806
6.6,30,-18.218807
6.6,60,-13.116407
6.6,90,-3.003413
6.6,120,-16.352734
6.6,150,-22.927511
6.6,180,-30.607828
6.8,0,-26.342981
6.8,30,-15.606678
6.8,60,-11.991034
6.8,90,-2.161774
6.8,120,-14.80127
6.8,150,-19.568871
6.8,180,-26.342872
7.0,0,-22.700231
7.0,30,-13.431635
7.0,60,-11.054582
7.0,90,-1.422482
7.0,120,-13.498934
7.0,150,-16.755173
7.0,180,-22.700149
7.2,0,-19.626432
7.2,30,-11.602866
7.2,60,-10.262632
7.2,90,-0.768824
7.2,120,-12.392586
7.2,150,-14.463332
7.2,180,-19.626388
7.4,0,-17.049647
7.4,30,-10.100666
7.4,60,-9.589047
7.4,90,-0.1845
7.4,120,-11.443549
7.4,150,-12.55811
7.4,180,-17.04972
7.6,0,-14.876997
7.6,30,-8.831565
7.6,60,-9.004352
7.6,90,0.316613
7.6,120,-10.6231
7.6,150,-10.96217
7.6,180,-14.877003
7.8,0,-13.074304
7.8,30,-7.770135
7.8,60,-8.497352
7.8,90,0.75152
7.8,120,-9.91212
7.8,150,-9.631095
7.8,180,-13.074332
8.0,0,-11.573205
8.0,30,-6.859544
8.0,60,-8.05733
8.0,90,1.13101
8.0,120,-9.293948
8.0,150,-8.474853
8.0,180,-11.573131
8.2,0,-10.314127
8.2,30,-6.092774
8.2,60,-7.671692
8.2,90,1.463039
8.2,120,-8.755721
8.2,150,-7.519901
8.2,180,-10.314157
8.4,0,-9.265183
8.4,30,-5.435354
8.4,60,-7.331972
8.4,90,1.755306
8.4,120,-8.285109
8.4,150,-6.680006
8.4,180,-9.265266
8.6,0,-8.360764
8.6,30,-4.868737
8.6,60,-7.031315
8.6,90,2.014086
8.6,120,-7.85808
8.6,150,-5.955054
8.6,180,-8.360726
8.8,0,-7.58483
8.8,30,-4.377696
8.8,60,-6.763709
8.8,90,2.2447
8.8,120,-7.493112
8.8,150,-5.328304
8.8,180,-7.584777
9.0,0,-6.930828
9.0,30,-3.950362
9.0,60,-6.524315
9.0,90,2.451294
9.0,120,-7.16936
9.0,150,-4.785061
9.0,180,-6.930786
9.5,0,-5.670309
9.5,30,-3.101383
9.5,60,-6.028676
9.5,90,2.881425
9.5,120,-6.506667
9.5,150,-3.699464
9.5,180,-5.670222
10.0,0,-4.776026
10.0,30,-2.482079
10.0,60,-5.644724
10.0,90,3.217396
10.0,120,-6.003354
10.0,150,-2.918844
10.0,180,-4.776168
10.5,0,-4.122969
10.5,30,-2.004402
10.5,60,-5.339688
10.5,90,3.486242
10.5,120,-5.612754
10.5,150,-2.330589
10.5,180,-4.122937
11.0,0,-3.614487
11.0,30,-1.632513
11.0,60,-5.092571
11.0,90,3.706941
11.0,120,-5.302499
11.0,150,-1.879317
11.0,180,-3.614438
11.5,0,-3.223191
11.5,30,-1.337214
11.5,60,-4.888003
11.5,90,3.884889
11.5,120,-5.05136
11.5,150,-1.525964
11.5,180,-3.223156
12.0,0,-2.909976
12.0,30,-1.099017
12.0,60,-4.71559
12.0,90,4.048307
12.0,120,-4.844357
12.0,150,-1.244403
12.0,180,-2.909953
12.5,0,-2.663756
12.5,30,-0.902741
12.5,60,-4.567845
12.5,90,4.188384
12.5,120,-4.669637
12.5,150,-1.016656
12.5,180,-2.663812
13.0,0,-2.461015
13.0,30,-0.737713
13.0,60,-4.439119
13.0,90,4.312554
13.0,120,-4.518856
13.0,150,-0.827028
13.0,180,-2.461076
13.5,0,-2.282026
13.5,30,-0.595594
13.5,60,-4.324729
13.5,90,4.423274
13.5,120,-4.386737
13.5,150,-0.667115
13.5,180,-2.291746
14.0,0,-2.14758
14.0,30,-0.471188
14.0,60,-4.221562
14.0,90,4.523143
14.0,120,-4.269813
14.0,150,-0.530106
14.0,180,-2.14753
14.5,0,-2.022982
14.5,30,-0.36175
14.5,60,-4.128056
14.5,90,4.614152
14.5,120,-4.165871
14.5,150,-0.410756
14.5,180,-2.023019
15.0,0,-1.913952
15.0,30,-0.264139
15.0,60,-4.04229
15.0,90,4.69614
15.0,120,-4.073423
15.0,150,-0.305736
15.0,180,-1.90632
16.0,0,-1.927484
