R	0	30	60	90
2.5	2276123.681961	822508.681278	212903.664655	95320.928689
2.6	1013317.071984	476653.843657	118061.299921	40326.577061
2.7	521828.404817	267644.703325	58946.590433	9208.681852
2.8	282637.246829	146541.489188	25133.963137	-6043.075172
2.9	158301.398625	76825.483377	7798.475431	-11191.29933
3.0	92576.874158	36717.316505	369.552644	-10182.173334
3.1	58310.021886	13941.260824	-2118.871111	-5647.512603
3.2	41414.926304	1427.159382	-2993.045003	690.147873
3.3	9234.261752	6993.956365	-3705.509698	7695.334463
3.4	3038.111472	2711.376188	4521.243154	14708.96718
3.5	70.192889	505.083243	2283.52133	3369.333189
3.6	-1219.264612	-642.455837	567.399437	1217.811836
3.7	-1774.20041	-1385.643379	-690.464649	-405.08614
3.8	-2183.693046	-1975.243991	-1698.974983	-1651.367776
3.9	-2527.61897	-2481.821476	-2534.272907	-2619.830422
4.0	-2909.20423	-2987.922843	-3226.363297	-3375.720364
4.1	-3329.831544	-3472.97935	-3793.193668	-3963.867704
4.2	-3744.563345	-3910.822632	-4248.48408	-4416.92193
4.3	-4121.326778	-4286.33499	-4606.484814	-4764.322397
4.4	-4444.140241	-4595.226625	-4881.507793	-5018.636666
4.5	-4708.413162	-4840.765685	-5088.17887	-5204.239288
4.6	-23242.359002	-23368.701723	-23603.654415	-23713.192392
4.7	-23402.875993	-23508.856152	-23705.472541	-23796.901849
4.8	-23522.116461	-23610.486015	-23774.401466	-23850.544042
4.9	-23608.60374	-23682.256702	-23818.970503	-23882.383681
5.0	86.582448	106.603683	-23845.950646	-23899.332663
5.1	30.040098	49.523494	84.504265	100.288839
5.2	-7.337037	10.239234	43.753565	59.119153
5.3	-32.259716	-14.956403	15.894375	30.417234
5.4	-47.564462	-31.319787	-3.64036	10.763138
5.5	-56.070652	-41.147165	-15.164659	-2.536027
5.6	-60.061031	-46.416267	-22.518517	-11.970901
5.7	-60.981733	-48.727828	-26.823323	-17.130561
5.8	-59.910661	-48.734427	-29.003017	-20.195705
5.9	-57.627808	-47.579068	-29.772975	-21.734554
6.0	-54.669794	-45.669944	-29.583492	-22.249759
6.2	-47.990548	-40.71748	-27.594059	-21.523082
6.4	-41.417359	-35.475975	-24.682609	-19.648436
6.6	-35.535671	-30.607828	-21.633426	-17.4235
6.8	-30.475521	-26.342872	-18.786728	-15.22207
7.0	-26.21598	-22.700149	-16.264382	-13.20602
7.2	-22.661328	-19.626388	-14.089454	-11.439618
7.4	-19.686025	-17.04972	-12.231168	-9.936667
7.6	-17.211058	-14.877003	-10.689401	-8.683386
7.8	-15.137058	-13.074332	-9.404834	-7.649178
8.0	-13.40611	-11.573131	-8.340845	-6.801525
8.2	-11.928924	-10.314157	-7.460537	-6.11063
8.4	-10.670348	-9.265266	-6.732065	-5.549382
8.6	-9.594074	-8.360726	-6.129401	-5.092165
8.8	-8.672555	-7.584777	-5.628317	-4.716549
9.0	-7.883316	-6.930786	-5.19049	-4.403184
9.5	-6.361342	-5.670222	-4.358842	-3.807465
10.0	-5.285692	-4.776168	-3.836209	-3.378559
10.5	-4.492182	-4.122937	-3.410749	-3.064821
11.0	-3.892799	-3.614438	-3.07841	-2.814934
11.5	-3.434108	-3.223156	-2.810812	-2.607814
12.0	-3.070182	-2.909953	-2.59266	-2.433864
12.5	-2.788709	-2.663812	-2.410642	-2.286453
13.0	-2.560913	-2.461076	-2.258808	-2.159344
13.5	-2.372352	-2.291746	-2.128266	-2.048032
14.0	-2.213105	-2.14753	-2.014249	-1.948576
14.5	-2.076538	-2.023019	-1.913007	-1.858675
15.0	-1.957609	-1.90632	-1.822272	-1.776831
16.0	-1.759344	-1.722744	-1.746042	-1.620585
17.0	-1.599554	-1.572562	-1.655277	-1.499279
18.0	-1.466794	-1.514534	-1.486632	-1.393009
19.0	-1.352834	-1.377825	-1.356384	-1.303393
20.0	-1.255237	-1.267282	-1.249905	-1.217347
21.0	-1.168654	-1.158589	-1.143145	-1.140213
22.0	-1.092616	-1.084254	-1.083888	-1.070608
23.0	-1.024541	-1.024246	-1.009091	-1.008234
24.0	-0.964373	-0.9626	-0.90928	-0.950197
25.0	-0.909545	-0.904403	-0.898383	-0.899055
50.0	-0.284128	-0.28153	-0.316892	-0.283681
100.0	0.010205	0.01772	0.011253	-0.005417
