R,theta2,E
2.5,0,-20129.604022
2.5,30,-20647.182529
2.5,60,-20879.684945
2.5,90,-20583.185479
2.6,0,-21038.886693
2.6,30,-21499.430688
2.6,60,-21715.995004
2.6,90,-21474.441416
2.7,0,-21741.366727
2.7,30,-22144.336175
2.7,60,-22343.960705
2.7,90,-22152.897594
2.8,0,-22280.455148
2.8,30,-22627.649239
2.8,60,-22809.399879
2.8,90,-22663.664144
2.9,0,-22691.091973
2.9,30,-22985.946954
2.9,60,-23151.124672
2.9,90,-23042.993143
3.0,30,-3060.823566
3.0,60,-3054.590631
3.0,90,-23321.748852
3.1,0,-3255.380526
3.1,30,-3333.583012
3.1,60,-3323.827717
3.1,90,-3223.949301
3.2,0,-3460.414293
3.2,30,-3526.97032
3.2,60,-3513.206311
3.2,90,-3426.705935
3.3,0,-3605.611347
3.3,30,-3662.323241
3.3,60,-3649.140818
3.3,90,-3573.63291
3.4,0,238.804629
3.4,30,-3754.818511
3.4,60,-3741.171314
3.4,90,107.221464
3.5,0,144.993404
3.5,30,99.618112
3.5,60,47.635194
3.5,90,37.542392
3.6,0,78.766087
3.6,30,45.382793
3.6,60,2.646909
3.6,90,-10.052193
3.7,0,33.382036
3.7,30,8.952707
3.7,60,-26.660067
3.7,90,-40.185958
3.8,0,2.951529
3.8,30,-14.702201
3.8,60,-44.720197
3.8,90,-58.639798
3.9,0,-16.692736
3.9,30,-29.307263
3.9,60,-54.927943
3.9,90,-68.905024
4.0,0,-28.700889
4.0,30,-37.53542
4.0,60,-59.697301
4.0,90,-73.386144
4.1,0,-35.163441
4.1,30,-41.417873
4.1,60,-60.781423
4.1,90,-73.946424
4.2,0,-38.081285
4.2,30,-42.325618
4.2,60,-59.448567
4.2,90,-72.016164
4.3,0,-38.524086
4.3,30,-41.394325
4.3,60,-56.624432
4.3,90,-68.607431
4.4,0,-37.416894
4.4,30,-39.317443
4.4,60,-52.963002
4.4,90,-64.145791
4.5,0,-35.409565
4.5,30,-36.577943
4.5,60,-48.715153
4.5,90,-59.259407
4.6,0,-32.87363
4.6,30,-33.514088
4.6,60,-44.39893
4.6,90,-54.25493
4.7,0,-30.122634
4.7,30,-30.38098
4.7,60,-40.102657
4.7,90,-49.316741
4.8,0,-27.334745
4.8,30,-27.466322
4.8,60,-35.991031
4.8,90,-44.577112
4.9,0,-42.119342
4.9,30,-24.87267
4.9,60,-32.086258
4.9,90,-40.090301
5.0,0,-38.39416
5.0,30,-21.492898
5.0,60,-29.068941
5.0,90,-35.932749
5.1,0,-34.848601
5.1,30,-18.891518
5.1,60,-25.204076
5.1,90,-32.113061
5.2,0,-31.515427
5.2,30,-22.93099
5.2,60,-22.288397
5.2,90,-28.634571
5.3,0,-28.427236
5.3,30,-20.620098
5.3,60,-19.80278
5.3,90,-25.486266
5.4,0,-25.593904
5.4,30,-18.474274
5.4,60,-17.538896
5.4,90,-17.463106
5.5,0,-23.014524
5.5,30,-16.505894
5.5,60,-12.899983
5.5,90,-15.469429
5.6,0,-20.681536
5.6,30,-14.718213
5.6,60,-11.353793
5.6,90,-13.659898
5.7,0,-18.583248
5.7,30,-13.105803
5.7,60,-10.134506
5.7,90,-12.026026
5.8,0,-16.702504
5.8,30,-11.65817
5.8,60,-8.711821
5.8,90,-10.538881
5.9,0,-14.995858
5.9,30,-10.361011
5.9,60,-7.596778
5.9,90,-9.218004
6.0,0,-13.508718
6.0,30,-9.196965
6.0,60,-6.577832
6.0,90,-8.030301
6.2,0,-10.930603
6.2,30,-7.195383
6.2,60,-4.838789
6.2,90,-6.005603
6.4,0,-8.845083
6.4,30,-5.594315
6.4,60,-3.43372
6.4,90,-4.372574
6.6,0,-7.123214
6.6,30,-4.261428
6.6,60,-2.298439
6.6,90,-3.05497
6.8,0,-5.682751
6.8,30,-3.142902
6.8,60,-1.377536
6.8,90,-1.986346
7.0,0,-4.463201
7.0,30,-2.221124
7.0,60,-0.627653
7.0,90,-1.12817
7.2,0,-3.428866
