R,theta2,E
2.5,0,-20132.156335
2.5,30,-20636.88237
2.5,60,-20940.831326
2.5,90,-20753.73782
2.6,0,-21041.378394
2.6,30,-21486.727785
2.6,60,-21757.22514
2.6,90,-21603.927111
2.7,0,-21743.819654
2.7,30,-22130.977194
2.7,60,-22370.720244
2.7,90,-22249.658032
2.8,0,-22282.884454
2.8,30,-22614.813897
2.8,60,-22826.340851
2.8,90,-22735.218857
2.9,0,-22693.50101
2.9,30,-22974.396311
2.9,60,-23160.150187
2.9,90,-23095.308967
3.0,30,-3078.335391
3.0,60,-3102.509669
3.1,0,-3268.764654
3.1,30,-3348.092583
3.1,60,-3363.303539
3.1,90,-3294.155633
3.2,0,-3474.399989
3.2,30,-3543.268375
3.2,90,-3487.165627
3.3,0,-3619.155458
3.3,30,-3677.025752
3.3,60,-3679.187181
3.3,90,-3626.858427
3.4,0,229.986019
3.4,30,-3768.983427
3.4,60,101.999964
3.4,90,89.243857
3.5,0,135.916686
3.5,30,91.117293
3.5,60,36.195177
3.5,90,21.977814
3.6,0,69.97446
3.6,30,36.594251
3.6,60,-8.200117
3.6,90,-22.822616
3.7,0,24.658502
3.7,30,-0.084281
3.7,60,-36.948484
3.7,90,-51.647671
3.8,0,-5.855152
3.8,30,-23.947216
3.8,60,-54.696143
3.8,90,-69.084851
3.9,0,-25.374586
3.9,30,-38.98911
3.9,60,-64.714939
3.9,90,-78.66408
4.0,0,-37.480272
4.0,30,-46.996986
4.0,60,-69.255252
4.0,90,-82.622949
4.1,0,-43.905021
4.1,30,-50.851373
4.1,60,-70.234182
4.1,90,-82.932064
4.2,0,-46.76363
4.2,30,-51.83658
4.2,60,-68.767524
4.2,90,-80.79549
4.3,0,-47.220992
4.3,30,-50.996553
4.3,60,-65.861151
4.3,90,-77.135139
4.4,0,-46.146606
4.4,30,-48.791939
4.4,60,-62.019033
4.4,90,-72.628778
4.5,0,-44.122143
4.5,30,-46.116396
4.5,60,-57.87722
4.5,90,-67.641877
4.6,0,-41.601129
4.6,30,-43.082653
4.6,60,-53.554199
4.6,90,-62.626537
4.7,0,-38.892018
4.7,30,-39.95545
4.7,60,-49.191815
4.7,90,-57.631953
4.8,0,-36.078366
4.8,30,-36.920632
4.8,60,-45.041615
4.8,90,-53.220839
4.9,0,-50.849213
4.9,30,-34.103485
4.9,60,-41.167419
4.9,90,-48.437841
5.0,0,-47.11934
5.0,30,-31.867579
5.0,60,-37.91517
5.0,90,-44.765367
5.1,0,-43.577057
5.1,30,-32.404767
5.1,60,-34.277641
5.1,90,-40.449866
5.2,0,-40.232127
5.2,30,-32.775269
5.2,60,-31.423064
5.2,90,-36.971775
5.3,0,-37.145167
5.3,30,-30.112956
5.3,60,-29.032505
5.3,90,-33.784578
5.4,0,-34.321863
5.4,30,-27.799425
5.4,60,-26.30217
5.4,90,-29.818927
5.5,0,-31.742288
5.5,30,-25.72835
5.5,60,-21.80161
5.5,90,-23.398024
5.6,0,-29.409471
5.6,30,-23.868599
5.6,60,-20.023852
5.6,90,-21.442969
5.7,0,-27.311219
5.7,30,-22.201663
5.7,60,-18.574136
5.7,90,-19.846728
5.8,0,-25.431067
5.8,30,-20.710663
5.8,60,-17.302872
5.8,90,-18.409202
5.9,0,-23.724227
5.9,30,-19.355657
5.9,60,-16.170001
5.9,90,-17.150879
6.0,0,-22.238975
6.0,30,-18.164026
6.0,60,-15.157344
6.0,90,-16.023673
6.2,0,-19.658036
6.2,30,-16.133062
6.2,60,-13.435487
6.2,90,-14.107802
6.4,0,-17.57199
6.4,30,-14.49941
6.4,60,-12.047745
6.4,90,-12.565813
6.6,0,-15.84957
6.6,30,-13.116407
6.6,60,-10.926985
6.6,90,-11.321237
6.8,0,-14.409552
6.8,30,-11.991034
6.8,60,-10.018994
6.8,90,-10.32549
7.0,0,-13.203347
7.0,30,-11.054582
7.0,60,-9.280031
7.0,90,-9.520543
7.2,0,-12.158154
7.2,30,-10.262632
7.2,60,-8.673656
7.2,90,-8.862583
7.4,0,-11.253517
7.4,30,-9.589047
7.4,60,-8.169681
7.4,90,-8.318575
7.6,0,-10.455581
7.6,30,-9.004352
7.6,60,-7.733636
7.6,90,-7.862912
7.8,0,-9.769869
7.8,30,-8.497352
7.8,60,-7.372148
7.8,90,-7.476611
8.0,0,-9.171943
8.0,30,-8.05733
8.0,60,-7.059797
8.0,90,-7.144943
8.2,0,-8.649661
8.2,30,-7.671692
8.2,60,-6.788019
8.2,90,-6.858194
8.4,0,-8.191783
8.4,30,-7.331972
8.4,60,-6.549353
8.4,90,-6.608468
8.6,0,-7.787408
8.6,30,-7.031315
8.6,60,-6.338706
8.6,90,-6.389381
8.8,0,-7.432865
8.8,30,-6.763709
8.8,60,-6.151535
8.8,90,-6.195991
9.0,0,-7.114512
9.0,30,-6.524315
9.0,60,-5.983774
9.0,90,-6.023985
9.5,0,-6.461749
9.5,30,-6.028676
9.5,60,-5.63282
9.5,90,-5.665338
10.0,0,-5.966148
10.0,30,-5.644724
10.0,60,-5.352068
10.0,90,-5.379226
10.5,0,-5.582446
10.5,30,-5.339688
10.5,60,-5.120645
10.5,90,-5.144326
11.0,0,-5.278809
11.0,30,-5.092571
11.0,60,-4.926338
11.0,90,-4.947297
11.5,0,-5.032843
11.5,30,-4.888003
11.5,60,-4.760333
11.5,90,-4.779092
12.0,0,-4.829627
12.0,30,-4.71559
12.0,60,-4.616669
12.0,90,-4.633331
12.5,0,-4.658409
12.5,30,-4.567845
12.5,60,-4.490066
12.5,90,-4.504915
13.0,0,-4.510848
13.0,30,-4.439119
13.0,60,-4.377209
13.0,90,-4.39004
13.5,0,-4.381542
13.5,30,-4.324729
13.5,60,-4.274852
13.5,90,-4.286216
14.0,0,-4.266359
14.0,30,-4.221562
14.0,60,-4.181431
14.0,90,-4.191917
14.5,0,-4.163829
14.5,30,-4.128056
14.5,60,-4.095468
14.5,90,-4.105164
15.0,0,-4.071891
15.0,30,-4.04229
15.0,60,-4.016426
15.0,90,-4.025583
16.0,0,-3.912639
16.0,30,-3.891248
16.0,60,-3.875543
16.0,90,-3.883282
17.0,0,-3.778997
17.0,30,-3.764327
17.0,60,-3.753124
17.0,90,-3.759437
18.0,0,-3.664074
18.0,30,-3.653313
18.0,60,-3.645399
18.0,90,-3.65105
19.0,0,-3.56364
19.0,30,-3.541924
19.0,60,-3.549806
19.0,90,-3.555076
20.0,0,-3.474416
20.0,30,-3.4552
20.0,60,-3.464516
20.0,90,-3.469357
21.0,0,-3.395161
21.0,30,-3.390087
21.0,60,-3.388031
21.0,90,-3.393297
22.0,0,-3.323564
22.0,30,-3.319344
22.0,60,-3.319241
22.0,90,-3.323646
23.0,0,-3.259737
23.0,30,-3.25418
23.0,60,-3.255897
23.0,90,-3.260135
24.0,0,-3.202051
24.0,30,-3.197247
24.0,60,-3.198866
24.0,90,-3.196875
25.0,0,-3.149167
25.0,30,-3.144577
25.0,60,-3.145608
25.0,90,-3.149396
50.0,0,-2.531872
50.0,30,-2.575723
50.0,60,-2.529399
50.0,90,-2.533416
100.0,0,-2.258001
100.0,30,-2.230309
100.0,60,-2.24913
100.0,90,-2.239524
