R	0	30	60	90	120	150	180
2.5	822508.681486	-14346.994019	-20636.88237	1545.712365	-19903.388385	3731.736226	822508.681278
2.6	476653.843642	-14496.040483	-21486.727785	1035.733114	-20844.92453	-2453.146579	476653.843657
2.7	267644.703257	-14638.149777	-22130.977194	667.256615	-21582.618262	-7461.516911	267644.703325
2.8	146541.489305	-14943.229691	-22614.813897	404.904454	-22156.122975	-11163.711795	146541.489188
2.9	76825.483416	-15477.036773	-22974.396311	222.502559	-22598.752653	-13732.478791	76825.483377
3.0	36717.31627	-16115.623847	-3078.335391	98.019558	-22938.103011	-15462.468842	36717.316505
3.1	13941.260735	-16813.928285	-3348.092583	15.62011	-3194.770763	-16669.613603	13941.260824
3.2	1427.159505	-1487.902803	-3543.268375	-36.742011	-3406.57166	-884.280369	1427.159382
3.3	6993.956405	-1385.134939	-3677.025752	-68.043414	-3559.813967	-802.906116	6993.956365
3.4	2711.376138	-1754.891981	-3768.983427	-84.876296	217.142972	-1235.39698	2711.376188
3.5	505.083206	-2126.287757	91.117293	-91.990993	122.020641	-1627.995063	505.083243
3.6	-642.455775	-2456.899544	36.594251	-92.844018	54.957171	-1995.513922	-642.455837
3.7	-1385.643096	-2746.626444	-0.084281	-89.793431	8.423876	-2332.756117	-1385.643379
3.8	-1975.244002	-2993.27499	-23.947216	-84.496088	-21.818341	-2635.520737	-1975.243991
3.9	-2481.821383	-3200.159565	-38.98911	-78.05252	-40.965256	-2900.281164	-2481.821476
4.0	-2987.922911	-3368.000293	-46.996986	-71.169736	-52.329052	-3122.012804	-2987.922843
4.1	-3472.979359	-3502.090987	-50.851373	-64.355486	-57.92902	-3306.015946	-3472.97935
4.2	-3910.82258	-3605.403541	-51.83658	-57.747575	-60.391504	-3451.460756	-3910.822632
4.3	-4286.334911	-3683.423898	-50.996553	-51.541476	-60.204539	-3565.485343	-4286.33499
4.4	-4595.226572	-3741.289679	-48.791939	-45.809749	-58.326752	-3650.194555	-4595.226625
4.5	-4840.765477	-3782.244809	-46.116396	-40.582582	-56.2687	-3713.333231	-4840.765685
