R	0	30	60	90	120	150	180
5.2	10.239076	-38.690448	-35.750758	-22.302083	-35.750723	-38.690358	10.239234
5.3	-14.956471	-40.780024	-32.481128	-20.453743	-32.481119	-40.779827	-14.956403
5.4	-31.319644	-41.256451	-29.642877	-18.8404	-29.642777	-41.256314	-31.319787
5.5	-41.147165	-40.67541	-27.130029	-17.428499	-27.129934	-40.675481	-41.147165
5.6	-46.416189	-39.742038	-24.893049	-16.188192	-24.893076	-39.741779	-46.416267
5.7	-48.727784	-38.097181	-22.902351	-15.092345	-22.902336	-38.097279	-48.727828
5.8	-48.734447	-36.770591	-21.131088	-14.121446	-21.131011	-36.770634	-48.734427
5.9	-47.579053	-35.737486	-19.487573	-13.257461	-19.487693	-35.737288	-47.579068
6.0	-45.670032	-34.612804	-18.09096	-12.486384	-18.091002	-34.612774	-45.669944
6.2	-40.717317	-30.118239	-15.740246	-11.17074	-15.740055	-30.118345	-40.71748
6.4	-35.475984	-25.740658	-13.80603	-10.088475	-13.80604	-25.740613	-35.475975
6.6	-30.60806	-22.140623	-12.219206	-9.1728	-12.219266	-22.140519	-30.607828
6.8	-26.342981	-19.139949	-10.916519	-8.377123	-10.91658	-19.140056	-26.342872
7.0	-22.700231	-16.656121	-9.826933	-7.675053	-9.826951	-16.656088	-22.700149
7.2	-19.626432	-14.575445	-8.906152	-7.054455	-8.906231	-14.57535	-19.626388
7.4	-17.049647	-12.833552	-8.119057	-6.508059	-8.119101	-12.833536	-17.04972
7.6	-14.876997	-11.414335	-7.441818	-6.029868	-7.441884	-11.414538	-14.877003
7.8	-13.074304	-10.220136	-6.85591	-5.613368	-6.855852	-10.220244	-13.074332
8.0	-11.573206	-9.210239	-6.346622	-5.250013	-6.346622	-9.210227	-11.573131
8.2	-10.314127	-8.34928	-5.900967	-4.931536	-5.901047	-8.349291	-10.314157
8.4	-9.265183	-7.611452	-5.512369	-4.650661	-5.512438	-7.611371	-9.265266
8.6	-8.360764	-6.974919	-5.09694	-4.401058	-5.096942	-6.975004	-8.360726
8.8	-7.58483	-6.424129	-4.7972	-4.178744	-4.797374	-6.424236	-7.584777
9.0	-6.930828	-5.947393	-4.581703	-3.979489	-4.581781	-5.947461	-6.930786
9.5	-5.670309	-4.9976	-4.016654	-3.562673	-4.016652	-4.997606	-5.670222
10.0	-4.776026	-4.301688	-3.582928	-3.235714	-3.582784	-4.301716	-4.776168
10.5	-4.122969	-3.774302	-3.241049	-2.973088	-3.241113	-3.774354	-4.122937
11.0	-3.614487	-3.374913	-2.96588	-2.757468	-2.965899	-3.375052	-3.614438
11.5	-3.223192	-3.051654	-2.740008	-2.575062	-2.739913	-3.051642	-3.223156
12.0	-2.909976	-2.789557	-2.553225	-2.418623	-2.55335	-2.789661	-2.909953
12.5	-2.663756	-2.577786	-2.392714	-2.281562	-2.392633	-2.577812	-2.663812
13.0	-2.461015	-2.400688	-2.254291	-2.160041	-2.254356	-2.400625	-2.461076
13.5	-2.282026	-2.250856	-2.132564	-2.051317	-2.13257	-2.250829	-2.291746
14.0	-2.14758	-2.122149	-2.024621	-1.952584	-2.024612	-2.122015	-2.14753
14.5	-2.022982	-2.191112	-1.927783	-1.862794	-1.927802	-2.190999	-2.023019
15.0	-1.913952	-2.005743	-1.840236	-1.780774	-1.840271	-2.005754	-1.90632
16.0	-1.927484	-1.751613	-1.687009	-1.63515	-1.687067	-1.751744	-1.722744
17.0	-1.572553	-1.58747	-1.556904	-1.509566	-1.556937	-1.587542	-1.572561
18.0	-1.514622	-1.469536	-1.533485	-1.400236	-1.533453	-1.469431	-1.514534
19.0	-1.337256	-1.376746	-1.430705	-1.303664	-1.430765	-1.37686	-1.377825
20.0	-1.267208	-1.297458	-1.451102	-1.217749	-1.451127	-1.297422	-1.267282
21.0	-1.15856	-1.228193	-1.351678	-1.139574	-1.351652	-1.228255	-1.158589
22.0	-1.094085	-1.166356	-1.265195	-1.070994	-1.265262	-1.166271	-1.084254
23.0	-1.017805	-1.109947	-1.190389	-1.008262	-1.190359	-1.109962	-1.024246
24.0	-0.962623	-1.058299	-1.123861	-0.9507	-1.123886	-1.058545	-0.9626
25.0	-0.904424	-1.011125	-1.064048	-0.897996	-1.064096	-1.011142	-0.904403
50.0	-0.281488	-0.415862	-0.413844	-0.282181	-0.413823	-0.415887	-0.28153
100.0	0.018558	-0.014481	-0.026314	0.01617	-0.029922	-0.015731	0.017933
