R	0	30	60	90	120	150	180
4.7	-23402.876023	45.140942	-30.122634	-37.794704	-30.122569	45.141023	-23402.875993
4.8	-23522.116606	13.005194	-27.334745	-34.219552	-27.334761	13.005196	-23522.116461
4.9	-23608.637383	-8.870807	-42.119342	-31.048567	-42.119481	-8.870792	-23608.604238
5.0	86.582407	-23.157925	-38.39416	-28.248725	-38.394263	-23.158007	86.582448
5.1	30.039984	-31.940254	-34.848601	-25.785673	-34.848501	-31.940233	30.040098
5.2	-7.336862	-36.849074	-31.515427	-23.625281	-31.515331	-36.849091	-7.337037
5.3	-32.259621	-39.144731	-28.427236	-21.73259	-28.42712	-39.144636	-32.259716
5.4	-47.564371	-39.725909	-25.593904	-20.074264	-25.593945	-39.725821	-47.564462
5.5	-56.070841	-38.862499	-23.014524	-18.617822	-23.014527	-38.862451	-56.070652
5.6	-60.060969	-37.313846	-20.681536	-17.335475	-20.681589	-37.313938	-60.061031
5.7	-60.981754	-35.402991	-18.583248	-16.202086	-18.58316	-35.403011	-60.981733
5.8	-59.910669	-33.337142	-16.702504	-15.196995	-16.702416	-33.337077	-59.910661
5.9	-57.627762	-38.906332	-14.995858	-14.301979	-14.996005	-38.90635	-57.627808
6.0	-54.66975	-35.97985	-13.508718	-13.501507	-13.508748	-35.979951	-54.669794
6.2	-47.990569	-30.55087	-10.930603	-12.130666	-10.930552	-30.550927	-47.990548
6.4	-41.417275	-25.869391	-8.845083	-10.991101	-8.845086	-25.869317	-41.417359
6.6	-35.535688	-21.88581	-7.123214	-10.010079	-7.123308	-21.885826	-35.535671
6.8	-30.475397	-18.573358	-5.682751	-9.13989	-5.682711	-18.573185	-30.475521
7.0	-26.215828	-15.809487	-4.463201	-8.357211	-4.463267	-15.809388	-26.215981
7.2	-22.661269	-13.519135	-3.428866	-7.65379	-3.428969	-13.519166	-22.661328
7.4	-19.686044	-11.606018	-2.513533	-7.02882	-2.513564	-11.606018	-19.686025
7.6	-17.211171	-10.015859	-1.726429	-6.480091	-1.726509	-10.015771	-17.211058
7.8	-15.136968	-8.650529	-1.040435	-6.002697	-1.04043	-8.650446	-15.137058
8.0	-13.40605	-7.484717	-0.442353	-5.587788	-0.442434	-7.484648	-13.40611
8.2	-11.928883	-6.482867	0.080362	-5.226058	0.080355	-6.482775	-11.928924
8.4	-10.670248	-5.616125	0.538146	-4.908686	0.538128	-5.61621	-10.670348
8.6	-9.594076	-4.864033	0.941734	-4.628225	0.941709	-4.863999	-9.594074
8.8	-8.672567	-4.210052	1.298946	-4.379178	1.299061	-4.210079	-8.672555
9.0	-7.883237	-3.640197	1.616873	-4.156646	1.616857	-3.640152	-7.883316
9.5	-6.361403	-2.509144	2.269295	-3.693756	2.269242	-2.509221	-6.361342
10.0	-5.285788	-1.672251	2.764547	-3.333454	2.764496	-1.672241	-5.285692
10.5	-4.492298	-1.05346	3.147838	-3.047072	3.147782	-1.053546	-4.492182
11.0	-3.892782	-0.579897	3.451147	-2.814441	3.451149	-0.579745	-3.892799
11.5	-3.434152	-0.21129	3.696824	-2.620075	3.696773	-0.211311	-3.434108
12.0	-3.070239	0.080427	3.899851	-2.454449	3.899845	0.080421	-3.070183
12.5	-2.788723	0.315865	4.070912	-2.31075	4.07092	0.315704	-2.788709
13.0	-2.560977	0.510251	4.217896	-2.184128	4.217861	0.510106	-2.560913
13.5	-2.372388	0.674088	4.346117	-2.07095	4.346029	0.674001	-2.372352
14.0	-2.213252	0.814996	4.459323	-1.969129	4.459383	0.814884	-2.213105
14.5	-2.076424	0.937697	4.560978	-1.877233	4.560933	0.937672	-2.076538
15.0	-1.957666	1.046149	4.652418	-1.792981	4.652262	1.046046	-1.957609
16.0	-1.759397	1.229649	4.81123	-1.644582	4.811316	1.229641	-1.759344
17.0	-1.599612	1.380504	4.945577	-1.517077	4.945576	1.380398	-1.599554
18.0	-1.466786	1.507087	5.061779	-1.406283	5.061767	1.507048	-1.466794
19.0	-1.352912	1.615539	5.162465	-1.308976	5.162516	1.615454	-1.352834
20.0	-1.255206	1.71109	5.252392	-1.22239	5.252347	1.711143	-1.255237
21.0	-1.168755	1.795759	5.331994	-1.142906	5.332145	1.795678	-1.168654
22.0	-1.092612	1.871484	5.404058	-1.074171	5.404108	1.871478	-1.092616
23.0	-1.024462	1.937353	5.468169	-1.011205	5.468217	1.937288	-1.024541
24.0	-0.96424	1.996982	5.526307	-0.95352	5.526267	1.997089	-0.964373
25.0	-0.909554	2.051459	5.579631	-0.900764	5.579606	2.051377	-0.909545
50.0	-0.284123	2.675313	6.198254	-0.284887	6.198308	2.675214	-0.284128
100.0	0.010126	2.970856	6.479003	0.013514	6.478949	2.922378	0.010207
