R	0	30	60	90	120	150	180
2.5	2276123.682592	-6039.227956	-20129.604022	1763.852053	-20129.604045	-6039.227776	2276123.681962
2.6	1013317.071806	-7900.057348	-21038.886693	1201.549512	-21038.886713	-7900.057297	1013317.071984
2.7	521828.404819	-9861.921408	-21741.366727	791.945309	-21741.366785	-9861.921245	521828.404817
2.8	282637.24697	-11748.609469	-22280.455148	497.851601	-22280.455234	-11748.609362	282637.246829
2.9	158301.39868	-13405.324202	-22691.091973	290.266563	-22691.091942	-13405.323979	158301.398625
3.0	92576.874383	-14792.366593		146.730847		-14792.366552	92576.874158
3.1	58310.022332	-15990.14136	-3255.380526	49.987182	-3255.380747	-15990.141322	58310.021886
3.2	41414.926618	-794.529655	-3460.414293	-13.084776	-3460.413831	-794.529707	41414.926304
3.3	9234.262048	-956.955552	-3605.611347	-52.328268	-3605.611177	-957.073074	9234.261752
3.4	3038.111589	-1231.94259	238.804629	-75.018891	238.804455	-1231.941897	3038.111472
3.5	70.192787	-1649.490412	144.993404	-86.456841	144.993299	-1649.490527	70.192889
3.6	-1219.264523	-2026.076303	78.766087	-90.449256	78.766111	-2026.075099	-1219.264612
3.7	-1774.200295	-2363.320718	33.382036	-89.690743	33.382074	-2363.320627	-1774.20041
3.8	-2183.693159	-2659.931842	2.951529	-86.05605	2.951433	-2659.931682	-2183.693046
3.9	-2527.618781	-2914.696925	-16.692736	-80.817787	-16.692856	-2914.697009	-2527.61897
4.0	-2909.204041	-3128.138813	-28.700889	-74.815785	-28.700955	-3128.138407	-2909.20423
4.1	-3329.831737	-3302.124995	-35.163441	-68.585776	-35.163403	-3302.124954	-3329.831545
4.2	-3744.563059	-3442.200123	-38.081285	-62.460534	-38.081244	-3442.199969	-3744.563345
4.3	-4121.326724	-3550.818668	-38.524086	-56.6376	-38.524022	-3550.818685	-4121.326778
4.4	-4444.140302	-3632.818564	-37.416894	-51.226653	-37.417173	-3632.818616	-4444.14024
4.5	-4708.412994	-3694.510622	-35.409565	-46.278767	-35.409347	-3694.510846	-4708.413162
4.6	-23242.358977	-3739.697589	-32.87363	-41.805588	-32.873521	-3739.697572	-23242.359002
