R,theta2,E
2.5,0,2276123.681961
2.5,30,822508.681278
2.5,60,212903.664655
2.5,90,95320.928689
2.6,0,1013317.071984
2.6,30,476653.843657
2.6,60,118061.299921
2.6,90,40326.577061
2.7,0,521828.404817
2.7,30,267644.703325
2.7,60,58946.590433
2.7,90,9208.681852
2.8,0,282637.246829
2.8,30,146541.489188
2.8,60,25133.963137
2.8,90,-6043.075172
2.9,0,158301.398625
2.9,30,76825.483377
2.9,60,7798.475431
2.9,90,-11191.29933
3.0,0,92576.874158
3.0,30,36717.316505
3.0,60,369.552644
3.0,90,-10182.173334
3.1,0,58310.021886
3.1,30,13941.260824
3.1,60,-2118.871111
3.1,90,-5647.512603
3.2,0,41414.926304
3.2,30,1427.159382
3.2,60,-2993.045003
3.2,90,690.147873
3.3,0,9234.261752
3.3,30,6993.956365
3.3,60,-3705.509698
3.3,90,7695.334463
3.4,0,3038.111472
3.4,30,2711.376188
3.4,60,4521.243154
3.4,90,14708.96718
3.5,0,70.192889
3.5,30,505.083243
3.5,60,2283.52133
3.5,90,3369.333189
3.6,0,-1219.264612
3.6,30,-642.455837
3.6,60,567.399437
3.6,90,1217.811836
3.7,0,-1774.20041
3.7,30,-1385.643379
3.7,60,-690.464649
3.7,90,-405.08614
3.8,0,-2183.693046
3.8,30,-1975.243991
3.8,60,-1698.974983
3.8,90,-1651.367776
3.9,0,-2527.61897
3.9,30,-2481.821476
3.9,60,-2534.272907
3.9,90,-2619.830422
4.0,0,-2909.20423
4.0,30,-2987.922843
4.0,60,-3226.363297
4.0,90,-3375.720364
4.1,0,-3329.831544
4.1,30,-3472.97935
4.1,60,-3793.193668
4.1,90,-3963.867704
4.2,0,-3744.563345
4.2,30,-3910.822632
4.2,60,-4248.48408
4.2,90,-4416.92193
4.3,0,-4121.326778
4.3,30,-4286.33499
4.3,60,-4606.484814
4.3,90,-4764.322397
4.4,0,-4444.140241
4.4,30,-4595.226625
4.4,60,-4881.507793
4.4,90,-5018.636666
4.5,0,-4708.413162
4.5,30,-4840.765685
4.5,60,-5088.17887
4.5,90,-5204.239288
4.6,0,-23242.359002
4.6,30,-23368.701723
4.6,60,-23603.654415
4.6,90,-23713.192392
4.7,0,-23402.875993
4.7,30,-23508.856152
4.7,60,-23705.472541
4.7,90,-23796.901849
4.8,0,-23522.116461
4.8,30,-23610.486015
4.8,60,-23774.401466
4.8,90,-23850.544042
4.9,0,-23608.60374
4.9,30,-23682.256702
4.9,60,-23818.970503
4.9,90,-23882.383681
5.0,0,86.582448
5.0,30,106.603683
5.0,60,-23845.950646
5.0,90,-23899.332663
5.1,0,30.040098
5.1,30,49.523494
5.1,60,84.504265
5.1,90,100.288839
5.2,0,-7.337037
5.2,30,10.239234
5.2,60,43.753565
5.2,90,59.119153
5.3,0,-32.259716
5.3,30,-14.956403
5.3,60,15.894375
5.3,90,30.417234
5.4,0,-47.564462
5.4,30,-31.319787
5.4,60,-3.64036
5.4,90,10.763138
5.5,0,-56.070652
5.5,30,-41.147165
5.5,60,-15.164659
5.5,90,-2.536027
5.6,0,-60.061031
5.6,30,-46.416267
5.6,60,-22.518517
5.6,90,-11.970901
5.7,0,-60.981733
5.7,30,-48.727828
5.7,60,-26.823323
5.7,90,-17.130561
5.8,0,-59.910661
5.8,30,-48.734427
5.8,60,-29.003017
5.8,90,-20.195705
5.9,0,-57.627808
5.9,30,-47.579068
5.9,60,-29.772975
5.9,90,-21.734554
6.0,0,-54.669794
6.0,30,-45.669944
6.0,60,-29.583492
6.0,90,-22.249759
6.2,0,-47.990548
6.2,30,-40.71748
6.2,60,-27.594059
6.2,90,-21.523082
6.4,0,-41.417359
6.4,30,-35.475975
6.4,60,-24.682609
6.4,90,-19.648436
6.6,0,-35.535671
6.6,30,-30.607828
6.6,60,-21.633426
6.6,90,-17.4235
6.8,0,-30.475521
6.8,30,-26.342872
6.8,60,-18.786728
6.8,90,-15.22207
7.0,0,-26.21598
7.0,30,-22.700149
7.0,60,-16.264382
7.0,90,-13.20602
7.2,0,-22.661328
7.2,30,-19.626388
7.2,60,-14.089454
7.2,90,-11.439618
7.4,0,-19.686025
7.4,30,-17.04972
7.4,60,-12.231168
7.4,90,-9.936667
7.6,0,-17.211058
7.6,30,-14.877003
7.6,60,-10.689401
7.6,90,-8.683386
7.8,0,-15.137058
7.8,30,-13.074332
7.8,60,-9.404834
7.8,90,-7.649178
8.0,0,-13.40611
8.0,30,-11.573131
8.0,60,-8.340845
8.0,90,-6.801525
8.2,0,-11.928924
8.2,30,-10.314157
8.2,60,-7.460537
8.2,90,-6.11063
8.4,0,-10.670348
8.4,30,-9.265266
8.4,60,-6.732065
8.4,90,-5.549382
8.6,0,-9.594074
8.6,30,-8.360726
8.6,60,-6.129401
8.6,90,-5.092165
8.8,0,-8.672555
8.8,30,-7.584777
8.8,60,-5.628317
8.8,90,-4.716549
9.0,0,-7.883316
9.0,30,-6.930786
9.0,60,-5.19049
9.0,90,-4.403184
9.5,0,-6.361342
9.5,30,-5.670222
9.5,60,-4.358842
9.5,90,-3.807465
10.0,0,-5.285692
10.0,30,-4.776168
10.0,60,-3.836209
10.0,90,-3.378559
10.5,0,-4.492182
10.5,30,-4.122937
10.5,60,-3.410749
10.5,90,-3.064821
11.0,0,-3.892799
11.0,30,-3.614438
11.0,60,-3.07841
11.0,90,-2.814934
11.5,0,-3.434108
11.5,30,-3.223156
11.5,60,-2.810812
11.5,90,-2.607814
12.0,0,-3.070182
12.0,30,-2.909953
12.0,60,-2.59266
12.0,90,-2.433864
12.5,0,-2.788709
12.5,30,-2.663812
12.5,60,-2.410642
12.5,90,-2.286453
13.0,0,-2.560913
13.0,30,-2.461076
13.0,60,-2.258808
13.0,90,-2.159344
13.5,0,-2.372352
13.5,30,-2.291746
13.5,60,-2.128266
13.5,90,-2.048032
14.0,0,-2.213105
14.0,30,-2.14753
14.0,60,-2.014249
14.0,90,-1.948576
14.5,0,-2.076538
14.5,30,-2.023019
14.5,60,-1.913007
14.5,90,-1.858675
15.0,0,-1.957609
15.0,30,-1.90632
15.0,60,-1.822272
15.0,90,-1.776831
16.0,0,-1.759344
16.0,30,-1.722744
16.0,60,-1.746042
16.0,90,-1.620585
17.0,0,-1.599554
17.0,30,-1.572562
17.0,60,-1.655277
17.0,90,-1.499279
18.0,0,-1.466794
18.0,30,-1.514534
18.0,60,-1.486632
18.0,90,-1.393009
19.0,0,-1.352834
19.0,30,-1.377825
19.0,60,-1.356384
19.0,90,-1.303393
20.0,0,-1.255237
20.0,30,-1.267282
20.0,60,-1.249905
20.0,90,-1.217347
21.0,0,-1.168654
21.0,30,-1.158589
21.0,60,-1.143145
21.0,90,-1.140213
22.0,0,-1.092616
22.0,30,-1.084254
22.0,60,-1.083888
22.0,90,-1.070608
23.0,0,-1.024541
23.0,30,-1.024246
23.0,60,-1.009091
23.0,90,-1.008234
24.0,0,-0.964373
24.0,30,-0.9626
24.0,60,-0.90928
24.0,90,-0.950197
25.0,0,-0.909545
25.0,30,-0.904403
25.0,60,-0.898383
25.0,90,-0.899055
50.0,0,-0.284128
50.0,30,-0.28153
50.0,60,-0.316892
50.0,90,-0.283681
100.0,0,0.010205
100.0,30,0.01772
100.0,60,0.011253
100.0,90,-0.005417
