R	0	30	60	90	120	150	180
4.9	-23608.629752	-11.85996	-48.632011	-31.048721	-48.631995	-11.860036	-23608.603601
5.0	86.582407	-26.147013	-44.903889	-28.248466	-44.903763	-26.147045	86.582448
5.1	30.039984	-34.929616	-41.360114	-25.785701	-41.360053	-34.929695	30.040098
5.2	-7.336862	-39.871787	-38.017297	-23.625317	-38.017287	-39.871683	-7.337036
5.3	-32.259621	-42.131156	-34.924213	-21.732674	-34.924274	-42.131059	-32.259716
5.4	-47.564371	-42.714676	-32.105072	-20.073974	-32.105098	-42.714571	-47.564463
5.5	-56.070841	-41.852164	-29.525852	-18.617975	-29.525832	-41.852155	-56.070652
5.6	-60.060968	-40.302658	-27.192871	-17.335453	-27.192861	-40.302778	-60.061031
5.7	-60.981754	-38.493901	-25.094545	-16.201956	-25.094592	-38.493722	-60.981733
5.8	-59.910669	-36.326779	-23.214046	-15.196565	-23.213964	-36.326867	-59.910661
5.9	-57.627762	-41.896228	-21.507576	-14.301891	-21.507758	-41.896239	-57.627808
6.0	-54.66975	-38.97609	-20.021577	-13.501216	-20.021356	-38.976061	-54.669794
6.2	-47.990569	-33.558117	-17.441266	-12.130721	-17.44127	-33.557966	-47.990548
6.4	-41.417275	-28.85887	-15.355769	-10.99099	-15.355899	-28.858879	-41.417359
6.6	-35.535688	-24.877433	-13.633284	-10.010126	-13.633198	-24.877404	-35.535671
6.8	-30.475397	-21.561209	-12.206032	-9.139789	-12.206073	-21.561345	-30.475521
7.0	-26.215828	-18.796613	-10.986186	-8.356932	-10.986191	-18.796687	-26.21598
7.2	-22.661269	-16.504862	-9.942455	-7.6538	-9.942482	-16.504634	-22.661328
7.4	-19.686044	-14.592708	-9.025526	-7.028794	-9.025507	-14.592793	-19.686025
7.6	-17.211171	-13.005309	-8.239086	-6.48002	-8.239049	-13.005457	-17.211058
7.8	-15.136968	-11.640062	-7.553708	-6.002701	-7.553557	-11.640143	-15.137058
8.0	-13.40605	-10.474739	-6.955684	-5.587749	-6.955697	-10.474759	-13.40611
8.2	-11.928883	-9.472393	-6.433796	-5.225875	-6.433871	-9.472547	-11.928924
8.4	-10.670248	-8.60611	-5.975944	-4.908681	-5.975951	-8.606144	-10.670348
8.6	-9.594076	-7.854123	-5.572887	-4.628394	-5.572975	-7.854137	-9.594074
8.8	-8.672567	-7.200293	-5.215046	-4.379165	-5.21495	-7.200138	-8.672555
9.0	-7.883237	-6.631031	-4.897544	-4.156519	-4.897517	-6.631112	-7.883316
9.5	-6.361403	-5.48965	-4.245222	-3.693761	-4.245251	-5.489569	-6.361342
10.0	-5.285789	-4.664879	-3.749624	-3.333542	-3.749598	-4.664789	-5.285692
10.5	-4.492298	-4.045772	-3.365795	-3.04707	-3.365758	-4.045791	-4.492182
11.0	-3.892782	-3.571063	-3.061655	-2.814245	-3.061721	-3.570988	-3.892799
11.5	-3.434152	-3.211627	-2.815746	-2.620116	-2.815748	-3.211629	-3.434108
12.0	-3.070239	-2.919011	-2.61233	-2.454497	-2.612356	-2.918966	-3.070183
12.5	-2.788723	-2.677851	-2.440593	-2.310805	-2.44056	-2.677929	-2.788709
13.0	-2.560977	-2.484166	-2.296799	-2.184102	-2.296725	-2.484101	-2.560913
13.5	-2.372388	-2.319157	-2.16741	-2.070928	-2.167352	-2.319244	-2.372352
14.0	-2.213252	-2.17758	-2.054062	-1.969321	-2.054098	-2.177603	-2.213105
14.5	-2.076424	-2.054737	-1.952426	-1.877185	-1.952406	-2.054857	-2.076538
15.0	-1.957666	-1.947113	-1.861137	-1.792906	-1.86105	-1.947182	-1.957609
16.0	-1.759397	-1.897062	-1.70203	-1.644531	-1.701936	-1.896997	-1.759344
17.0	-1.599612	-1.648162	-1.567862	-1.516969	-1.568045	-1.648247	-1.599554
18.0	-1.466786	-1.48712	-1.452758	-1.406352	-1.452722	-1.486913	-1.466794
19.0	-1.352912	-1.37394	-1.451765	-1.308835	-1.451736	-1.373971	-1.352834
20.0	-1.255205	-1.286109	-1.357871	-1.222303	-1.357827	-1.28615	-1.255237
21.0	-1.168755	-1.213833	-1.273894	-1.142741	-1.273938	-1.213708	-1.168654
22.0	-1.092612	-1.151922	-1.302396	-1.074177	-1.302272	-1.151861	-1.092616
23.0	-1.024462	-1.096489	-1.219668	-1.011051	-1.219766	-1.096547	-1.024541
24.0	-0.96424	-1.047019	-1.147683	-0.953441	-1.147716	-1.04709	-0.964372
25.0	-0.909555	-1.001181	-1.083833	-0.900801	-1.083866	-1.001161	-0.909545
50.0	-0.284123	-0.419119	-0.420051	-0.284952	-0.420104	-0.419082	-0.284128
100.0	0.010106	-0.022571	-0.014985	0.013457	-0.075188	-0.106234	0.010193
