R	0	30	60	90	120	150	180
2.5	2276123.682593	-6039.856772	-20131.539491	1763.852101	-20131.539572	-6039.856943	2276123.681961
2.6	1013317.071806	-7900.771305	-21040.786561	1201.549529	-21040.786694	-7900.771334	1013317.071984
2.7	521828.404819	-9862.691262	-21743.24541	791.945287	-21743.245344	-9862.691173	521828.404817
2.8	282637.24697	-11749.375611	-22282.321866	497.851422	-22282.321988	-11749.375377	282637.246829
2.9	158301.39868	-13406.042109	-22692.946471	290.266476	-22692.946541	-13406.042278	158301.398625
3.0	92576.874383	-14793.017442		146.730882		-14793.01748	92576.874158
3.1	58310.022332	-15990.72322	-3265.306589	49.987219	-3265.306715	-15990.723071	58310.021886
3.2	41414.926618	-798.365205	-3470.382909	-13.084727	-3470.448023	-798.365315	41414.926304
3.3	9234.262048	-1011.790447	-3616.041048	-52.328309	-3616.041181	-1010.47932	9234.261752
3.4	3038.111589	-1722.825787	232.33489	-75.018969	232.334916	-1722.838811	3038.111472
3.5	70.192787	-1654.348047	137.292883	-86.456886	137.292865	-1654.348089	70.192889
3.6	-1219.264523	-2030.874581	72.25529	-90.449229	72.255456	-2030.874593	-1219.264612
3.7	-1774.200295	-2368.082864	26.871023	-89.690836	26.87125	-2368.082814	-1774.20041
3.8	-2183.693159	-2665.175882	-3.559416	-86.056234	-3.559357	-2665.093301	-2183.693046
3.9	-2527.618781	-2919.41138	-23.204359	-80.817985	-23.204239	-2919.411225	-2527.61897
4.0	-2909.204041	-3132.516038	-35.441481	-74.815811	-35.441428	-3132.516015	-2909.20423
4.1	-3329.831736	-3306.87629	-41.67572	-68.585936	-41.675812	-3306.876254	-3329.831545
4.2	-3744.563059	-3446.955623	-44.560872	-62.460548	-44.560925	-3446.955411	-3744.563345
4.3	-4121.326724	-3555.593889	-45.03643	-56.637582	-45.036369	-3555.593814	-4121.326778
4.4	-4444.140301	-3638.313587	-43.929605	-51.226656	-43.929774	-3638.313629	-4444.140241
4.5	-4708.412994	-3699.791192	-41.922186	-46.278907	-41.92212	-3699.480615	-4708.413162
4.6	-23242.358977	-3744.212692	-39.386144	-41.805785	-39.38636	-3744.212438	-23242.359002
4.7	-23402.876023	42.152462	-36.637086	-37.794799	-36.637191	42.152553	-23402.875993
4.8	-23522.116606	10.018825	-33.848984	-34.219304	-33.848976	10.018825	-23522.116461
