R,theta1,E
2.5,0,822508.681486
2.5,30,-8820.421712
2.5,60,-20418.770756
2.5,90,1585.452463
2.5,120,-20418.770671
2.5,150,-8820.421591
2.5,180,822508.681279
2.6,0,476653.843642
2.6,30,-10256.568226
2.6,60,-21283.564477
2.6,90,1069.609355
2.6,120,-21283.564603
2.6,150,-10256.567984
2.6,180,476653.843657
2.7,0,267644.703257
2.7,30,-11706.268604
2.7,60,-21948.706061
2.7,90,695.712383
2.7,120,-21948.706149
2.7,150,-11706.268694
2.7,180,267644.703325
2.8,0,146541.489305
2.8,30,-13098.812951
2.8,60,-22456.192738
2.8,90,428.819818
2.8,120,-22456.19262
2.8,150,-13098.81292
2.8,180,146541.489189
2.9,0,76825.483416
2.9,30,-14355.541613
2.9,60,-22839.685638
2.9,90,241.724106
2.9,120,-22839.685765
2.9,150,-14355.54184
2.9,180,76825.483377
3.0,0,36717.31627
3.0,30,-15479.275282
3.0,60,-3045.638158
3.0,90,113.158161
3.0,120,-3046.425817
3.0,150,-15479.275455
3.0,180,36717.316505
3.1,0,13941.260735
3.1,30,-16518.490406
3.1,60,-3318.076186
3.1,90,27.724828
3.1,120,-3318.076374
3.1,150,-16518.490695
3.1,180,13941.260824
3.2,0,1427.159505
3.2,30,-1163.218967
3.2,60,-3511.286017
3.2,90,-27.374605
3.2,120,-3511.286065
3.2,150,-1163.21897
3.2,180,1427.159382
3.3,0,6993.956402
3.3,30,-1117.319159
3.3,60,-3647.567482
3.3,90,-61.075648
3.3,120,-3647.567326
3.3,150,-1117.26381
3.3,180,6993.956361
3.4,0,2711.376138
3.4,60,184.650358
3.4,90,-79.972707
3.4,120,183.683689
3.4,180,2711.376188
3.5,0,505.083206
3.5,30,-1897.001479
3.5,60,101.011962
3.5,90,-88.865467
3.5,120,101.011912
3.5,150,-1897.60821
3.5,180,505.083243
3.6,0,-642.455775
3.6,30,-2250.853794
3.6,60,42.706281
3.6,90,-91.190427
3.6,120,42.706238
3.6,150,-2251.243659
3.6,180,-642.455837
3.7,0,-1385.643096
3.7,30,-2568.734413
3.7,60,2.95224
3.7,90,-89.387237
3.7,120,2.952123
3.7,180,-1385.643379
3.8,0,-1975.244002
3.8,30,-2844.114493
3.8,60,-23.157324
3.8,90,-85.132519
3.8,120,-23.157185
3.8,150,-2839.050528
3.8,180,-1975.243991
3.9,0,-2481.821383
3.9,30,-3076.685453
3.9,60,-39.506702
3.9,90,-79.564463
3.9,120,-39.506776
3.9,150,-3073.875053
3.9,180,-2481.821476
4.0,0,-2987.922911
4.0,30,-3261.941134
4.0,60,-48.785187
4.0,90,-73.415513
4.0,120,-48.785194
4.0,150,-3261.939648
4.0,180,-2987.922844
4.1,0,-3472.979359
4.1,30,-3414.071014
4.1,60,-53.344283
4.1,90,-67.144722
4.1,120,-53.344253
4.1,150,-3414.071177
4.1,180,-3472.97935
4.2,0,-3910.82258
4.2,30,-3538.441601
4.2,60,-54.712458
4.2,90,-61.03224
4.2,120,-54.712157
4.2,150,-3538.431927
4.2,180,-3910.822632
4.3,0,-4286.334911
4.3,30,-3632.454593
4.3,60,-54.052704
4.3,90,-55.236398
4.3,120,-54.052767
4.3,150,-3632.454575
4.3,180,-4286.334989
4.4,0,-4595.226572
4.4,30,-3702.977601
4.4,60,-52.1152
4.4,90,-49.845824
4.4,120,-52.115264
4.4,150,-3702.637566
4.4,180,-4595.226626
4.5,0,-4840.765477
4.5,30,-3752.797686
4.5,60,-49.510735
4.5,90,-44.904166
4.5,120,-49.510656
4.5,150,-3752.797452
4.5,180,-4840.765685
4.6,0,-23368.701554
4.6,30,-3790.007592
4.6,60,-46.851109
4.6,90,-40.423516
4.6,120,-46.851096
4.6,150,-3790.007437
4.6,180,-23368.701723
4.7,0,-23508.856287
4.7,30,36.686846
4.7,60,-43.941471
4.7,90,-36.399886
4.7,120,-43.941601
4.7,150,36.687021
4.7,180,-23508.856152
4.8,0,-23610.486009
4.8,30,7.21981
4.8,60,-41.666486
4.8,90,-32.814582
4.8,120,-41.66661
4.8,150,7.219993
4.8,180,-23610.486015
4.9,0,-23682.25673
4.9,30,-12.949191
4.9,60,-40.840143
4.9,90,-29.643909
4.9,120,-40.840107
4.9,150,-12.949039
4.9,180,-23682.256703
5.0,0,106.603604
5.0,30,-26.03071
5.0,60,-41.681299
5.0,90,-26.858913
5.0,120,-41.68132
5.0,150,-26.030881
5.0,180,106.603683
5.1,0,49.523446
5.1,30,-34.174059
5.1,60,-39.79725
5.1,90,-24.423833
5.1,120,-39.797113
5.1,150,-34.173917
5.1,180,49.523494
5.2,0,10.239076
5.2,30,-38.690448
5.2,60,-35.750758
5.2,90,-22.302083
5.2,120,-35.750723
5.2,150,-38.690358
5.2,180,10.239234
5.3,0,-14.956471
5.3,30,-40.780024
5.3,60,-32.481128
5.3,90,-20.453743
5.3,120,-32.481119
5.3,150,-40.779827
5.3,180,-14.956403
5.4,0,-31.319644
5.4,30,-41.256451
5.4,60,-29.642877
5.4,90,-18.8404
5.4,120,-29.642777
5.4,150,-41.256314
5.4,180,-31.319787
5.5,0,-41.147165
5.5,30,-40.67541
5.5,60,-27.130029
5.5,90,-17.428499
5.5,120,-27.129934
5.5,150,-40.675481
5.5,180,-41.147165
5.6,0,-46.416189
5.6,30,-39.742038
5.6,60,-24.893049
5.6,90,-16.188192
5.6,120,-24.893076
5.6,150,-39.741779
5.6,180,-46.416267
5.7,0,-48.727784
5.7,30,-38.097181
5.7,60,-22.902351
5.7,90,-15.092345
5.7,120,-22.902336
5.7,150,-38.097279
5.7,180,-48.727828
5.8,0,-48.734447
5.8,30,-36.770591
5.8,60,-21.131088
5.8,90,-14.121446
5.8,120,-21.131011
5.8,150,-36.770634
5.8,180,-48.734427
5.9,0,-47.579053
5.9,30,-35.737486
5.9,60,-19.487573
5.9,90,-13.257461
5.9,120,-19.487693
5.9,150,-35.737288
5.9,180,-47.579068
6.0,0,-45.670032
6.0,30,-34.612804
6.0,60,-18.09096
6.0,90,-12.486384
6.0,120,-18.091002
6.0,150,-34.612774
6.0,180,-45.669944
6.2,0,-40.717317
6.2,30,-30.118239
6.2,60,-15.740246
6.2,90,-11.17074
6.2,120,-15.740055
6.2,150,-30.118345
6.2,180,-40.71748
6.4,0,-35.475984
6.4,30,-25.740658
6.4,60,-13.80603
6.4,90,-10.088475
6.4,120,-13.80604
6.4,150,-25.740613
6.4,180,-35.475975
6.6,0,-30.60806
6.6,30,-22.140623
6.6,60,-12.219206
6.6,90,-9.1728
6.6,120,-12.219266
6.6,150,-22.140519
6.6,180,-30.607828
6.8,0,-26.342981
6.8,30,-19.139949
6.8,60,-10.916519
6.8,90,-8.377123
6.8,120,-10.91658
6.8,150,-19.140056
6.8,180,-26.342872
7.0,0,-22.700231
7.0,30,-16.656121
7.0,60,-9.826933
7.0,90,-7.675053
7.0,120,-9.826951
7.0,150,-16.656088
7.0,180,-22.700149
7.2,0,-19.626432
7.2,30,-14.575445
7.2,60,-8.906152
7.2,90,-7.054455
7.2,120,-8.906231
7.2,150,-14.57535
7.2,180,-19.626388
7.4,0,-17.049647
7.4,30,-12.833552
7.4,60,-8.119057
7.4,90,-6.508059
7.4,120,-8.119101
7.4,150,-12.833536
7.4,180,-17.04972
7.6,0,-14.876997
7.6,30,-11.414335
7.6,60,-7.441818
7.6,90,-6.029868
7.6,120,-7.441884
