R,theta2,E
2.5,0,2276123.682593
2.5,30,822508.681486
2.5,60,212903.664888
2.5,90,95320.928736
2.6,0,1013317.071806
2.6,30,476653.843642
2.6,60,118061.299682
2.6,90,40326.57707
2.7,0,521828.404819
2.7,30,267644.703257
2.7,60,58946.590591
2.7,90,9208.681577
2.8,0,282637.24697
2.8,30,146541.489305
2.8,60,25133.963328
2.8,90,-6043.075211
2.9,0,158301.39868
2.9,30,76825.483416
2.9,60,7798.475528
2.9,90,-11191.299448
3.0,0,92576.874383
3.0,30,36717.31627
3.0,60,369.55284
3.0,90,-10182.173376
3.1,0,58310.022332
3.1,30,13941.260735
3.1,60,-2118.871064
3.1,90,-5647.512666
3.2,0,41414.926618
3.2,30,1427.159505
3.2,60,-2993.045189
3.2,90,690.147851
3.3,0,9234.262048
3.3,30,6993.956402
3.3,60,-3705.509776
3.3,90,7695.334371
3.4,0,3038.111589
3.4,30,2711.376138
3.4,60,4521.243242
3.4,90,14708.967329
3.5,0,70.192787
3.5,30,505.083206
3.5,60,2283.521405
3.5,90,3369.333026
3.6,0,-1219.264523
3.6,30,-642.455775
3.6,60,567.399177
3.6,90,1217.811628
3.7,0,-1774.200295
3.7,30,-1385.643096
3.7,60,-690.464395
3.7,90,-405.086151
3.8,0,-2183.693159
3.8,30,-1975.244002
3.8,60,-1698.974972
3.8,90,-1651.367773
3.9,0,-2527.618781
3.9,30,-2481.821383
3.9,60,-2534.27281
3.9,90,-2619.830462
4.0,0,-2909.204041
4.0,30,-2987.922911
4.0,60,-3226.363281
4.0,90,-3375.720331
4.1,0,-3329.831736
4.1,30,-3472.979359
4.1,60,-3793.193702
4.1,90,-3963.867687
4.2,0,-3744.563059
4.2,30,-3910.82258
4.2,60,-4248.484207
4.2,90,-4416.921918
4.3,0,-4121.326724
4.3,30,-4286.334911
4.3,60,-4606.484768
4.3,90,-4764.322354
4.4,0,-4444.140301
4.4,30,-4595.226572
4.4,60,-4881.507949
4.4,90,-5018.636597
4.5,0,-4708.412994
4.5,30,-4840.765477
4.5,60,-5088.178822
4.5,90,-5204.239323
4.6,0,-23242.358977
4.6,30,-23368.701554
4.6,60,-23603.654458
4.6,90,-23713.192321
4.7,0,-23402.876023
4.7,30,-23508.856287
4.7,60,-23705.472523
4.7,90,-23796.901703
4.8,0,-23522.116606
4.8,30,-23610.486009
4.8,60,-23774.401438
4.8,90,-23850.544079
4.9,0,-23608.629752
4.9,30,-23682.25673
4.9,60,-23818.97057
4.9,90,-23882.383736
5.0,0,86.582407
5.0,30,106.603604
5.0,60,-23845.950735
5.0,90,-23899.332688
5.1,0,30.039984
5.1,30,49.523446
5.1,60,84.504302
5.1,90,100.288847
5.2,0,-7.336862
5.2,30,10.239076
5.2,60,43.753615
5.2,90,59.119212
5.3,0,-32.259621
5.3,30,-14.956471
5.3,60,15.894314
5.3,90,30.417212
5.4,0,-47.564371
5.4,30,-31.319644
5.4,60,-3.64042
5.4,90,10.76318
5.5,0,-56.070841
5.5,30,-41.147165
5.5,60,-15.16468
5.5,90,-2.535925
5.6,0,-60.060968
5.6,30,-46.416189
5.6,60,-22.518231
5.6,90,-11.970842
5.7,0,-60.981754
5.7,30,-48.727784
5.7,60,-26.823329
5.7,90,-17.130583
5.8,0,-59.910669
5.8,30,-48.734447
5.8,60,-29.00308
5.8,90,-20.195515
5.9,0,-57.627762
5.9,30,-47.579053
5.9,60,-29.773014
5.9,90,-21.734513
6.0,0,-54.66975
6.0,30,-45.670032
6.0,60,-29.58355
6.0,90,-22.24974
6.2,0,-47.990569
6.2,30,-40.717317
6.2,60,-27.594062
6.2,90,-21.523054
6.4,0,-41.417275
6.4,30,-35.475984
6.4,60,-24.682732
6.4,90,-19.648474
6.6,0,-35.535688
6.6,30,-30.60806
6.6,60,-21.633444
6.6,90,-17.423616
6.8,0,-30.475397
6.8,30,-26.342981
6.8,60,-18.78654
6.8,90,-15.222117
7.0,0,-26.215828
7.0,30,-22.700231
7.0,60,-16.26438
7.0,90,-13.206087
7.2,0,-22.661269
7.2,30,-19.626432
7.2,60,-14.089484
7.2,90,-11.439601
7.4,0,-19.686044
7.4,30,-17.049647
7.4,60,-12.231077
7.4,90,-9.936755
7.6,0,-17.211171
7.6,30,-14.876997
7.6,60,-10.689502
7.6,90,-8.6833
7.8,0,-15.136968
7.8,30,-13.074304
7.8,60,-9.405029
7.8,90,-7.649089
8.0,0,-13.40605
8.0,30,-11.573206
8.0,60,-8.340824
8.0,90,-6.801521
8.2,0,-11.928883
8.2,30,-10.314127
8.2,60,-7.460572
8.2,90,-6.110572
8.4,0,-10.670248
8.4,30,-9.265183
8.4,60,-6.732177
8.4,90,-5.549354
8.6,0,-9.594076
8.6,30,-8.360764
8.6,60,-6.129262
8.6,90,-5.092232
8.8,0,-8.672567
8.8,30,-7.58483
8.8,60,-5.628429
8.8,90,-4.71663
9.0,0,-7.883237
9.0,30,-6.930828
9.0,60,-5.190381
9.0,90,-4.403153
9.5,0,-6.361403
9.5,30,-5.670309
9.5,60,-4.359005
9.5,90,-3.807417
10.0,0,-5.285789
10.0,30,-4.776026
10.0,60,-3.836315
10.0,90,-3.378575
10.5,0,-4.492298
10.5,30,-4.122969
10.5,60,-3.410728
10.5,90,-3.064943
11.0,0,-3.892782
11.0,30,-3.614487
11.0,60,-3.078529
11.0,90,-2.815013
11.5,0,-3.434152
11.5,30,-3.223192
11.5,60,-2.810822
11.5,90,-2.607855
12.0,0,-3.070239
12.0,30,-2.909976
12.0,60,-2.59277
12.0,90,-2.433799
12.5,0,-2.788723
12.5,30,-2.663756
12.5,60,-2.410719
12.5,90,-2.286426
13.0,0,-2.560977
13.0,30,-2.461015
13.0,60,-2.258845
13.0,90,-2.159433
13.5,0,-2.372388
13.5,30,-2.282026
13.5,60,-2.128249
13.5,90,-2.047996
14.0,0,-2.213252
14.0,30,-2.14758
14.0,60,-2.014202
14.0,90,-1.948591
14.5,0,-2.076424
