R	0	30	60	90	120	150	180
2.5	95320.928736	-10988.124923	-20753.73782	975.447752	-20753.737961	-10988.124619	95320.928689
2.6	40326.57707	-14352.847194	-21603.927111	601.632872	-21603.92707	-14352.847187	40326.577061
2.7	9208.681577	-16217.191163	-22249.658032	340.039148	-22249.658198	-16217.191191	9208.681852
2.8	-6043.075211	-17177.076545	-22735.218857	161.061855	-22735.218819	-17177.07616	-6043.075172
2.9	-11191.299448	-17705.471184	-23095.308967	41.984254	-23095.308844	-17705.4712	-11191.29933
3.0	-10182.173376	-18149.947585		-34.359452		-18149.947883	-10182.173334
3.1	-5647.512666	-18540.027719	-3294.155633	-80.741545	-3294.36744	-18540.027875	-5647.512603
3.2	690.147851	-19000.600117	-3487.165627	-106.521408	-3487.165462	-19000.599815	690.147873
3.3	7695.334371	-2632.785812	-3626.858427	-118.457998	-3626.858568	-2632.785557	7695.334463
3.4	14708.967329		89.243857	-121.353582	89.243819		14708.96718
3.5	3369.333026	-2401.008354	21.977814	-118.560961	21.977846	-2401.008582	3369.333189
3.6	1217.811628	-2722.027719	-22.822616	-112.374484	-22.822582	-2722.707168	1217.811836
3.7	-405.086151	-2994.356059	-51.647671	-104.331665	-51.647663	-2994.347376	-405.08614
3.8	-1651.367773	-3226.383345	-69.084851	-95.439798	-69.084844	-3226.599052	-1651.367776
3.9	-2619.830462	-3415.11191	-78.66408	-86.34597	-78.664063	-3415.322276	-2619.830422
4.0	-3375.720331	-3564.893674	-82.622949	-77.453077	-82.622802	-3564.888159	-3375.720364
4.1	-3963.867687	-3679.380527	-82.932064	-69.006472	-82.932085	-3679.380407	-3963.867704
4.2	-4416.921918	-3762.993853	-80.79549	-61.145586	-80.795468	-3762.993814	-4416.92193
4.3	-4764.322354	-3822.631333	-77.135139	-53.941417	-77.135091	-3822.63151	-4764.322397
4.4	-5018.636597	-3862.908392	-72.628778	-47.417014	-72.629016	-3863.118823	-5018.636666
4.5	-5204.239323	-3888.341387	-67.641877	-41.566926	-67.641792	-3888.23257	-5204.239288
4.6	-23713.192321	-3901.994365	-62.626537	-36.363573	-62.626591	-3902.790209	-23713.192392
4.7	-23796.901703	20.696324	-57.631953	-31.764312	-57.632023	20.696471	-23796.901849
4.8	-23850.544079	-2.519287	-53.220839	-27.718734	-53.220781	-2.519109	-23850.544042
4.9	-23882.383756	-17.228489	-48.437841	-24.172356	-48.43755	-17.228363	-23882.383681
5.0	-23899.332689	-26.202221	-44.765367	-21.069636	-44.765415	-26.202158	-23899.332663
5.1	100.288847	-31.596524	-40.449866	-18.356199	-40.449903	-31.439105	100.288839
5.2	59.119212	-34.18686	-36.971775	-15.982001	-36.972018	-34.186919	59.119153
5.3	30.417212	-34.960354	-33.784578	-13.902533	-33.784464	-34.960454	30.417234
5.4	10.76318	-34.557747	-29.818927	-12.078293	-29.818949	-34.557791	10.763138
5.5	-2.535925	-33.355402	-23.398024	-10.474234	-23.397941	-33.355441	-2.536027
5.6	-11.970842	-31.684012	-21.442969	-9.061405	-21.443021	-31.684025	-11.970901
5.7	-17.130583	-29.782248	-19.846728	-7.815661	-19.846726	-29.782188	-17.130561
5.8	-20.195514	-27.750775	-18.409202	-6.715434	-18.409053	-27.75073	-20.195705
5.9	-21.734513	-25.717658	-17.150879	-5.742515	-17.150858	-25.717789	-21.734554
6.0	-22.24974	-23.726979	-16.023673	-4.881731	-16.023634	-23.726788	-22.249759
6.2	-21.523054	-20.159594	-14.107802	-3.442651	-14.107751	-20.159443	-21.523082
6.4	-19.648474	-16.802755	-12.565813	-2.305562	-12.565903	-16.802796	-19.648436
6.6	-17.423616	-12.539166	-11.321237	-1.398171	-11.321299	-12.539262	-17.4235
6.8	-15.222117	-10.607257	-10.32549	-0.663295	-10.325522	-10.60743	-15.22207
7.0	-13.206087	-8.98231	-9.520543	-0.059111	-9.520657	-8.98233	-13.20602
7.2	-11.439601	-7.643116	-8.862583	0.445104	-8.862496	-7.6432	-11.439618
7.4	-9.936755	-6.54584	-8.318575	0.870924	-8.318753	-6.545743	-9.936667
7.6	-8.6833	-5.647255	-7.862912	1.236248	-7.863058	-5.647025	-8.683386
7.8	-7.649089	-4.910973	-7.476611	1.551467	-7.476592	-4.910667	-7.649178
8.0	-6.801521	-4.308964	-7.144943	1.826398	-7.144923	-4.308906	-6.801525
8.2	-6.110572	-3.816178	-6.858194	2.068259	-6.858265	-3.816149	-6.11063
8.4	-5.549354	-3.397087	-6.608468	2.282286	-6.608311	-3.397104	-5.549382
8.6	-5.092232	-3.057139	-6.389381	2.473051	-6.389247	-3.057008	-5.092165
8.8	-4.71663	-2.768969	-6.195991	2.644317	-6.195877	-2.76887	-4.716549
9.0	-4.403153	-2.521949	-6.023985	2.798365	-6.024046	-2.521981	-4.403184
9.5	-3.807417	-2.035785	-5.665338	3.125445	-5.665314	-2.035836	-3.807465
10.0	-3.378575	-1.679045	-5.379226	3.389904	-5.379295	-1.678946	-3.378559
10.5	-3.064943	-1.400619	-5.144326	3.609052	-5.144456	-1.400578	-3.064821
