R	0	30	60	90	120	150	180
11.0	-2.815013	-1.17429	-4.947297	3.795686	-4.947401	-1.174223	-2.814934
11.5	-2.607855	-0.985203	-4.779092	3.957643	-4.779091	-0.985222	-2.607814
12.0	-2.433799	-0.825524	-4.633331	4.100023	-4.633324	-0.825456	-2.433864
12.5	-2.286426	-0.688263	-4.504915	4.22747	-4.504886	-0.688305	-2.286453
13.0	-2.159433	-0.567111	-4.39004	4.34159	-4.390056	-0.567037	-2.159344
13.5	-2.047996	-0.459023	-4.286216	4.445434	-4.286147	-0.459076	-2.048032
14.0	-1.948591	-0.361031	-4.191917	4.539901	-4.191899	-0.361009	-1.948576
14.5	-1.858707	-0.27245	-4.105164	4.62659	-4.105122	-0.272339	-1.858675
15.0	-1.760443	-0.190904	-4.025583	4.706209	-4.025532	-0.190852	-1.776831
16.0	-1.620597	-0.046599	-3.883282	4.826723	-3.8831	-0.046649	-1.620585
17.0	-1.499349	0.077718	-3.759437	4.952597	-3.75957	0.07781	-1.499279
18.0	-1.392976	0.187127	-3.65105	5.069591	-3.651069	0.187162	-1.393009
19.0	-1.29855	0.283343	-3.555076	5.166832	-3.555103	0.283288	-1.303393
20.0	-1.217415	0.369349	-3.469357	5.253649	-3.469462	0.369369	-1.217347
21.0	-1.140206	0.446683	-3.393297	5.335201	-3.393175	0.446656	-1.140213
22.0	-1.070599	0.516252	-3.323646	5.3998	-3.323608	0.516171	-1.070608
23.0	-1.008261	0.578675	-3.260135	5.467772	-3.260036	0.578725	-1.008234
24.0	-0.951495	0.636062	-3.196875	5.524053	-3.196922	0.636047	-0.950197
25.0	-0.897934	0.688796	-3.149396	5.579555	-3.149511	0.688809	-0.899055
50.0	-0.283721	1.305169	-2.533416	6.199679	-2.533228	1.305276	-0.283681
100.0	0.000145	1.57525	-2.239524	6.49521	-2.238445	1.576925	-0.005417
