R,theta2,E
2.5,0,-20131.539491
2.5,30,-20418.770756
2.5,60,-20947.555282
2.5,90,-21191.39734
2.6,0,-21040.786561
2.6,30,-21283.564477
2.6,60,-21728.342244
2.6,90,-21932.380359
2.7,0,-21743.24541
2.7,30,-21948.706061
2.7,60,-22321.84583
2.7,90,-22491.612892
2.8,0,-22282.321866
2.8,30,-22456.192738
2.8,60,-22768.175493
2.8,90,-22909.20721
2.9,0,-22692.946471
2.9,30,-22839.685638
2.9,60,-23100.613592
2.9,90,-2890.717302
3.0,30,-3045.638158
3.0,60,-3163.998633
3.0,90,-3214.645623
3.1,0,-3265.306589
3.1,30,-3318.076186
3.1,60,-3407.044011
3.1,90,-3449.15029
3.2,0,-3470.382909
3.2,30,-3511.286017
3.2,60,-3584.444924
3.2,90,-3614.594623
3.3,0,-3616.041048
3.3,30,-3647.567482
3.3,60,-3704.040835
3.3,90,-3728.64826
3.4,0,232.33489
3.4,30,184.650358
3.4,60,102.237719
3.4,90,65.365736
3.5,0,137.292883
3.5,30,101.011962
3.5,60,35.716081
3.5,90,6.529414
3.6,0,72.25529
3.6,30,42.706281
3.6,60,-9.435027
3.6,90,-32.556644
3.7,0,26.871023
3.7,30,2.95224
3.7,60,-38.921687
3.7,90,-57.258388
3.8,0,-3.559416
3.8,30,-23.157324
3.8,60,-57.011373
3.8,90,-71.791981
3.9,0,-23.204359
3.9,30,-39.506702
3.9,60,-67.137231
3.9,90,-79.217705
4.0,0,-35.441481
4.0,30,-48.785187
4.0,60,-71.758196
4.0,90,-81.76336
4.1,0,-41.67572
4.1,30,-53.344283
4.1,60,-72.689891
4.1,90,-80.956618
4.2,0,-44.560872
4.2,30,-54.712458
4.2,60,-71.14698
4.2,90,-78.212617
4.3,0,-45.03643
4.3,30,-54.052704
4.3,60,-68.11964
4.3,90,-74.11153
4.4,0,-43.929605
4.4,30,-52.1152
4.4,60,-64.183331
4.4,90,-69.300581
4.5,0,-41.922186
4.5,30,-49.510735
4.5,60,-59.886431
4.5,90,-64.192263
4.6,0,-39.386144
4.6,30,-46.851109
4.6,60,-55.398488
4.6,90,-59.005411
4.7,0,-36.637086
4.7,30,-43.941471
4.7,60,-51.065264
4.7,90,-53.995448
4.8,0,-33.848984
4.8,30,-41.666486
4.8,60,-46.871355
4.8,90,-49.223687
4.9,0,-48.632011
4.9,30,-40.840143
4.9,60,-43.004096
4.9,90,-44.73289
5.0,0,-44.903889
5.0,30,-41.681299
5.0,60,-39.91564
5.0,90,-41.017345
5.1,0,-41.360114
5.1,30,-39.79725
5.1,60,-36.449149
5.1,90,-36.829158
5.2,0,-38.017297
5.2,30,-35.750758
5.2,60,-33.80101
5.2,90,-33.530883
5.3,0,-34.924213
5.3,30,-32.481128
5.3,60,-30.967104
5.3,90,-30.650168
5.4,0,-32.105072
5.4,30,-29.642877
5.4,60,-25.969286
5.4,90,-28.016964
5.5,0,-29.525852
5.5,30,-27.130029
5.5,60,-22.470061
5.5,90,-17.163038
5.6,0,-27.192871
5.6,30,-24.893049
5.6,60,-20.075468
5.6,90,-15.777659
5.7,0,-25.094545
5.7,30,-22.902351
5.7,60,-18.201413
5.7,90,-14.526142
5.8,0,-23.214046
5.8,30,-21.131088
5.8,60,-16.636451
5.8,90,-13.399486
5.9,0,-21.507576
5.9,30,-19.487573
5.9,60,-15.223184
5.9,90,-12.38732
6.0,0,-20.021577
6.0,30,-18.09096
6.0,60,-14.050659
6.0,90,-11.480119
6.2,0,-17.441266
6.2,30,-15.740246
6.2,60,-12.098367
6.2,90,-9.938373
6.4,0,-15.355769
6.4,30,-13.80603
6.4,60,-10.549484
6.4,90,-8.702116
6.6,0,-13.633284
6.6,30,-12.219206
6.6,60,-9.304985
6.6,90,-7.710269
6.8,0,-12.206032
6.8,30,-10.916519
6.8,60,-8.300261
6.8,90,-6.900295
7.0,0,-10.986186
7.0,30,-9.826933
7.0,60,-7.486053
7.0,90,-6.260887
7.2,0,-9.942455
7.2,30,-8.906152
7.2,60,-6.845024
7.2,90,-5.772786
7.4,0,-9.025526
7.4,30,-8.119057
7.4,60,-6.201935
7.4,90,-5.319626
7.6,0,-8.239086
7.6,30,-7.441818
7.6,60,-5.812403
7.6,90,-4.964242
7.8,0,-7.553708
7.8,30,-6.85591
7.8,60,-5.420618
7.8,90,-4.666495
8.0,0,-6.955684
8.0,30,-6.346622
8.0,60,-5.087213
8.0,90,-4.413063
8.2,0,-6.433796
8.2,30,-5.900967
8.2,60,-4.79607
8.2,90,-4.180005
8.4,0,-5.975944
8.4,30,-5.512369
8.4,60,-4.539183
8.4,90,-3.985054
8.6,0,-5.572887
8.6,30,-5.09694
8.6,60,-4.336407
8.6,90,-3.813192
8.8,0,-5.215046
8.8,30,-4.7972
8.8,60,-4.193891
8.8,90,-3.660121
9.0,0,-4.897544
9.0,30,-4.581703
9.0,60,-3.956016
9.0,90,-3.523213
9.5,0,-4.245222
9.5,30,-4.016654
9.5,60,-3.549072
9.5,90,-3.233635
10.0,0,-3.749624
10.0,30,-3.582928
10.0,60,-3.246061
10.0,90,-3.004557
10.5,0,-3.365795
10.5,30,-3.241049
10.5,60,-2.999376
10.5,90,-2.803394
11.0,0,-3.061655
11.0,30,-2.96588
11.0,60,-2.792642
