R	0	30	60	90	120	150	180
2.5	95320.928736	-8920.138653	-20583.185479	914.73549	-20583.185624	-8920.138461	95320.928689
2.6	40326.57707	-13605.932181	-21474.441416	547.804974	-21474.441363	-13605.932361	40326.577061
2.7	9208.681577	-16164.19115	-22152.897594	292.561906	-22152.897478	-16164.19094	9208.681853
2.8	-6043.075211	-17430.46757	-22663.664144	119.302495	-22663.664041	-17430.467581	-6043.075172
2.9	-11191.299448	-18032.64495	-23042.993143	5.284191	-23042.993081	-18032.644959	-11191.29933
3.0	-10182.173376	-18445.945827	-23321.748852	-66.644305	-23321.748773	-18445.945959	-10182.173334
3.1	-5647.512666	-18812.060214	-3223.949301	-109.216583	-3223.949529	-18812.060393	-5647.512603
3.2	690.147851	-19214.475269	-3426.705935	-131.742328	-3427.030962	-19214.475273	690.147873
3.3	7695.334371	-2700.147956	-3573.63291	-140.921918	-3574.085558	-2700.14794	7695.334463
3.4	14708.967329		107.221464	-141.495056	107.221347		14708.96718
3.5	3369.333026	-2359.190809	37.542392	-136.752518	37.54246	-2359.190838	3369.333189
3.6	1217.811628	-2689.101549	-10.052193	-128.929836	-10.05213	-2689.101603	1217.811836
3.7	-405.086151	-2968.621211	-40.185958	-119.512582	-40.185949	-2968.621318	-405.08614
3.8	-1651.367773	-3205.994341	-58.639798	-109.463454	-58.639821	-3205.994549	-1651.367776
3.9	-2619.830462	-3401.196066	-68.905024	-99.390338	-68.904932	-3401.195989	-2619.830422
4.0	-3375.720331	-3554.834347	-73.386144	-89.666405	-73.386063	-3554.834269	-3375.720364
4.1	-3963.867687	-3670.28082	-73.946424	-80.509493	-73.946317	-3670.28092	-3963.867705
4.2	-4416.921918	-3756.163359	-72.016164	-72.039854	-72.016123	-3756.163351	-4416.92193
4.3	-4764.322354	-3817.427334	-68.607431	-64.312325	-68.607247	-3817.427373	-4764.322397
4.4	-5018.636597	-3859.430008	-64.145791	-57.339592	-64.145931	-3859.429973	-5018.636666
4.5	-5204.239323	-3884.776783	-59.259407	-51.105375	-59.259122	-3884.9454	-5204.239288
4.6	-23713.192321	-3899.183322	-54.25493	-45.573214	-54.254798	-3899.185649	-23713.192392
4.7	-23796.901703	19.323686	-49.316741	-40.692586	-49.316797	19.323789	-23796.901849
4.8	-23850.544079	-4.251369	-44.577112	-36.405622	-44.577164	-4.251437	-23850.544042
4.9	-23882.383663	-17.987456	-40.090301	-32.649749	-40.090243	-17.987525	-23882.383795
5.0	-23899.332689	-26.83347	-35.932749	-29.36333	-35.932834	-26.833443	-23899.332662
5.1	100.288847	-31.80259	-32.113061	-26.487776	-32.113049	-31.802662	100.288838
5.2	59.119212	-34.187093	-28.634571	-23.968838	-28.634807	-34.187181	59.119153
5.3	30.417212	-34.598578	-25.486266	-21.758608	-25.486191	-34.598543	30.417234
5.4	10.76318	-34.116429	-17.463106	-19.815602	-17.463088	-34.116457	10.763138
5.5	-2.535925	-32.779337	-15.469429	-18.104119	-15.469508	-32.779224	-2.536028
5.6	-11.970842	-31.002711	-13.659898	-16.593978	-13.659918	-31.00283	-11.970901
5.7	-17.130583	-28.954239	-12.026026	-15.259657	-12.026157	-28.954241	-17.130561
