R	0	30	60	90	120	150	180
5.8	-20.195515	-26.867359	-10.538881	-14.079511	-10.538961	-26.867314	-20.195705
5.9	-21.734513	-24.76615	-9.218004	-13.035073	-9.217916	-24.766199	-21.734554
6.0	-22.24974	-22.691602	-8.030301	-12.109683	-8.030304	-22.691584	-22.249759
6.2	-21.523054	-19.219474	-6.005603	-10.561254	-6.005474	-19.219498	-21.523081
6.4	-19.648474	-15.622643	-4.372574	-9.335562	-4.372578	-15.622747	-19.648436
6.6	-17.423616	-11.732012	-3.05497	-8.355068	-3.054861	-11.731938	-17.4235
6.8	-15.222117	-9.696403	-1.986346	-7.559139	-1.986311	-9.696587	-15.22207
7.0	-13.206087	-8.001536	-1.12817	-6.902892	-1.128062	-8.001408	-13.20602
7.2	-11.439601	-6.603282	-0.427231	-6.353289	-0.427332	-6.603244	-11.439618
7.4	-9.936755	-5.455231	0.15394	-5.887525	0.153866	-5.455306	-9.936667
7.6	-8.6833	-4.513838	0.64179	-5.48775	0.641741	-4.513926	-8.683386
7.8	-7.649089	-3.742984	1.056145	-5.142501	1.056185	-3.743012	-7.649178
8.0	-6.801521	-3.098532	1.41196	-4.84136	1.411995	-3.098449	-6.801525
8.2	-6.110572	-2.580957	1.719645	-4.576652	1.719498	-2.580964	-6.11063
8.4	-5.549354	-2.153247	1.987445	-4.343014	1.987351	-2.153274	-5.549382
8.6	-5.092232	-1.795242	2.221948	-4.135217	2.221922	-1.795295	-5.092165
8.8	-4.71663	-1.49202	2.428606	-3.949689	2.428596	-1.492017	-4.716549
9.0	-4.403153	-1.231948	2.612083	-3.782855	2.612031	-1.231942	-4.403184
9.5	-3.807417	-0.722324	2.993834	-3.430666	2.993864	-0.722258	-3.807465
10.0	-3.378575	-0.349829	3.296135	-3.14878	3.296136	-0.349844	-3.378559
10.5	-3.064943	-0.061193	3.543207	-2.916538	3.543245	-0.061172	-3.064821
11.0	-2.815013	0.173688	3.749279	-2.720009	3.749326	0.173614	-2.814934
11.5	-2.607855	0.369219	3.924321	-2.551125	3.92436	0.369194	-2.607814
12.0	-2.433799	0.534593	4.075894	-2.403438	4.075855	0.534542	-2.433864
12.5	-2.286426	0.676239	4.209131	-2.27203	4.209074	0.676152	-2.286453
13.0	-2.159433	0.800093	4.327675	-2.154354	4.32758	0.800084	-2.159344
13.5	-2.047996	0.909667	4.434511	-2.048156	4.43458	0.909642	-2.048032
14.0	-1.94859	1.008	4.531377	-1.951779	4.531342	1.008062	-1.948576
14.5	-1.858707	1.097612	4.628279	-1.863261	4.62822	1.097637	-1.858675
15.0	-1.760443	1.179262	4.7013	-1.781874	4.701329	1.17926	-1.776831
16.0	-1.620595	1.323717	4.845834	-1.637575	4.845815	1.32377	-1.620585
17.0	-1.499349	1.448099	4.970489	-1.512637	4.970605	1.448018	-1.499279
18.0	-1.392976	1.558235	5.079737	-1.403449	5.079773	1.558214	-1.393009
19.0	-1.29855	1.653549	5.176271	-1.306855	5.176363	1.653566	-1.303393
20.0	-1.217416	1.740264	5.262109	-1.221094	5.262033	1.740313	-1.217347
21.0	-1.140206	1.817468	5.33855	-1.143739	5.3386	1.817449	-1.140213
22.0	-1.070599	1.887059	5.407914	-1.076422	5.4079	1.886939	-1.070608
23.0	-1.008261	1.94961	5.471684	-1.012817	5.471683	1.94955	-1.008234
24.0	-0.951495	2.006896	5.528899	-0.954896	5.529113	2.006979	-0.950197
25.0	-0.897934	2.059589	5.579806	-0.901899	5.579855	2.059636	-0.899055
50.0	-0.283722	2.675164	6.19568	-0.284788	6.195723	2.674897	-0.283681
100.0	0.000226	2.951297	6.490318	0.013631	6.489389	2.950316	-0.005418
