R,theta1,E
2.5,0,95320.928736
2.5,30,-15528.56162
2.5,60,-21191.39734
2.5,90,1125.872212
2.5,120,-21191.397348
2.5,150,-15528.561579
2.5,180,95320.928689
2.6,0,40326.57707
2.6,30,-15911.174502
2.6,60,-21932.380359
2.6,90,732.386907
2.6,120,-21932.380193
2.6,150,-15911.174416
2.6,180,40326.577061
2.7,0,9208.681577
2.7,30,-16122.339883
2.7,60,-22491.612892
2.7,90,452.608244
2.7,120,-22491.612813
2.7,150,-16122.339979
2.7,180,9208.681853
2.8,0,-6043.075211
2.8,30,-16423.46887
2.8,60,-22909.20721
2.8,90,257.226683
2.8,120,-22909.207176
2.8,150,-16423.468901
2.8,180,-6043.075171
2.9,0,-11191.299448
2.9,30,-16771.457319
2.9,60,-2890.717302
2.9,90,123.606213
2.9,120,-2891.516669
2.9,150,-16771.457485
2.9,180,-11191.29933
3.0,0,-10182.173376
3.0,30,-17200.865467
3.0,60,-3214.645623
3.0,90,34.540698
3.0,120,-3214.644069
3.0,150,-17200.865463
3.0,180,-10182.173334
3.1,0,-5647.512666
3.1,30,-17749.68
3.1,60,-3449.15029
3.1,90,-22.847418
3.1,120,-3448.53993
3.1,150,-17749.679813
3.1,180,-5647.512603
3.2,0,690.147851
3.2,60,-3614.594623
3.2,90,-58.061367
3.2,120,-3614.832311
3.2,180,690.147873
3.3,0,7695.334371
3.3,60,-3728.64826
3.3,90,-78.021173
3.3,120,-3728.648123
3.3,180,7695.334463
3.4,0,14708.967329
3.4,30,-2182.512119
3.4,60,65.365736
3.4,90,-87.696948
3.4,120,65.362394
3.4,150,-2182.512222
3.4,180,14708.96718
3.5,0,3369.333026
3.5,30,-2509.976265
3.5,60,6.529414
3.5,90,-90.607643
3.5,120,6.52945
3.5,150,-2509.973401
3.5,180,3369.333189
3.6,0,1217.811628
3.6,30,-2807.874746
3.6,60,-32.556644
3.6,90,-89.207778
3.6,120,-32.55665
3.6,150,-2807.874997
3.6,180,1217.811836
3.7,0,-405.086151
3.7,30,-3066.233881
3.7,60,-57.258388
3.7,90,-85.181726
3.7,120,-57.258461
3.7,150,-3066.236339
3.7,180,-405.08614
3.8,0,-1651.367773
3.8,30,-3283.124696
3.8,60,-71.791981
3.8,90,-79.669366
3.8,120,-71.792015
3.8,150,-3283.124444
3.8,180,-1651.367776
3.9,0,-2619.830462
3.9,30,-3459.182081
3.9,60,-79.217705
3.9,90,-73.432181
3.9,120,-79.217542
3.9,150,-3459.182143
3.9,180,-2619.830422
4.0,0,-3375.720331
4.0,30,-3597.697918
4.0,60,-81.76336
4.0,90,-66.97066
4.0,120,-81.763419
4.0,150,-3597.697826
4.0,180,-3375.720364
4.1,0,-3963.867687
4.1,30,-3702.83824
4.1,60,-80.956618
4.1,90,-60.60624
4.1,120,-80.956733
4.1,150,-3702.838414
4.1,180,-3963.867705
4.2,0,-4416.921918
4.2,30,-3780.240164
4.2,60,-78.212617
4.2,90,-54.536843
4.2,120,-78.212642
4.2,150,-3780.240177
4.2,180,-4416.92193
4.3,0,-4764.322354
4.3,30,-3834.315541
4.3,60,-74.11153
4.3,90,-48.87684
4.3,120,-74.11151
4.3,150,-3834.314799
4.3,180,-4764.322397
4.4,0,-5018.636597
4.4,30,-3870.67554
4.4,60,-69.300581
4.4,90,-43.683756
4.4,120,-69.300699
4.4,150,-3870.667927
4.4,180,-5018.636666
4.5,0,-5204.239323
4.5,30,-3893.19096
4.5,60,-64.192263
4.5,90,-38.977525
4.5,120,-64.192218
4.5,150,-3893.191006
4.5,180,-5204.239288
4.6,0,-23713.192321
4.6,30,-3905.969731
4.6,60,-59.005411
4.6,90,-34.7537
4.6,120,-59.005348
4.6,150,-3905.533821
4.6,180,-23713.192392
4.7,0,-23796.901703
4.7,30,27.923187
4.7,60,-53.995448
4.7,90,-30.993201
4.7,120,-53.995443
4.7,150,27.910432
4.7,180,-23796.901849
4.8,0,-23850.544079
4.8,30,4.262482
4.8,60,-49.223687
4.8,90,-27.667699
4.8,120,-49.223545
4.8,150,4.262579
4.8,180,-23850.544042
4.9,0,-23882.383736
4.9,30,-12.534324
4.9,60,-44.73289
4.9,90,-24.742621
4.9,120,-44.732967
4.9,150,-12.534336
4.9,180,-23882.383775
5.0,0,-23899.332688
5.0,30,-21.904318
5.0,60,-41.017345
5.0,90,-22.181282
5.0,120,-41.017358
5.0,150,-21.904249
5.0,180,-23899.332663
5.1,0,100.288847
5.1,30,-28.505853
5.1,60,-36.829158
5.1,90,-19.945344
5.1,120,-36.829109
5.1,150,-28.505932
5.1,180,100.288838
5.2,0,59.119212
5.2,30,-31.773124
5.2,60,-33.530883
5.2,90,-17.996989
5.2,120,-33.530774
5.2,150,-31.773135
5.2,180,59.119153
5.3,0,30.417212
5.3,30,-33.105077
5.3,60,-30.650168
5.3,90,-16.300724
5.3,120,-30.650209
5.3,150,-33.10508
5.3,180,30.417234
5.4,0,10.76318
5.4,30,-33.218716
5.4,60,-28.016964
5.4,90,-14.823589
5.4,120,-28.016763
5.4,150,-33.218856
5.4,180,10.763138
5.5,0,-2.535925
5.5,30,-32.459076
5.5,60,-17.163038
5.5,90,-13.535238
5.5,120,-17.163229
5.5,150,-32.459179
5.5,180,-2.536028
5.6,0,-11.970842
5.6,30,-31.179199
5.6,60,-15.777659
5.6,90,-12.410119
5.6,120,-15.777715
5.6,150,-31.179313
5.6,180,-11.970901
5.7,0,-17.130583
5.7,30,-29.556974
5.7,60,-14.526142
5.7,90,-11.425406
5.7,120,-14.526174
5.7,150,-29.556991
5.7,180,-17.130561
5.8,0,-20.195515
5.8,30,-27.776665
5.8,60,-13.399486
5.8,90,-10.562135
5.8,120,-13.399651
5.8,150,-27.776747
5.8,180,-20.195705
5.9,0,-21.734513
5.9,30,-25.966034
