R,theta1,E
2.5,0,2276123.682593
2.5,30,-6039.856772
2.5,60,-20131.539491
2.5,90,1763.852101
2.5,120,-20131.539572
2.5,150,-6039.856943
2.5,180,2276123.681961
2.6,0,1013317.071806
2.6,30,-7900.771305
2.6,60,-21040.786561
2.6,90,1201.549529
2.6,120,-21040.786694
2.6,150,-7900.771334
2.6,180,1013317.071984
2.7,0,521828.404819
2.7,30,-9862.691262
2.7,60,-21743.24541
2.7,90,791.945287
2.7,120,-21743.245344
2.7,150,-9862.691173
2.7,180,521828.404817
2.8,0,282637.24697
2.8,30,-11749.375611
2.8,60,-22282.321866
2.8,90,497.851422
2.8,120,-22282.321988
2.8,150,-11749.375377
2.8,180,282637.246829
2.9,0,158301.39868
2.9,30,-13406.042109
2.9,60,-22692.946471
2.9,90,290.266476
2.9,120,-22692.946541
2.9,150,-13406.042278
2.9,180,158301.398625
3.0,0,92576.874383
3.0,30,-14793.017442
3.0,90,146.730882
3.0,150,-14793.01748
3.0,180,92576.874158
3.1,0,58310.022332
3.1,30,-15990.72322
3.1,60,-3265.306589
3.1,90,49.987219
3.1,120,-3265.306715
3.1,150,-15990.723071
3.1,180,58310.021886
3.2,0,41414.926618
3.2,30,-798.365205
3.2,60,-3470.382909
3.2,90,-13.084727
3.2,120,-3470.448023
3.2,150,-798.365315
3.2,180,41414.926304
3.3,0,9234.262048
3.3,30,-1011.790447
3.3,60,-3616.041048
3.3,90,-52.328309
3.3,120,-3616.041181
3.3,150,-1010.47932
3.3,180,9234.261752
3.4,0,3038.111589
3.4,30,-1722.825787
3.4,60,232.33489
3.4,90,-75.018969
3.4,120,232.334916
3.4,150,-1722.838811
3.4,180,3038.111472
3.5,0,70.192787
3.5,30,-1654.348047
3.5,60,137.292883
3.5,90,-86.456886
3.5,120,137.292865
3.5,150,-1654.348089
3.5,180,70.192889
3.6,0,-1219.264523
3.6,30,-2030.874581
3.6,60,72.25529
3.6,90,-90.449229
3.6,120,72.255456
3.6,150,-2030.874593
3.6,180,-1219.264612
3.7,0,-1774.200295
3.7,30,-2368.082864
3.7,60,26.871023
3.7,90,-89.690836
3.7,120,26.87125
3.7,150,-2368.082814
3.7,180,-1774.20041
3.8,0,-2183.693159
3.8,30,-2665.175882
3.8,60,-3.559416
3.8,90,-86.056234
3.8,120,-3.559357
3.8,150,-2665.093301
3.8,180,-2183.693046
3.9,0,-2527.618781
3.9,30,-2919.41138
3.9,60,-23.204359
3.9,90,-80.817985
3.9,120,-23.204239
3.9,150,-2919.411225
3.9,180,-2527.61897
4.0,0,-2909.204041
4.0,30,-3132.516038
4.0,60,-35.441481
4.0,90,-74.815811
4.0,120,-35.441428
4.0,150,-3132.516015
4.0,180,-2909.20423
4.1,0,-3329.831736
4.1,30,-3306.87629
4.1,60,-41.67572
4.1,90,-68.585936
4.1,120,-41.675812
4.1,150,-3306.876254
4.1,180,-3329.831545
4.2,0,-3744.563059
4.2,30,-3446.955623
4.2,60,-44.560872
4.2,90,-62.460548
4.2,120,-44.560925
4.2,150,-3446.955411
4.2,180,-3744.563345
4.3,0,-4121.326724
4.3,30,-3555.593889
4.3,60,-45.03643
