R	0	30	60	90	120	150	180
8.4	-10.670248	-6.98272	-8.191783	1.57178	-8.191794	-6.982738	-10.670348
8.6	-9.594076	-6.234621	-7.787408	1.852692	-7.787368	-6.234564	-9.594074
8.8	-8.672567	-5.580527	-7.432865	2.101625	-7.432813	-5.580409	-8.672555
9.0	-7.883237	-5.010797	-7.114512	2.324425	-7.1146	-5.010681	-7.883316
9.5	-6.361403	-3.868703	-6.461749	2.787154	-6.461728	-3.868711	-6.361342
10.0	-5.285789	-3.044346	-5.966148	3.147212	-5.966208	-3.044176	-5.285692
10.5	-4.492297	-2.42594	-5.582446	3.433546	-5.582425	-2.425908	-4.492182
11.0	-3.892782	-1.949973	-5.278809	3.666722	-5.27869	-1.949951	-3.892799
11.5	-3.434152	-1.581536	-5.032843	3.860842	-5.03283	-1.581448	-3.434108
12.0	-3.070239	-1.289268	-4.829627	4.026337	-4.829591	-1.289313	-3.070182
12.5	-2.788723	-1.053055	-4.658409	4.169992	-4.658446	-1.053034	-2.788709
13.0	-2.560977	-0.85745	-4.510848	4.296902	-4.510818	-0.857425	-2.560913
13.5	-2.372388	-0.692056	-4.381542	4.409932	-4.381385	-0.692114	-2.372352
14.0	-2.213252	-0.550009	-4.266359	4.511443	-4.266243	-0.550068	-2.213105
14.5	-2.076424	-0.426856	-4.163829	4.603796	-4.163763	-0.426828	-2.076538
15.0	-1.957666	-0.318895	-4.071891	4.68805	-4.071716	-0.318863	-1.957609
16.0	-1.759397	-0.136225	-3.912639	4.896686	-3.912794	-0.136238	-1.759344
17.0	-1.599612	0.013595	-3.778997	5.00775	-3.779204	0.01348	-1.599554
18.0	-1.466786	0.139413	-3.664074	5.107631	-3.664185	0.139446	-1.466794
19.0	-1.352912	0.247181	-3.56364	5.200201	-3.563775	0.247152	-1.352834
20.0	-1.255206	0.345084	-3.474416	5.281217	-3.474287	0.345112	-1.255237
21.0	-1.168755	0.427067	-3.395161	5.354159	-3.395135	0.426923	-1.168654
22.0	-1.092612	0.501103	-3.323564	5.421701	-3.323594	0.501018	-1.092616
23.0	-1.024462	0.567782	-3.259737	5.482879	-3.259713	0.567715	-1.024541
24.0	-0.96424	0.627161	-3.202051	5.534784	-3.202148	0.627296	-0.964373
25.0	-0.909555	0.681535	-3.149167	5.58582	-3.149181	0.681495	-0.909545
50.0	-0.284123	1.304428	-2.531872	6.198867	-2.531856	1.304473	-0.284128
100.0	0.010135	1.547724	-2.258001	6.495301	-2.258938	1.588149	0.010205
