R,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1.0,-5314921.136592335,-3485032.084791448,-3013835.9132142253,3022518.5244213017,-259446.0332861446,-176010.70758474473,-318943.77020013746,-432135.10065819527,881622.8654456168,-221803.86916413423,385883.12392178527,-725045.7640548738,-38444.75800839312,-120257.04264955489,1351129.2998980281,-520885.0813965611,-1639211.545355475,1783510.5128157085,-542664.1900487582
1.1,-3233476.4401750835,-2140957.92672036,-1861790.892735846,1872133.20705927,-165297.67716649917,-101677.06734530315,-201070.29288575906,-269369.06200894783,549663.6372952143,-140799.32428285384,244621.48118540976,-457396.0301051534,-17149.301424101144,-77367.61541651908,837275.7214438833,-320674.2787745805,-1023847.9132792533,1119363.948573181,-343896.28025123844
1.2,-1951644.408079456,-1307796.6635433813,-1141864.1619507,1151937.1048886508,-104225.88905830517,-57992.53626385995,-126119.1112782129,-167111.394502089,341022.1365915535,-89063.31250317827,154492.60438588492,-287370.2891500193,-6042.102879179267,-49623.314364171725,516004.14921926276,-196184.87336723815,-636465.0317438063,699477.4274434971,-217122.16227554786
1.3,-1167402.046850448,-794005.2523206181,-694550.2436211804,703468.4776449882,-64888.42239130392,-32634.098948817573,-78654.00303469923,-103143.24035712949,210454.52570930563,-56123.296247673825,97175.63343479687,-179746.67169734085,-638.4154810176125,-31722.52471851903,316105.2427415823,-119198.19872044217,-393619.56904140447,435036.03824247053,-136529.2041436701
1.4,-691100.1814151424,-478924.7442188191,-418416.78945209057,425877.2672118257,-39760.17079191392,-18116.796307656467,-48731.49641466023,-63312.343701873615,129128.58041272569,-35220.91436728648,60854.12102179514,-111886.60371456975,1678.6975482206037,-20205.41536570851,192378.25785361667,-71871.69606575483,-242072.61802035224,269184.6902453135,-85475.26205013045
1.5,-404210.0370544419,-286861.8100559846,-249211.36953036522,255217.1425808803,-23867.328293005365,-9934.777650668184,-29964.127442171077,-38634.68653441603,78731.73206147249,-22005.165049562806,37925.68230905902,-69278.89169323488,2405.6532276164558,-12818.321358731351,116236.88439751696,-42969.406804415165,-147965.8269646919,165635.23518207952,-53257.33602665143
1.6,-233033.8878134188,-170543.42202912807,-146407.64057071367,151106.64206719058,-13936.46127668426,-5403.1292684502,-18261.20717245771,-23427.786561573666,47674.78950101389,-13682.115441747557,23512.235901661257,-42649.27304367007,2375.703359495177,-8096.22883956407,69674.32203994844,-25447.116097088616,-89841.28162685533,101300.54881695485,-33010.494410518426
1.7,-132009.4950064748,-100588.72994811356,-84565.83001066626,88160.04617173743,-7823.7424713342225,-2940.681492359964,-11011.722141208076,-14111.527942709521,28652.141522905236,-8462.668317763417,14492.81071931885,-26089.316576133457,2036.137346025455,-5088.895224150882,41397.1313348389,-14910.016241125435,-54151.22660584343,61542.99128219154,-20344.30210710142
1.8,-73147.0725524149,-58832.94112339554,-47801.44777748233,50498.432170927925,-4133.0437545292125,-1628.9186510429286,-6555.272578681013,-8439.949183743127,17078.03399797034,-5204.61204330872,8876.886119457386,-15847.87748479475,1614.3612026006747,-3181.4535838777488,24355.9014334259,-8630.879899258192,-32377.148463415993,37116.806625182784,-12459.677971894853
1.9,-39373.63809041595,-34109.68033076155,-26255.626904467154,28244.89700635991,-1961.1012000144062,-942.7933037322761,-3840.314115565285,-5010.584333332533,10087.30740391166,-3181.093056485567,5399.252556637524,-9552.36583264045,1216.0098992115281,-1977.0918329437513,14173.205927842153,-4927.284836820136,-19186.7008946552,22205.741671973214,-7578.162031571375
2.0,-20358.245216888114,-19597.313230233867,-13850.892999084792,15294.478040936943,-727.9999305832113,-587.8972525860894,-2203.9556653078416,-2952.09405212835,5898.88561286787,-1931.2012990842998,3258.7015029420713,-5708.264841523272,881.9018482298794,-1220.4592825724328,8146.336051734586,-2768.131395004791,-11258.244592196746,13167.15800265698,-4573.947814917563
2.1,-9906.34064967048,-11156.665573163658,-6869.924058364875,7900.577117201196,-64.80969803734271,-402.96799988234403,-1230.4745567928846,-1726.10118084024,3411.740121091091,-1163.7833068661228,1949.911184435561,-3378.3771994061112,620.3656302554733,-747.7555590930776,4617.096141383944,-1526.0970505514556,-6533.690133237074,7730.7558588104675,-2737.24716325674
2.2,-4342.403257388974,-6294.772316857685,-3059.4765398054583,3782.7140724717215,260.59938061812113,-302.20637384241314,-660.6877233416986,-1001.9576564383177,1949.3922628584958,-695.6852114117503,1155.5871955798943,-1977.8811303256068,425.0434081811975,-454.2727796720667,2575.2337708234,-822.6353021923463,-3745.3160697105404,4489.050283090929,-1622.5325005457685
2.3,-1512.1561819023602,-3522.2872020815184,-1068.2057768261946,1565.9727450057603,392.3108802194098,-241.6267970324353,-334.0948992022377,-577.9315660419018,1099.012629362776,-412.215279277035,677.4680570810968,-1143.8145746838904,284.2847813030073,-273.3345674238331,1410.04096312628,-431.42556835722377,-2117.2897472576938,2574.5424473500434,-951.5030777590324
2.4,-171.21819094036962,-1957.3032719806572,-95.91512095406998,430.6669172141096,418.2355533868059,-199.75825575875467,-152.08123378610193,-331.83387708242634,610.5512756060316,-241.9103641486097,392.33474107941447,-652.2568575042447,185.78504590014202,-162.6632573405891,755.5547391592991,-218.57845222777394,-1178.207142846473,1455.9855850792253,-551.2431710234814
2.5,386.5821689469393,-1082.6424736971933,323.91439078399037,-105.33097980605599,390.8226322958013,-166.80523828513464,-54.61118554971049,-190.2425465260224,333.81547127783324,-140.48583302003,224.06188984321454,-365.9832534283767,118.61900327832497,-95.57880069920527,394.62853560843143,-105.84161096567293,-643.9190096015961,810.3643915152974,-314.9484100461541
2.6,553.1989520221312,-598.2036494697778,457.997864379994,-320.9403230725483,340.42262169240644,-138.7196937384164,-5.536041535967538,-109.42437088548317,179.4336821936341,-80.66435150631153,125.92971236144461,-201.52267352659365,73.91285890503633,-55.33350674638698,199.85538979722105,-48.1215717886032,-344.6738822420733,442.8305307790422,-177.08087277342582
2.7,539.9923748508132,-331.8332585474208,454.9821744754776,-374.17001387172024,283.83667299828846,-114.07048177257869,16.619761432879653,-63.580049546752704,94.78481404716686,-45.756153579938676,69.47723246037378,-108.5246600493932,44.854322619806524,-31.477049831413886,97.43834908991789,-19.862784324931066,-180.07878040431396,236.89021557262686,-97.71864286728822
