R,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
2.5,41262340.36128904,-13470397.49779167,-2731942.2037855946,57393794.13184883,-49975110.0884549,24456795.360531695,-19150843.70548389,-5365688.992160943,3603254.0547574162,-3650550.5204515313,-5306340.868486287,4157326.3775098748,-2472724.139638732,1926011.467095299,9460265.293799799,-4882957.226751305,3963327.53121023,-3832130.1740029026,4815620.586001615,-25481352.08968141,2468696.3274398902,-7803207.178472066,18128284.88557613,8377771.301628798,-5561046.10280389,4752873.672865663,-4576362.132902468,5571817.630503479
2.6,25500022.347127084,-8289304.831335317,-1661138.6673561486,35468733.71630837,-30792688.199837014,15069179.969410125,-11795862.630758472,-3261583.459398055,2189117.2265381245,-2215850.530416128,-3239164.149678607,2515190.5107453624,-1489824.767565774,1150832.970860614,5844927.124530453,-3017113.3081479734,2449328.7054864485,-2368946.829680919,2978193.732524313,-15708208.815086335,1487742.6460115472,-4783962.00557819,11144769.572378581,5171984.241081325,-3431257.592842643,2930120.2929283576,-2817997.9732840983,3425768.133215065
2.7,15669823.025402283,-5069817.099811087,-1002868.1132205519,21796755.412183836,-18858519.432663664,9228778.038972385,-7221439.280581249,-1967853.0633102222,1320003.8077370017,-1334772.5623814878,-1959502.452990834,1509239.9397071889,-889809.1398029275,680833.9708837271,3590815.1734312708,-1853725.2550245265,1505202.6110903444,-1456314.5401519649,1831767.4138989507,-9623751.53492551,888506.95335174,-2913495.838402444,6808238.930114642,3174456.3471918167,-2104773.266070079,1795660.6371802755,-1724670.9361532717,2093045.2323253136
2.8,9569837.541678231,-3079966.728799793,-600724.5530834484,13313505.314732851,-11473053.92459324,5614462.266580138,-4391501.140590785,-1177533.3784181231,789337.8557890783,-797258.4391219906,-1172907.4110520002,897333.9097881024,-526248.5732455816,398245.80137758906,2192403.199763027,-1131932.506027659,919353.4854612434,-889861.7134493259,1119932.6047237671,-5855925.670756866,525233.2971078986,-1761397.019096571,4130231.7561530303,1936118.5284287762,-1282848.6178479907,1093274.0137974406,-1048488.6862326866,1269965.9550193502
2.9,5805181.500294317,-1857316.3452501982,-356733.6724805831,8078172.219129583,-6929012.677558888,3390707.9539324315,-2650963.880583961,-698184.7497582695,467654.604520027,-471733.95787331706,-693283.2723524661,528026.3459089004,-307788.23091850796,229936.15581924125,1329557.2008413784,-686537.4018697187,557775.9123995918,-540146.5903544616,680263.9721056347,-3536338.8815217,306885.399286621,-1056271.0458577347,2486433.2517792797,1172684.3146951483,-776417.1298605306,660881.391080323,-632740.4487798319,764706.5410627685
3.0,3495596.316988867,-1110898.2537639842,-209815.01977819882,4866241.652081123,-4150981.653894054,2031217.2574989232,-1587298.3958254764,-409747.5467028615,274211.05685176526,-276190.53592012584,-403556.7363213932,307082.94598855526,-177741.18605866042,130761.46736432778,800319.9235275274,-413322.11436999904,335924.9492181827,-325494.10027352674,410255.0942003549,-2117557.038712917,176912.16123550356,-627729.9926452173,1484159.527612382,704882.186458998,-466292.70742122753,396362.81903612835,-378759.4663470052,456603.67636639276
3.1,2087898.045653968,-658445.1698984101,-122086.80277498653,2908339.417449926,-2464513.349892255,1205921.251880402,-941859.3899732493,-237716.12288324672,158919.51344913218,-159789.63237167586,-230455.19007220835,176200.9122676211,-101142.70736724633,73039.78832644978,477814.13692387904,-246810.89423047518,200680.12566850788,-194579.45840390306,245475.78736326477,-1255974.3047865755,100395.83012677301,-369305.5878989565,877537.060548069,420140.06205295736,-277661.39245892386,235654.68081732234,-224698.59657515533,270100.777718549
3.2,1236025.0526778577,-386334.2124768294,-70188.73751530975,1723244.9501158982,-1448643.8452964851,708803.7606000912,-553259.6520253065,-136124.63459227682,90891.8522803145,-91203.52954693834,-128384.03148789224,99535.00276492006,-56569.67374474762,39922.39929564773,282690.327821211,-146053.1882937828,118814.72664727378,-115293.272245663,145606.389158033,-736944.9601917035,55920.99739925492,-214815.23469901466,513379.03307051084,248094.2894597595,-163780.14964817377,138757.34361319346,-131977.56489815735,158121.25159786388
3.3,724560.911459166,-224110.19234614103,-39805.70667646684,1011453.545438426,-841997.5531100923,411950.038804978,-321327.2608730139,-76798.1213605995,51204.16923533671,-51255.0242179968,-69156.58774216665,55201.392428332554,-30993.43289398637,21239.876749817173,165567.40570181754,-85563.07692176508,69647.03496894878,-67644.75137206566,85535.9406536409,-427082.52883655066,30452.333741437615,-123353.67344085411,296765.5082258369,144984.9092405229,-95592.85795715601,80825.29293182635,-76657.48989317943,91493.58777940403
3.4,420141.64782466105,-128340.2352363693,-22226.20692430628,587563.834467918,-483220.66661922936,236395.4046629257,-184245.74487685759,-42590.78832101146,28346.645033628698,-28291.185813228385,-35477.405836926235,29944.558790322044,-16556.639503889237,10912.410359847174,95880.08272643317,-49564.49261057544,40372.66820723573,-39253.8088788516,49707.06339610748,-243974.46688982478,16122.945819517212,-69798.53323394836,169234.46501244244,83747.20021146422,-55138.62115518262,46513.62934270239,-43971.02489601427,52250.25371966558
