	0	1	2	3	4
755	3.2000000000	60.0000000000	60.0000000000	30.0000000000	99.7138550000
701	3.2000000000	0.0000000000	60.0000000000	90.0000000000	102.0872240000
764	3.2000000000	60.0000000000	90.0000000000	90.0000000000	102.5676590000
714	3.2000000000	30.0000000000	0.0000000000	60.0000000000	103.3299920000
716	3.2000000000	30.0000000000	0.0000000000	120.0000000000	103.3299950000
688	3.2000000000	0.0000000000	0.0000000000	120.0000000000	103.3900250000
686	3.2000000000	0.0000000000	0.0000000000	60.0000000000	103.3900330000
742	3.2000000000	60.0000000000	0.0000000000	60.0000000000	103.4462450000
744	3.2000000000	60.0000000000	0.0000000000	120.0000000000	103.4499320000
772	3.2000000000	90.0000000000	0.0000000000	120.0000000000	103.4663150000
770	3.2000000000	90.0000000000	0.0000000000	60.0000000000	103.4663200000
1000	3.4000000000	90.0000000000	30.0000000000	30.0000000000	103.5856650000
1004	3.4000000000	90.0000000000	30.0000000000	150.0000000000	103.5856720000
777	3.2000000000	90.0000000000	30.0000000000	60.0000000000	105.2667970000
779	3.2000000000	90.0000000000	30.0000000000	120.0000000000	105.2668100000
927	3.4000000000	0.0000000000	60.0000000000	150.0000000000	105.6219340000
1222	3.6000000000	90.0000000000	0.0000000000	180.0000000000	107.2199560000
1194	3.6000000000	60.0000000000	0.0000000000	180.0000000000	107.2199560000
1166	3.6000000000	30.0000000000	0.0000000000	180.0000000000	107.2199560000
1138	3.6000000000	0.0000000000	0.0000000000	180.0000000000	107.2199560000
1188	3.6000000000	60.0000000000	0.0000000000	0.0000000000	107.2199590000
1132	3.6000000000	0.0000000000	0.0000000000	0.0000000000	107.2199590000
1160	3.6000000000	30.0000000000	0.0000000000	0.0000000000	107.2199590000
1216	3.6000000000	90.0000000000	0.0000000000	0.0000000000	107.2199590000
835	3.3000000000	30.0000000000	30.0000000000	120.0000000000	108.4326740000
784	3.2000000000	90.0000000000	60.0000000000	60.0000000000	108.7625190000
786	3.2000000000	90.0000000000	60.0000000000	120.0000000000	108.7625240000
738	3.2000000000	30.0000000000	90.0000000000	150.0000000000	110.5858660000
734	3.2000000000	30.0000000000	90.0000000000	30.0000000000	110.5858790000
793	3.2000000000	90.0000000000	90.0000000000	120.0000000000	110.6783460000
791	3.2000000000	90.0000000000	90.0000000000	60.0000000000	110.6783520000
1060	3.5000000000	30.0000000000	30.0000000000	150.0000000000	115.7030380000
706	3.2000000000	0.0000000000	90.0000000000	30.0000000000	118.1119790000
710	3.2000000000	0.0000000000	90.0000000000	150.0000000000	118.1119810000
871	3.3000000000	60.0000000000	60.0000000000	150.0000000000	118.3180850000
807	3.3000000000	0.0000000000	30.0000000000	120.0000000000	120.8540860000
763	3.2000000000	60.0000000000	90.0000000000	60.0000000000	122.4572510000
