2.50,0.00,0.00,0.00,106453310.5100777149200439
2.60,0.00,0.00,0.00,67457036.6038127094507217
2.70,0.00,0.00,0.00,42649501.7953495383262634
2.80,0.00,0.00,0.00,26907460.5381183587014675
2.90,0.00,0.00,0.00,16942990.1295243799686432
3.00,0.00,0.00,0.00,10651108.1574882101267576
3.10,0.00,0.00,0.00,6687573.8987434515729547
3.20,0.00,0.00,0.00,4196215.6809823745861650
3.30,0.00,0.00,0.00,2633210.3897083816118538
3.40,0.00,0.00,0.00,1654103.2485734911169857
3.50,0.00,0.00,0.00,1041343.8463568958686665
3.60,0.00,0.00,0.00,657928.6286423864075914
3.70,0.00,0.00,0.00,417825.3160492156748660
3.80,0.00,0.00,0.00,267158.1570453437161632
3.90,0.00,0.00,0.00,172274.8350425681273919
4.00,0.00,0.00,0.00,112201.8357822629477596
4.10,0.00,0.00,0.00,73889.9908976498263655
4.20,0.00,0.00,0.00,49228.4117677452304633
4.30,0.00,0.00,0.00,33175.4912898307593423
4.40,0.00,0.00,0.00,22593.0874498717093957
4.50,0.00,0.00,0.00,15521.7505002238012821
4.60,0.00,0.00,0.00,10731.5468326665250061
4.70,0.00,0.00,0.00,7444.4441686281788861
4.80,0.00,0.00,0.00,5163.0927398049370822
4.90,0.00,0.00,0.00,3565.3493811597109016
5.00,0.00,0.00,0.00,2439.2890160192332587
5.10,0.00,0.00,0.00,1643.0800669180007390
5.20,0.00,0.00,0.00,1080.0994262299893762
5.30,0.00,0.00,0.00,683.3819586124446914
5.40,0.00,0.00,0.00,405.7945445173277221
5.50,0.00,0.00,0.00,213.7340453793158872
5.60,0.00,0.00,0.00,83.0099544503750479
5.70,0.00,0.00,0.00,-3.9034013563329140
5.80,0.00,0.00,0.00,-59.7426077550876471
5.90,0.00,0.00,0.00,-93.7644086963434518
6.00,0.00,0.00,0.00,-112.6781494089681530
6.20,0.00,0.00,0.00,-123.1537795128028705
6.40,0.00,0.00,0.00,-115.4511878299916958
6.60,0.00,0.00,0.00,-101.4787634047407749
6.80,0.00,0.00,0.00,-86.6661646818281071
7.00,0.00,0.00,0.00,-73.1876439097904239
7.20,0.00,0.00,0.00,-61.6802987732732930
7.40,0.00,0.00,0.00,-52.1236721128583440
7.60,0.00,0.00,0.00,-44.2648908592399550
7.80,0.00,0.00,0.00,-37.8074021482631366
8.00,0.00,0.00,0.00,-32.4833375547973944
8.20,0.00,0.00,0.00,-28.0728772126256700
8.40,0.00,0.00,0.00,-24.4023183550265550
8.60,0.00,0.00,0.00,-21.3355933945039524
8.80,0.00,0.00,0.00,-18.7653671003100158
9.00,0.00,0.00,0.00,-16.6057580417715158
9.50,0.00,0.00,0.00,-12.5749279332593282
10.00,0.00,0.00,0.00,-9.9066920539996204
10.50,0.00,0.00,0.00,-8.0935847462487391
11.00,0.00,0.00,0.00,-6.8147055267172769
11.50,0.00,0.00,0.00,-5.8710764400296007
12.00,0.00,0.00,0.00,-5.1416512863118813
12.50,0.00,0.00,0.00,-4.5535596763720214
13.00,0.00,0.00,0.00,-4.0628918437919657
13.50,0.00,0.00,0.00,-3.6428366419984619
14.00,0.00,0.00,0.00,-3.2765998959465636
14.50,0.00,0.00,0.00,-2.9532664478715884
15.00,0.00,0.00,0.00,-2.6654092901630362
16.00,0.00,0.00,0.00,-2.1761727336937935
17.00,0.00,0.00,0.00,-1.7795249523627710
18.00,0.00,0.00,0.00,-1.4561661078864414
19.00,0.00,0.00,0.00,-1.1919221822582269
20.00,0.00,0.00,0.00,-0.9757589424245003
21.00,0.00,0.00,0.00,-0.7988456106675305
22.00,0.00,0.00,0.00,-0.6540254364970179
23.00,0.00,0.00,0.00,-0.5354655843618867
24.00,0.00,0.00,0.00,-0.4384002470033297
25.00,0.00,0.00,0.00,-0.3589310679799254
50.00,0.00,0.00,0.00,-0.0024184546855089
100.00,0.00,0.00,0.00,-0.0000001097976729
2.50,30.00,0.00,0.00,106453326.9777457416057587
2.60,30.00,0.00,0.00,67457047.1366925686597824
2.70,30.00,0.00,0.00,42649508.5125391855835915
2.80,30.00,0.00,0.00,26907464.8084127232432365
2.90,30.00,0.00,0.00,16942992.8350560516119003
3.00,30.00,0.00,0.00,10651109.8653640504926443
3.10,30.00,0.00,0.00,6687574.9725869912654161
3.20,30.00,0.00,0.00,4196216.3532854812219739
3.30,30.00,0.00,0.00,2633210.8086670092307031
3.40,30.00,0.00,0.00,1654103.5083400555886328
3.50,30.00,0.00,0.00,1041344.0065354594262317
3.60,30.00,0.00,0.00,657928.7268200409598649
3.70,30.00,0.00,0.00,417825.3758293407154270
3.80,30.00,0.00,0.00,267158.1931822556070983
3.90,30.00,0.00,0.00,172274.8567130153242033
4.00,30.00,0.00,0.00,112201.8486626764497487
4.10,30.00,0.00,0.00,73889.9984781544626458
4.20,30.00,0.00,0.00,49228.4161799790163059
4.30,30.00,0.00,0.00,33175.4938261402567150
4.40,30.00,0.00,0.00,22593.0888873472104024
4.50,30.00,0.00,0.00,15521.7513018447552895
4.60,30.00,0.00,0.00,10731.5472714188617829
4.70,30.00,0.00,0.00,7444.4444035840206197
4.80,30.00,0.00,0.00,5163.0928624131793185
4.90,30.00,0.00,0.00,3565.3494431774784061
5.00,30.00,0.00,0.00,2439.2890462075724827
5.10,30.00,0.00,0.00,1643.0800809146701340
5.20,30.00,0.00,0.00,1080.0994323158704447
5.30,30.00,0.00,0.00,683.3819610312392570
5.40,30.00,0.00,0.00,405.7945453543276813
5.50,30.00,0.00,0.00,213.7340456030976270
5.60,30.00,0.00,0.00,83.0099544759560075
5.70,30.00,0.00,0.00,-3.9034013726512065
5.80,30.00,0.00,0.00,-59.7426077677335741
5.90,30.00,0.00,0.00,-93.7644087004865412
6.00,30.00,0.00,0.00,-112.6781494102791754
6.20,30.00,0.00,0.00,-123.1537795205594819
6.40,30.00,0.00,0.00,-115.4511878425040550
6.60,30.00,0.00,0.00,-101.4787634134857655
6.80,30.00,0.00,0.00,-86.6661646826871390
7.00,30.00,0.00,0.00,-73.1876439041748057
7.20,30.00,0.00,0.00,-61.6802987652032826
7.40,30.00,0.00,0.00,-52.1236721061896588
7.60,30.00,0.00,0.00,-44.2648908562860299
7.80,30.00,0.00,0.00,-37.8074021496060411
8.00,30.00,0.00,0.00,-32.4833375597232816
8.20,30.00,0.00,0.00,-28.0728772197274807
8.40,30.00,0.00,0.00,-24.4023183627217293
8.60,30.00,0.00,0.00,-21.3355934013782900
8.80,30.00,0.00,0.00,-18.7653671052916806
9.00,30.00,0.00,0.00,-16.6057580441776018
9.50,30.00,0.00,0.00,-12.5749279284043016
10.00,30.00,0.00,0.00,-9.9066920431924324
10.50,30.00,0.00,0.00,-8.0935847318145768
11.00,30.00,0.00,0.00,-6.8147055106813959
11.50,30.00,0.00,0.00,-5.8710764237647304
12.00,30.00,0.00,0.00,-5.1416512706136546
12.50,30.00,0.00,0.00,-4.5535596616389631
13.00,30.00,0.00,0.00,-4.0628918301831591
13.50,30.00,0.00,0.00,-3.6428366295412218
14.00,30.00,0.00,0.00,-3.2765998846014619
14.50,30.00,0.00,0.00,-2.9532664375688547
15.00,30.00,0.00,0.00,-2.6654092808218297
16.00,30.00,0.00,0.00,-2.1761727260322470
17.00,30.00,0.00,0.00,-1.7795249460864178
18.00,30.00,0.00,0.00,-1.4561661027467987
19.00,30.00,0.00,0.00,-1.1919221780499514
20.00,30.00,0.00,0.00,-0.9757589389789655
21.00,30.00,0.00,0.00,-0.7988456078465357
22.00,30.00,0.00,0.00,-0.6540254341873728
23.00,30.00,0.00,0.00,-0.5354655824709058
24.00,30.00,0.00,0.00,-0.4384002454551242
25.00,30.00,0.00,0.00,-0.3589310667123615
50.00,30.00,0.00,0.00,-0.0024184546769681
100.00,30.00,0.00,0.00,-0.0000001097976725
2.50,60.00,0.00,0.00,106453417.2099709808826447
2.60,60.00,0.00,0.00,67457104.4786263108253479
2.70,60.00,0.00,0.00,42649544.8314717262983322
2.80,60.00,0.00,0.00,26907487.7294785007834435
2.90,60.00,0.00,0.00,16943007.2448473386466503
3.00,60.00,0.00,0.00,10651118.8866757825016975
3.10,60.00,0.00,0.00,6687580.5950276348739862
3.20,60.00,0.00,0.00,4196219.8403616650030017
3.30,60.00,0.00,0.00,2633212.9599584350362420
3.40,60.00,0.00,0.00,1654104.8279240438714623
3.50,60.00,0.00,0.00,1041344.8108925555134192
3.60,60.00,0.00,0.00,657929.2137651867233217
3.70,60.00,0.00,0.00,417825.6684072903590277
3.80,60.00,0.00,0.00,267158.3675250831875019
3.90,60.00,0.00,0.00,172274.9596542388026137
4.00,60.00,0.00,0.00,112201.9088299024879234
4.10,60.00,0.00,0.00,73890.0332482788799098
4.20,60.00,0.00,0.00,49228.4360193635729956
4.30,60.00,0.00,0.00,33175.5049848119670060
4.40,60.00,0.00,0.00,22593.0950618308270350
4.50,60.00,0.00,0.00,15521.7546549305789085
4.60,60.00,0.00,0.00,10731.5490531586619909
4.70,60.00,0.00,0.00,7444.4453264827998282
4.80,60.00,0.00,0.00,5163.0933261185136871
4.90,60.00,0.00,0.00,3565.3496677021389587
5.00,60.00,0.00,0.00,2439.2891500278851709
5.10,60.00,0.00,0.00,1643.0801261602705381
5.20,60.00,0.00,0.00,1080.0994505241719708
5.30,60.00,0.00,0.00,683.3819675656138770
5.40,60.00,0.00,0.00,405.7945473051137810
5.50,60.00,0.00,0.00,213.7340460053727327
5.60,60.00,0.00,0.00,83.0099544881288836
5.70,60.00,0.00,0.00,-3.9034013910233121
5.80,60.00,0.00,0.00,-59.7426077535417051
5.90,60.00,0.00,0.00,-93.7644086729962112
6.00,60.00,0.00,0.00,-112.6781493931833182
6.20,60.00,0.00,0.00,-123.1537795378528841
6.40,60.00,0.00,0.00,-115.4511878608990116
6.60,60.00,0.00,0.00,-101.4787634083081969
6.80,60.00,0.00,0.00,-86.6661646585351519
7.00,60.00,0.00,0.00,-73.1876438796031579
7.20,60.00,0.00,0.00,-61.6802987555927231
7.40,60.00,0.00,0.00,-52.1236721163574472
7.60,60.00,0.00,0.00,-44.2648908813866129
7.80,60.00,0.00,0.00,-37.8074021796790305
8.00,60.00,0.00,0.00,-32.4833375843450796
8.20,60.00,0.00,0.00,-28.0728772311243766
8.40,60.00,0.00,0.00,-24.4023183570834163
8.60,60.00,0.00,0.00,-21.3355933787874754
8.80,60.00,0.00,0.00,-18.7653670688592982
9.00,60.00,0.00,0.00,-16.6057579988901587
9.50,60.00,0.00,0.00,-12.5749278857747324
10.00,60.00,0.00,0.00,-9.9066920305103174
10.50,60.00,0.00,0.00,-8.0935847597490227
11.00,60.00,0.00,0.00,-6.8147055766834530
11.50,60.00,0.00,0.00,-5.8710765187486684
12.00,60.00,0.00,0.00,-5.1416513840768596
12.50,60.00,0.00,0.00,-4.5535597843679474
13.00,60.00,0.00,0.00,-4.0628919551881015
13.50,60.00,0.00,0.00,-3.6428367520347469
14.00,60.00,0.00,0.00,-3.2766000015944536
14.50,60.00,0.00,0.00,-2.9532665473932105
15.00,60.00,0.00,0.00,-2.6654093827130776
16.00,60.00,0.00,0.00,-2.1761728118720924
17.00,60.00,0.00,0.00,-1.7795250172959762
18.00,60.00,0.00,0.00,-1.4561661613995287
19.00,60.00,0.00,0.00,-1.1919222262020595
20.00,60.00,0.00,0.00,-0.9757589784513554
21.00,60.00,0.00,0.00,-0.7988456401818452
22.00,60.00,0.00,0.00,-0.6540254606679492
23.00,60.00,0.00,0.00,-0.5354656041538247
24.00,60.00,0.00,0.00,-0.4384002632085018
25.00,60.00,0.00,0.00,-0.3589310812479309
50.00,60.00,0.00,0.00,-0.0024184547749099
100.00,60.00,0.00,0.00,-0.0000001097976769
2.50,90.00,0.00,0.00,106453454.5670857280492783
2.60,90.00,0.00,0.00,67457128.3300091475248337
2.70,90.00,0.00,0.00,42649560.0129397585988045
2.80,90.00,0.00,0.00,26907497.3604758158326149
2.90,90.00,0.00,0.00,16943013.3328248225152493
3.00,90.00,0.00,0.00,10651122.7201661318540573
3.10,90.00,0.00,0.00,6687582.9988213125616312
3.20,90.00,0.00,0.00,4196221.3408342767506838
3.30,90.00,0.00,0.00,2633213.8919585398398340
3.40,90.00,0.00,0.00,1654105.4037209711968899
3.50,90.00,0.00,0.00,1041345.1645418903790414
3.60,90.00,0.00,0.00,657929.4295809218892828
3.70,90.00,0.00,0.00,417825.7991819656454027
3.80,90.00,0.00,0.00,267158.4461533235735260
3.90,90.00,0.00,0.00,172275.0065231022890657
4.00,90.00,0.00,0.00,112201.9365006069274386
4.10,90.00,0.00,0.00,73890.0494102406082675
4.20,90.00,0.00,0.00,49228.4453460223667207
4.30,90.00,0.00,0.00,33175.5102939654534566
4.40,90.00,0.00,0.00,22593.0980373190395767
4.50,90.00,0.00,0.00,15521.7562928997613199
4.60,90.00,0.00,0.00,10731.5499362392984040
4.70,90.00,0.00,0.00,7444.4457910356577486
4.80,90.00,0.00,0.00,5163.0935634325696810
4.90,90.00,0.00,0.00,3565.3497846725790623
5.00,90.00,0.00,0.00,2439.2892051624548913
5.10,90.00,0.00,0.00,1643.0801506923551187
5.20,90.00,0.00,0.00,1080.0994606225435746
5.30,90.00,0.00,0.00,683.3819712809073508
5.40,90.00,0.00,0.00,405.7945484455598262
5.50,90.00,0.00,0.00,213.7340462481415102
5.60,90.00,0.00,0.00,83.0099544955674702
5.70,90.00,0.00,0.00,-3.9034014039008156
5.80,90.00,0.00,0.00,-59.7426077456119344
5.90,90.00,0.00,0.00,-93.7644086553563056
6.00,90.00,0.00,0.00,-112.6781493819164410
6.20,90.00,0.00,0.00,-123.1537795533675137
6.40,90.00,0.00,0.00,-115.4511878830506220
6.60,90.00,0.00,0.00,-101.4787634149168838
6.80,90.00,0.00,0.00,-86.6661646457338861
7.00,90.00,0.00,0.00,-73.1876438572511745
7.20,90.00,0.00,0.00,-61.6802987367543381
7.40,90.00,0.00,0.00,-52.1236721100961446
7.60,90.00,0.00,0.00,-44.2648908903538256
7.80,90.00,0.00,0.00,-37.8074022009379576
8.00,90.00,0.00,0.00,-32.4833376115351697
8.20,90.00,0.00,0.00,-28.0728772566814122
