    1     0.000000000000
    2     0.091856000000
    3     0.275568000000
    4     0.551136000000
    5     0.918560000000
    6     1.377840000000
    7     1.928976000000
    8     2.571968000000
    9     3.306816000000
   10     4.133520000000
   11     5.052080000000
   12     6.062496000000
   13     7.164768000000
   14     8.358896000000
   15     9.644880000000
   16    11.022720000000
   17    12.492416000000
   18    14.053968000000
   19    15.707376000000
   20    17.452640000000
   21    19.289760000000
   22    21.218736000000
