R,phi,th2,th1,E_cm
5.4,60.0,30.0,30.0,-10.794607501162805
5.5,60.0,30.0,30.0,-9.490113728064962
5.6,60.0,30.0,30.0,-8.356336541024302
5.7,60.0,30.0,30.0,-7.370447722818538
5.8,60.0,30.0,30.0,-6.512387954156576
5.9,60.0,30.0,30.0,-5.764672127443309
6.0,60.0,30.0,30.0,-5.112195998562003
6.2,60.0,30.0,30.0,-4.042699421331913
6.4,60.0,30.0,30.0,-3.2202294386125527
6.6,60.0,30.0,30.0,-2.5831520892546624
6.8,60.0,30.0,30.0,-2.086024712852004
7.0,60.0,30.0,30.0,-1.6952431103504615
7.2,60.0,30.0,30.0,-1.3858517007982485
7.4,60.0,30.0,30.0,-1.1392225723607055
7.6,60.0,30.0,30.0,-0.9413525851724331
7.8,60.0,30.0,30.0,-0.7816389230744359
8.0,60.0,30.0,30.0,-0.651982968040844
8.2,60.0,30.0,30.0,-0.5461599816210345
8.4,60.0,30.0,30.0,-0.4593443800475875
8.6,60.0,30.0,30.0,-0.38777721347758376
8.8,60.0,30.0,30.0,-0.3285069929244736
9.0,60.0,30.0,30.0,-0.27920574870945103
9.5,60.0,30.0,30.0,-0.19212655455528393
10.0,60.0,30.0,30.0,-0.1327593261687008
10.5,60.0,30.0,30.0,-0.09313493693077447
11.0,60.0,30.0,30.0,-0.06616677170097261
11.5,60.0,30.0,30.0,-0.04748355513997979
12.0,60.0,30.0,30.0,-0.034337245548563974
12.5,60.0,30.0,30.0,-0.024967654299160386
13.0,60.0,30.0,30.0,-0.018217492878073074
13.5,60.0,30.0,30.0,-0.013316184801457923
14.0,60.0,30.0,30.0,-0.009735456404068685
14.5,60.0,30.0,30.0,-0.007105051088950773
15.0,60.0,30.0,30.0,-0.0051646760949454066
16.0,60.0,30.0,30.0,-0.0026620062336385787
17.0,60.0,30.0,30.0,-0.0012758044338367824
18.0,60.0,30.0,30.0,-0.000504572976355746
19.0,60.0,30.0,30.0,-7.85718850545436e-05
20.0,60.0,30.0,30.0,0.00015011995758356988
21.0,60.0,30.0,30.0,0.00026731969260637814
22.0,60.0,30.0,30.0,0.0003188973070533052
23.0,60.0,30.0,30.0,0.0003346977663136386
24.0,60.0,30.0,30.0,0.00032833516526920904
25.0,60.0,30.0,30.0,0.00031274991163243726
50.0,60.0,30.0,30.0,3.994403508627897e-05
100.0,60.0,30.0,30.0,0.0
2.8,90.0,30.0,30.0,527.0138231250121
2.9,90.0,30.0,30.0,432.47222062892394
3.0,90.0,30.0,30.0,321.8468147071762
3.1,90.0,30.0,30.0,220.7402425242342
3.2,90.0,30.0,30.0,133.36345779830992
3.3,90.0,30.0,30.0,70.08143086247635
3.4,90.0,30.0,30.0,28.135928347007923
3.5,90.0,30.0,30.0,-3.2141633784417025
3.6,90.0,30.0,30.0,-23.531478344585757
3.7,90.0,30.0,30.0,-35.585753023524134
3.8,90.0,30.0,30.0,-41.79525611054587
3.9,90.0,30.0,30.0,-45.50634406995763
4.0,90.0,30.0,30.0,-43.30895551516088
4.1,90.0,30.0,30.0,-41.95986976453536
4.2,90.0,30.0,30.0,-40.33872874962729
4.3,90.0,30.0,30.0,-36.284868387267906
4.4,90.0,30.0,30.0,-32.54124287520222
4.5,90.0,30.0,30.0,-28.885788660332913
4.6,90.0,30.0,30.0,-25.44808839678684
4.7,90.0,30.0,30.0,-22.297576173539248
4.8,90.0,30.0,30.0,-19.462096298459443
4.9,90.0,30.0,30.0,-16.942639038664783
5.0,90.0,30.0,30.0,-14.72435605759525
5.1,90.0,30.0,30.0,-12.784191771727805
5.2,90.0,30.0,30.0,-11.00853293508611
5.3,90.0,30.0,30.0,-9.56060788251481
5.4,90.0,30.0,30.0,-8.306987231101093
5.5,90.0,30.0,30.0,-7.223250260721857
5.6,90.0,30.0,30.0,-6.287058618294638
5.7,90.0,30.0,30.0,-5.478386569081305
5.8,90.0,30.0,30.0,-4.779597563106207
5.9,90.0,30.0,30.0,-4.175312797541852
6.0,90.0,30.0,30.0,-3.6522380323225416
6.2,90.0,30.0,30.0,-2.8055997220116042
6.4,90.0,30.0,30.0,-2.166397201526433
6.6,90.0,30.0,30.0,-1.6809629946096947
6.8,90.0,30.0,30.0,-1.3100357264833462
7.0,90.0,30.0,30.0,-1.0248525885577968
7.2,90.0,30.0,30.0,-0.8042726848617592
7.4,90.0,30.0,30.0,-0.6326977340209311
7.6,90.0,30.0,30.0,-0.49854562200791636
7.8,90.0,30.0,30.0,-0.3931604885833144
8.0,90.0,30.0,30.0,-0.31002174370470287
8.2,90.0,30.0,30.0,-0.24418527832775438
8.4,90.0,30.0,30.0,-0.19187196630261055
8.6,90.0,30.0,30.0,-0.15017990638488116
8.8,90.0,30.0,30.0,-0.11686694915573
9.0,90.0,30.0,30.0,-0.0901935376571555
9.5,90.0,30.0,30.0,-0.04435253164170433
10.0,90.0,30.0,30.0,-0.02177539700367646
10.5,90.0,30.0,30.0,-0.006418317468477426
11.0,90.0,30.0,30.0,0.0023319182341600708
11.5,90.0,30.0,30.0,0.00716935702440864
12.0,90.0,30.0,30.0,0.0096766366525506
12.5,90.0,30.0,30.0,0.010799248990554417
13.0,90.0,30.0,30.0,0.01109971034918928
13.5,90.0,30.0,30.0,0.010912497051301102
14.0,90.0,30.0,30.0,0.010446112156900255
14.5,90.0,30.0,30.0,0.009825658749561797
15.0,90.0,30.0,30.0,0.009131240105081843
16.0,90.0,30.0,30.0,0.007708166408443163
17.0,90.0,30.0,30.0,0.006396366494874144
18.0,90.0,30.0,30.0,0.005269365833502917
19.0,90.0,30.0,30.0,0.004332207721333816
20.0,90.0,30.0,30.0,0.0035662410043248373
21.0,90.0,30.0,30.0,0.002944908060959648
22.0,90.0,30.0,30.0,0.0024414360640983546
23.0,90.0,30.0,30.0,0.00203343115320223
24.0,90.0,30.0,30.0,0.0017031217102559993
25.0,90.0,30.0,30.0,0.0014331696474135926
50.0,90.0,30.0,30.0,7.176639707466848e-05
100.0,90.0,30.0,30.0,0.0
2.8,0.0,60.0,30.0,224.17046835963038
2.9,0.0,60.0,30.0,180.98804150623562
3.0,0.0,60.0,30.0,110.39167004915862
3.1,0.0,60.0,30.0,42.80646681150718
3.2,0.0,60.0,30.0,-11.098402310695741
3.3,0.0,60.0,30.0,-52.97187676400263
3.4,0.0,60.0,30.0,-78.60858977715696
3.5,0.0,60.0,30.0,-92.85653730490382
3.6,0.0,60.0,30.0,-98.98783411939299
3.7,0.0,60.0,30.0,-99.37801875085154
3.8,0.0,60.0,30.0,-96.03912837781603
3.9,0.0,60.0,30.0,-90.59094920222654
4.0,0.0,60.0,30.0,-83.99402247209105
4.1,0.0,60.0,30.0,-75.78316096220657
4.2,0.0,60.0,30.0,-68.4491916779666
4.3,0.0,60.0,30.0,-60.72499035465246
4.4,0.0,60.0,30.0,-55.34691664408638
4.5,0.0,60.0,30.0,-49.20454645542607
4.6,0.0,60.0,30.0,-43.60605744539566
4.7,0.0,60.0,30.0,-39.706415977920926
4.8,0.0,60.0,30.0,-35.24303790269944
4.9,0.0,60.0,30.0,-31.28480636424755
5.0,0.0,60.0,30.0,-27.788520202842072
5.1,0.0,60.0,30.0,-24.708287705032365
5.2,0.0,60.0,30.0,-21.998761905179464
5.3,0.0,60.0,30.0,-19.6169672539078
5.4,0.0,60.0,30.0,-17.523272559610383
5.5,0.0,60.0,30.0,-15.681821596188039
5.6,0.0,60.0,30.0,-14.060652049380774
5.7,0.0,60.0,30.0,-12.63158293927529
5.8,0.0,60.0,30.0,-11.369953002001937
5.9,0.0,60.0,30.0,-10.254291250471027
6.0,0.0,60.0,30.0,-9.26596999741029
6.2,0.0,60.0,30.0,-7.608929075899299
6.4,0.0,60.0,30.0,-6.293905132575562
6.6,0.0,60.0,30.0,-5.242160099978236
6.8,0.0,60.0,30.0,-4.394481697769703
7.0,0.0,60.0,30.0,-3.7061857749180382
7.2,0.0,60.0,30.0,-3.1433751314721086
7.4,0.0,60.0,30.0,-2.6801420980879582
7.6,0.0,60.0,30.0,-2.2965223952681297
7.8,0.0,60.0,30.0,-1.9770002527219626
8.0,0.0,60.0,30.0,-1.709413274731121
8.2,0.0,60.0,30.0,-1.4841611945691198
8.4,0.0,60.0,30.0,-1.29361990389651
8.6,0.0,60.0,30.0,-1.1356778394430485
8.8,0.0,60.0,30.0,-0.9974083822508325
9.0,0.0,60.0,30.0,-0.8788795716050508
9.5,0.0,60.0,30.0,-0.6492066158858864
10.0,0.0,60.0,30.0,-0.487904832972589
10.5,0.0,60.0,30.0,-0.37231895922901204
11.0,0.0,60.0,30.0,-0.28799548867916147
11.5,0.0,60.0,30.0,-0.22549372176911803
12.0,0.0,60.0,30.0,-0.17850991151411322
12.5,0.0,60.0,30.0,-0.14274278989985276
13.0,0.0,60.0,30.0,-0.11520508766567829
13.5,0.0,60.0,30.0,-0.09378041344996561
14.0,0.0,60.0,30.0,-0.07695131809283907
14.5,0.0,60.0,30.0,-0.06360923688134591
15.0,0.0,60.0,30.0,-0.05294562357423274
16.0,0.0,60.0,30.0,-0.03737587409912365
17.0,0.0,60.0,30.0,-0.026982431179398532
18.0,0.0,60.0,30.0,-0.01986574651108711
19.0,0.0,60.0,30.0,-0.014882136318609015
20.0,0.0,60.0,30.0,-0.011322697683341971
21.0,0.0,60.0,30.0,-0.00873509333593617
22.0,0.0,60.0,30.0,-0.006823247122202077
23.0,0.0,60.0,30.0,-0.005390077474788484
24.0,0.0,60.0,30.0,-0.004301704663385522
25.0,0.0,60.0,30.0,-0.0034652877344198887
50.0,0.0,60.0,30.0,-7.155119145110689e-05
100.0,0.0,60.0,30.0,0.0
2.8,30.0,60.0,30.0,236.6749135958681
2.9,30.0,60.0,30.0,190.42729155047468
3.0,30.0,60.0,30.0,117.8267161812342
3.1,30.0,60.0,30.0,50.16061569003043
3.2,30.0,60.0,30.0,-5.069666645298202
3.3,30.0,60.0,30.0,-48.026222059865276
3.4,30.0,60.0,30.0,-74.2668302727404
3.5,30.0,60.0,30.0,-89.10682114932345
3.6,30.0,60.0,30.0,-95.77160877477996
3.7,30.0,60.0,30.0,-96.61940261765147
3.8,30.0,60.0,30.0,-93.68896638633504
3.9,30.0,60.0,30.0,-88.49074598811515
4.0,30.0,60.0,30.0,-82.12341605897838
4.1,30.0,60.0,30.0,-75.46197805603092
4.2,30.0,60.0,30.0,-67.37014773092851
4.3,30.0,60.0,30.0,-59.27904474469315
4.4,30.0,60.0,30.0,-54.051412109690204
4.5,30.0,60.0,30.0,-48.032245322187336
4.6,30.0,60.0,30.0,-42.54493799033863
4.7,30.0,60.0,30.0,-38.768678575878106
4.8,30.0,60.0,30.0,-34.393042506298904
4.9,30.0,60.0,30.0,-30.5134950405288
5.0,30.0,60.0,30.0,-27.087742094953303
5.1,30.0,60.0,30.0,-24.07073497268987
5.2,30.0,60.0,30.0,-21.41791088308365
5.3,30.0,60.0,30.0,-19.087034565390592
5.4,30.0,60.0,30.0,-17.039150592375226
5.5,30.0,60.0,30.0,-15.23896129633702
5.6,30.0,60.0,30.0,-13.65499994102106
5.7,30.0,60.0,30.0,-12.259531521182351
5.8,30.0,60.0,30.0,-11.028275555910222
5.9,30.0,60.0,30.0,-9.94011024327436
6.0,30.0,60.0,30.0,-8.976705066898337
6.2,30.0,60.0,30.0,-7.3628080323443745
6.4,30.0,60.0,30.0,-6.083484487534827
6.6,30.0,60.0,30.0,-5.0614352485215175
6.8,30.0,60.0,30.0,-4.23858491637335
7.0,30.0,60.0,30.0,-3.571150496452992
7.2,30.0,60.0,30.0,-3.0259509338650035
7.4,30.0,60.0,30.0,-2.5776520541819226
7.6,30.0,60.0,30.0,-2.206751562001636
7.8,30.0,60.0,30.0,-1.8981021970340737
8.0,30.0,60.0,30.0,-1.6398472771843178
8.2,30.0,60.0,30.0,-1.4226347707342784
8.4,30.0,60.0,30.0,-1.2429708642881863
8.6,30.0,60.0,30.0,-1.0870255805345577
8.8,30.0,60.0,30.0,-0.9539978368126781
9.0,30.0,60.0,30.0,-0.8400419990782423
9.5,30.0,60.0,30.0,-0.6194783356094784
10.0,30.0,60.0,30.0,-0.46481588322113426
10.5,30.0,60.0,30.0,-0.3541519461048135
11.0,30.0,60.0,30.0,-0.27353935345185365
11.5,30.0,60.0,30.0,-0.21387846607569344
12.0,30.0,60.0,30.0,-0.16909774074046524
12.5,30.0,60.0,30.0,-0.13506029845797712
13.0,30.0,60.0,30.0,-0.10889080184319937
13.5,30.0,60.0,30.0,-0.08855494020690301
14.0,30.0,60.0,30.0,-0.07259935511904672
14.5,30.0,60.0,30.0,-0.059963101569004355
15.0,30.0,60.0,30.0,-0.04987122098740855
16.0,30.0,60.0,30.0,-0.03515435011200651
17.0,30.0,60.0,30.0,-0.025344491821705048
18.0,30.0,60.0,30.0,-0.018636688481394402
19.0,30.0,60.0,30.0,-0.013944978206439914
20.0,30.0,60.0,30.0,-0.010597991186537285
21.0,30.0,60.0,30.0,-0.008166651073213842
22.0,30.0,60.0,30.0,-0.006372665805983644
23.0,30.0,60.0,30.0,-0.005028822086958513
24.0,30.0,60.0,30.0,-0.004010899487512205
25.0,30.0,60.0,30.0,-0.0032271549146437907
50.0,30.0,60.0,30.0,-6.167356522183809e-05
100.0,30.0,60.0,30.0,0.0
2.8,60.0,60.0,30.0,273.513644426657
2.9,60.0,60.0,30.0,219.29553650490442
3.0,60.0,60.0,30.0,141.98480995632386
3.1,60.0,60.0,30.0,70.90497736922214
3.2,60.0,60.0,30.0,13.494478172449824
3.3,60.0,60.0,30.0,-32.4601570952858
3.4,60.0,60.0,30.0,-60.30840380450569
3.5,60.0,60.0,30.0,-77.09424445937367
3.6,60.0,60.0,30.0,-85.3316764469713
3.7,60.0,60.0,30.0,-87.80383275515703
3.8,60.0,60.0,30.0,-86.09876025270728
3.9,60.0,60.0,30.0,-81.87778510100675
4.0,60.0,60.0,30.0,-74.78041802865074
4.1,60.0,60.0,30.0,-68.37069920690607
4.2,60.0,60.0,30.0,-63.74657835317579
4.3,60.0,60.0,30.0,-57.35629532829555
4.4,60.0,60.0,30.0,-49.60682633221056
4.5,60.0,60.0,30.0,-45.68353603416275
4.6,60.0,60.0,30.0,-39.325030521171385
4.7,60.0,60.0,30.0,-35.91430939522299
4.8,60.0,60.0,30.0,-31.810879810863415
4.9,60.0,60.0,30.0,-28.17451593792997
5.0,60.0,60.0,30.0,-24.966009080238557
5.1,60.0,60.0,30.0,-22.143139119411824
5.2,60.0,60.0,30.0,-19.664005713915497
5.3,60.0,60.0,30.0,-17.488768295784404
5.4,60.0,60.0,30.0,-15.580581238862337
5.5,60.0,60.0,30.0,-13.905989812198053
5.6,60.0,60.0,30.0,-12.43512856532204
5.7,60.0,60.0,30.0,-11.141619716884053
5.8,60.0,60.0,30.0,-10.002410094287827
5.9,60.0,60.0,30.0,-8.997446516280917
6.0,60.0,60.0,30.0,-8.109352083150881
6.2,60.0,60.0,30.0,-6.625661225150438
6.4,60.0,60.0,30.0,-5.453885299676546
6.6,60.0,60.0,30.0,-4.521152579263781
6.8,60.0,60.0,30.0,-3.7728869676796783
7.0,60.0,60.0,30.0,-3.1680532967805135
7.2,60.0,60.0,30.0,-2.6756485765976934
7.4,60.0,60.0,30.0,-2.2720775284502754
7.6,60.0,60.0,30.0,-1.9392332782696198
7.8,60.0,60.0,30.0,-1.6667089967224307
8.0,60.0,60.0,30.0,-1.4363420590078775
8.2,60.0,60.0,30.0,-1.2431108882949948
8.4,60.0,60.0,30.0,-1.0802091389003354
8.6,60.0,60.0,30.0,-0.9422199511652046
8.8,60.0,60.0,30.0,-0.8248049730917698
9.0,60.0,60.0,30.0,-0.7244684170065849
9.5,60.0,60.0,30.0,-0.5310236968177655
10.0,60.0,60.0,30.0,-0.39613897807831594
10.5,60.0,60.0,30.0,-0.30015877329029084
11.0,60.0,60.0,30.0,-0.23063140359345582
11.5,60.0,60.0,30.0,-0.17946155390042465
12.0,60.0,60.0,30.0,-0.14126199431226838
12.5,60.0,60.0,30.0,-0.11237101050085287
13.0,60.0,60.0,30.0,-0.0902587231286401
13.5,60.0,60.0,30.0,-0.07314716259328378
14.0,60.0,60.0,30.0,-0.05976974711353947
14.5,60.0,60.0,30.0,-0.049211918286634106
15.0,60.0,60.0,30.0,-0.04080735895603397
16.0,60.0,60.0,30.0,-0.02860259268123258
17.0,60.0,60.0,30.0,-0.020512317771928537
18.0,60.0,60.0,30.0,-0.015009213679861091
19.0,60.0,60.0,30.0,-0.011179380094816196
20.0,60.0,60.0,30.0,-0.008458554109659532
21.0,60.0,60.0,30.0,-0.006490745077033182
22.0,60.0,60.0,30.0,-0.005045283757699934
23.0,60.0,60.0,30.0,-0.0039663456855907955
24.0,60.0,60.0,30.0,-0.0031507787507339914
25.0,60.0,60.0,30.0,-0.0025263736691194085
50.0,60.0,60.0,30.0,-4.104189565865113e-05
100.0,60.0,60.0,30.0,0.0
2.8,90.0,60.0,30.0,330.04537225346905
2.9,90.0,60.0,30.0,266.27490387100005
3.0,90.0,60.0,30.0,182.99383880707376
3.1,90.0,60.0,30.0,106.03643085668837
3.2,90.0,60.0,30.0,39.52705428566768
3.3,90.0,60.0,30.0,-6.081809454836829
3.4,90.0,60.0,30.0,-37.42077184329642
3.5,90.0,60.0,30.0,-57.32476428610518
3.6,90.0,60.0,30.0,-68.41451951008933
3.7,90.0,60.0,30.0,-70.38450118383703
3.8,90.0,60.0,30.0,-71.12109337806875
3.9,90.0,60.0,30.0,-68.70905007620398
4.0,90.0,60.0,30.0,-63.898872236876606
4.1,90.0,60.0,30.0,-62.07312248549507
4.2,90.0,60.0,30.0,-56.03685445485109
4.3,90.0,60.0,30.0,-50.45763992479726
4.4,90.0,60.0,30.0,-45.11110801046488
4.5,90.0,60.0,30.0,-40.12268165336405
4.6,90.0,60.0,30.0,-35.55851709571479
4.7,90.0,60.0,30.0,-31.442665025605656
4.8,90.0,60.0,30.0,-27.634599788800536
4.9,90.0,60.0,30.0,-24.42860393784915
5.0,90.0,60.0,30.0,-21.575462499038608
5.1,90.0,60.0,30.0,-19.068918908437375
5.2,90.0,60.0,30.0,-16.871796138823573
5.3,90.0,60.0,30.0,-14.948484645883221
5.4,90.0,60.0,30.0,-13.265804921706232
5.5,90.0,60.0,30.0,-11.793446417571893
5.6,90.0,60.0,30.0,-10.504219081895743
5.7,90.0,60.0,30.0,-9.374114141783082
5.8,90.0,60.0,30.0,-8.382122612953099
5.9,90.0,60.0,30.0,-7.509994958722268
6.0,90.0,60.0,30.0,-6.741940419677922
6.2,90.0,60.0,30.0,-5.465350432293465
6.4,90.0,60.0,30.0,-4.4642133942898825
6.6,90.0,60.0,30.0,-3.674376877316271
6.8,90.0,60.0,30.0,-3.044477224980433
7.0,90.0,60.0,30.0,-2.538743373350598
7.2,90.0,60.0,30.0,-2.1297196977460655
7.4,90.0,60.0,30.0,-1.79663029405203
7.6,90.0,60.0,30.0,-1.5236220711980484
7.8,90.0,60.0,30.0,-1.2984990426749763
8.0,90.0,60.0,30.0,-1.111798557955291
8.2,90.0,60.0,30.0,-0.9561192777091507
8.4,90.0,60.0,30.0,-0.8256398555110718
8.8,90.0,60.0,30.0,-0.6227739664584019
9.0,90.0,60.0,30.0,-0.5437674908011471
9.5,90.0,60.0,30.0,-0.3928753879159265
10.0,90.0,60.0,30.0,-0.28910976101952174
10.5,90.0,60.0,30.0,-0.21626810620079923
11.0,90.0,60.0,30.0,-0.16418348289937143
11.5,90.0,60.0,30.0,-0.12631445419762913
12.0,90.0,60.0,30.0,-0.09836260277605974
12.5,90.0,60.0,30.0,-0.07744557367495218
13.0,90.0,60.0,30.0,-0.06159511497474469
13.5,90.0,60.0,30.0,-0.04944456180354834
14.0,90.0,60.0,30.0,-0.040031951261887
14.5,90.0,60.0,30.0,-0.0326692366630914
15.0,90.0,60.0,30.0,-0.026855353818146455
16.0,90.0,60.0,30.0,-0.018515976840108833
17.0,90.0,60.0,30.0,-0.013073663658314416
18.0,90.0,60.0,30.0,-0.009425996955231284
19.0,90.0,60.0,30.0,-0.006923766861937821
20.0,90.0,60.0,30.0,-0.0051701622788851865
21.0,90.0,60.0,30.0,-0.0039180616528609845
22.0,90.0,60.0,30.0,-0.0030089956718718724
23.0,90.0,60.0,30.0,-0.002337844186113216
24.0,90.0,60.0,30.0,-0.0018367831160202286
25.0,90.0,60.0,30.0,-0.0014575315477851803
50.0,90.0,60.0,30.0,-1.5363810169048976e-05
100.0,90.0,60.0,30.0,0.0
2.8,0.0,90.0,30.0,254.81244582333287
2.9,0.0,90.0,30.0,208.84877346951194
3.0,0.0,90.0,30.0,138.46789361619994
3.1,0.0,90.0,30.0,71.00509971773883
3.2,0.0,90.0,30.0,16.78785038221337
3.3,0.0,90.0,30.0,-27.57863441863002
3.4,0.0,90.0,30.0,-54.439802977324995
3.5,0.0,90.0,30.0,-70.90327973369581
3.6,0.0,90.0,30.0,-79.32938155267433
3.7,0.0,90.0,30.0,-82.15708302945829
3.8,0.0,90.0,30.0,-78.39027836217673
3.9,0.0,90.0,30.0,-74.94997227665938
4.0,0.0,90.0,30.0,-70.05053410299382
4.1,0.0,90.0,30.0,-63.79879356262582
4.2,0.0,90.0,30.0,-57.99304280485959
4.3,0.0,90.0,30.0,-54.08602062660565
4.4,0.0,90.0,30.0,-48.2547170985201
4.5,0.0,90.0,30.0,-43.04716442071566
4.6,0.0,90.0,30.0,-38.22617965049265
4.7,0.0,90.0,30.0,-33.892129413464026
4.8,0.0,90.0,30.0,-30.02899842837332
4.9,0.0,90.0,30.0,-26.59866175896207
5.0,0.0,90.0,30.0,-23.583016255154597
5.1,0.0,90.0,30.0,-20.930147830071004
5.2,0.0,90.0,30.0,-18.600371300444163
5.3,0.0,90.0,30.0,-16.555969073715033
5.4,0.0,90.0,30.0,-14.76200166543267
5.5,0.0,90.0,30.0,-13.186890404347603
5.6,0.0,90.0,30.0,-11.802539909363034
5.7,0.0,90.0,30.0,-10.584205295189411
5.8,0.0,90.0,30.0,-9.510335022336472
5.9,0.0,90.0,30.0,-8.56221274193396
6.0,0.0,90.0,30.0,-7.723633978911989
6.2,0.0,90.0,30.0,-6.320924432532875
6.4,0.0,90.0,30.0,-5.211288575694261
6.6,0.0,90.0,30.0,-4.326609387193861
6.8,0.0,90.0,30.0,-3.615761128253632
7.0,0.0,90.0,30.0,-3.040265510575839
7.2,0.0,90.0,30.0,-2.571025239891279
7.4,0.0,90.0,30.0,-2.1858839147938305
7.6,0.0,90.0,30.0,-1.8678063571498924
7.8,0.0,90.0,30.0,-1.6035896302187527
8.0,0.0,90.0,30.0,-1.3829043755726764
8.2,0.0,90.0,30.0,-1.1976144576720866
8.4,0.0,90.0,30.0,-1.0412719230508958
8.6,0.0,90.0,30.0,-0.9087349261237887
8.8,0.0,90.0,30.0,-0.7958790947801165
9.0,0.0,90.0,30.0,-0.699380051066139
9.5,0.0,90.0,30.0,-0.5171048333459065
10.0,0.0,90.0,30.0,-0.386934212504106
10.5,0.0,90.0,30.0,-0.29411531906668104
11.0,0.0,90.0,30.0,-0.22669534576018976
11.5,0.0,90.0,30.0,-0.17690445261096713
12.0,0.0,90.0,30.0,-0.13958432924403424
12.5,0.0,90.0,30.0,-0.11124247221089589
13.0,0.0,90.0,30.0,-0.08946927404728626
13.5,0.0,90.0,30.0,-0.07257060489530773
14.0,0.0,90.0,30.0,-0.05932948007264159
14.5,0.0,90.0,30.0,-0.04886558694095982
15.0,0.0,90.0,30.0,-0.04052752614804021
16.0,0.0,90.0,30.0,-0.02841625891937113
17.0,0.0,90.0,30.0,-0.020386778039262195
18.0,0.0,90.0,30.0,-0.014923396538813307
19.0,0.0,90.0,30.0,-0.01112165820387048
20.0,0.0,90.0,30.0,-0.00842036290878255
21.0,0.0,90.0,30.0,-0.006466819825752879
22.0,0.0,90.0,30.0,-0.005029480179517521
23.0,0.0,90.0,30.0,-0.003957347595388257
24.0,0.0,90.0,30.0,-0.0031461689838988604
25.0,0.0,90.0,30.0,-0.0025248360405336714
50.0,0.0,90.0,30.0,-4.718617215743848e-05
100.0,0.0,90.0,30.0,0.0
2.8,30.0,90.0,30.0,249.61127063630687
2.9,30.0,90.0,30.0,203.513512453805
3.0,30.0,90.0,30.0,132.87810106853658
3.1,30.0,90.0,30.0,66.29555801943816
3.2,30.0,90.0,30.0,12.67575527831271
3.3,30.0,90.0,30.0,-31.132998617574675
3.4,30.0,90.0,30.0,-57.4673841686426
3.5,30.0,90.0,30.0,-73.48532589060777
3.6,30.0,90.0,30.0,-81.5165959216547
3.7,30.0,90.0,30.0,-83.94019961113565
3.8,30.0,90.0,30.0,-79.96495703500707
3.9,30.0,90.0,30.0,-76.35857976395243
4.0,30.0,90.0,30.0,-71.2689977719253
4.1,30.0,90.0,30.0,-64.87520249458196
4.2,30.0,90.0,30.0,-58.90324097015857
4.3,30.0,90.0,30.0,-54.87952193316457
4.4,30.0,90.0,30.0,-49.05198437249662
4.5,30.0,90.0,30.0,-43.673104089966955
4.6,30.0,90.0,30.0,-38.784144515150686
4.7,30.0,90.0,30.0,-33.21410885426104
4.8,30.0,90.0,30.0,-30.47512187549979
4.9,30.0,90.0,30.0,-27.004548045348358
5.0,30.0,90.0,30.0,-23.94735291967566
5.1,30.0,90.0,30.0,-21.25787590963291
5.2,30.0,90.0,30.0,-18.895791395611887
5.3,30.0,90.0,30.0,-16.822795574291728
5.4,30.0,90.0,30.0,-15.003484772048232
5.5,30.0,90.0,30.0,-13.405861780121166
5.6,30.0,90.0,30.0,-12.001469300814424
5.7,30.0,90.0,30.0,-10.76527098557002
5.8,30.0,90.0,30.0,-9.67543503479737
5.9,30.0,90.0,30.0,-8.713018151261029
6.0,30.0,90.0,30.0,-7.861618996648298
6.2,30.0,90.0,30.0,-6.437013784511158
6.4,30.0,90.0,30.0,-5.309553952312302
6.6,30.0,90.0,30.0,-4.410255122213441
6.8,30.0,90.0,30.0,-3.6873353186361615
7.0,30.0,90.0,30.0,-3.1018037831956646
7.2,30.0,90.0,30.0,-2.624178483870573
7.4,30.0,90.0,30.0,-2.231988950039093
7.6,30.0,90.0,30.0,-1.9079614372176774
7.8,30.0,90.0,30.0,-1.6386956931791072
8.0,30.0,90.0,30.0,-1.413708518664022
8.2,30.0,90.0,30.0,-1.2247355966731757
8.4,30.0,90.0,30.0,-1.0652280204705764
8.6,30.0,90.0,30.0,-0.9299609749057203
8.8,30.0,90.0,30.0,-0.8147407448733407
9.0,30.0,90.0,30.0,-0.7161878566611434
9.5,30.0,90.0,30.0,-0.5298514842619139
10.0,30.0,90.0,30.0,-0.39674428911895304
10.5,30.0,90.0,30.0,-0.30176730121276424
11.0,30.0,90.0,30.0,-0.23273550640208243
11.5,30.0,90.0,30.0,-0.18172631238542308
12.0,30.0,90.0,30.0,-0.1434707868594525
12.5,30.0,90.0,30.0,-0.11440378668041817
13.0,30.0,90.0,30.0,-0.09206258602209957
13.5,30.0,90.0,30.0,-0.07471421197100725
14.0,30.0,90.0,30.0,-0.06111468869313697
14.5,30.0,90.0,30.0,-0.05036196778218099
15.0,30.0,90.0,30.0,-0.0417897258437614
16.0,30.0,90.0,30.0,-0.0293305896408323
17.0,30.0,90.0,30.0,-0.021061665993673415
18.0,30.0,90.0,30.0,-0.015431921189445178
19.0,30.0,90.0,30.0,-0.011509471213216785
20.0,30.0,90.0,30.0,-0.00872236189600315
21.0,30.0,90.0,30.0,-0.0067045128775156115
22.0,30.0,90.0,30.0,-0.005219987059122815
23.0,30.0,90.0,30.0,-0.004110761134688943
24.0,30.0,90.0,30.0,-0.0032721484845785655
25.0,30.0,90.0,30.0,-0.0026299655471045467
50.0,30.0,90.0,30.0,-5.618738128205792e-05
100.0,30.0,90.0,30.0,0.0
2.8,60.0,90.0,30.0,239.7483584022673
2.9,60.0,90.0,30.0,192.34584504980802
