2.500000000000000000e+00,4.126234036128906161e+07,-1.347039749779167026e+07,-2.731942203785593621e+06,5.739379413184884191e+07,-4.997511008845487982e+07,2.445679536053169891e+07,-1.915084370548389480e+07,-5.365688992160943337e+06,3.603254054757416714e+06,-3.650550520451535005e+06,-5.306340868486286141e+06,4.157326377509876154e+06,-2.472724139638732653e+06,1.926011467095298925e+06,9.460265293799793348e+06,-4.882957226751305163e+06,3.963327531210232060e+06,-3.832130174002903048e+06,4.815620586001613177e+06,-2.548135208968143165e+07,2.468696327439890243e+06,-7.803207178472066298e+06,1.812828488557612151e+07,8.377771301628799178e+06,-5.561046102803892456e+06,4.752873672865657136e+06,-4.576362132902465761e+06,5.571817630503474735e+06
2.600000000000000089e+00,2.550002234712708741e+07,-8.289304831335312687e+06,-1.661138667356146965e+06,3.546873371630838513e+07,-3.079268819983701780e+07,1.506917996941011958e+07,-1.179586263075846620e+07,-3.261583459398053586e+06,2.189117226538123097e+06,-2.215850530416125897e+06,-3.239164149678606540e+06,2.515190510745361447e+06,-1.489824767565773567e+06,1.150832970860613743e+06,5.844927124530448578e+06,-3.017113308147973381e+06,2.449328705486448947e+06,-2.368946829680919182e+06,2.978193732524312567e+06,-1.570820881508633494e+07,1.487742646011546487e+06,-4.783962005578191020e+06,1.114476957237858512e+07,5.171984241081327200e+06,-3.431257592842643615e+06,2.930120292928357143e+06,-2.817997973284098320e+06,3.425768133215060923e+06
2.700000000000000178e+00,1.566982302540228143e+07,-5.069817099811090156e+06,-1.002868113220552332e+06,2.179675541218383983e+07,-1.885851943266366050e+07,9.228778038972381502e+06,-7.221439280581242405e+06,-1.967853063310224330e+06,1.320003807737003081e+06,-1.334772562381489901e+06,-1.959502452990834601e+06,1.509239939707189333e+06,-8.898091398029273842e+05,6.808339708837269573e+05,3.590815173431269359e+06,-1.853725255024527665e+06,1.505202611090344843e+06,-1.456314540151965804e+06,1.831767413898950210e+06,-9.623751534925511107e+06,8.885069533517399104e+05,-2.913495838402444497e+06,6.808238930114635266e+06,3.174456347191818990e+06,-2.104773266070080921e+06,1.795660637180276448e+06,-1.724670936153271934e+06,2.093045232325312914e+06
2.799999999999999822e+00,9.569837541678229347e+06,-3.079966728799792007e+06,-6.007245530834478559e+05,1.331350531473286822e+07,-1.147305392459324189e+07,5.614462266580137424e+06,-4.391501140590784140e+06,-1.177533378418122418e+06,7.893378557890793309e+05,-7.972584391219923273e+05,-1.172907411051999545e+06,8.973339097881026100e+05,-5.262485732455817051e+05,3.982458013775896979e+05,2.192403199763023295e+06,-1.131932506027660798e+06,9.193534854612436611e+05,-8.898617134493264602e+05,1.119932604723766679e+06,-5.855925670756869018e+06,5.252332971078974660e+05,-1.761397019096568692e+06,4.130231756153027061e+06,1.936118528428777819e+06,-1.282848617847992573e+06,1.093274013797441032e+06,-1.048488686232686974e+06,1.269965955019349465e+06
2.899999999999999911e+00,5.805181500294313766e+06,-1.857316345250199782e+06,-3.567336724805833655e+05,8.078172219129584730e+06,-6.929012677558886819e+06,3.390707953932431992e+06,-2.650963880583964288e+06,-6.981847497582685901e+05,4.676546045200268272e+05,-4.717339578733172384e+05,-6.932832723524662433e+05,5.280263459089011885e+05,-3.077882309185091290e+05,2.299361558192415687e+05,1.329557200841376558e+06,-6.865374018697192660e+05,5.577759123995917616e+05,-5.401465903544619214e+05,6.802639721056349808e+05,-3.536338881521702278e+06,3.068853992866210174e+05,-1.056271045857734047e+06,2.486433251779276412e+06,1.172684314695149427e+06,-7.764171298605310731e+05,6.608813910803226754e+05,-6.327404487798322225e+05,7.647065410627676174e+05
3.000000000000000000e+00,3.495596316988867708e+06,-1.110898253763985354e+06,-2.098150197781986790e+05,4.866241652081122622e+06,-4.150981653894052841e+06,2.031217257498925319e+06,-1.587298395825476851e+06,-4.097475467028608546e+05,2.742110568517651409e+05,-2.761905359201263054e+05,-4.035567363213928184e+05,3.070829459885553224e+05,-1.777411860586609109e+05,1.307614673643276619e+05,8.003199235275260871e+05,-4.133221143699999084e+05,3.359249492181829992e+05,-3.254941002735270886e+05,4.102550942003553500e+05,-2.117557038712922484e+06,1.769121612355035322e+05,-6.277299926452167565e+05,1.484159527612382779e+06,7.048821864589990582e+05,-4.662927074212282314e+05,3.963628190361285815e+05,-3.787594663470053347e+05,4.566036763663927559e+05
3.100000000000000089e+00,2.087898045653968351e+06,-6.584451698984098621e+05,-1.220868027749860921e+05,2.908339417449923698e+06,-2.464513349892252125e+06,1.205921251880401978e+06,-9.418593899732507998e+05,-2.377161228832468332e+05,1.589195134491318604e+05,-1.597896323716759798e+05,-2.304551900722079736e+05,1.762009122676214320e+05,-1.011427073672467523e+05,7.303978832644950307e+04,4.778141369238777552e+05,-2.468108942304750672e+05,2.006801256685079716e+05,-1.945794584039033798e+05,2.454757873632650590e+05,-1.255974304786578752e+06,1.003958301267729985e+05,-3.693055878989555640e+05,8.775370605480670929e+05,4.201400620529573062e+05,-2.776613924589243252e+05,2.356546808173222234e+05,-2.246985965751553013e+05,2.701007777185489540e+05
3.200000000000000178e+00,1.236025052677858155e+06,-3.863342124768286594e+05,-7.018873751530954905e+04,1.723244950115899788e+06,-1.448643845296482556e+06,7.088037606000907253e+05,-5.532596520253070630e+05,-1.361246345922772598e+05,9.089185228031467705e+04,-9.120352954693834181e+04,-1.283840314878920908e+05,9.953500276492034027e+04,-5.656967374474795361e+04,3.992239929564734484e+04,2.826903278212105506e+05,-1.460531882937829068e+05,1.188147266472738265e+05,-1.152932722456628399e+05,1.456063891580329509e+05,-7.369449601917042164e+05,5.592099739925479662e+04,-2.148152346990142541e+05,5.133790330705111264e+05,2.480942894597594859e+05,-1.637801496481740905e+05,1.387573436131932249e+05,-1.319775648981574050e+05,1.581212515978633601e+05
3.299999999999999822e+00,7.245609114591670223e+05,-2.241101923461404222e+05,-3.980570667646694346e+04,1.011453545438423520e+06,-8.419975531100926455e+05,4.119500388049769681e+05,-3.213272608730132924e+05,-7.679812136059998011e+04,5.120416923533723457e+04,-5.125502421799702279e+04,-6.915658774216650636e+04,5.520139242833226308e+04,-3.099343289398631168e+04,2.123987674981704549e+04,1.655674057018174790e+05,-8.556307692176560522e+04,6.964703496894882119e+04,-6.764475137206558429e+04,8.553594065364090784e+04,-4.270825288365515880e+05,3.045233374143737456e+04,-1.233536734408537159e+05,2.967655082258369657e+05,1.449849092405232368e+05,-9.559285795715637505e+04,8.082529293182637775e+04,-7.665748989317957603e+04,9.149358777940386790e+04
3.399999999999999911e+00,4.201416478246616898e+05,-1.283402352363686368e+05,-2.222620692430621784e+04,5.875638344679173315e+05,-4.832206666192299454e+05,2.363954046629244403e+05,-1.842457448768572940e+05,-4.259078832101157604e+04,2.834664503362893447e+04,-2.829118581322849059e+04,-3.547740583692619839e+04,2.994455879032197117e+04,-1.655663950388934245e+04,1.091241035984719747e+04,9.588008272643291275e+04,-4.956449261057563126e+04,4.037266820723568526e+04,-3.925380887885127595e+04,4.970706339610741270e+04,-2.439744668898246018e+05,1.612294581951700820e+04,-6.979853323394812469e+04,1.692344650124424952e+05,8.374720021146441286e+04,-5.513862115518265637e+04,4.651362934270237020e+04,-4.397102489601428533e+04,5.225025371966532839e+04
