R,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
2.5,3123.4338140219984,810.6492042916486,-378.42514300263406,-1748.6099844482164,1351.0180213430622,-721.4483804237927,775.5281210108474,-1464.9636486147883,1129.2084851816123,-1369.726843232303,-53.049006433170206,786.5277524616762,-569.4824260579173,672.7520914309403,1916.026888671236,-935.7844163108044,665.4538583631805,-516.2460310399301,462.4717391852674,1455.9463347452202,866.062266876723,-563.8179864065074,508.6154384472321,1816.0527774286682,-1206.0682305528942,1032.623693210062,-998.7435670200223,1227.417055536151
2.6,2687.5999485604807,428.07668093098624,-175.91858113662718,-750.0715419199154,772.9111736887539,-423.05163378923135,492.64013202819945,-673.977676670557,523.4714659942591,-640.1704137072895,-61.741048213394166,432.34616819930744,-312.9122887738512,369.07431848418423,934.0569468822582,-456.09920712876294,324.1717287830608,-251.23366658413556,224.6270763670022,707.0695183370701,478.06582938654907,-309.87826322451133,277.58283033216793,884.0359689140071,-585.9839711051663,500.19746159520605,-481.7716201878758,588.9418517061747
2.7,2108.690399156462,229.84236876576014,-76.11285367578469,-250.21465362738257,502.08229585400954,-283.35620381402407,355.6941002311074,-285.1765259382784,224.0255506944469,-277.1931015133962,-55.936505029916745,228.11117312470498,-167.4981834037606,201.5444031758991,434.35748288022364,-212.14978660279883,150.89499303551258,-117.13941054092047,105.15888206834722,328.4801737340274,263.2336049480814,-166.05150476970059,140.8084091637704,409.6474918827543,-270.69997132529875,229.93617810000177,-219.956605006725,266.5289764380839
2.8,1541.87755281303,126.73040239654478,-29.576651041692053,-21.25938004727095,375.67964751895397,-217.5886328046705,286.3894890712012,-104.8833250271316,84.06311982292414,-106.04645345724659,-45.443614182139406,113.8155802650804,-87.32316969634192,111.3815907846171,190.03842240995414,-92.93273987528352,66.32402696190782,-51.86342122697319,47.32428789713361,144.51713976621312,146.36529983671613,-86.36760495906074,62.40865642150869,177.8782665962624,-116.92853897741087,98.48289531098479,-93.08903455687617,111.04044408786449
2.9,1053.5974883358663,71.72512774520139,-9.565022232355041,66.58354885088895,312.3664375630274,-183.69859022084916,246.24645526658048,-28.19537162084987,23.80204317843171,-31.39319768285518,-34.761572545615344,52.29203858700646,-44.60159615391206,64.14877185104783,76.63879287090846,-37.6082102227506,27.094041155836546,-21.60609409358264,20.54849810779038,59.48492508457129,83.9073642826039,-43.40890640782389,19.436608167460847,70.58226745137678,-45.94572615845247,38.08011339999126,-35.16259514212258,40.62144110179287
3.0,663.4296400203988,40.76832327229526,-2.0406474090860574,85.5005566955356,273.92150333196844,-162.13414505680444,217.6116209900592,-0.04576899176922211,1.1842665999614894,-2.728244723243435,-25.647331234330785,20.89277031615626,-22.79645927817986,40.04474827894788,27.623892339962808,-13.681935845404816,10.101144834202373,-8.452059615544368,8.804946755581932,22.64690196289385,51.02886468693648,-21.038501836982157,-2.569511828918351,24.497785259582336,-15.61321026282403,12.479635008743568,-10.893044405480346,11.55853866741862
3.1,368.0095826682124,21.949765160003246,0.07733737696266729,74.35028300344553,243.98695718606234,-144.67943913713196,193.2226829507738,7.302033278807517,-5.094116441681361,5.696408146493443,-18.528575518207887,6.087079851295741,-12.26377037085475,27.94491664934167,8.557976688877869,-4.3526398760808185,3.4310085490108815,-3.2138544872127612,3.974529226937719,8.005263901015587,33.834489021238625,-9.908738586776852,-12.568945498306771,6.837755395765289,-4.106508028709717,2.9278188493671955,-2.0524410054663274,1.3114601473233818
3.2,154.25103178806285,9.571068152772066,0.17011708096162081,53.08912166921273,216.6436187087027,-128.4770204064591,170.654668481635,7.033959579929881,-5.242710209342308,6.33217744503747,-13.25489470507479,-0.013294493607190816,-7.521435162472941,21.781282813136706,2.353660118496851,-1.2919056680634542,1.1940710557679806,-1.376376323833469,2.1187693828536354,2.8180322180252393,24.72085163469464,-4.709067767864612,-15.998125692125662,1.3195845463651512,-0.6008008657887522,0.14141500547063357,0.35768196437320876,-1.2088180498319314
3.3,6.319061368858178,0.9761890900839347,-0.2757999004077174,31.22757132427519,190.50373625215587,-112.95392703043166,149.4894207273574,4.8864595472888865,-3.7604513161355495,4.743632961920188,-9.477705840223727,-1.8646475630931718,-5.555231615264608,18.370870614090144,1.0083383562978518,-0.6031832207733334,0.6423155219941954,-0.8449368174736236,1.433740102187544,1.210085697259494,19.640202015588955,-2.495209022435824,-16.07125669928811,0.3210564714020947,-0.040609601169532716,-0.1990283697574129,0.5028932509515405,-1.1023131929964203
3.4,-90.96440690496783,-5.080976469845663,-0.6948522333377207,12.705151854056151,165.8207255142175,-98.33054347477609,129.96154547116424,2.9855175545647628,-2.3571529610017037,3.1023359647259667,-6.827896025588835,-1.879784606933498,-4.781566004792289,16.132611708709334,1.0832783740528242,-0.6134305130700568,0.5982845280097981,-0.725815789751036,1.1568426284758644,0.7075313078486811,16.51060432875245,-1.6857191949653203,-14.625032954573173,0.5784451587765993,-0.2713709966605178,0.07936008154142549,0.12691109783471144,-0.47527722186879595
3.5,-150.6872786067937,-9.23787983828969,-0.9353100076239453,-1.358152840079267,143.1923758914922,-84.96161668692702,112.37475686366058,1.8485159095708568,-1.4846325951010702,2.028575855769939,-4.9875726010066685,-1.287145912831189,-4.422256351878994,14.34328977250589,1.3035404556825272,-0.7022317032178642,0.6250250403600703,-0.686646671842956,1.0025945690391769,0.41788935601326926,14.307652939240445,-1.4670853640925543,-12.660236105626147,0.8967597077805864,-0.5129512199090409,0.32692858575253503,-0.1662475483112047,-0.032116808661115215
