I	J	5.000	10.000	15.000	20.000	25.000	30.000	40.000	50.000	60.000	70.000	80.000	90.000	100.000
2	1	7.46E-11	6.89E-11	6.60E-11	6.47E-11	6.42E-11	6.40E-11	6.40E-11	6.40E-11	6.40E-11	6.38E-11	6.35E-11	6.32E-11	6.27E-11
3	1	2.68E-11	2.58E-11	2.77E-11	3.06E-11	3.35E-11	3.64E-11	4.15E-11	4.57E-11	4.91E-11	5.20E-11	5.43E-11	5.63E-11	5.80E-11
3	2	1.15E-10	1.05E-10	1.01E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	1.00E-10	9.96E-11	9.89E-11	9.81E-11	9.72E-11	9.62E-11
4	1	1.55E-11	1.28E-11	1.27E-11	1.29E-11	1.31E-11	1.32E-11	1.32E-11	1.30E-11	1.28E-11	1.25E-11	1.22E-11	1.19E-11	1.16E-11
4	2	5.44E-11	5.22E-11	5.49E-11	5.90E-11	6.33E-11	6.75E-11	7.48E-11	8.08E-11	8.58E-11	8.98E-11	9.32E-11	9.60E-11	9.84E-11
4	3	1.35E-10	1.21E-10	1.16E-10	1.14E-10	1.14E-10	1.13E-10	1.12E-10	1.11E-10	1.10E-10	1.09E-10	1.08E-10	1.07E-10	1.05E-10
5	1	1.16E-11	1.12E-11	1.13E-11	1.15E-11	1.18E-11	1.20E-11	1.24E-11	1.28E-11	1.30E-11	1.33E-11	1.35E-11	1.36E-11	1.38E-11
5	2	3.65E-11	2.96E-11	2.82E-11	2.78E-11	2.76E-11	2.73E-11	2.66E-11	2.58E-11	2.50E-11	2.42E-11	2.35E-11	2.28E-11	2.22E-11
5	3	6.68E-11	6.51E-11	6.83E-11	7.28E-11	7.75E-11	8.20E-11	9.00E-11	9.65E-11	1.02E-10	1.06E-10	1.10E-10	1.13E-10	1.16E-10
5	4	1.43E-10	1.29E-10	1.23E-10	1.20E-10	1.19E-10	1.18E-10	1.17E-10	1.15E-10	1.14E-10	1.13E-10	1.12E-10	1.10E-10	1.09E-10
6	1	9.71E-12	7.64E-12	6.88E-12	6.44E-12	6.12E-12	5.86E-12	5.44E-12	5.10E-12	4.81E-12	4.56E-12	4.34E-12	4.16E-12	3.99E-12
6	2	2.56E-11	2.53E-11	2.56E-11	2.60E-11	2.63E-11	2.67E-11	2.72E-11	2.76E-11	2.80E-11	2.82E-11	2.85E-11	2.88E-11	2.90E-11
6	3	4.68E-11	3.85E-11	3.63E-11	3.53E-11	3.45E-11	3.38E-11	3.25E-11	3.13E-11	3.01E-11	2.90E-11	2.80E-11	2.71E-11	2.63E-11
6	4	7.48E-11	7.30E-11	7.63E-11	8.10E-11	8.59E-11	9.07E-11	9.90E-11	1.06E-10	1.11E-10	1.16E-10	1.20E-10	1.23E-10	1.26E-10
6	5	1.44E-10	1.31E-10	1.25E-10	1.22E-10	1.21E-10	1.20E-10	1.18E-10	1.17E-10	1.16E-10	1.15E-10	1.13E-10	1.12E-10	1.10E-10
7	1	5.69E-12	6.00E-12	6.14E-12	6.19E-12	6.20E-12	6.19E-12	6.16E-12	6.12E-12	6.10E-12	6.09E-12	6.10E-12	6.12E-12	6.14E-12
7	2	2.17E-11	1.75E-11	1.56E-11	1.44E-11	1.35E-11	1.28E-11	1.16E-11	1.07E-11	1.00E-11	9.43E-12	8.93E-12	8.51E-12	8.15E-12
7	3	3.47E-11	3.39E-11	3.41E-11	3.45E-11	3.49E-11	3.52E-11	3.57E-11	3.61E-11	3.64E-11	3.68E-11	3.71E-11	3.74E-11	3.77E-11
7	4	5.12E-11	4.26E-11	4.02E-11	3.89E-11	3.79E-11	3.71E-11	3.54E-11	3.39E-11	3.26E-11	3.14E-11	3.03E-11	2.93E-11	2.84E-11
7	5	8.03E-11	7.89E-11	8.23E-11	8.71E-11	9.21E-11	9.69E-11	1.05E-10	1.12E-10	1.18E-10	1.23E-10	1.27E-10	1.30E-10	1.33E-10
7	6	1.42E-10	1.31E-10	1.26E-10	1.23E-10	1.22E-10	1.21E-10	1.19E-10	1.18E-10	1.17E-10	1.16E-10	1.14E-10	1.13E-10	1.12E-10
8	1	4.95E-12	4.15E-12	3.67E-12	3.31E-12	3.04E-12	2.82E-12	2.49E-12	2.24E-12	2.05E-12	1.91E-12	1.79E-12	1.69E-12	1.61E-12
8	2	1.48E-11	1.48E-11	1.50E-11	1.50E-11	1.50E-11	1.49E-11	1.48E-11	1.47E-11	1.46E-11	1.46E-11	1.46E-11	1.46E-11	1.47E-11
8	3	2.70E-11	2.24E-11	2.01E-11	1.85E-11	1.73E-11	1.63E-11	1.47E-11	1.35E-11	1.26E-11	1.18E-11	1.11E-11	1.06E-11	1.02E-11
8	4	4.07E-11	4.00E-11	4.03E-11	4.07E-11	4.10E-11	4.14E-11	4.19E-11	4.23E-11	4.26E-11	4.30E-11	4.33E-11	4.37E-11	4.40E-11
8	5	5.25E-11	4.47E-11	4.23E-11	4.10E-11	4.00E-11	3.90E-11	3.73E-11	3.57E-11	3.42E-11	3.29E-11	3.18E-11	3.08E-11	2.98E-11
8	6	8.40E-11	8.30E-11	8.66E-11	9.15E-11	9.66E-11	1.02E-10	1.10E-10	1.18E-10	1.24E-10	1.29E-10	1.33E-10	1.36E-10	1.39E-10
8	7	1.42E-10	1.31E-10	1.26E-10	1.24E-10	1.22E-10	1.21E-10	1.20E-10	1.19E-10	1.18E-10	1.16E-10	1.15E-10	1.14E-10	1.12E-10
9	1	4.01E-12	3.91E-12	3.92E-12	3.92E-12	3.91E-12	3.89E-12	3.85E-12	3.83E-12	3.81E-12	3.80E-12	3.80E-12	3.81E-12	3.83E-12
9	2	1.09E-11	9.39E-12	8.30E-12	7.47E-12	6.81E-12	6.28E-12	5.48E-12	4.90E-12	4.46E-12	4.12E-12	3.85E-12	3.64E-12	3.47E-12
9	3	2.14E-11	2.14E-11	2.14E-11	2.14E-11	2.13E-11	2.12E-11	2.11E-11	2.09E-11	2.09E-11	2.08E-11	2.09E-11	2.09E-11	2.10E-11
9	4	2.98E-11	2.53E-11	2.28E-11	2.10E-11	1.96E-11	1.84E-11	1.66E-11	1.52E-11	1.41E-11	1.32E-11	1.25E-11	1.19E-11	1.14E-11
9	5	4.40E-11	4.41E-11	4.46E-11	4.51E-11	4.56E-11	4.60E-11	4.67E-11	4.72E-11	4.77E-11	4.82E-11	4.86E-11	4.91E-11	4.94E-11
9	6	5.28E-11	4.60E-11	4.38E-11	4.25E-11	4.15E-11	4.05E-11	3.86E-11	3.70E-11	3.55E-11	3.41E-11	3.29E-11	3.19E-11	3.09E-11
