I	J	4.000	6.000	8.000	10.000	12.000	14.000	16.000	18.000	20.000	22.000	24.000	26.000	28.000	30.000	32.000	34.000	36.000	38.000	40.000	42.000	44.000	46.000	48.000	50.000	52.000	54.000	56.000	58.000	60.000	62.000	64.000	66.000	68.000	70.000	72.000	74.000	76.000	78.000	80.000	82.000	84.000	86.000	88.000	90.000	92.000	94.000	96.000	98.000	100.000
2	1	3.67E-11	3.86E-11	4.13E-11	4.41E-11	4.66E-11	4.85E-11	4.97E-11	5.01E-11	5.01E-11	4.98E-11	4.93E-11	4.88E-11	4.83E-11	4.76E-11	4.70E-11	4.63E-11	4.55E-11	4.48E-11	4.40E-11	4.32E-11	4.24E-11	4.16E-11	4.08E-11	4.00E-11	3.92E-11	3.84E-11	3.77E-11	3.69E-11	3.62E-11	3.55E-11	3.48E-11	3.41E-11	3.34E-11	3.28E-11	3.22E-11	3.16E-11	3.10E-11	3.04E-11	2.99E-11	2.94E-11	2.89E-11	2.84E-11	2.79E-11	2.74E-11	2.69E-11	2.65E-11	2.60E-11	2.55E-11	2.51E-11
3	1	8.13E-12	9.56E-12	1.05E-11	1.07E-11	1.04E-11	1.00E-11	9.52E-12	9.09E-12	8.73E-12	8.42E-12	8.16E-12	7.94E-12	7.74E-12	7.57E-12	7.40E-12	7.25E-12	7.11E-12	6.97E-12	6.85E-12	6.73E-12	6.61E-12	6.50E-12	6.39E-12	6.29E-12	6.19E-12	6.09E-12	6.00E-12	5.91E-12	5.82E-12	5.73E-12	5.65E-12	5.56E-12	5.48E-12	5.40E-12	5.32E-12	5.24E-12	5.16E-12	5.08E-12	5.01E-12	4.94E-12	4.88E-12	4.82E-12	4.76E-12	4.72E-12	4.68E-12	4.64E-12	4.62E-12	4.60E-12	4.59E-12
3	2	6.84E-11	7.49E-11	7.94E-11	8.15E-11	8.17E-11	8.11E-11	8.03E-11	7.93E-11	7.83E-11	7.73E-11	7.62E-11	7.51E-11	7.39E-11	7.28E-11	7.16E-11	7.04E-11	6.92E-11	6.80E-11	6.68E-11	6.56E-11	6.45E-11	6.33E-11	6.22E-11	6.11E-11	6.00E-11	5.89E-11	5.79E-11	5.69E-11	5.59E-11	5.49E-11	5.40E-11	5.31E-11	5.22E-11	5.14E-11	5.06E-11	4.98E-11	4.90E-11	4.82E-11	4.75E-11	4.67E-11	4.60E-11	4.53E-11	4.46E-11	4.40E-11	4.33E-11	4.26E-11	4.19E-11	4.12E-11	4.06E-11
4	1	2.46E-12	2.48E-12	2.47E-12	2.44E-12	2.43E-12	2.41E-12	2.40E-12	2.39E-12	2.38E-12	2.36E-12	2.33E-12	2.30E-12	2.26E-12	2.22E-12	2.18E-12	2.14E-12	2.10E-12	2.06E-12	2.02E-12	1.98E-12	1.94E-12	1.90E-12	1.87E-12	1.84E-12	1.80E-12	1.77E-12	1.74E-12	1.71E-12	1.69E-12	1.66E-12	1.63E-12	1.61E-12	1.58E-12	1.56E-12	1.53E-12	1.51E-12	1.49E-12	1.46E-12	1.44E-12	1.42E-12	1.40E-12	1.38E-12	1.36E-12	1.35E-12	1.34E-12	1.33E-12	1.32E-12	1.31E-12	1.31E-12
4	2	2.14E-11	2.22E-11	2.19E-11	2.12E-11	2.04E-11	1.96E-11	1.89E-11	1.83E-11	1.78E-11	1.73E-11	1.69E-11	1.65E-11	1.61E-11	1.57E-11	1.54E-11	1.51E-11	1.47E-11	1.44E-11	1.42E-11	1.39E-11	1.36E-11	1.33E-11	1.31E-11	1.28E-11	1.26E-11	1.23E-11	1.21E-11	1.18E-11	1.16E-11	1.14E-11	1.12E-11	1.10E-11	1.08E-11	1.06E-11	1.05E-11	1.03E-11	1.01E-11	9.95E-12	9.80E-12	9.65E-12	9.52E-12	9.39E-12	9.27E-12	9.17E-12	9.07E-12	9.00E-12	8.93E-12	8.88E-12	8.85E-12
4	3	7.42E-11	8.18E-11	8.37E-11	8.12E-11	7.77E-11	7.45E-11	7.19E-11	6.97E-11	6.80E-11	6.66E-11	6.53E-11	6.42E-11	6.32E-11	6.22E-11	6.12E-11	6.03E-11	5.93E-11	5.84E-11	5.75E-11	5.66E-11	5.57E-11	5.48E-11	5.40E-11	5.31E-11	5.22E-11	5.14E-11	5.05E-11	4.97E-11	4.89E-11	4.81E-11	4.73E-11	4.66E-11	4.58E-11	4.51E-11	4.44E-11	4.38E-11	4.31E-11	4.25E-11	4.19E-11	4.13E-11	4.07E-11	4.01E-11	3.96E-11	3.90E-11	3.85E-11	3.79E-11	3.74E-11	3.68E-11	3.63E-11
5	1	2.80E-12	2.18E-12	1.84E-12	1.62E-12	1.47E-12	1.36E-12	1.30E-12	1.25E-12	1.23E-12	1.21E-12	1.20E-12	1.18E-12	1.17E-12	1.16E-12	1.15E-12	1.14E-12	1.12E-12	1.11E-12	1.10E-12	1.08E-12	1.07E-12	1.05E-12	1.03E-12	1.02E-12	9.99E-13	9.81E-13	9.64E-13	9.46E-13	9.28E-13	9.10E-13	8.93E-13	8.76E-13	8.59E-13	8.42E-13	8.26E-13	8.09E-13	7.94E-13	7.78E-13	7.63E-13	7.48E-13	7.33E-13	7.18E-13	7.03E-13	6.88E-13	6.73E-13	6.58E-13	6.43E-13	6.29E-13	6.15E-13
5	2	1.29E-11	1.17E-11	1.07E-11	9.91E-12	9.21E-12	8.63E-12	8.15E-12	7.76E-12	7.45E-12	7.19E-12	6.98E-12	6.81E-12	6.66E-12	6.54E-12	6.43E-12	6.33E-12	6.23E-12	6.14E-12	6.05E-12	5.97E-12	5.88E-12	5.80E-12	5.72E-12	5.64E-12	5.55E-12	5.47E-12	5.39E-12	5.31E-12	5.23E-12	5.15E-12	5.07E-12	5.00E-12	4.92E-12	4.85E-12	4.77E-12	4.70E-12	4.63E-12	4.57E-12	4.50E-12	4.44E-12	4.38E-12	4.32E-12	4.27E-12	4.22E-12	4.18E-12	4.14E-12	4.10E-12	4.07E-12	4.05E-12
5	3	3.03E-11	2.72E-11	2.50E-11	2.32E-11	2.19E-11	2.08E-11	2.00E-11	1.93E-11	1.88E-11	1.83E-11	1.78E-11	1.74E-11	1.69E-11	1.65E-11	1.61E-11	1.58E-11	1.54E-11	1.51E-11	1.48E-11	1.45E-11	1.42E-11	1.39E-11	1.37E-11	1.35E-11	1.32E-11	1.30E-11	1.28E-11	1.26E-11	1.23E-11	1.21E-11	1.19E-11	1.17E-11	1.15E-11	1.13E-11	1.11E-11	1.09E-11	1.08E-11	1.06E-11	1.04E-11	1.02E-11	1.00E-11	9.87E-12	9.71E-12	9.56E-12	9.42E-12	9.28E-12	9.15E-12	9.03E-12	8.92E-12
