I	J	5.000	6.000	7.000	8.000	9.000	10.000	12.000	14.000	16.000	18.000	20.000	25.000	30.000	35.000	40.000	45.000	50.000	60.000	70.000	80.000	90.000	100.000
2	1	3.76E-10	2.99E-10	2.37E-10	1.94E-10	1.67E-10	1.52E-10	1.41E-10	1.41E-10	1.43E-10	1.42E-10	1.38E-10	1.18E-10	9.92E-11	8.62E-11	7.74E-11	7.13E-11	6.67E-11	6.00E-11	5.47E-11	4.97E-11	4.47E-11	4.01E-11
3	1	4.49E-11	4.32E-11	4.24E-11	4.22E-11	4.24E-11	4.29E-11	4.41E-11	4.53E-11	4.63E-11	4.69E-11	4.71E-11	4.71E-11	4.63E-11	4.51E-11	4.37E-11	4.20E-11	4.02E-11	3.65E-11	3.33E-11	3.06E-11	2.84E-11	2.64E-11
3	2	1.33E-10	1.15E-10	1.10E-10	1.15E-10	1.27E-10	1.43E-10	1.80E-10	2.08E-10	2.19E-10	2.17E-10	2.07E-10	1.73E-10	1.48E-10	1.34E-10	1.25E-10	1.18E-10	1.13E-10	1.02E-10	9.09E-11	7.91E-11	6.79E-11	5.79E-11
4	1	7.99E-12	8.61E-12	9.32E-12	1.01E-11	1.09E-11	1.18E-11	1.35E-11	1.50E-11	1.60E-11	1.64E-11	1.62E-11	1.48E-11	1.30E-11	1.14E-11	1.03E-11	9.36E-12	8.64E-12	7.62E-12	6.94E-12	6.51E-12	6.22E-12	5.99E-12
4	2	6.85E-11	6.75E-11	6.85E-11	7.03E-11	7.22E-11	7.39E-11	7.62E-11	7.74E-11	7.79E-11	7.79E-11	7.76E-11	7.64E-11	7.46E-11	7.22E-11	6.95E-11	6.66E-11	6.36E-11	5.80E-11	5.32E-11	4.93E-11	4.60E-11	4.29E-11
4	3	2.21E-10	1.79E-10	1.57E-10	1.57E-10	1.74E-10	2.00E-10	2.34E-10	2.29E-10	2.07E-10	1.87E-10	1.72E-10	1.51E-10	1.42E-10	1.38E-10	1.36E-10	1.34E-10	1.31E-10	1.18E-10	1.02E-10	8.47E-11	6.99E-11	5.78E-11
5	1	4.44E-12	4.68E-12	5.19E-12	5.96E-12	6.99E-12	8.18E-12	1.05E-11	1.19E-11	1.21E-11	1.17E-11	1.11E-11	9.85E-12	9.09E-12	8.65E-12	8.38E-12	8.18E-12	7.97E-12	7.48E-12	6.89E-12	6.25E-12	5.65E-12	5.16E-12
5	2	1.53E-11	1.76E-11	2.03E-11	2.31E-11	2.62E-11	2.92E-11	3.44E-11	3.75E-11	3.85E-11	3.80E-11	3.67E-11	3.28E-11	2.91E-11	2.60E-11	2.35E-11	2.14E-11	1.97E-11	1.72E-11	1.54E-11	1.41E-11	1.31E-11	1.21E-11
5	3	7.00E-11	7.56E-11	8.17E-11	8.70E-11	9.08E-11	9.31E-11	9.47E-11	9.43E-11	9.31E-11	9.17E-11	9.03E-11	8.70E-11	8.36E-11	8.01E-11	7.64E-11	7.27E-11	6.92E-11	6.28E-11	5.75E-11	5.32E-11	4.94E-11	4.59E-11
