I	J	5.000	6.000	7.000	8.000	9.000	10.000	12.000	14.000	16.000	18.000	20.000	25.000	30.000	35.000	40.000	45.000	50.000	60.000	70.000	80.000	90.000	100.000
2	1	4.49E-11	4.43E-11	4.34E-11	4.24E-11	4.14E-11	4.03E-11	3.83E-11	3.64E-11	3.47E-11	3.32E-11	3.18E-11	2.90E-11	2.68E-11	2.50E-11	2.36E-11	2.24E-11	2.14E-11	1.97E-11	1.85E-11	1.75E-11	1.67E-11	1.61E-11
3	1	1.88E-11	1.91E-11	1.94E-11	1.96E-11	1.98E-11	2.00E-11	2.04E-11	2.07E-11	2.10E-11	2.13E-11	2.15E-11	2.20E-11	2.23E-11	2.26E-11	2.29E-11	2.31E-11	2.33E-11	2.37E-11	2.40E-11	2.43E-11	2.45E-11	2.48E-11
3	2	7.62E-11	7.57E-11	7.46E-11	7.33E-11	7.18E-11	7.03E-11	6.72E-11	6.44E-11	6.18E-11	5.94E-11	5.73E-11	5.28E-11	4.93E-11	4.64E-11	4.41E-11	4.21E-11	4.04E-11	3.78E-11	3.57E-11	3.40E-11	3.27E-11	3.16E-11
4	1	1.20E-11	1.21E-11	1.22E-11	1.21E-11	1.20E-11	1.19E-11	1.17E-11	1.14E-11	1.11E-11	1.08E-11	1.06E-11	1.00E-11	9.54E-12	9.15E-12	8.82E-12	8.54E-12	8.30E-12	7.90E-12	7.59E-12	7.34E-12	7.13E-12	6.96E-12
4	2	3.04E-11	3.12E-11	3.17E-11	3.21E-11	3.24E-11	3.27E-11	3.32E-11	3.37E-11	3.41E-11	3.45E-11	3.48E-11	3.56E-11	3.62E-11	3.68E-11	3.73E-11	3.77E-11	3.81E-11	3.89E-11	3.96E-11	4.02E-11	4.08E-11	4.13E-11
4	3	7.96E-11	8.03E-11	8.03E-11	7.98E-11	7.90E-11	7.80E-11	7.59E-11	7.36E-11	7.14E-11	6.93E-11	6.73E-11	6.31E-11	5.96E-11	5.67E-11	5.42E-11	5.22E-11	5.04E-11	4.75E-11	4.52E-11	4.34E-11	4.19E-11	4.07E-11
5	1	5.59E-12	5.44E-12	5.31E-12	5.19E-12	5.09E-12	5.01E-12	4.89E-12	4.81E-12	4.76E-12	4.73E-12	4.73E-12	4.75E-12	4.81E-12	4.89E-12	4.97E-12	5.05E-12	5.13E-12	5.28E-12	5.42E-12	5.55E-12	5.68E-12	5.79E-12
5	2	2.25E-11	2.36E-11	2.42E-11	2.47E-11	2.49E-11	2.50E-11	2.50E-11	2.49E-11	2.46E-11	2.42E-11	2.39E-11	2.30E-11	2.22E-11	2.15E-11	2.09E-11	2.04E-11	1.99E-11	1.91E-11	1.85E-11	1.79E-11	1.75E-11	1.71E-11
5	3	3.81E-11	3.81E-11	3.81E-11	3.81E-11	3.81E-11	3.81E-11	3.82E-11	3.83E-11	3.85E-11	3.88E-11	3.90E-11	3.97E-11	4.03E-11	4.09E-11	4.15E-11	4.21E-11	4.26E-11	4.36E-11	4.45E-11	4.54E-11	4.61E-11	4.69E-11
5	4	7.27E-11	7.48E-11	7.59E-11	7.65E-11	7.66E-11	7.64E-11	7.56E-11	7.43E-11	7.30E-11	7.16E-11	7.02E-11	6.69E-11	6.41E-11	6.17E-11	5.96E-11	5.77E-11	5.61E-11	5.34E-11	5.13E-11	4.95E-11	4.81E-11	4.69E-11
6	1	6.01E-12	6.23E-12	6.38E-12	6.49E-12	6.55E-12	6.60E-12	6.62E-12	6.61E-12	6.56E-12	6.50E-12	6.43E-12	6.26E-12	6.08E-12	5.93E-12	5.79E-12	5.66E-12	5.55E-12	5.36E-12	5.20E-12	5.07E-12	4.96E-12	4.87E-12
6	2	1.34E-11	1.26E-11	1.20E-11	1.15E-11	1.10E-11	1.07E-11	1.01E-11	9.78E-12	9.54E-12	9.38E-12	9.28E-12	9.21E-12	9.27E-12	9.40E-12	9.57E-12	9.75E-12	9.94E-12	1.03E-11	1.07E-11	1.10E-11	1.13E-11	1.16E-11
6	3	2.84E-11	2.96E-11	3.05E-11	3.11E-11	3.15E-11	3.18E-11	3.21E-11	3.22E-11	3.21E-11	3.19E-11	3.17E-11	3.10E-11	3.03E-11	2.96E-11	2.90E-11	2.84E-11	2.79E-11	2.70E-11	2.63E-11	2.56E-11	2.51E-11	2.46E-11
