I	J	5.000	10.000	15.000	20.000	25.000	30.000	35.000	40.000	45.000	50.000	55.000	60.000	65.000	70.000	75.000	80.000	85.000	90.000	95.000	100.000
2	1	6.87E-11	9.49E-11	1.05E-10	1.06E-10	1.03E-10	9.81E-11	9.33E-11	8.86E-11	8.41E-11	7.97E-11	7.56E-11	7.19E-11	6.85E-11	6.54E-11	6.28E-11	6.04E-11	5.83E-11	5.64E-11	5.47E-11	5.32E-11
3	1	4.18E-11	7.05E-11	7.43E-11	6.83E-11	6.18E-11	5.63E-11	5.16E-11	4.77E-11	4.45E-11	4.18E-11	3.95E-11	3.75E-11	3.58E-11	3.43E-11	3.29E-11	3.15E-11	3.02E-11	2.90E-11	2.79E-11	2.70E-11
3	2	9.67E-11	1.16E-10	1.15E-10	1.11E-10	1.09E-10	1.07E-10	1.05E-10	1.03E-10	9.93E-11	9.58E-11	9.21E-11	8.83E-11	8.47E-11	8.12E-11	7.80E-11	7.49E-11	7.21E-11	6.94E-11	6.70E-11	6.47E-11
4	1	8.44E-12	1.21E-11	1.26E-11	1.24E-11	1.22E-11	1.19E-11	1.16E-11	1.12E-11	1.08E-11	1.04E-11	1.01E-11	9.70E-12	9.36E-12	9.03E-12	8.69E-12	8.35E-12	8.01E-12	7.67E-12	7.31E-12	6.94E-12
4	2	1.03E-10	1.18E-10	1.11E-10	1.01E-10	9.35E-11	8.75E-11	8.23E-11	7.77E-11	7.36E-11	6.99E-11	6.66E-11	6.36E-11	6.07E-11	5.80E-11	5.54E-11	5.28E-11	5.04E-11	4.81E-11	4.59E-11	4.41E-11
4	3	7.60E-11	9.80E-11	9.91E-11	9.61E-11	9.46E-11	9.39E-11	9.28E-11	9.11E-11	8.86E-11	8.57E-11	8.26E-11	7.93E-11	7.61E-11	7.29E-11	6.99E-11	6.70E-11	6.43E-11	6.18E-11	5.95E-11	5.73E-11
5	1	1.19E-11	1.44E-11	1.42E-11	1.36E-11	1.31E-11	1.27E-11	1.22E-11	1.17E-11	1.12E-11	1.07E-11	1.02E-11	9.76E-12	9.34E-12	8.93E-12	8.55E-12	8.18E-12	7.84E-12	7.54E-12	7.29E-12	7.11E-12
5	2	1.20E-11	1.84E-11	2.05E-11	2.08E-11	2.07E-11	2.01E-11	1.94E-11	1.85E-11	1.77E-11	1.69E-11	1.62E-11	1.55E-11	1.48E-11	1.42E-11	1.36E-11	1.30E-11	1.24E-11	1.18E-11	1.13E-11	1.07E-11
5	3	7.81E-11	9.90E-11	9.80E-11	9.23E-11	8.82E-11	8.49E-11	8.17E-11	7.85E-11	7.54E-11	7.23E-11	6.94E-11	6.66E-11	6.38E-11	6.10E-11	5.83E-11	5.56E-11	5.31E-11	5.07E-11	4.85E-11	4.65E-11
5	4	5.45E-11	7.51E-11	7.78E-11	7.64E-11	7.54E-11	7.48E-11	7.38E-11	7.21E-11	6.98E-11	6.71E-11	6.42E-11	6.12E-11	5.83E-11	5.54E-11	5.27E-11	5.03E-11	4.80E-11	4.59E-11	4.41E-11	4.24E-11
6	1	3.04E-12	4.21E-12	4.53E-12	4.49E-12	4.36E-12	4.15E-12	3.90E-12	3.66E-12	3.44E-12	3.25E-12	3.08E-12	2.93E-12	2.80E-12	2.68E-12	2.56E-12	2.46E-12	2.36E-12	2.28E-12	2.19E-12	2.11E-12
6	2	2.09E-11	2.50E-11	2.50E-11	2.41E-11	2.34E-11	2.27E-11	2.19E-11	2.09E-11	1.99E-11	1.89E-11	1.79E-11	1.70E-11	1.61E-11	1.53E-11	1.46E-11	1.39E-11	1.33E-11	1.27E-11	1.22E-11	1.16E-11
6	3	1.52E-11	2.31E-11	2.53E-11	2.52E-11	2.47E-11	2.38E-11	2.26E-11	2.13E-11	2.00E-11	1.89E-11	1.78E-11	1.67E-11	1.58E-11	1.49E-11	1.41E-11	1.33E-11	1.26E-11	1.20E-11	1.14E-11	1.09E-11
6	4	5.91E-11	7.98E-11	8.34E-11	8.23E-11	8.12E-11	8.00E-11	7.82E-11	7.58E-11	7.31E-11	7.02E-11	6.71E-11	6.40E-11	6.09E-11	5.79E-11	5.51E-11	5.24E-11	5.00E-11	4.77E-11	4.56E-11	4.37E-11
6	5	4.32E-11	6.11E-11	6.32E-11	6.14E-11	6.01E-11	5.90E-11	5.75E-11	5.56E-11	5.32E-11	5.06E-11	4.79E-11	4.53E-11	4.27E-11	4.04E-11	3.82E-11	3.63E-11	3.46E-11	3.31E-11	3.18E-11	3.06E-11
