I	J	5.000	6.000	7.000	8.000	9.000	10.000	12.000	14.000	16.000	18.000	20.000	25.000	30.000	35.000	40.000	45.000	50.000	55.000	60.000	65.000	70.000	75.000	80.000	85.000	90.000	95.000	100.000
8	7	2.09E-11	2.71E-11	3.29E-11	3.76E-11	4.12E-11	4.40E-11	4.79E-11	5.02E-11	5.13E-11	5.17E-11	5.15E-11	5.04E-11	4.95E-11	4.86E-11	4.73E-11	4.58E-11	4.42E-11	4.26E-11	4.09E-11	3.94E-11	3.79E-11	3.65E-11	3.51E-11	3.39E-11	3.28E-11	3.17E-11	3.09E-11
9	1	6.05E-13	7.86E-13	9.51E-13	1.10E-12	1.24E-12	1.35E-12	1.54E-12	1.65E-12	1.71E-12	1.74E-12	1.74E-12	1.71E-12	1.67E-12	1.63E-12	1.58E-12	1.53E-12	1.48E-12	1.44E-12	1.39E-12	1.34E-12	1.29E-12	1.24E-12	1.19E-12	1.15E-12	1.10E-12	1.06E-12	1.02E-12
9	2	1.92E-12	2.47E-12	3.00E-12	3.50E-12	3.96E-12	4.36E-12	4.95E-12	5.29E-12	5.46E-12	5.51E-12	5.50E-12	5.44E-12	5.35E-12	5.22E-12	5.05E-12	4.86E-12	4.68E-12	4.50E-12	4.31E-12	4.13E-12	3.95E-12	3.77E-12	3.61E-12	3.46E-12	3.34E-12	3.22E-12	3.08E-12
9	3	3.03E-12	3.94E-12	4.74E-12	5.45E-12	6.07E-12	6.60E-12	7.41E-12	7.91E-12	8.19E-12	8.32E-12	8.38E-12	8.41E-12	8.42E-12	8.34E-12	8.19E-12	7.98E-12	7.75E-12	7.49E-12	7.22E-12	6.94E-12	6.66E-12	6.39E-12	6.12E-12	5.88E-12	5.65E-12	5.44E-12	5.24E-12
9	4	5.21E-12	6.77E-12	8.04E-12	9.13E-12	1.00E-11	1.08E-11	1.19E-11	1.25E-11	1.29E-11	1.30E-11	1.31E-11	1.30E-11	1.29E-11	1.26E-11	1.23E-11	1.19E-11	1.15E-11	1.11E-11	1.06E-11	1.03E-11	9.89E-12	9.54E-12	9.22E-12	8.95E-12	8.72E-12	8.53E-12	8.33E-12
9	5	6.57E-12	8.76E-12	1.06E-11	1.22E-11	1.36E-11	1.48E-11	1.69E-11	1.85E-11	1.96E-11	2.03E-11	2.07E-11	2.10E-11	2.09E-11	2.06E-11	2.02E-11	1.96E-11	1.90E-11	1.85E-11	1.79E-11	1.73E-11	1.67E-11	1.62E-11	1.57E-11	1.53E-11	1.49E-11	1.46E-11	1.42E-11
9	6	8.76E-12	1.17E-11	1.41E-11	1.61E-11	1.77E-11	1.92E-11	2.16E-11	2.35E-11	2.48E-11	2.56E-11	2.61E-11	2.65E-11	2.63E-11	2.58E-11	2.49E-11	2.39E-11	2.30E-11	2.21E-11	2.12E-11	2.04E-11	1.97E-11	1.90E-11	1.83E-11	1.77E-11	1.72E-11	1.67E-11	1.63E-11
9	7	1.51E-11	2.05E-11	2.54E-11	2.95E-11	3.31E-11	3.63E-11	4.20E-11	4.69E-11	5.08E-11	5.38E-11	5.60E-11	5.91E-11	6.03E-11	6.02E-11	5.92E-11	5.78E-11	5.63E-11	5.47E-11	5.31E-11	5.14E-11	4.97E-11	4.80E-11	4.64E-11	4.47E-11	4.31E-11	4.15E-11	4.01E-11
9	8	2.00E-11	2.60E-11	3.15E-11	3.61E-11	3.98E-11	4.26E-11	4.68E-11	4.95E-11	5.12E-11	5.21E-11	5.24E-11	5.21E-11	5.12E-11	5.01E-11	4.87E-11	4.71E-11	4.54E-11	4.37E-11	4.20E-11	4.03E-11	3.87E-11	3.72E-11	3.59E-11	3.47E-11	3.36E-11	3.26E-11	3.17E-11
10	1	5.97E-13	7.72E-13	9.17E-13	1.04E-12	1.14E-12	1.22E-12	1.33E-12	1.40E-12	1.42E-12	1.41E-12	1.40E-12	1.38E-12	1.38E-12	1.38E-12	1.37E-12	1.35E-12	1.33E-12	1.30E-12	1.26E-12	1.22E-12	1.17E-12	1.13E-12	1.09E-12	1.04E-12	1.00E-12	9.65E-13	9.20E-13
10	2	1.07E-12	1.54E-12	2.00E-12	2.42E-12	2.79E-12	3.10E-12	3.57E-12	3.87E-12	4.03E-12	4.09E-12	4.10E-12	4.06E-12	4.02E-12	3.96E-12	3.88E-12	3.79E-12	3.68E-12	3.57E-12	3.44E-12	3.30E-12	3.16E-12	3.02E-12	2.88E-12	2.76E-12	2.66E-12	2.56E-12	2.46E-12
10	3	2.74E-12	3.79E-12	4.70E-12	5.49E-12	6.15E-12	6.69E-12	7.45E-12	7.89E-12	8.10E-12	8.17E-12	8.17E-12	8.08E-12	7.99E-12	7.84E-12	7.64E-12	7.40E-12	7.15E-12	6.88E-12	6.61E-12	6.32E-12	6.04E-12	5.77E-12	5.52E-12	5.30E-12	5.13E-12	4.97E-12	4.78E-12
10	4	3.77E-12	5.05E-12	6.10E-12	6.98E-12	7.73E-12	8.35E-12	9.27E-12	9.84E-12	1.02E-11	1.03E-11	1.04E-11	1.04E-11	1.03E-11	1.01E-11	9.84E-12	9.56E-12	9.28E-12	8.98E-12	8.68E-12	8.37E-12	8.06E-12	7.74E-12	7.44E-12	7.15E-12	6.87E-12	6.62E-12	6.38E-12
10	5	5.41E-12	7.32E-12	8.89E-12	1.02E-11	1.13E-11	1.22E-11	1.37E-11	1.46E-11	1.51E-11	1.54E-11	1.54E-11	1.54E-11	1.52E-11	1.49E-11	1.45E-11	1.40E-11	1.35E-11	1.30E-11	1.26E-11	1.21E-11	1.17E-11	1.13E-11	1.10E-11	1.06E-11	1.03E-11	1.01E-11	9.82E-12
10	6	7.12E-12	9.62E-12	1.17E-11	1.34E-11	1.48E-11	1.62E-11	1.84E-11	2.02E-11	2.14E-11	2.21E-11	2.25E-11	2.29E-11	2.28E-11	2.25E-11	2.21E-11	2.15E-11	2.09E-11	2.02E-11	1.96E-11	1.90E-11	1.84E-11	1.78E-11	1.73E-11	1.68E-11	1.63E-11	1.59E-11	1.56E-11
10	7	9.55E-12	1.27E-11	1.53E-11	1.73E-11	1.89E-11	2.04E-11	2.29E-11	2.48E-11	2.62E-11	2.71E-11	2.77E-11	2.80E-11	2.78E-11	2.73E-11	2.65E-11	2.56E-11	2.47E-11	2.38E-11	2.29E-11	2.21E-11	2.14E-11	2.06E-11	2.00E-11	1.94E-11	1.88E-11	1.84E-11	1.79E-11
10	8	1.46E-11	1.96E-11	2.42E-11	2.80E-11	3.13E-11	3.42E-11	3.93E-11	4.37E-11	4.73E-11	5.02E-11	5.25E-11	5.61E-11	5.76E-11	5.78E-11	5.72E-11	5.64E-11	5.53E-11	5.40E-11	5.26E-11	5.11E-11	4.95E-11	4.79E-11	4.63E-11	4.47E-11	4.31E-11	4.15E-11	3.99E-11
10	9	1.91E-11	2.47E-11	3.00E-11	3.43E-11	3.78E-11	4.05E-11	4.44E-11	4.72E-11	4.90E-11	5.01E-11	5.06E-11	5.07E-11	5.01E-11	4.90E-11	4.78E-11	4.66E-11	4.53E-11	4.39E-11	4.25E-11	4.10E-11	3.96E-11	3.83E-11	3.71E-11	3.59E-11	3.49E-11	3.39E-11	3.30E-11
