R	Gamma	E
1.00	0	-225.497291255075
1.00	10	-226.757067265114
1.00	20	-228.724349451879
1.00	30	-230.042213099661
1.00	40	-230.708703956215
1.00	50	-230.999719776881
1.00	60	-231.103866222056
1.00	70	-231.119573766172
1.00	80	-231.095311940966
1.00	90	-231.059576316924
1.00	100	-231.064997458307
1.00	110	-231.09049699076
1.00	120	-231.069612673468
1.00	130	-230.966013862872
1.00	140	-230.722431309235
1.00	150	-230.261523159183
1.00	160	-229.538906943297
1.00	170	-228.706673183042
1.00	180	-228.224410289129
1.10	0	-228.091912842714
1.10	10	-228.698856134991
1.10	20	-229.720802410546
1.10	30	-230.490289607925
1.10	40	-230.91239945331
1.10	50	-231.105044248749
1.10	60	-231.17598263417
1.10	70	-231.188080119934
1.10	80	-231.17509792032
1.10	90	-231.165835089799
1.10	100	-231.161520249253
1.10	110	-231.165059104446
1.10	120	-231.146236263984
1.10	130	-231.071597866881
1.10	140	-230.90157110693
1.10	150	-230.588447688508
1.10	160	-230.112213701844
1.10	170	-229.578920925085
1.10	180	-229.301166686452
1.20	0	-229.256173331278
1.20	10	-229.605709994175
1.20	20	-230.238621334068
1.20	30	-230.742319464763
1.20	40	-231.033711203675
1.20	50	-231.175614053366
1.20	60	-231.235273985995
1.20	70	-231.254243082947
1.20	80	-231.257268834182
1.20	90	-231.267229655764
1.20	100	-231.258230193194
1.20	110	-231.239647607432
1.20	120	-231.210928072184
1.20	130	-231.142637264181
1.20	140	-231.003326730641
1.20	150	-230.757209518656
1.20	160	-230.382422049525
1.20	170	-229.943023779647
1.20	180	-229.714428926677
1.30	0	-229.709112600337
1.30	10	-229.984492388528
1.30	20	-230.485276183645
1.30	30	-230.874002399515
1.30	40	-231.104935465565
1.30	50	-231.227957216555
1.30	60	-231.288795223713
1.30	70	-231.31641103008
1.30	80	-231.329906476046
1.30	90	-231.341551430112
1.30	100	-231.333872464383
1.30	110	-231.308468918098
1.30	120	-231.270676628801
1.30	130	-231.199328552133
1.30	140	-231.067957886006
1.30	150	-230.849017770737
1.30	160	-230.506514673355
1.30	170	-230.014026622722
1.30	180	-229.688266299041
1.40	0	-229.704204902509
1.40	10	-230.060515986145
1.40	20	-230.592748474879
1.40	30	-230.942645740827
1.40	40	-231.151675992301
1.40	50	-231.273143735367
1.40	60	-231.338293197549
1.40	70	-231.370779950487
1.40	80	-231.387610001598
1.40	90	-231.396474333558
1.40	100	-231.390147396133
1.40	110	-231.366420515776
1.40	120	-231.32566841069
1.40	130	-231.251611214387
1.40	140	-231.120358769042
1.40	150	-230.913549632652
1.40	160	-230.569958332884
1.40	170	-229.866489670315
1.40	180	-229.2110814642
1.50	0	-229.243561503261
1.50	10	-229.916291849302
1.50	20	-230.639548232175
1.50	30	-230.986636423123
1.50	40	-231.190868909332
1.50	50	-231.315856219817
1.50	60	-231.382436817792
1.50	70	-231.415118549658
1.50	80	-231.431085536106
1.50	90	-231.437377355484
1.50	100	-231.432096228525
1.50	110	-231.412308459615
1.50	120	-231.373895473925
1.50	130	-231.301598288358
1.50	140	-231.171858198286
1.50	150	-230.974812530446
1.50	160	-230.606661132967
1.50	170	-229.477932382514
1.50	180	-228.02658362088
1.60	0	-228.080887137741
1.60	10	-229.559116187386
1.60	20	-230.664773810737
1.60	30	-231.027217006139
1.60	40	-231.230334205544
1.60	50	-231.355922320191
1.60	60	-231.419677785659
1.60	70	-231.449563463917
1.60	80	-231.463190810797
1.60	90	-231.467672159198
1.60	100	-231.463313934542
1.60	110	-231.447451567756
1.60	120	-231.414026799012
1.60	130	-231.347617561108
1.60	140	-231.223695565937
1.60	150	-231.036226955131
1.60	160	-230.626011287314
1.60	170	-228.778902908742
1.60	180	-225.492815611913
1.70	0	-225.572961654077
1.70	10	-228.950147632082
1.70	20	-230.684569186887
1.70	30	-231.070359535985
1.70	40	-231.270393791793
1.70	50	-231.391588281478
1.70	60	-231.449695749197
1.70	70	-231.475601314255
1.70	80	-231.486709836929
1.70	90	-231.489940726688
1.70	100	-231.486412885712
1.70	110	-231.473919372217
1.70	120	-231.446103695144
1.70	130	-231.387697615032
1.70	140	-231.272759268717
1.70	150	-231.093364248258
1.70	160	-230.642343029947
1.70	170	-227.798484745765
1.70	180	-219.401226516662
1.80	0	-219.574081960945
1.80	10	-228.115083149476
1.80	20	-230.708662178629
1.80	30	-231.113527321365
1.80	40	-231.308519901767
1.80	50	-231.421895940561
1.80	60	-231.473221266209
1.80	70	-231.495003812437
1.80	80	-231.503848372451
1.80	90	-231.50619260162
1.80	100	-231.503390389167
1.80	110	-231.493664719036
1.80	120	-231.471084408072
1.80	130	-231.421055818282
1.80	140	-231.316304612159
1.80	150	-231.143089732869
1.80	160	-230.673553165001
1.80	170	-226.843816561786
1.80	180	-200.946994565424
1.90	0	-201.431227162873
1.90	10	-227.320662693656
1.90	20	-230.744387083474
1.90	30	-231.153487586931
1.90	40	-231.343028698441
1.90	50	-231.446950688312
1.90	60	-231.491370037944
1.90	70	-231.509338857793
1.90	80	-231.516275962013
1.90	90	-231.517976538244
1.90	100	-231.515787252666
1.90	110	-231.508292382693
1.90	120	-231.490231944794
1.90	130	-231.448015129382
1.90	140	-231.353369631584
1.90	150	-231.184433751702
1.90	160	-230.729148135299
1.90	170	-226.497923251762
2.00	10	-227.042081053905
2.00	20	-230.795345367575
2.00	30	-231.188590375542
2.00	40	-231.373467698917
2.00	50	-231.467348611136
2.00	60	-231.50523763737
2.00	70	-231.519862911436
2.00	80	-231.525242103242
2.00	90	-231.526469479233
2.00	100	-231.524783450142
2.00	110	-231.519062718586
2.00	120	-231.504760793901
2.00	130	-231.469439256239
2.00	140	-231.384280377688
2.00	150	-231.217608259985
2.00	160	-230.803296096395
2.00	170	-227.049796554984
2.10	10	-227.506373896736
2.10	20	-230.85659140304
2.10	30	-231.218728006071
