R	0	30	60	90
1.0	707829.644436	264767.650784	118276.571528	114657.995419
1.1	392251.899082	181166.149275	99262.145059	84750.740986
1.2	245845.324235	136418.710819	80064.200441	61821.771192
1.3	178855.314815	111192.053744	61771.697987	44759.695458
1.4	150646.297104	92872.092754	46210.937261	32180.336047
1.5	141532.653952	75430.616905	33943.980095	22990.275327
1.6	141539.609699	58750.820196	24637.792304	16328.425568
1.7	79999.870946	44332.974496	17716.102668	11531.096024
1.8	57494.598967	32709.860262	12633.172968	8096.360568
1.9	40858.237172	23730.15859	8938.133536	5650.15859
2.0	28801.798311	16991.968893	6275.486317	3916.815508
2.1	20170.81593	12039.421059	4371.932708	2694.861929
2.2	14044.569995	8454.059364	3020.846617	1837.996365
2.3	9725.627133	5888.459306	2068.395266	1240.529709
2.4	6698.456257	4069.429882	1401.382674	826.474131
2.5	4587.358088	2789.620252	937.436562	541.457882
2.6	3121.801665	1895.318785	617.124874	346.770781
2.7	2108.882081	1274.438078	397.855288	214.993863
2.8	1411.970179	846.224123	249.250604	126.800722
2.9	934.783436	552.970979	149.704926	68.632283
3.0	609.804375	353.731704	83.926283	31.006901
3.1	389.905148	219.593035	41.17573	7.320856
3.2	242.304038	130.252723	13.994409	-7.009872
3.3	144.259042	71.546079	-2.742309	-15.146505
3.4	80.036498	33.667141	-12.533111	-19.255882
3.5	38.772146	9.858263	-17.763772	-20.810945
3.6	12.960251	-4.532189	-20.061611	-20.803052
3.7	-2.589336	-12.708899	-20.533699	-19.890818
3.8	-11.454303	-16.872987	-19.924431	-18.502929
3.9	-16.076012	-18.523433	-18.722635	-16.909856
4.0	-18.090801	-18.664426	-17.237706	-15.274432
4.1	-18.565307	-17.951736	-15.656673	-13.688653
4.2	-18.166352	-16.797819	-14.08674	-12.199984
4.3	-17.288295	-15.449657	-12.586315	-10.829739
4.4	-16.151471	-14.046937	-11.185548	-9.584736
4.5	-14.877186	-12.664815	-9.899137	-8.464269
4.6	-13.538404	-11.343079	-8.733136	-7.463765
4.7	-12.187549	-10.103522	-7.688431	-6.576475
4.8	-10.867386	-8.959287	-6.762203	-5.794236
4.9	-9.613241	-7.918482	-5.948661	-5.108051
5.0	-8.452202	-6.985344	-5.239511	-4.508348
5.1	-7.40251	-6.160229	-4.624553	-3.985425
5.2	-6.473488	-5.43953	-4.092626	-3.529828
5.3	-5.666325	-4.815975	-3.632287	-3.132658
5.4	-4.975253	-4.279444	-3.232755	-2.785855
5.5	-4.38944	-3.818225	-2.884444	-2.482327
5.6	-3.894872	-3.42029	-2.579141	-2.215931
5.7	-3.476468	-3.074455	-2.310262	-1.981469
5.8	-3.119748	-2.771162	-2.072419	-1.774571
5.9	-2.811985	-2.502687	-1.861402	-1.591558
6.0	-2.542861	-2.263128	-1.673678	-1.429305
6.2	-2.09107	-1.854405	-1.357258	-1.156879
6.4	-1.724154	-1.521221	-1.10469	-0.940372
6.6	-1.421244	-1.248342	-0.901771	-0.767189
6.8	-1.169905	-1.024088	-0.737624	-0.627786
7.0	-0.961071	-0.839225	-0.604032	-0.514985
7.2	-0.787614	-0.686623	-0.494884	-0.423252
7.4	-0.643871	-0.560801	-0.405608	-0.348402
7.6	-0.525277	-0.457456	-0.332664	-0.287113
7.8	-0.428005	-0.372994	-0.273031	-0.236789
8.0	-0.348646	-0.304226	-0.224324	-0.195348
8.2	-0.284163	-0.24844	-0.184515	-0.161185
8.4	-0.231921	-0.203205	-0.151897	-0.132902
8.6	-0.189588	-0.166501	-0.125114	-0.109477
8.8	-0.155258	-0.136635	-0.103067	-0.090047
9.0	-0.127348	-0.11226	-0.084828	-0.073848
9.5	-0.077904	-0.068769	-0.051606	-0.044193
10.0	-0.047353	-0.041526	-0.030279	-0.025131
10.5	-0.027799	-0.023937	-0.016319	-0.01269
11.0	-0.014935	-0.012294	-0.007004	-0.004454
11.5	-0.006256	-0.00442	-0.000746	0.001026
12.0	-0.000363	0.000925	0.003466	0.004652
12.5	0.003666	0.004524	0.006304	0.007059
13.0	0.006396	0.006989	0.00816	0.008626
13.5	0.008213	0.008601	0.009357	0.009619
14.0	0.009389	0.009615	0.010088	0.010182
14.5	0.010114	0.010266	0.010504	0.010477
15.0	0.010542	0.010585	0.010666	0.010551
16.0	0.010735	0.010689	0.010556	0.010337
17.0	0.010471	0.010361	0.010122	0.009851
18.0	0.009976	0.009849	0.009575	0.009278
19.0	0.009384	0.009243	0.00894	0.008667
20.0	0.008772	0.008642	0.00834	0.008035
21.0	0.008179	0.008038	0.007737	0.007471
22.0	0.007611	0.007478	0.007184	0.006931
23.0	0.007072	0.006955	0.006686	0.006439
24.0	0.006594	0.006488	0.006211	0.005981
25.0	0.006147	0.006038	0.005797	0.005571
50.0	0.001527	0.001493	0.001442	0.001374
100.0	6.4e-05	5e-05	1.6e-05	2.2e-05
