R,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
2.5,1350.4233370933412,-1153.5419081930922,1850.9417105286939,-5283.574952753566,581.297483655451,-136.3532605297757,-239.4217295038148,2683.984453730691,-1848.9535810513182,1877.56295398686,-220.2097204545114,-2155.4726339248296,1562.800766303887,-1819.1972297193408,-814.1892799660977,388.3767907367562,-259.23087849864675,176.48524189957163,-119.43626992014472,597.2806535872934,-1344.3740787636311,1019.4240609274805,-1189.110853103556,-1022.0699321612884,776.923353749922,-798.4868054870637,950.033792484149,-1446.8440646937534
2.6,1826.5392212623542,-480.0843409111039,961.9099289646462,-2549.137561858616,492.474281748985,-188.41120817406306,38.31919459218946,1455.9289824732753,-1006.0567498320331,1028.482869143993,-210.60793011969002,-1148.223029249018,827.562785890254,-954.2473863804491,-425.84051488392583,202.06472994784423,-132.76838625939843,86.78241063314907,-51.03492027806895,296.2273183470131,-693.7056634170124,537.4016559816899,-644.1169989265061,-546.5521220056883,417.47094824319674,-431.4331302069581,515.9280053055849,-788.9917226265973
2.7,1720.6675456292032,-160.16198652253078,483.96239370432227,-1125.4162078013603,435.3872453698804,-208.6787231097766,173.85360816000002,770.1752169548884,-534.0646989931022,550.1569876215464,-165.89891629423806,-593.326311377745,421.83850250586426,-476.0960616068528,-217.15406445555502,102.52831535447194,-66.34264632546471,41.56432100641924,-20.404469943351188,138.263504920655,-338.9113005805806,274.73931731774144,-347.4723719108671,-284.4254864945765,218.21160743001235,-226.637127232377,272.25416149761145,-417.8737074789127
2.8,1390.3695792796282,-22.867000079483702,233.6794616171131,-420.0389426286055,389.0134273003964,-208.21331312361366,228.04124182995957,395.2177965282872,-275.18661684154637,286.043542098447,-118.30505172840572,-294.84629930255,203.6249679250597,-219.15824351960612,-107.40491340459644,50.49452315231633,-32.23443739295413,19.39942382009614,-7.629229439742602,58.86655861147602,-151.0384140421081,134.97332372639858,-188.59810205953596,-143.01510744257007,110.13152484128824,-114.86294412421199,138.5010997223908,-213.2157892296936
2.9,1014.4148874463942,24.96619078120568,106.78706596214393,-96.39113897380304,345.872291632305,-195.57966273075522,237.89108065704647,195.36783565651933,-136.72314447288383,143.7105836292686,-79.40436817257904,-138.9985776180763,90.09408650067752,-86.27927015625261,-51.11777936720795,23.963583115536423,-15.153669608843419,8.843773168762336,-2.7673819442136676,21.28535765761579,-55.40689428150356,62.71855467317485,-104.7575251249186,-68.71585499007688,53.0587512511948,-55.5039810604407,67.10398274418736,-103.51659564760334
3.0,673.4455372301738,32.49438294441407,45.04800511059005,32.79145375631118,304.3624966245305,-176.84552995304045,225.37394870105825,92.18117089149207,-64.94406973137376,69.28218177329695,-51.38665811126952,-60.693564240187605,33.64466354285534,-21.283155178614045,-23.099980213953714,10.824958782478598,-6.831811360740962,3.9490048620459755,-1.107677177350313,5.058550763111999,-9.452368082912766,26.689886585361457,-60.95968342656837,-30.961591520864285,23.934302720381893,-25.068721719690423,30.340547896499068,-46.840465471242894
3.1,396.4695895706082,24.511107705147978,16.617198305575712,68.90971946860313,264.9966499894763,-155.9942741065097,203.1238766318266,41.03669306753231,-29.19731446900439,31.83073892780399,-32.760961576354674,-23.35781639271589,7.4013059298679025,7.743147182188123,-9.660054249509198,4.5436528934197975,-2.8977830241032922,1.720449786441526,-0.5754411267524429,-0.8797824784940325,10.624388313328737,9.552730125411486,-38.06984014505066,-12.611682392026193,9.737661784821984,-10.185559723439368,12.312163004971904,-18.986837201430163
3.2,187.04320779878074,12.702810228347943,4.523209304937398,64.93015184715176,228.7041291704404,-135.43655149899706,178.08583690887355,17.041640629406324,-12.326675161887678,13.923798106287776,-21.05936291960593,-6.882513558564639,-3.483961946595522,18.537250833020604,-3.519782183141734,1.6731653373708886,-1.100079198458368,0.706549697946441,-0.35526068532673527,-2.287979634731249,17.820377628413887,1.9221325070510389,-25.860996436300923,-4.242675053451074,3.259606273627064,-3.390680697142438,4.07810876388333,-6.263041122013296
3.3,37.55881917232166,1.9707519179854032,0.007093775002461555,47.1412112492382,196.18016364447692,-116.47996689796733,153.8195610110976,6.636853174833916,-4.951772592944555,5.953218980413431,-13.977184453069787,-0.5067072896410945,-6.992937199515955,20.686091521720947,-0.9082672887639305,0.44318793328832484,-0.3126254178095049,0.23427298304011046,-0.18738277754015087,-2.0041146424111,19.024166459663633,-1.1404606843271345,-19.01033440211016,-0.796855168435691,0.6033828826304921,-0.6174979538284577,0.7319393772828446,-1.1111780452995408
3.4,-63.302020534038235,-6.106778609316482,-1.2675750849473308,27.585587356443273,167.72723975829442,-99.70680296284542,131.93236962788032,2.656480919195488,-2.093252368539045,2.770968969428428,-9.744107333676673,1.330238935993945,-7.265049473080475,19.180809314883913,0.07032251962960245,-0.028373657711340705,0.009723690860616863,0.0065242271872980595,-0.026945790967765504,-1.3145040374124548,17.74462527909119,-2.1420952571672798,-14.830669103163702,0.3599980360611479,-0.2742072578524315,0.2821221561473206,-0.33529247584942046,0.5086366752491651
