R	Gamma	E
1.00	0	-41.077795039251
1.00	10	-41.082998064094
1.00	20	-41.097696553103
1.00	30	-41.119189589421
1.00	40	-41.14386901311
1.00	50	-41.168410164074
1.00	60	-41.190245815541
1.00	70	-41.207424205253
1.00	80	-41.218298066775
1.00	90	-41.221184145677
1.00	100	-41.213970545922
1.00	110	-41.193711740142
1.00	120	-41.156275995383
1.00	130	-41.096169759737
1.00	140	-41.005056943817
1.00	150	-40.854073416753
1.00	160	-40.477019847252
1.00	170	-38.887684630547
1.10	0	-41.105358685591
1.10	20	-41.126115488651
1.10	30	-41.148613987152
1.10	40	-41.173724402228
1.10	50	-41.197881986966
1.10	60	-41.218784139205
1.10	70	-41.23488821613
1.10	80	-41.244936926598
1.10	90	-41.247576633157
1.10	100	-41.240972976384
1.10	110	-41.222403444864
1.10	120	-41.18789867708
1.10	130	-41.132127389313
1.10	140	-41.047526692086
1.10	150	-40.908226641583
1.10	160	-40.544512418197
1.10	170	-38.691603282648
1.20	0	-41.125022509464
1.20	10	-41.125686780002
1.20	20	-41.144912893607
1.20	30	-41.137581220269
1.20	40	-41.1893758925
1.20	50	-41.213807777513
1.20	60	-41.234558652505
1.20	70	-41.250435837591
1.20	80	-41.260547329091
1.20	90	-41.263870708092
1.20	100	-41.258892822496
1.20	110	-41.243221192044
1.20	120	-41.213219892948
1.20	130	-41.163890318792
1.20	140	-41.088564219232
1.20	160	-40.677690276094
1.20	170	-39.421515891066
1.20	180	-35.23456111571
1.30	0	-41.160165399511
1.30	10	-41.161694580125
1.30	20	-41.163376949517
1.30	30	-41.188915322709
1.30	50	-41.226599708215
1.30	60	-41.246182067285
1.30	70	-41.261416614508
1.30	80	-41.271467651391
1.30	90	-41.275539770937
1.30	160	-40.814112379092
1.30	170	-40.190855674839
1.30	180	-39.190919429138
1.40	0	-41.187992300131
1.40	10	-41.193407215727
1.40	20	-41.190576750856
1.40	30	-41.222375009684
1.40	40	-41.232377435493
1.40	140	-41.17721804337
1.40	150	-41.097378194919
1.40	160	-40.945932037591
1.40	180	-40.321969213318
1.50	0	-41.209317355187
1.50	20	-41.24464894741
1.50	30	-41.253336847443
1.50	40	-41.26073341856
1.50	50	-41.2682601013
1.50	120	-41.284145279111
1.50	130	-41.26049418586
1.50	140	-41.219857148044
1.50	150	-41.1563005458
1.50	170	-40.869834626638
1.50	180	-40.769686219236
1.60	0	-41.265742790073
1.60	10	-41.268224214206
1.60	20	-41.273748114319
1.60	30	-41.279710353723
1.60	40	-41.285367761548
