3.333354039140456734e+03	3.333354039140460827e+03	4.092726157978177071e-12
2.221383367616480427e+03	2.221383367616484065e+03	3.637978807091712952e-12
1.469623167268200632e+03	1.469623167268201996e+03	1.364242052659392357e-12
9.624843739386158177e+02	9.624843739386168409e+02	1.023181539494544268e-12
6.214879080341377176e+02	6.214879080341397639e+02	2.046363078989088535e-12
3.932815228374378194e+02	3.932815228374385583e+02	7.389644451905041933e-13
2.415580914581535694e+02	2.415580914581544221e+02	8.526512829121202230e-13
1.415938944792978305e+02	1.415938944792978305e+02	0.000000000000000000e+00
7.654980138658100941e+01	7.654980138658042677e+01	-5.826450433232821524e-13
3.496109882761387411e+01	3.496109882761331278e+01	-5.613287612504791468e-13
9.030520304313894187e+00	9.030520304313416347e+00	-4.778399897986673750e-13
-6.534760154234788843e+00	-6.534760154235291552e+00	-5.027089855502708815e-13
-1.531690016323249459e+01	-1.531690016323269887e+01	-2.042810365310288034e-13
-1.972996584825003907e+01	-1.972996584825022381e+01	-1.847411112976260483e-13
-2.139124402267917446e+01	-2.139124402267931302e+01	-1.385558334732195362e-13
-2.137554688650790169e+01	-2.137554688650797630e+01	-7.460698725481051952e-14
-2.038942950366876516e+01	-2.038942950366880780e+01	-4.263256414560601115e-14
-1.889050377357685306e+01	-1.889050377357690635e+01	-5.329070518200751394e-14
-1.716906690014091907e+01	-1.716906690014095460e+01	-3.552713678800500929e-14
-1.540384176171351527e+01	-1.540384176171352060e+01	-5.329070518200751394e-15
-1.369992823133658355e+01	-1.369992823133660487e+01	-2.131628207280300558e-14
-1.211453470740185168e+01	-1.211453470740192095e+01	-6.927791673660976812e-14
-1.067432441313048663e+01	-1.067432441313054348e+01	-5.684341886080801487e-14
-9.387018817393334658e+00	-9.387018817393411041e+00	-7.638334409421076998e-14
-8.249079507229746255e+00	-8.249079507229840402e+00	-9.414691248821327463e-14
-7.250723479068323485e+00	-7.250723479068420296e+00	-9.681144774731365032e-14
-6.379135615945893178e+00	-6.379135615945998872e+00	-1.056932319443149026e-13
-5.620471686758440555e+00	-5.620471686758541807e+00	-1.012523398458142765e-13
-4.961058210610689301e+00	-4.961058210610790553e+00	-1.012523398458142765e-13
-4.388066282929679929e+00	-4.388066282929773188e+00	-9.325873406851314940e-14
-3.889847231116532633e+00	-3.889847231116613013e+00	-8.038014698286133353e-14
-3.456056492121237778e+00	-3.456056492121306167e+00	-6.838973831690964289e-14
-3.077649880891130785e+00	-3.077649880891186740e+00	-5.595524044110788964e-14
-2.746807543592379108e+00	-2.746807543592417744e+00	-3.863576125695544761e-14
-2.456821258087753534e+00	-2.456821258087778403e+00	-2.486899575160350651e-14
-2.201967500220567864e+00	-2.201967500220577634e+00	-9.769962616701377556e-15
-1.778928487976321637e+00	-1.778928487976302764e+00	1.887379141862766119e-14
-1.446954369144001218e+00	-1.446954369143960140e+00	4.107825191113079200e-14
-1.183896921804394209e+00	-1.183896921804338032e+00	5.617728504603292095e-14
-9.736900079124464202e-01	-9.736900079123818053e-01	6.461498003318411065e-14
-8.045402564001005175e-01	-8.045402564000332379e-01	6.727951529228448635e-14
-6.676604992355663626e-01	-6.676604992355014145e-01	6.494804694057165761e-14
-5.563973736880126753e-01	-5.563973736879532783e-01	5.939693181744587491e-14
-4.656337268110853911e-01	-4.656337268110347094e-01	5.068168107413839607e-14
-3.913780056614061809e-01	-3.913780056613659353e-01	4.024558464266192459e-14
-3.304792273191032859e-01	-3.304792273190741980e-01	2.908784324517910136e-14
-2.804259383222976743e-01	-2.804259383222801882e-01	1.748601263784621551e-14
-2.392015548114695134e-01	-2.392015548114627965e-01	6.716849298982197070e-15
-2.051779626017856961e-01	-2.051779626017894154e-01	-3.719247132494274410e-15
-1.770355283348065134e-01	-1.770355283348195863e-01	-1.307287611496121826e-14
-1.537017468705748069e-01	-1.537017468705962342e-01	-2.142730437526552123e-14
-1.110640230097559022e-01	-1.110640230097934417e-01	-3.753941602013810552e-14
