R	Gamma	E
1.00	0	-186.166122328525
1.00	10	-188.047159965547
1.00	20	-190.241893980491
1.00	30	-191.210892727277
1.00	40	-191.585409591706
1.00	50	-191.775495813352
1.00	60	-191.907708807777
1.00	70	-191.99792289282
1.00	80	-192.048196915313
1.00	90	-192.062661841972
1.00	100	-192.043937372993
1.00	110	-191.991461881672
1.00	120	-191.904296921182
1.00	130	-191.781743404672
1.00	140	-191.592751178327
1.00	150	-191.15677108411
1.00	160	-189.863800790196
1.00	170	-186.425165573679
1.00	180	-182.853900803473
1.10	0	-180.069015579628
1.10	10	-185.740399216416
1.10	20	-189.965141957771
1.10	30	-191.266178903396
1.10	40	-191.653772879946
1.10	50	-191.827304036897
1.10	60	-191.954097119194
1.10	70	-192.042485280285
1.10	80	-192.091576381642
1.10	90	-192.106187727153
1.10	100	-192.08926991059
1.10	110	-192.041088820148
1.10	120	-191.961238189227
1.10	130	-191.851614502405
1.10	140	-191.682348816192
1.10	150	-191.230186861971
1.10	160	-189.574780594634
1.10	170	-183.305396347407
1.10	180	-171.012064665463
1.20	0	-161.115794787515
1.20	10	-182.866349132243
1.20	20	-189.827183179291
1.20	30	-191.355239082566
1.20	40	-191.718592448571
1.20	50	-191.871247197625
1.20	60	-191.993967848409
1.20	70	-192.079538089736
1.20	80	-192.126641645679
1.20	90	-192.141385983504
1.20	100	-192.127254348426
1.20	110	-192.084873944114
1.20	120	-192.013603712974
1.20	130	-191.916043266551
1.20	140	-191.766765960987
1.20	150	-191.335955593351
1.20	160	-189.542660549969
1.20	170	-180.612689299249
1.30	10	-181.410094928551
1.30	20	-189.938967729571
1.30	30	-191.471411105812
1.30	40	-191.779873131924
1.30	50	-191.912996566428
1.30	60	-192.033119440695
1.30	70	-192.113926341895
1.30	80	-192.157756370867
1.30	90	-192.17206937594
1.30	100	-192.160992214724
1.30	110	-192.124843273977
1.30	120	-192.062063325409
1.30	130	-191.973207547006
1.30	140	-191.839109693566
1.30	150	-191.460531958065
1.30	160	-189.824738933107
1.30	170	-181.256403722845
1.40	10	-183.116767869509
1.40	20	-190.279397154396
1.40	30	-191.597232489501
1.40	40	-191.841555105062
1.40	50	-191.956003732577
1.40	60	-192.072410605369
1.40	70	-192.146314885151
1.40	80	-192.185685976008
1.40	90	-192.199040264437
1.40	100	-192.190757827481
1.40	110	-192.160528094285
1.40	120	-192.105424687143
1.40	130	-192.022052195896
1.40	140	-191.896376998585
1.40	150	-191.580863670217
1.40	160	-190.285933156759
1.40	170	-184.439650984275
1.40	180	-169.533698335614
1.50	0	-176.111830180219
1.50	10	-186.099089001115
1.50	20	-190.71177938037
1.50	30	-191.715047940504
1.50	40	-191.90388592119
1.50	50	-192.001187249759
1.50	60	-192.110424909633
1.50	70	-192.175909030598
1.50	80	-192.210119252767
1.50	90	-192.222119565008
1.50	100	-192.216058453675
1.50	110	-192.191101755367
1.50	120	-192.142761922883
1.50	130	-192.063142738231
1.50	140	-191.938937326202
1.50	150	-191.677192991703
1.50	160	-190.739434316436
1.50	170	-187.325824439268
1.50	180	-182.372856725323
1.60	0	-184.785578446856
1.60	10	-188.449194884174
1.60	20	-191.104811094719
1.60	30	-191.813502524494
1.60	40	-191.962441547764
1.60	50	-192.046888620047
1.60	60	-192.145482535534
1.60	70	-192.201909459203
1.60	80	-192.230779382288
1.60	90	-192.241197979154
1.60	100	-192.236792672986
1.60	110	-192.216394040471
1.60	120	-192.174089316808
1.60	130	-192.097979652111
1.60	140	-191.969894570068
1.60	150	-191.740770133076
1.60	160	-191.081832467026
1.60	170	-189.142682766885
1.60	180	-187.094487810867
1.70	0	-188.316005724701
1.70	10	-189.890069988817
1.70	20	-191.398866954406
1.70	30	-191.889753764146
1.70	40	-192.01462152377
1.70	50	-192.091566379558
1.70	60	-192.17658572847
1.70	70	-192.223960514294
1.70	80	-192.247776941282
1.70	90	-192.256539697397
1.70	100	-192.253303190841
1.70	110	-192.23670473555
1.70	120	-192.199944701849
1.70	130	-192.12804274027
1.70	140	-191.993865656427
1.70	150	-191.773408808257
1.70	160	-191.308264089241
1.70	170	-190.146786240924
1.70	180	-189.151210956405
1.80	0	-189.885108892696
1.80	10	-190.676889493485
1.80	20	-191.593290514159
1.80	30	-191.947310486918
1.80	40	-192.06007890681
1.80	50	-192.134720990055
1.80	60	-192.203166292413
1.80	70	-192.24196415385
1.80	80	-192.261207452874
1.80	90	-192.26836479356
1.80	100	-192.265944123897
1.80	110	-192.252474068536
1.80	120	-192.220944356436
1.80	130	-192.154394349347
1.80	140	-192.015915441286
1.80	150	-191.787228204593
1.80	160	-191.458647912059
1.80	170	-190.649418528182
1.80	180	-189.984253818803
1.90	0	-190.529207676585
1.90	10	-191.06142579879
1.90	20	-191.713955517583
1.90	30	-191.992372527706
1.90	40	-192.09943479632
1.90	50	-192.169829745051
1.90	60	-192.225191930387
1.90	70	-192.25627877747
1.90	80	-192.271564282578
1.90	90	-192.277285147415
1.90	100	-192.275451888671
1.90	110	-192.264589931181
1.90	120	-192.23799339484
1.90	130	-192.177861062094
1.90	140	-192.040467949301
1.90	150	-191.828343791025
1.90	160	-191.564944447153
1.90	170	-190.837537208559
1.90	180	-190.080327355154
2.00	0	-190.633639358485
2.00	10	-191.204962209009
2.00	20	-191.791578829506
2.00	30	-192.030924112125
2.00	40	-192.133559512862
2.00	50	-192.197954633462
2.00	60	-192.242893300852
2.00	70	-192.267447603911
2.00	80	-192.279413356474
2.00	90	-192.283902725958
2.00	100	-192.282500243946
2.00	110	-192.273808908041
2.00	120	-192.251686662041
2.00	130	-192.198793641296
2.00	140	-192.070229413341
2.00	150	-191.883135971952
2.00	160	-191.649961077977
2.00	170	-190.808265192773
2.00	180	-189.48807580286
2.10	0	-190.276396367331
2.10	10	-191.195410690754
2.10	20	-191.850190449224
2.10	30	-192.066589299566
2.10	40	-192.163045461703
2.10	50	-192.220420136239
2.10	60	-192.256801704895
2.10	70	-192.276011229021
2.10	80	-192.285265434056
2.10	90	-192.288735639867
2.10	100	-192.287657624402
2.10	110	-192.280762524032
2.10	120	-192.262592760563
2.10	130	-192.217290459592
2.10	140	-192.105325790579
2.10	150	-191.940438076609
2.10	160	-191.725784452855
2.10	170	-190.60741957288
2.10	180	-187.863006286211
2.20	0	-189.287976512046
2.20	10	-191.069526003216
2.20	20	-191.902599739001
2.20	30	-192.100447086575
2.20	40	-192.188304379221
2.20	50	-192.238352330895
2.20	60	-192.267575768116
2.20	70	-192.282484237719
2.20	80	-192.289567833333
2.20	90	-192.292214557983
2.20	100	-192.291387933911
2.20	110	-192.285967235971
2.20	120	-192.271238421147
2.20	130	-192.233376098949
2.20	140	-192.139083371471
2.20	150	-191.995658497492
2.20	160	-191.795739408427
2.20	170	-190.275007494821
2.20	180	-184.130342346873
2.30	0	-187.099462020442
2.30	10	-190.838959143429
2.30	20	-191.952160570234
2.30	30	-192.13197489482
2.30	40	-192.209684257625
